"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc0869c7c52aaf)","Receive Errors (lxc153d326fee8e)","Receive Errors (lxc15e7b9e08f6a)","Receive Errors (lxc1a9179a3c78a)","Receive Errors (lxc2eae32bd26e2)","Receive Errors (lxc3029e761caac)","Receive Errors (lxc4738a90bb62d)","Receive Errors (lxc47cf02e01200)","Receive Errors (lxc4891115b002a)","Receive Errors (lxc4cd1a6348196)","Receive Errors (lxc57a93b72bce5)","Receive Errors (lxc595b7d995309)","Receive Errors (lxc5b7056ada00e)","Receive Errors (lxc68675ff126a1)","Receive Errors (lxc89a861df6781)","Receive Errors (lxc8eacf33df192)","Receive Errors (lxc91684f5d75a2)","Receive Errors (lxc9441c396838b)","Receive Errors (lxc9edf229aa199)","Receive Errors (lxc_health)","Receive Errors (lxca0003cd2b493)","Receive Errors (lxca11ecf08273d)","Receive Errors (lxca5aef5474707)","Receive Errors (lxca628a586fdcc)","Receive Errors (lxcaf4e57eca9cb)","Receive Errors (lxcafe5bab5afc3)","Receive Errors (lxcb4ddad6a734f)","Receive Errors (lxccbfad65195f2)","Receive Errors (lxccd4442c762c4)","Receive Errors (lxcd07d9b092772)","Receive Errors (lxcd3fb53856a74)","Receive Errors (lxce70383cf2d73)","Receive Errors (lxcec9d0fdffcd5)","Receive Errors (lxcf37dd9c16b64)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc0869c7c52aaf)","Receive Total (lxc153d326fee8e)","Receive Total (lxc15e7b9e08f6a)","Receive Total (lxc1a9179a3c78a)","Receive Total (lxc2eae32bd26e2)","Receive Total (lxc3029e761caac)","Receive Total (lxc4738a90bb62d)","Receive Total (lxc47cf02e01200)","Receive Total (lxc4891115b002a)","Receive Total (lxc4cd1a6348196)","Receive Total (lxc57a93b72bce5)","Receive Total (lxc595b7d995309)","Receive Total (lxc5b7056ada00e)","Receive Total (lxc68675ff126a1)","Receive Total (lxc89a861df6781)","Receive Total (lxc8eacf33df192)","Receive Total (lxc91684f5d75a2)","Receive Total (lxc9441c396838b)","Receive Total (lxc9edf229aa199)","Receive Total (lxc_health)","Receive Total (lxca0003cd2b493)","Receive Total (lxca11ecf08273d)","Receive Total (lxca5aef5474707)","Receive Total (lxca628a586fdcc)","Receive Total (lxcaf4e57eca9cb)","Receive Total (lxcafe5bab5afc3)","Receive Total (lxcb4ddad6a734f)","Receive Total (lxccbfad65195f2)","Receive Total (lxccd4442c762c4)","Receive Total (lxcd07d9b092772)","Receive Total (lxcd3fb53856a74)","Receive Total (lxce70383cf2d73)","Receive Total (lxcec9d0fdffcd5)","Receive Total (lxcf37dd9c16b64)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc0869c7c52aaf)","Transmit Errors (lxc153d326fee8e)","Transmit Errors (lxc15e7b9e08f6a)","Transmit Errors (lxc1a9179a3c78a)","Transmit Errors (lxc2eae32bd26e2)","Transmit Errors (lxc3029e761caac)","Transmit Errors (lxc4738a90bb62d)","Transmit Errors (lxc47cf02e01200)","Transmit Errors (lxc4891115b002a)","Transmit Errors (lxc4cd1a6348196)","Transmit Errors (lxc57a93b72bce5)","Transmit Errors (lxc595b7d995309)","Transmit Errors (lxc5b7056ada00e)","Transmit Errors (lxc68675ff126a1)","Transmit Errors (lxc89a861df6781)","Transmit Errors (lxc8eacf33df192)","Transmit Errors (lxc91684f5d75a2)","Transmit Errors (lxc9441c396838b)","Transmit Errors (lxc9edf229aa199)","Transmit Errors (lxc_health)","Transmit Errors (lxca0003cd2b493)","Transmit Errors (lxca11ecf08273d)","Transmit Errors (lxca5aef5474707)","Transmit Errors (lxca628a586fdcc)","Transmit Errors (lxcaf4e57eca9cb)","Transmit Errors (lxcafe5bab5afc3)","Transmit Errors (lxcb4ddad6a734f)","Transmit Errors (lxccbfad65195f2)","Transmit Errors (lxccd4442c762c4)","Transmit Errors (lxcd07d9b092772)","Transmit Errors (lxcd3fb53856a74)","Transmit Errors (lxce70383cf2d73)","Transmit Errors (lxcec9d0fdffcd5)","Transmit Errors (lxcf37dd9c16b64)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc0869c7c52aaf)","Receive Dropped (lxc153d326fee8e)","Receive Dropped (lxc15e7b9e08f6a)","Receive Dropped (lxc1a9179a3c78a)","Receive Dropped (lxc2eae32bd26e2)","Receive Dropped (lxc3029e761caac)","Receive Dropped (lxc4738a90bb62d)","Receive Dropped (lxc47cf02e01200)","Receive Dropped (lxc4891115b002a)","Receive Dropped (lxc4cd1a6348196)","Receive Dropped (lxc57a93b72bce5)","Receive Dropped (lxc595b7d995309)","Receive Dropped (lxc5b7056ada00e)","Receive Dropped (lxc68675ff126a1)","Receive Dropped (lxc89a861df6781)","Receive Dropped (lxc8eacf33df192)","Receive Dropped (lxc91684f5d75a2)","Receive Dropped (lxc9441c396838b)","Receive Dropped (lxc9edf229aa199)","Receive Dropped (lxc_health)","Receive Dropped (lxca0003cd2b493)","Receive Dropped (lxca11ecf08273d)","Receive Dropped (lxca5aef5474707)","Receive Dropped (lxca628a586fdcc)","Receive Dropped (lxcaf4e57eca9cb)","Receive Dropped (lxcafe5bab5afc3)","Receive Dropped (lxcb4ddad6a734f)","Receive Dropped (lxccbfad65195f2)","Receive Dropped (lxccd4442c762c4)","Receive Dropped (lxcd07d9b092772)","Receive Dropped (lxcd3fb53856a74)","Receive Dropped (lxce70383cf2d73)","Receive Dropped (lxcec9d0fdffcd5)","Receive Dropped (lxcf37dd9c16b64)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc0869c7c52aaf)","Transmit Dropped (lxc153d326fee8e)","Transmit Dropped (lxc15e7b9e08f6a)","Transmit Dropped (lxc1a9179a3c78a)","Transmit Dropped (lxc2eae32bd26e2)","Transmit Dropped (lxc3029e761caac)","Transmit Dropped (lxc4738a90bb62d)","Transmit Dropped (lxc47cf02e01200)","Transmit Dropped (lxc4891115b002a)","Transmit Dropped (lxc4cd1a6348196)","Transmit Dropped (lxc57a93b72bce5)","Transmit Dropped (lxc595b7d995309)","Transmit Dropped (lxc5b7056ada00e)","Transmit Dropped (lxc68675ff126a1)","Transmit Dropped (lxc89a861df6781)","Transmit Dropped (lxc8eacf33df192)","Transmit Dropped (lxc91684f5d75a2)","Transmit Dropped (lxc9441c396838b)","Transmit Dropped (lxc9edf229aa199)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca0003cd2b493)","Transmit Dropped (lxca11ecf08273d)","Transmit Dropped (lxca5aef5474707)","Transmit Dropped (lxca628a586fdcc)","Transmit Dropped (lxcaf4e57eca9cb)","Transmit Dropped (lxcafe5bab5afc3)","Transmit Dropped (lxcb4ddad6a734f)","Transmit Dropped (lxccbfad65195f2)","Transmit Dropped (lxccd4442c762c4)","Transmit Dropped (lxcd07d9b092772)","Transmit Dropped (lxcd3fb53856a74)","Transmit Dropped (lxce70383cf2d73)","Transmit Dropped (lxcec9d0fdffcd5)","Transmit Dropped (lxcf37dd9c16b64)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc0869c7c52aaf)","Transmit Total (lxc153d326fee8e)","Transmit Total (lxc15e7b9e08f6a)","Transmit Total (lxc1a9179a3c78a)","Transmit Total (lxc2eae32bd26e2)","Transmit Total (lxc3029e761caac)","Transmit Total (lxc4738a90bb62d)","Transmit Total (lxc47cf02e01200)","Transmit Total (lxc4891115b002a)","Transmit Total (lxc4cd1a6348196)","Transmit Total (lxc57a93b72bce5)","Transmit Total (lxc595b7d995309)","Transmit Total (lxc5b7056ada00e)","Transmit Total (lxc68675ff126a1)","Transmit Total (lxc89a861df6781)","Transmit Total (lxc8eacf33df192)","Transmit Total (lxc91684f5d75a2)","Transmit Total (lxc9441c396838b)","Transmit Total (lxc9edf229aa199)","Transmit Total (lxc_health)","Transmit Total (lxca0003cd2b493)","Transmit Total (lxca11ecf08273d)","Transmit Total (lxca5aef5474707)","Transmit Total (lxca628a586fdcc)","Transmit Total (lxcaf4e57eca9cb)","Transmit Total (lxcafe5bab5afc3)","Transmit Total (lxcb4ddad6a734f)","Transmit Total (lxccbfad65195f2)","Transmit Total (lxccd4442c762c4)","Transmit Total (lxcd07d9b092772)","Transmit Total (lxcd3fb53856a74)","Transmit Total (lxce70383cf2d73)","Transmit Total (lxcec9d0fdffcd5)","Transmit Total (lxcf37dd9c16b64)"
2023-03-11 13:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,35.3,143,0,0.767,2.26,0,0.256,0,0,0.267,3.33,4.93,13.5,0.556,0.256,0,3.71,0,2.64,0.0667,0.294,0,0.317,0.433,1.94,11.9,0.539,0.267,0.444,0.100,3.13,0,0.983,6.92,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,34.4,166,0,1.53,2.61,0,0.256,0,0,0.267,3.43,4.20,13.4,0.994,0.256,0,4.31,0,2.88,0.0667,0.467,0,0.389,0.333,2.14,12.8,0.989,0.389,0.422,0.200,3.65,0,1.02,7.91,0,0.100,0.256
2023-03-11 13:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,15.8,98.4,0,0.767,2.19,0,0.244,0,0,0.256,3.33,4.93,8.34,0.550,0.244,0,3.73,0,2.54,0.0667,0.289,0,0.317,0.433,1.94,11.8,0.539,0.267,0.433,0.100,3.12,0,0.967,6.88,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,15.4,111,0,1.53,2.69,0,0.244,0,0,0.256,3.41,4.26,8.77,0.983,0.244,0,4.31,0,2.98,0.0667,0.450,0,0.383,0.333,2.14,12.9,0.989,0.389,0.411,0.200,3.61,0,1.01,7.84,0,0.100,0.244
2023-03-11 13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.92,80.8,0,0.756,2.49,0,0.233,0,0,0.233,3.33,4.85,4.36,0.550,0.233,0,3.73,0,2.42,0.0667,0.278,0,0.317,0,0.100,11.5,0.539,0,0.483,0.100,3.14,0,0.989,6.88,0,0.200,0.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.45,93.1,0,1.51,2.57,0,0.233,0,0.00556,0.233,3.42,4.17,5.20,0.989,0.233,0,4.29,0,2.93,0.0667,0.439,0,0.383,0,0.200,13.0,0.983,0,0.433,0.200,3.62,0,1.02,7.84,0,0.100,0.233
2023-03-11 13:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.86,81.6,0,0.756,2.22,0,0.256,0,0,0.256,3.33,4.86,4.40,0.545,0.256,0,3.72,0,2.39,0.0611,0.278,0,0.317,0,0.100,11.6,0.545,0.0111,0.500,0.100,3.14,0,1.00,6.86,0,0.206,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.41,93.0,0,1.51,2.68,0,0.256,0,0,0.256,3.42,4.17,5.20,0.989,0.256,0,4.28,0,3.05,0.0611,0.439,0,0.383,0,0.200,13.1,0.989,0.0111,0.456,0.200,3.61,0,1.03,7.84,0,0.100,0.261
2023-03-11 13:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.00556,5.87,81.4,0,0.778,2.03,0,0.256,0,0,0.256,3.32,5.01,4.37,0.556,0.256,0,3.72,0,2.75,0.0500,0.272,0,0.317,0,0.100,11.3,0.539,0,0.494,0.100,3.16,0,0.956,6.90,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.200,5.41,91.1,0,1.56,2.90,0,0.256,0,0,0.256,3.42,4.26,5.21,0.994,0.256,0,4.28,0,2.94,0.0500,0.439,0,0.383,0,0.200,12.8,0.989,0,0.450,0.200,3.64,0,1,7.88,0,0.100,0.256
2023-03-11 13:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.00556,35.0,153,0,0.761,2.13,0,0.256,0,0,0.244,3.33,4.91,12.2,0.544,0.244,0,3.68,0,2.48,0.0500,0.306,0,0.317,0.406,1.94,12.2,0.550,0.267,0.428,0.100,3.25,0,0.939,6.97,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.200,33.2,169,0,1.52,2.93,0,0.256,0,0,0.244,3.42,4.19,13.3,0.983,0.244,0,4.23,0,3.26,0.0500,0.461,0.00556,0.383,0.333,2.14,13.4,0.989,0.367,0.417,0.200,3.74,0,0.989,7.94,0,0.100,0.244
2023-03-11 13:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,20.6,109,0,0.767,1.99,0,0.256,0,0,0.244,3.33,4.93,9.07,0.561,0.256,0,3.75,0,2.52,0.0500,0.300,0,0.317,0.406,1.94,12.2,0.550,0.267,0.367,0.100,3.12,0,1.01,6.88,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,19.6,124,0,1.53,2.77,0,0.256,0,0,0.244,3.40,4.23,9.86,0.994,0.256,0,4.29,0,3.05,0.0500,0.456,0.00556,0.383,0.333,2.14,13.0,0.989,0.367,0.389,0.200,3.61,0,1.03,7.84,0,0.100,0.256
2023-03-11 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.92,78.9,0,0.767,1.94,0,0.256,0,0,0.256,3.33,4.93,4.38,0.561,0.256,0,3.73,0,2.36,0.0500,0.283,0,0.317,0,0.100,11.4,0.544,0,0.428,0.100,3.16,0,0.972,6.86,0,0.200,0.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.46,92.2,0,1.53,2.61,0,0.256,0,0,0.256,3.37,4.21,5.23,0.989,0.256,0,4.28,0,2.92,0.0500,0.444,0,0.383,0,0.200,12.7,0.994,0,0.433,0.200,3.64,0,1.01,7.83,0,0.100,0.267
2023-03-11 13:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.93,79.6,0,0.767,2.19,0,0.256,0,0,0.256,3.32,4.93,4.39,0.545,0.256,0,3.73,0,2.53,0.0556,0.272,0,0.317,0,0.100,11.6,0.550,0.0111,0.506,0.100,3.21,0,0.950,6.90,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.47,93.2,0,1.53,2.72,0,0.256,0,0,0.256,3.42,4.22,5.25,0.989,0.256,0,4.30,0,3.00,0.0556,0.445,0,0.383,0,0.200,12.9,0.995,0.0111,0.478,0.200,3.75,0,1.00,7.86,0,0.100,0.256
2023-03-11 13:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.88,77.5,0,0.767,1.93,0,0.244,0,0,0.244,3.32,4.93,4.33,0.544,0.244,0,3.72,0,2.28,0.0667,0.283,0,0.317,0,0.100,11.8,0.539,0,0.467,0.100,3.16,0,0.983,6.94,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.42,90.6,0,1.53,2.78,0,0.244,0,0,0.244,3.42,4.23,5.26,0.989,0.244,0,4.28,0.00556,3.04,0.0667,0.450,0,0.383,0,0.200,13.0,0.989,0,0.433,0.200,3.62,0,1.02,7.92,0,0.100,0.244
2023-03-11 13:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,34.7,144,0,0.756,2.17,0,0.244,0,0,0.256,3.33,4.86,12.2,0.539,0.244,0,3.73,0,2.60,0.0667,0.267,0,0.317,0.411,1.94,12.3,0.544,0.267,0.422,0.100,3.12,0,1.02,6.92,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,33.2,166,0,1.52,2.86,0,0.244,0,0,0.256,3.37,4.19,12.9,0.994,0.244,0,4.30,0.00556,3.14,0.0667,0.433,0,0.383,0.333,2.17,13.0,0.989,0.383,0.406,0.200,3.73,0,1.04,7.90,0,0.100,0.256
2023-03-11 13:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,25.1,119,0,0.778,2.26,0,0.233,0,0,0.222,3.33,5.01,10.1,0.561,0.233,0,3.73,0,2.70,0.0667,0.278,0,0.317,0.411,1.94,11.8,0.544,0.267,0.444,0.100,3.24,0,0.950,6.88,0,0.200,0.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,24.1,137,0,1.56,2.76,0,0.233,0,0,0.222,3.39,4.28,10.8,1,0.233,0,4.32,0,3.05,0.0667,0.444,0,0.383,0.333,2.17,13.1,0.989,0.383,0.417,0.200,3.78,0,1,7.84,0,0.100,0.233
2023-03-11 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.88,78.8,0,0.756,1.98,0,0.244,0,0,0.250,3.33,4.86,4.36,0.550,0.233,0,3.71,0.00556,2.21,0.0667,0.289,0,0.317,0,0.106,11.4,0.539,0,0.456,0.100,3.10,0,0.950,6.89,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.39,90.9,0,1.51,2.72,0.00556,0.244,0,0,0.244,3.42,4.16,5.27,0.994,0.233,0,4.31,0,2.93,0.0667,0.450,0,0.383,0,0.200,12.8,0.989,0,0.450,0.200,3.68,0,1.01,7.86,0,0.100,0.244
2023-03-11 14:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.91,80.1,0,0.778,1.88,0.00556,0.244,0,0,0.244,3.33,5.01,4.33,0.556,0.244,0,3.71,0,2.25,0.0611,0.344,0,0.317,0,0.100,12.0,0.539,0.0111,0.472,0.100,3.17,0,0.972,6.88,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.42,92.4,0,1.56,2.84,0,0.244,0,0,0.244,3.39,4.32,5.26,0.989,0.244,0,4.30,0,3.08,0.0611,0.511,0,0.383,0,0.200,13.2,0.983,0.0111,0.456,0.200,3.77,0.00556,1.01,7.84,0,0.100,0.244
2023-03-11 14:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5.95,78.3,0,0.767,1.89,0,0.256,0,0,0.267,3.33,4.93,4.32,0.522,0.256,0,3.73,0,2.43,0.0500,0.372,0.00556,0.317,0,0.100,12.1,0.544,0,0.494,0.100,3.13,0,0.983,6.96,0,0.200,0.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.46,91.0,0,1.53,2.87,0,0.256,0,0,0.267,3.38,4.26,5.24,0.972,0.256,0,4.30,0,3.18,0.0500,0.550,0,0.383,0,0.200,13.2,0.994,0,0.450,0.200,3.71,0,1.02,7.93,0,0.100,0.267
