"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","tracee-lvgxw","tracee-nxgbl","tracee-z2w8m","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-21 20:50:00,19525632,327208960,70574080,4259840,217100288,38776832,64643072,10469376,261656576,261713920,24317952,265748480,20910080,9678848,8003584,8204288,8568832,9048064,11792384,8986624,8589312,10973184,7979008,7741440,8986624,8462336,8376320,18395136,17895424,18251776,93896704,47898624,75538432,35520512,71786496,13336576,9625600,6647808,6754304,6651904,4816896,4825088,4874240,7729152,66510848,68886528,42217472,43868160,14934016,14598144,15024128,10502144,55734272,52547584,51294208,2621440,21200896,293314560,69140480,3956736,310321152,1516482560,6750208,6721536,7385088,7565312,270761984,89219072,639021056,882855936,948887552,115617792,16605184,36589568,648966144,12001280,11350016,11931648,53280768,2666496,292864000,610304,606208,618496,286720,116441088,112951296,114495488,44646400,64798720,5484544,34045952,278528
2023-03-21 20:52:00,20992000,327208960,70578176,4255744,217100288,38776832,64643072,10469376,261427200,262041600,24432640,261357568,20963328,9678848,8003584,8204288,8568832,9048064,11792384,8982528,8597504,10977280,7979008,7741440,8986624,8462336,8376320,18395136,17895424,18251776,61214720,48463872,76509184,35520512,71532544,13332480,9625600,6643712,6758400,6651904,4816896,4825088,4874240,7729152,66510848,68886528,42217472,43868160,14934016,14598144,15024128,10502144,55730176,52551680,51294208,2621440,20832256,293314560,69009408,3952640,297058304,1639448576,6725632,6713344,8105984,8327168,270761984,89219072,639021056,882855936,959209472,116281344,16359424,36589568,622804992,11993088,11804672,11808768,53280768,2662400,292864000,610304,606208,618496,286720,109936640,111865856,118751232,52449280,64798720,5480448,34045952,278528
2023-03-21 20:54:00,21667840,327213056,70578176,4358144,217100288,39301120,64643072,10485760,261009408,258625536,24424448,269488128,21012480,9678848,8003584,8204288,8568832,9048064,11792384,8986624,8544256,10981376,7979008,7745536,8986624,8462336,8376320,18395136,17895424,18251776,59342848,48500736,68542464,35532800,71348224,13336576,9625600,6647808,6758400,6651904,4816896,4829184,4874240,7729152,66514944,68882432,42213376,43868160,14934016,14598144,15024128,10502144,55738368,52547584,51298304,2621440,21299200,293314560,69009408,3956736,301322240,1536614400,6717440,6713344,7286784,7585792,270761984,89227264,639025152,883302400,958599168,114241536,16429056,37900288,653148160,11649024,11735040,11468800,53280768,2793472,292864000,610304,606208,618496,286720,115630080,110858240,119808000,48443392,64798720,5484544,34045952,278528
2023-03-21 20:56:00,18018304,327213056,70602752,4386816,217100288,39301120,64643072,10514432,259919872,261464064,24424448,267698176,19443712,9678848,8007680,8204288,8572928,9048064,11792384,8986624,8544256,11124736,7979008,7749632,8994816,8462336,8376320,18399232,17895424,18251776,59150336,47783936,70033408,35532800,68861952,13332480,9625600,6647808,6758400,6656000,4816896,4820992,4874240,7729152,66510848,68878336,42213376,43868160,14934016,14598144,15024128,10502144,55730176,52551680,51294208,2621440,20877312,293314560,69013504,3985408,301338624,1473486848,6709248,6713344,7360512,7839744,270761984,89219072,639025152,883175424,958861312,116912128,16433152,37900288,658595840,11898880,11628544,11460608,53280768,2662400,292864000,610304,606208,618496,286720,115666944,112381952,118181888,50720768,64798720,5484544,34045952,278528
2023-03-21 20:58:00,19767296,327213056,70557696,4386816,217100288,39305216,64643072,10547200,261427200,263213056,24023040,264523776,19947520,9752576,8007680,8204288,8572928,9048064,11792384,8982528,8544256,10960896,8122368,7745536,8994816,8462336,8376320,18395136,17895424,18255872,59027456,47783936,70119424,35672064,70045696,13336576,9625600,6647808,6754304,6651904,4816896,4825088,4874240,7729152,66506752,68886528,42217472,43868160,14934016,14602240,15024128,10502144,55734272,52551680,51290112,2621440,21897216,293314560,69140480,4001792,307679232,1548591104,6701056,6713344,7327744,7794688,270761984,89219072,639021056,883175424,976408576,117252096,16449536,36933632,471171072,11923456,11632640,11390976,53284864,2797568,292864000,610304,606208,618496,286720,112193536,110886912,119017472,42921984,64798720,5505024,34045952,278528
2023-03-21 21:00:00,20672512,327213056,70553600,4362240,217100288,39301120,64643072,10551296,261332992,264163328,25796608,266518528,19947520,9875456,8007680,8204288,8572928,9048064,11796480,8982528,8544256,11018240,7991296,7745536,8998912,8462336,8376320,18395136,17895424,18251776,59035648,47783936,70275072,35536896,70082560,13336576,9625600,6647808,6758400,6651904,4816896,4820992,4874240,7729152,66510848,68882432,42217472,43868160,14934016,14602240,15024128,10506240,55734272,52563968,51290112,2621440,21086208,293314560,69144576,4001792,309538816,1482555392,6692864,7057408,7311360,7696384,270761984,89219072,639021056,883167232,951050240,115650560,16572416,36204544,648097792,12345344,14610432,13291520,53280768,2662400,292864000,610304,606208,618496,286720,118124544,111915008,120078336,42934272,64798720,5500928,34045952,278528
2023-03-21 21:02:00,19140608,327213056,70586368,4362240,217100288,39301120,64643072,10547200,259715072,264036352,24289280,266653696,20066304,9752576,8007680,8204288,8581120,9048064,11796480,8986624,8548352,11214848,7991296,7745536,9003008,8462336,8376320,18395136,17895424,18251776,59043840,47783936,70770688,35536896,69627904,13332480,9625600,6647808,6758400,6651904,4820992,4829184,4874240,7729152,66514944,68882432,42217472,43868160,14938112,14602240,15024128,10506240,55734272,52543488,51290112,2621440,21032960,293314560,69013504,4001792,299581440,1561464832,6782976,6746112,7344128,8278016,270761984,89219072,639021056,883838976,963641344,116486144,16572416,35344384,787845120,12214272,13221888,11509760,53280768,2666496,292864000,610304,606208,618496,286720,116555776,112914432,118243328,42934272,64798720,5640192,34045952,278528
2023-03-21 21:04:00,18833408,327213056,70361088,4390912,217100288,38780928,64643072,10465280,260395008,264609792,24289280,266784768,19390464,9793536,8007680,8204288,8581120,9048064,11800576,8982528,8581120,10985472,7995392,7749632,9003008,8462336,8376320,18395136,17895424,18251776,59043840,47783936,71315456,35536896,70242304,13340672,9625600,6647808,6754304,6651904,4816896,4820992,4874240,7729152,66514944,68886528,42217472,43868160,14938112,14598144,15024128,10506240,55734272,52547584,51294208,2621440,21090304,293314560,69017600,3956736,313040896,1482031104,6717440,7081984,7352320,7958528,270761984,89219072,639025152,883838976,957693952,115445760,16568320,35344384,656584704,11808768,11870208,11493376,53280768,2662400,292864000,610304,606208,618496,286720,116703232,106045440,117850112,43249664,64798720,5484544,34045952,278528
2023-03-21 21:06:00,19398656,327208960,70361088,4329472,217100288,38776832,64643072,10502144,261853184,261832704,24379392,267722752,20258816,9621504,8011776,8204288,8581120,9048064,11796480,8982528,8597504,11214848,7995392,7749632,9003008,8462336,8376320,18403328,17895424,18251776,59047936,47792128,73564160,35540992,66920448,13336576,9625600,6643712,6762496,6651904,4816896,4820992,4874240,7729152,66514944,68882432,42217472,43868160,14938112,14598144,15024128,10506240,55734272,52547584,51294208,2621440,21057536,293314560,69009408,3989504,288071680,1678708736,7168000,6647808,8081408,7553024,270761984,89219072,639029248,883847168,957923328,115093504,16568320,35344384,640942080,12091392,11431936,11149312,53280768,2662400,292864000,610304,606208,618496,286720,117243904,113209344,115302400,49041408,64798720,5484544,34045952,278528
2023-03-21 21:08:00,20103168,327208960,70569984,4333568,217100288,38776832,64643072,10514432,261152768,259964928,24506368,267751424,20279296,9621504,8007680,8204288,8581120,9048064,11796480,8982528,8540160,10973184,7995392,7749632,9007104,8462336,8376320,18395136,17944576,18251776,73637888,48566272,73576448,35540992,71348224,13336576,9625600,6647808,6758400,6651904,4816896,4825088,4874240,7729152,66514944,68886528,42217472,43868160,14934016,14598144,15024128,10506240,55738368,52551680,51290112,2621440,22151168,293314560,69009408,4005888,295116800,1323782144,6971392,6729728,7327744,7827456,270761984,89219072,639033344,882855936,959406080,115445760,16576512,35909632,616685568,13856768,11558912,11718656,53280768,2666496,292864000,610304,606208,618496,286720,117727232,112562176,118411264,48906240,64798720,5447680,34045952,278528
2023-03-21 21:10:00,18329600,327208960,70107136,4276224,217100288,39301120,64643072,10457088,261853184,260050944,24403968,268197888,20344832,9621504,8007680,8204288,8581120,9048064,11796480,8982528,8548352,10969088,7995392,7749632,9015296,8462336,8376320,18395136,17895424,18251776,56434688,47976448,73924608,35540992,68288512,13332480,9625600,6647808,6754304,6651904,4816896,4825088,4874240,7729152,66514944,68886528,42221568,43868160,14934016,14602240,15024128,10506240,55734272,52547584,51290112,2621440,21336064,293314560,69005312,4001792,302710784,1650700288,6545408,6729728,7409664,7557120,270761984,89600000,639033344,882851840,951205888,116334592,16617472,37249024,646926336,12017664,11796480,13000704,53280768,2662400,292864000,610304,606208,618496,286720,118263808,111501312,118771712,46350336,64798720,5476352,34045952,278528
2023-03-21 21:12:00,19116032,327208960,70107136,4276224,217100288,39301120,64643072,10485760,259895296,263008256,22900736,267956224,20766720,9621504,8007680,8204288,8585216,9048064,11796480,8982528,8552448,10969088,7995392,7749632,9015296,8462336,8376320,18395136,17895424,18251776,56713216,47980544,74362880,35545088,66826240,13332480,9625600,6647808,6754304,6651904,4816896,4825088,4874240,7729152,66506752,68882432,42217472,43868160,14934016,14602240,15024128,10506240,55738368,52547584,51294208,2621440,20434944,293314560,69005312,4001792,305414144,1315377152,6578176,6729728,8089600,7880704,270761984,89423872,639037440,883179520,975540224,114610176,16621568,37236736,656044032,14454784,11685888,11632640,53280768,2793472,292864000,610304,606208,618496,286720,112369664,109936640,119291904,44257280,64798720,5484544,34045952,278528
2023-03-21 21:14:00,20705280,327208960,70184960,4272128,217100288,39305216,64643072,10489856,258658304,262426624,23023616,263450624,21028864,9662464,8007680,8204288,8585216,9048064,11796480,8982528,8572928,10969088,7999488,7880704,9015296,8462336,8376320,18395136,17895424,18251776,63778816,47984640,75788288,35545088,66826240,13336576,9625600,6647808,6758400,6651904,4816896,4825088,4874240,7729152,66510848,68886528,42217472,43868160,14934016,14602240,15024128,10506240,55734272,52547584,51294208,2621440,20856832,293314560,69009408,3952640,303587328,1292636160,6561792,6631424,7327744,7688192,270761984,89448448,639025152,883175424,976580608,116240384,16613376,35651584,662237184,12267520,11550720,13275136,53280768,2662400,292864000,610304,606208,618496,286720,112762880,109826048,118841344,46788608,64798720,5419008,34045952,278528
2023-03-21 21:16:00,20717568,327213056,70184960,4276224,217100288,39305216,64643072,10485760,259813376,263782400,23175168,263905280,20144128,9662464,8007680,8204288,8589312,9048064,11796480,8982528,8585216,10973184,7999488,7753728,9015296,8462336,8376320,18399232,17895424,18251776,59158528,47980544,76382208,35549184,66584576,13332480,9625600,6647808,6754304,6651904,4816896,4820992,4874240,7729152,66510848,68882432,42217472,43868160,14934016,14602240,15024128,10506240,55730176,52568064,51294208,2621440,20828160,293314560,68890624,3952640,310616064,1441742848,6651904,6565888,7360512,7671808,270761984,89341952,639029248,883838976,949604352,115929088,16621568,35647488,688447488,11694080,12582912,12926976,53280768,2797568,292864000,610304,606208,618496,286720,115412992,113070080,120987648,49487872,64798720,5443584,34045952,278528
2023-03-21 21:18:00,19398656,327213056,70184960,4276224,217100288,39968768,64647168,10489856,263286784,265592832,23191552,262459392,20291584,9666560,8007680,8204288,8589312,9048064,11796480,8982528,8585216,10973184,7999488,7749632,9015296,8462336,8376320,18395136,17895424,18251776,59109376,47984640,76767232,35549184,74010624,13336576,9625600,6647808,6758400,6651904,4816896,4825088,4874240,7729152,66506752,68882432,42217472,43868160,14934016,14602240,15024128,10506240,55738368,52551680,51290112,2621440,22278144,293314560,68952064,3989504,312287232,1265233920,6610944,6705152,8130560,8417280,270761984,89411584,639037440,883838976,966631424,116518912,16408576,36311040,502177792,12148736,11112448,11673600,53280768,2662400,292864000,610304,606208,618496,286720,111878144,109961216,121032704,49688576,64798720,5484544,34045952,278528
2023-03-21 21:20:00,20721664,327213056,70197248,4276224,217100288,38789120,64643072,10489856,264101888,265777152,23199744,263606272,20586496,9695232,8007680,8204288,8593408,9048064,11796480,8982528,8601600,11005952,7999488,7749632,9019392,8462336,8376320,18395136,17924096,18251776,59113472,47980544,76845056,35553280,75386880,13332480,9625600,6643712,6754304,6651904,4816896,4825088,4874240,7729152,66510848,68886528,42217472,43872256,14934016,14602240,15024128,10506240,55738368,52613120,51294208,2621440,21450752,293314560,68960256,4001792,318242816,1575915520,6602752,6475776,7352320,7606272,270761984,89411584,639033344,883838976,952672256,117342208,16404480,36311040,657776640,12926976,11313152,11599872,53280768,2793472,292864000,610304,606208,618496,286720,116236288,105926656,116617216,46743552,64798720,5484544,34045952,278528
2023-03-21 21:22:00,20738048,327213056,70205440,4276224,217100288,38785024,64643072,10485760,262447104,265572352,23199744,263118848,20987904,9695232,8007680,8204288,8593408,9048064,11796480,9113600,8601600,11005952,7999488,7749632,9015296,8462336,8376320,18395136,17903616,18251776,59113472,48496640,67518464,35553280,66826240,13336576,9625600,6643712,6754304,6651904,4816896,4825088,4874240,7729152,66510848,68886528,42217472,43868160,14934016,14602240,15024128,10502144,55734272,52568064,51294208,2621440,20877312,293314560,68956160,4001792,295669760,1350713344,6422528,6418432,8097792,8351744,270761984,89673728,639037440,883834880,962207744,116551680,16420864,35651584,652144640,11825152,13045760,11427840,53280768,2666496,292864000,610304,606208,618496,286720,116596736,108482560,118763520,43995136,64798720,5484544,34045952,278528
