"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","kubearmor-8v62p","kubearmor-8v7lc","kubearmor-annotation-manager-85857fc8d7-j2v79","kubearmor-host-policy-manager-7b9c9db44-vsgj9","kubearmor-policy-manager-8569dd9d6f-s8wgx","kubearmor-relay-64c6fff875-9cxdt","kubearmor-wcph8","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-23 03:20:00,19214336,327262208,70873088,4263936,217100288,38887424,64720896,10530816,262053888,261750784,23113728,269357056,20668416,9785344,8204288,8269824,8884224,9052160,12095488,8953856,9117696,11415552,8368128,8122368,9441280,8462336,8376320,18513920,17895424,18251776,59109376,48898048,75120640,36294656,67514368,13332480,9629696,6651904,6758400,6664192,4820992,4825088,4882432,132837376,116920320,22695936,16703488,19275776,11067392,130646016,7774208,66568192,68931584,42262528,43864064,14934016,14594048,15024128,10502144,56217600,52641792,52543488,2621440,21331968,293318656,69513216,3997696,300908544,1439612928,6705152,6610944,7376896,7626752,270761984,89219072,668872704,907939840,965500928,117923840,16596992,35655680,633688064,14544896,12877824,11984896,53190656,2797568,292864000,610304,606208,618496,286720,43974656,65740800,5480448,34439168,278528
2023-03-23 03:22:00,19517440,327262208,70877184,4296704,217100288,38887424,64720896,10530816,263098368,261804032,23216128,269291520,21352448,9678848,8204288,8269824,8884224,9052160,12095488,9007104,9117696,11415552,8368128,8122368,9441280,8462336,8376320,18513920,17895424,18251776,59109376,49946624,75497472,36294656,67346432,13332480,9629696,6647808,6758400,6664192,4820992,4825088,4882432,136134656,131641344,22573056,16703488,19537920,11108352,125427712,7774208,66568192,68923392,42262528,43864064,14934016,14594048,15024128,10502144,56016896,52641792,52412416,2621440,22286336,293318656,69517312,3997696,294756352,1534033920,6811648,6578176,7393280,7516160,270761984,89219072,668999680,907939840,992890880,116826112,16605184,35659776,656551936,11862016,11976704,13914112,53190656,2662400,292864000,610304,606208,618496,286720,54185984,65740800,5492736,34443264,278528
2023-03-23 03:24:00,19521536,327266304,70877184,4304896,217100288,38883328,64720896,10493952,263643136,259801088,23216128,269344768,21086208,9678848,8204288,8269824,8884224,9052160,12095488,9027584,9117696,11415552,8372224,8122368,9441280,8462336,8376320,18513920,17895424,18251776,89563136,49942528,75493376,36294656,70537216,13328384,9629696,6651904,6758400,6664192,4820992,4820992,4882432,134995968,127217664,23511040,16715776,19279872,11124736,127483904,7774208,66568192,68927488,42262528,43864064,14934016,14594048,15024128,10502144,56123392,52641792,52535296,2621440,21069824,293318656,69517312,3997696,295026688,1341050880,6828032,6709248,7729152,7520256,270761984,89219072,668872704,907943936,995590144,116633600,16666624,36319232,351571968,14462976,13598720,12922880,53190656,2666496,292864000,610304,606208,618496,286720,50630656,65740800,5488640,34439168,278528
2023-03-23 03:26:00,19333120,327266304,70877184,4304896,217100288,38883328,64720896,10502144,264560640,259866624,23240704,269668352,21098496,9748480,8204288,8269824,8884224,9052160,12095488,9027584,9134080,11415552,8368128,8122368,9441280,8462336,8376320,18513920,17895424,18251776,61825024,49160192,75489280,36298752,69591040,13332480,9629696,6651904,6754304,6664192,4820992,4825088,4882432,128770048,130498560,22122496,16719872,19165184,11120640,133898240,7774208,66568192,68927488,42258432,43864064,14934016,14594048,15024128,10502144,56127488,52645888,52535296,2621440,21221376,293318656,69525504,3977216,295243776,1543872512,6770688,6569984,8310784,7671808,270761984,89219072,668872704,907943936,964132864,114532352,16584704,36319232,673394688,11984896,11640832,11870208,53190656,2662400,292864000,610304,606208,618496,286720,48746496,65740800,5488640,34570240,278528
2023-03-23 03:28:00,19443712,327266304,70877184,4300800,217100288,38883328,64720896,10498048,264859648,260218880,23314432,266866688,19656704,9748480,8204288,8269824,8884224,9052160,12095488,9027584,9134080,11415552,8368128,8122368,9441280,8462336,8376320,18513920,17895424,18251776,59404288,49160192,76148736,36298752,69689344,13328384,9629696,6651904,6758400,6664192,4820992,4820992,4886528,138977280,137183232,22614016,16728064,19169280,11124736,133767168,7774208,66572288,68927488,42262528,43864064,14934016,14594048,15024128,10502144,55988224,52645888,52535296,2621440,21016576,293318656,69341184,4001792,295706624,1632870400,6877184,6610944,7573504,8323072,270761984,89219072,668872704,907943936,978628608,116285440,16588800,34983936,658358272,12075008,11804672,15568896,53084160,2793472,292864000,610304,606208,618496,286720,44154880,65740800,5488640,34439168,278528
2023-03-23 03:30:00,19771392,327266304,70877184,4214784,217100288,38891520,64720896,10498048,263684096,259768320,23314432,266985472,18698240,9928704,8204288,8269824,8884224,9052160,12095488,9027584,9154560,11415552,8368128,8122368,9445376,8462336,8376320,18513920,17895424,18251776,59273216,49156096,76308480,36298752,67280896,13328384,9629696,6651904,6754304,6664192,4820992,4825088,4882432,131280896,123813888,21098496,16728064,19279872,11157504,136720384,7774208,66568192,68923392,42262528,43864064,14934016,14594048,15024128,10502144,56107008,52641792,52531200,2621440,21340160,293318656,69345280,3997696,302051328,1345085440,6942720,6971392,7458816,7573504,270761984,89219072,668999680,907943936,963117056,117993472,16584704,34983936,630751232,12124160,12976128,13266944,53084160,2662400,292864000,610304,606208,618496,286720,43130880,65740800,5488640,34451456,278528
2023-03-23 03:32:00,19898368,327266304,70877184,4214784,217100288,38887424,64720896,10498048,265424896,260022272,23314432,267829248,19898368,9859072,8204288,8269824,8884224,9052160,12095488,8986624,9154560,11419648,8368128,8122368,9441280,8462336,8376320,18513920,17895424,18251776,59277312,49156096,76627968,36298752,69169152,13332480,9629696,6651904,6758400,6664192,4820992,4825088,4882432,139583488,129318912,21221376,16728064,19275776,11165696,138121216,7774208,66695168,68923392,42258432,43864064,14934016,14594048,15024128,10502144,56107008,52637696,52404224,2621440,21975040,293318656,69345280,3977216,302243840,1637765120,7000064,6397952,8318976,7598080,270761984,89227264,668868608,907943936,972640256,115277824,16384000,34983936,648200192,11894784,11538432,11739136,53084160,2662400,292864000,610304,606208,618496,286720,46252032,65740800,5496832,34574336,278528
2023-03-23 03:34:00,20713472,327258112,70877184,4214784,217100288,38752256,64720896,10498048,265789440,260296704,23314432,269852672,21000192,9732096,8204288,8269824,8884224,9052160,12099584,8986624,9154560,11415552,8368128,8126464,9441280,8462336,8376320,18513920,17895424,18251776,59277312,49156096,73555968,36298752,69058560,13332480,9629696,6647808,6754304,6664192,4820992,4825088,4882432,143568896,126341120,21143552,16736256,19275776,11165696,135098368,7774208,66572288,68923392,42262528,43864064,14934016,14594048,15024128,10502144,56242176,52645888,52527104,2621440,21135360,293318656,69345280,3981312,296255488,1566470144,6762496,6930432,7368704,7643136,270761984,89219072,668864512,907935744,978726912,114884608,16379904,36311040,647237632,11780096,11620352,11624448,53084160,2793472,292864000,610304,606208,618496,286720,50139136,65740800,5484544,34443264,278528
2023-03-23 03:36:00,20094976,327258112,70881280,4218880,217100288,38756352,64720896,10498048,265961472,263127040,23322624,270008320,20418560,9732096,8204288,8269824,8884224,9052160,12095488,8986624,9154560,11415552,8368128,8126464,9441280,8462336,8376320,18513920,17895424,18251776,59273216,49156096,74158080,36298752,72019968,13332480,9629696,6651904,6758400,6664192,4820992,4825088,4886528,143765504,144932864,22728704,16736256,19275776,11288576,134905856,7774208,66568192,68927488,42262528,43864064,14934016,14594048,15024128,10502144,55930880,52637696,52527104,2621440,21381120,293318656,69345280,3997696,302350336,1546436608,6778880,6520832,7720960,7528448,270761984,89219072,668864512,907935744,965042176,116002816,16498688,36974592,668479488,11964416,11689984,13914112,53084160,2662400,292864000,610304,606208,618496,286720,47951872,65740800,5484544,34443264,278528
2023-03-23 03:38:00,20742144,327258112,70877184,4255744,217100288,38756352,64720896,10502144,265969664,263372800,23318528,270077952,20623360,9732096,8204288,8269824,8888320,9052160,12095488,8986624,9154560,11415552,8372224,8126464,9441280,8462336,8376320,18513920,17899520,18251776,68112384,49942528,74080256,36298752,68050944,13332480,9629696,6651904,6754304,6664192,4820992,4825088,4882432,137351168,142508032,21102592,16736256,19288064,11173888,142987264,7774208,66568192,68927488,42258432,43864064,14934016,14594048,15024128,10506240,56115200,52641792,52523008,2621440,21123072,293318656,69345280,3981312,302415872,1701396480,6959104,6758400,8302592,7512064,270761984,89219072,668872704,907935744,995418112,115113984,16498688,36294656,579952640,11853824,11980800,11694080,53084160,2666496,292864000,610304,606208,618496,286720,44285952,65740800,5484544,34443264,278528
2023-03-23 03:40:00,17903616,327258112,70877184,4251648,217100288,38752256,64720896,10383360,265973760,263237632,23339008,266289152,20623360,9732096,8204288,8269824,8884224,9052160,12095488,9027584,9154560,11419648,8368128,8130560,9441280,8462336,8376320,18513920,17895424,18251776,72929280,49946624,74772480,36298752,68308992,13328384,9629696,6647808,6758400,6664192,4820992,4820992,4886528,137064448,131399680,21323776,16736256,19288064,11177984,140517376,7774208,66568192,68923392,42262528,43864064,14934016,14594048,15024128,10506240,56107008,52641792,52527104,2621440,20975616,293318656,69345280,3981312,293765120,1474523136,6705152,6995968,7360512,7528448,270761984,89219072,668872704,907481088,965492736,115585024,16580608,35098624,664334336,11632640,12959744,11694080,53084160,2793472,292864000,610304,606208,618496,286720,46268416,65740800,5484544,34443264,278528
2023-03-23 03:42:00,18890752,327258112,70934528,4251648,217100288,38756352,64720896,10383360,266039296,263249920,23334912,269336576,20635648,9764864,8204288,8269824,8884224,9056256,12095488,9027584,9154560,11431936,8368128,8130560,9441280,8462336,8376320,18513920,17895424,18251776,57565184,49094656,75063296,36298752,69955584,13328384,9629696,6651904,6754304,6664192,4820992,4825088,4886528,148463616,136069120,22396928,16736256,19288064,11186176,137658368,7774208,66564096,68919296,42258432,43864064,14934016,14594048,15024128,10506240,55844864,52641792,52523008,2621440,21901312,293318656,69349376,3981312,290045952,1738711040,7024640,6602752,7467008,7503872,270761984,89219072,668872704,907485184,974598144,115146752,16584704,35631104,661389312,11689984,12300288,11853824,53084160,2662400,292864000,610304,606208,618496,286720,46272512,65740800,5488640,34443264,278528
2023-03-23 03:44:00,18919424,327266304,70946816,4251648,217100288,39550976,64720896,10387456,262340608,259178496,23330816,270024704,20869120,9814016,8204288,8269824,8884224,9052160,12095488,9027584,9158656,11431936,8368128,8130560,9445376,8462336,8376320,18513920,17895424,18251776,57544704,49090560,73101312,36298752,70299648,13328384,9629696,6656000,6758400,6664192,4820992,4825088,4882432,137334784,135806976,23056384,16736256,19288064,11194368,143798272,7774208,66568192,68923392,42262528,43864064,14934016,14594048,15024128,10506240,56098816,52768768,52531200,2621440,21151744,293318656,69349376,4001792,291426304,1329504256,6967296,6553600,8286208,7610368,270761984,89219072,668868608,907481088,977866752,115511296,16584704,34996224,640974848,14131200,12128256,13119488,53084160,2793472,292864000,610304,606208,618496,286720,49156096,65740800,5488640,34443264,278528
2023-03-23 03:46:00,19763200,327266304,70946816,4276224,217100288,39546880,64720896,10383360,263974912,261136384,23363584,269377536,18141184,9814016,8204288,8269824,8892416,9052160,12095488,9027584,9154560,11431936,8368128,8130560,9441280,8462336,8376320,18513920,17895424,18251776,57581568,49090560,73936896,36298752,71090176,13332480,9629696,6651904,6758400,6664192,4820992,4825088,4886528,151642112,141041664,23453696,16736256,19292160,11190272,141541376,7774208,66568192,68927488,42262528,43864064,14938112,14598144,15024128,10506240,56102912,52645888,52531200,2621440,20852736,293318656,69349376,3997696,298070016,1719459840,6811648,6717440,7344128,7569408,270761984,89219072,668868608,907476992,965529600,113807360,16592896,36282368,543875072,12288000,11411456,11608064,53084160,2793472,292864000,610304,606208,618496,286720,47345664,65740800,5484544,34443264,278528
2023-03-23 03:48:00,18821120,327266304,70946816,4280320,217100288,38957056,64720896,10387456,264318976,259489792,24850432,265269248,19685376,9814016,8204288,8269824,8884224,9052160,12095488,9027584,9097216,11431936,8368128,8130560,9441280,8462336,8376320,18513920,17895424,18268160,57581568,49090560,74108928,36298752,67387392,13328384,9629696,6651904,6754304,6664192,4820992,4825088,4882432,147869696,144093184,21696512,16740352,19488768,11198464,139657216,7774208,66568192,68923392,42262528,43864064,14938112,14598144,15028224,10506240,56102912,52641792,52523008,2621440,21106688,293318656,69349376,3997696,294690816,1725788160,6844416,6717440,8179712,7700480,270761984,89219072,668999680,907481088,978644992,114675712,16584704,34746368,661131264,12468224,12255232,13934592,53084160,2666496,292864000,610304,606208,618496,286720,44396544,65740800,5488640,34447360,278528
