"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc0057de7b359b)","Receive Errors (lxc0ed3c8d2b8bf)","Receive Errors (lxc1b4eef799f9f)","Receive Errors (lxc2aa36708b137)","Receive Errors (lxc311bfcb71b98)","Receive Errors (lxc3217b30e5a4e)","Receive Errors (lxc36b6da5da010)","Receive Errors (lxc403df59b7f2f)","Receive Errors (lxc4b0877ec508a)","Receive Errors (lxc4f353ad2ad1b)","Receive Errors (lxc4f7ca766139d)","Receive Errors (lxc538c2623b3c9)","Receive Errors (lxc70b5164e645e)","Receive Errors (lxc71cbdd12cdf0)","Receive Errors (lxc7626ffd02273)","Receive Errors (lxc769b3cde4245)","Receive Errors (lxc8c21dfcb3de5)","Receive Errors (lxc903c94232750)","Receive Errors (lxc_health)","Receive Errors (lxca64c956e0416)","Receive Errors (lxcb65783b18b77)","Receive Errors (lxcbfe61dbe9fb8)","Receive Errors (lxcc139b9659a43)","Receive Errors (lxccec5aff1a071)","Receive Errors (lxcd29782dd3030)","Receive Errors (lxcdf3f3974f060)","Receive Errors (lxce04bc0c65a73)","Receive Errors (lxcf65b7508adc1)","Receive Errors (lxcf8047b4cc192)","Receive Errors (lxcf91586e7c6b7)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc0057de7b359b)","Receive Total (lxc0ed3c8d2b8bf)","Receive Total (lxc1b4eef799f9f)","Receive Total (lxc2aa36708b137)","Receive Total (lxc311bfcb71b98)","Receive Total (lxc3217b30e5a4e)","Receive Total (lxc36b6da5da010)","Receive Total (lxc403df59b7f2f)","Receive Total (lxc4b0877ec508a)","Receive Total (lxc4f353ad2ad1b)","Receive Total (lxc4f7ca766139d)","Receive Total (lxc538c2623b3c9)","Receive Total (lxc70b5164e645e)","Receive Total (lxc71cbdd12cdf0)","Receive Total (lxc7626ffd02273)","Receive Total (lxc769b3cde4245)","Receive Total (lxc8c21dfcb3de5)","Receive Total (lxc903c94232750)","Receive Total (lxc_health)","Receive Total (lxca64c956e0416)","Receive Total (lxcb65783b18b77)","Receive Total (lxcbfe61dbe9fb8)","Receive Total (lxcc139b9659a43)","Receive Total (lxccec5aff1a071)","Receive Total (lxcd29782dd3030)","Receive Total (lxcdf3f3974f060)","Receive Total (lxce04bc0c65a73)","Receive Total (lxcf65b7508adc1)","Receive Total (lxcf8047b4cc192)","Receive Total (lxcf91586e7c6b7)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc0057de7b359b)","Transmit Errors (lxc0ed3c8d2b8bf)","Transmit Errors (lxc1b4eef799f9f)","Transmit Errors (lxc2aa36708b137)","Transmit Errors (lxc311bfcb71b98)","Transmit Errors (lxc3217b30e5a4e)","Transmit Errors (lxc36b6da5da010)","Transmit Errors (lxc403df59b7f2f)","Transmit Errors (lxc4b0877ec508a)","Transmit Errors (lxc4f353ad2ad1b)","Transmit Errors (lxc4f7ca766139d)","Transmit Errors (lxc538c2623b3c9)","Transmit Errors (lxc70b5164e645e)","Transmit Errors (lxc71cbdd12cdf0)","Transmit Errors (lxc7626ffd02273)","Transmit Errors (lxc769b3cde4245)","Transmit Errors (lxc8c21dfcb3de5)","Transmit Errors (lxc903c94232750)","Transmit Errors (lxc_health)","Transmit Errors (lxca64c956e0416)","Transmit Errors (lxcb65783b18b77)","Transmit Errors (lxcbfe61dbe9fb8)","Transmit Errors (lxcc139b9659a43)","Transmit Errors (lxccec5aff1a071)","Transmit Errors (lxcd29782dd3030)","Transmit Errors (lxcdf3f3974f060)","Transmit Errors (lxce04bc0c65a73)","Transmit Errors (lxcf65b7508adc1)","Transmit Errors (lxcf8047b4cc192)","Transmit Errors (lxcf91586e7c6b7)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc0057de7b359b)","Receive Dropped (lxc0ed3c8d2b8bf)","Receive Dropped (lxc1b4eef799f9f)","Receive Dropped (lxc2aa36708b137)","Receive Dropped (lxc311bfcb71b98)","Receive Dropped (lxc3217b30e5a4e)","Receive Dropped (lxc36b6da5da010)","Receive Dropped (lxc403df59b7f2f)","Receive Dropped (lxc4b0877ec508a)","Receive Dropped (lxc4f353ad2ad1b)","Receive Dropped (lxc4f7ca766139d)","Receive Dropped (lxc538c2623b3c9)","Receive Dropped (lxc70b5164e645e)","Receive Dropped (lxc71cbdd12cdf0)","Receive Dropped (lxc7626ffd02273)","Receive Dropped (lxc769b3cde4245)","Receive Dropped (lxc8c21dfcb3de5)","Receive Dropped (lxc903c94232750)","Receive Dropped (lxc_health)","Receive Dropped (lxca64c956e0416)","Receive Dropped (lxcb65783b18b77)","Receive Dropped (lxcbfe61dbe9fb8)","Receive Dropped (lxcc139b9659a43)","Receive Dropped (lxccec5aff1a071)","Receive Dropped (lxcd29782dd3030)","Receive Dropped (lxcdf3f3974f060)","Receive Dropped (lxce04bc0c65a73)","Receive Dropped (lxcf65b7508adc1)","Receive Dropped (lxcf8047b4cc192)","Receive Dropped (lxcf91586e7c6b7)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc0057de7b359b)","Transmit Dropped (lxc0ed3c8d2b8bf)","Transmit Dropped (lxc1b4eef799f9f)","Transmit Dropped (lxc2aa36708b137)","Transmit Dropped (lxc311bfcb71b98)","Transmit Dropped (lxc3217b30e5a4e)","Transmit Dropped (lxc36b6da5da010)","Transmit Dropped (lxc403df59b7f2f)","Transmit Dropped (lxc4b0877ec508a)","Transmit Dropped (lxc4f353ad2ad1b)","Transmit Dropped (lxc4f7ca766139d)","Transmit Dropped (lxc538c2623b3c9)","Transmit Dropped (lxc70b5164e645e)","Transmit Dropped (lxc71cbdd12cdf0)","Transmit Dropped (lxc7626ffd02273)","Transmit Dropped (lxc769b3cde4245)","Transmit Dropped (lxc8c21dfcb3de5)","Transmit Dropped (lxc903c94232750)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca64c956e0416)","Transmit Dropped (lxcb65783b18b77)","Transmit Dropped (lxcbfe61dbe9fb8)","Transmit Dropped (lxcc139b9659a43)","Transmit Dropped (lxccec5aff1a071)","Transmit Dropped (lxcd29782dd3030)","Transmit Dropped (lxcdf3f3974f060)","Transmit Dropped (lxce04bc0c65a73)","Transmit Dropped (lxcf65b7508adc1)","Transmit Dropped (lxcf8047b4cc192)","Transmit Dropped (lxcf91586e7c6b7)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc0057de7b359b)","Transmit Total (lxc0ed3c8d2b8bf)","Transmit Total (lxc1b4eef799f9f)","Transmit Total (lxc2aa36708b137)","Transmit Total (lxc311bfcb71b98)","Transmit Total (lxc3217b30e5a4e)","Transmit Total (lxc36b6da5da010)","Transmit Total (lxc403df59b7f2f)","Transmit Total (lxc4b0877ec508a)","Transmit Total (lxc4f353ad2ad1b)","Transmit Total (lxc4f7ca766139d)","Transmit Total (lxc538c2623b3c9)","Transmit Total (lxc70b5164e645e)","Transmit Total (lxc71cbdd12cdf0)","Transmit Total (lxc7626ffd02273)","Transmit Total (lxc769b3cde4245)","Transmit Total (lxc8c21dfcb3de5)","Transmit Total (lxc903c94232750)","Transmit Total (lxc_health)","Transmit Total (lxca64c956e0416)","Transmit Total (lxcb65783b18b77)","Transmit Total (lxcbfe61dbe9fb8)","Transmit Total (lxcc139b9659a43)","Transmit Total (lxccec5aff1a071)","Transmit Total (lxcd29782dd3030)","Transmit Total (lxcdf3f3974f060)","Transmit Total (lxce04bc0c65a73)","Transmit Total (lxcf65b7508adc1)","Transmit Total (lxcf8047b4cc192)","Transmit Total (lxcf91586e7c6b7)"
2023-02-22 14:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,6.94,115,0,0,0,0.911,0.0833,0.283,3.62,0.256,0.467,0,0,2.05,1.58,0.833,0,1,0.539,0,0.267,0.333,4.94,0.100,2.56,7.08,0.572,1.32,0,10.8,18.7,0.256,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,8.21,110,0,0,0,1.31,0.0722,0.433,4.07,0.256,0.511,0,0,2.51,1.80,1.02,0,1.03,0.983,0,0.267,0.400,4.18,0.200,2.91,9.09,0.994,1.45,0,11.5,17.1,0.256,0.267
2023-02-22 14:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,26.6,142,0,0,0,0.933,0.0778,0.306,3.33,0.244,0.483,0,0,2.05,1.56,0.806,0,0.967,0.539,0,0.244,0.333,4.93,0.100,2.28,7.28,0.572,22.3,0,10.5,18.6,0.256,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,29.5,137,0,0,0,1.33,0.0667,0.456,3.79,0.244,0.522,0,0,2.64,1.78,1,0,1.01,0.983,0,0.244,0.400,4.18,0.200,2.93,9.31,0.989,20.9,0,11.3,17.0,0.256,0.244
2023-02-22 14:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0,31.7,153,0,0,0,0.928,0.0556,0.278,4.09,0.267,0.456,0,0,2.20,1.56,0.811,0,0.933,0.544,0,0.267,0.333,4.94,0.100,2.33,7.27,0.572,26.5,0,10.8,18.8,0.267,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,34.7,150,0,0,0,1.33,0.0556,0.433,4.53,0.267,0.500,0,0,2.68,1.78,1.01,0,0.989,0.989,0,0.267,0.400,4.19,0.200,2.92,9.38,0.989,24.9,0,11.6,17.2,0.267,0.267
2023-02-22 14:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,7.06,115,0,0,0,0.933,0.0778,0.294,3.65,0.267,0.467,0,0,2.19,1.57,0.806,0,0.967,0.539,0,0.267,0.333,4.93,0.100,2.53,6.92,0.578,1.46,0.00556,10.8,18.5,0.267,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,8.26,109,0,0,0,1.33,0.0722,0.439,4.08,0.267,0.511,0,0,2.47,1.81,0.989,0,1.01,0.983,0,0.267,0.400,4.18,0.200,2.74,9.04,0.994,1.57,0,11.6,17.0,0.267,0.267
2023-02-22 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,7.59,119,0,0,0,0.944,0.0722,0.306,3.71,0.256,0.517,0,0,2.03,1.57,0.972,0,0.950,0.544,0,0.256,0.328,4.94,0.100,2.68,7.28,0.572,1.36,0,11.2,18.7,0.256,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,8.80,111,0,0,0,1.34,0.0611,0.444,4.11,0.256,0.544,0,0,2.68,1.80,1.16,0,1,0.994,0,0.256,0.394,4.18,0.200,3.14,9.33,0.994,1.50,0.00556,12.0,17.2,0.256,0.256
2023-02-22 14:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,7.54,127,0,0,0,0.911,0.0611,0.344,3.69,0.256,0.444,0,0,2.11,1.57,0.833,0,1.03,0.544,0,0.244,0.317,4.94,0.100,2.37,7.24,0.556,1.38,0,10.8,18.6,0.244,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,8.74,133,0,0,0,1.32,0.0556,0.506,4.10,0.256,0.500,0,0,2.68,1.80,1.02,0,1.06,0.989,0,0.244,0.383,4.19,0.200,2.94,9.23,0.989,1.52,0,11.7,17.1,0.244,0.244
2023-02-22 14:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,22.5,142,0,0.00556,0,0.911,0.0667,0.372,3.33,0.267,0.450,0,0,2.18,1.57,0.822,0,0.933,0.539,0,0.256,0.322,4.93,0.100,2.36,7.31,0.567,17.3,0,10.7,18.6,0.267,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,24.3,144,0,0,0,1.31,0.0556,0.528,3.76,0.267,0.500,0,0,2.58,1.79,1.01,0,0.989,0.983,0,0.256,0.389,4.19,0.200,2.79,9.31,1,16.8,0,11.5,16.9,0.267,0.256
2023-02-22 14:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,32.9,154,0,0,0,0.933,0.0722,0.328,4.11,0.244,0.494,0,0,2.21,1.57,0.828,0,0.950,0.544,0,0.244,0.333,4.92,0.100,2.56,7.28,0.561,26.7,0,11.2,18.7,0.244,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,34.8,150,0,0,0,1.33,0.0611,0.467,4.53,0.244,0.533,0,0,2.62,1.77,1.02,0,1,0.989,0,0.244,0.400,4.17,0.200,2.85,9.36,0.989,26.2,0,12.0,17.1,0.244,0.244
2023-02-22 14:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,6.90,115,0,0,0,0.933,0.0611,0.350,3.65,0.244,0.522,0,0,2.15,1.56,0.806,0,1,0.544,0,0.244,0.333,4.93,0.100,2.72,7.01,0.556,1.42,0,10.6,18.7,0.233,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,8.26,109,0,0.00556,0,1.33,0.0556,0.500,4.04,0.244,0.544,0,0,2.61,1.78,0.994,0,1.03,0.989,0,0.244,0.406,4.18,0.200,2.90,9.08,0.989,1.52,0,11.6,17.1,0.233,0.244
2023-02-22 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,7.41,117,0,0,0,0.933,0.0556,0.372,3.89,0.233,0.439,0,0,2.28,1.56,0.961,0,0.950,0.544,0,0.233,0.333,4.94,0.100,2.93,7.31,0.556,1.43,0,10.8,18.6,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,8.70,111,0,0.00556,0,1.33,0.0556,0.528,4.31,0.233,0.489,0,0,2.60,1.79,1.14,0,1,0.994,0,0.233,0.406,4.19,0.200,3.01,9.26,0.994,1.54,0,11.7,17.0,0.233,0.233
2023-02-22 14:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,7.34,118,0,0,0,0.933,0.0667,0.311,3.62,0.233,0.483,0,0,2.15,1.56,0.833,0,0.983,0.550,0,0.244,0.333,4.94,0.100,2.58,7.09,0.572,1.33,0,10.8,18.8,0.250,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,8.59,115,0,0,0,1.33,0.0611,0.461,4.04,0.239,0.522,0,0.00556,2.64,1.77,1.02,0,1.03,1,0,0.244,0.400,4.17,0.200,2.93,9.11,1,1.48,0,11.7,17.1,0.244,0.244
2023-02-22 14:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,16.6,126,0,0,0,0.933,0.0722,0.305,3.37,0.244,0.450,0.00555,0,2.19,1.57,0.811,0,1.000,0.550,0,0.244,0.333,4.94,0.1000,2.52,7.17,0.566,11.7,0,10.7,18.6,0.250,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,18.8,120,0,0,0,1.33,0.0611,0.455,3.79,0.250,0.500,0,0.00555,2.57,1.77,0.988,0,1.04,0.994,0,0.244,0.400,4.18,0.200,2.89,9.30,0.994,11.1,0,11.5,17.1,0.244,0.244
2023-02-22 14:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,32.7,157,0,0,0,0.933,0.0667,0.300,4.09,0.239,0.483,0.00556,0,2.09,1.58,0.811,0,0.933,0.539,0,0.239,0.333,4.94,0.106,2.26,7.33,0.572,26.9,0,11.3,18.7,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,35.0,152,0,0,0,1.33,0.0611,0.444,4.54,0.233,0.522,0,0,2.75,1.80,0.994,0,0.989,0.983,0,0.233,0.400,4.19,0.200,2.94,9.41,0.983,25.9,0,12.0,17.3,0.233,0.233
2023-02-22 14:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,7.07,124,0,0,0,0.922,0.0722,0.283,3.67,0.250,0.467,0,0,2.23,1.56,0.806,0,0.978,0.544,0,0.250,0.333,4.94,0.106,2.41,7.04,0.583,1.46,0,10.5,18.7,0.256,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,8.14,111,0,0,0,1.32,0.0722,0.439,4.12,0.244,0.511,0,0,2.53,1.79,1.01,0,1.02,0.989,0,0.244,0.400,4.17,0.200,2.88,9.14,0.983,1.57,0,11.6,17.3,0.256,0.244
2023-02-22 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0.00556,7.42,119,0,0,0,0.933,0.0944,0.289,3.59,0.278,0.467,0,0,2.22,1.55,0.961,0,0.983,0.544,0,0.267,0.333,4.93,0.100,2.32,7.12,0.583,1.39,0,10.9,18.7,0.256,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,4.43,8.64,111,0,0,0,1.34,0.0833,0.444,4.07,0.278,0.511,0,0,2.63,1.76,1.13,0,1.02,0.994,0,0.267,0.400,4.17,0.200,2.95,9.23,0.989,1.52,0,11.9,17.2,0.256,0.267
2023-02-22 15:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,7.34,117,0,0,0,0.933,0.0889,0.289,3.59,0.256,0.450,0,0,2.18,1.53,0.833,0.00556,0.967,0.544,0,0.256,0.322,4.94,0.100,2.53,7.03,0.556,1.36,0,11.0,18.8,0.244,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,8.64,114,0,0,0,1.33,0.0722,0.439,4.02,0.256,0.500,0,0,2.66,1.79,1.01,0,1.01,0.994,0,0.256,0.389,4.18,0.200,2.89,9.09,1,1.50,0,11.9,17.2,0.250,0.256
2023-02-22 15:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,12.0,126,0,0,0.00556,0.933,0.0611,0.294,3.33,0.256,0.450,0,0.00556,2.02,1.54,0.822,0,0.956,0.533,0,0.256,0.317,4.93,0.100,2.32,7.18,0.544,6.66,0,10.4,18.7,0.244,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,13.6,129,0,0,0.00556,1.33,0.0556,0.439,3.74,0.256,0.500,0.00556,0,2.68,1.79,1,0,1,0.983,0,0.256,0.383,4.18,0.200,2.91,9.33,0.989,6.42,0,11.4,17.2,0.244,0.256
2023-02-22 15:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,31.6,153,0,0,0,0.933,0.0500,0.289,4.10,0.267,0.500,0,0,2.04,1.54,0.800,0,1.02,0.539,0,0.267,0.317,4.94,0.100,2.41,7.23,0.550,26.4,0,10.8,18.8,0.256,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,34.6,151,0,0,0,1.33,0.0500,0.433,4.52,0.267,0.539,0,0,2.74,1.79,0.989,0,1.04,0.983,0,0.267,0.383,4.17,0.200,2.94,9.40,0.994,24.8,0,11.7,17.1,0.256,0.267
