"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc08f9bbcf2cc2)","Receive Errors (lxc18b2a9fae4e6)","Receive Errors (lxc2d0cb026a340)","Receive Errors (lxc32ecf1ec23fa)","Receive Errors (lxc38d81bba1941)","Receive Errors (lxc536989e0bbe0)","Receive Errors (lxc7b55c12eff69)","Receive Errors (lxc815054fad3e3)","Receive Errors (lxc896636513d9b)","Receive Errors (lxc898970f2c474)","Receive Errors (lxc89bd03f98afc)","Receive Errors (lxc98325d012b94)","Receive Errors (lxc9a6f6d3b6e50)","Receive Errors (lxc9e5774929ec6)","Receive Errors (lxc_health)","Receive Errors (lxcb1aea5f13203)","Receive Errors (lxcc010f2457e82)","Receive Errors (lxcc255ada0b5e4)","Receive Errors (lxcc306a8298bc0)","Receive Errors (lxcd67315019948)","Receive Errors (lxcd95baf1a2e26)","Receive Errors (lxcdcee95369ec3)","Receive Errors (lxce37cface0780)","Receive Errors (lxcf1e7004cd84c)","Receive Errors (lxcf2b5505183fa)","Receive Errors (lxcf31ee673b547)","Receive Errors (lxcf3de66de77bc)","Receive Errors (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf3de66de77bc)","Receive Total (lxcf97c652df312)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc08f9bbcf2cc2)","Transmit Errors (lxc18b2a9fae4e6)","Transmit Errors (lxc2d0cb026a340)","Transmit Errors (lxc32ecf1ec23fa)","Transmit Errors (lxc38d81bba1941)","Transmit Errors (lxc536989e0bbe0)","Transmit Errors (lxc7b55c12eff69)","Transmit Errors (lxc815054fad3e3)","Transmit Errors (lxc896636513d9b)","Transmit Errors (lxc898970f2c474)","Transmit Errors (lxc89bd03f98afc)","Transmit Errors (lxc98325d012b94)","Transmit Errors (lxc9a6f6d3b6e50)","Transmit Errors (lxc9e5774929ec6)","Transmit Errors (lxc_health)","Transmit Errors (lxcb1aea5f13203)","Transmit Errors (lxcc010f2457e82)","Transmit Errors (lxcc255ada0b5e4)","Transmit Errors (lxcc306a8298bc0)","Transmit Errors (lxcd67315019948)","Transmit Errors (lxcd95baf1a2e26)","Transmit Errors (lxcdcee95369ec3)","Transmit Errors (lxce37cface0780)","Transmit Errors (lxcf1e7004cd84c)","Transmit Errors (lxcf2b5505183fa)","Transmit Errors (lxcf31ee673b547)","Transmit Errors (lxcf3de66de77bc)","Transmit Errors (lxcf97c652df312)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc08f9bbcf2cc2)","Receive Dropped (lxc18b2a9fae4e6)","Receive Dropped (lxc2d0cb026a340)","Receive Dropped (lxc32ecf1ec23fa)","Receive Dropped (lxc38d81bba1941)","Receive Dropped (lxc536989e0bbe0)","Receive Dropped (lxc7b55c12eff69)","Receive Dropped (lxc815054fad3e3)","Receive Dropped (lxc896636513d9b)","Receive Dropped (lxc898970f2c474)","Receive Dropped (lxc89bd03f98afc)","Receive Dropped (lxc98325d012b94)","Receive Dropped (lxc9a6f6d3b6e50)","Receive Dropped (lxc9e5774929ec6)","Receive Dropped (lxc_health)","Receive Dropped (lxcb1aea5f13203)","Receive Dropped (lxcc010f2457e82)","Receive Dropped (lxcc255ada0b5e4)","Receive Dropped (lxcc306a8298bc0)","Receive Dropped (lxcd67315019948)","Receive Dropped (lxcd95baf1a2e26)","Receive Dropped (lxcdcee95369ec3)","Receive Dropped (lxce37cface0780)","Receive Dropped (lxcf1e7004cd84c)","Receive Dropped (lxcf2b5505183fa)","Receive Dropped (lxcf31ee673b547)","Receive Dropped (lxcf3de66de77bc)","Receive Dropped (lxcf97c652df312)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc08f9bbcf2cc2)","Transmit Dropped (lxc18b2a9fae4e6)","Transmit Dropped (lxc2d0cb026a340)","Transmit Dropped (lxc32ecf1ec23fa)","Transmit Dropped (lxc38d81bba1941)","Transmit Dropped (lxc536989e0bbe0)","Transmit Dropped (lxc7b55c12eff69)","Transmit Dropped (lxc815054fad3e3)","Transmit Dropped (lxc896636513d9b)","Transmit Dropped (lxc898970f2c474)","Transmit Dropped (lxc89bd03f98afc)","Transmit Dropped (lxc98325d012b94)","Transmit Dropped (lxc9a6f6d3b6e50)","Transmit Dropped (lxc9e5774929ec6)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcb1aea5f13203)","Transmit Dropped (lxcc010f2457e82)","Transmit Dropped (lxcc255ada0b5e4)","Transmit Dropped (lxcc306a8298bc0)","Transmit Dropped (lxcd67315019948)","Transmit Dropped (lxcd95baf1a2e26)","Transmit Dropped (lxcdcee95369ec3)","Transmit Dropped (lxce37cface0780)","Transmit Dropped (lxcf1e7004cd84c)","Transmit Dropped (lxcf2b5505183fa)","Transmit Dropped (lxcf31ee673b547)","Transmit Dropped (lxcf3de66de77bc)","Transmit Dropped (lxcf97c652df312)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf3de66de77bc)","Transmit Total (lxcf97c652df312)"
2023-03-21 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0,22.5,88.1,0,0,0,0,0.378,1.67,0.461,0.383,0.367,0.539,0.350,2.89,0,6.09,0.300,0,0.200,2.59,0.0778,0.367,0,0.544,13.2,0.100,2.96,12.4,0,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,24.3,89.8,0,0,0,0,0.333,1.91,0.433,0.256,0.244,0.983,0.233,2.75,0,5.05,0.367,0,0.100,2.93,0.0778,0.244,0,0.983,13.7,0.200,3.20,13.1,0,0.756
2023-03-21 23:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0,13.4,70.5,0,0,0.00556,0,0,1.68,0.461,0.350,0.350,0.528,0.350,0.200,0,6.09,0.300,0,0.200,2.62,0.0833,0.350,0,0.539,11.0,0.100,3.03,12.4,0,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,13.8,65.9,0,0,0,0,0,1.89,0.433,0.233,0.233,0.978,0.233,0.100,0,5.04,0.367,0,0.100,3.01,0.0833,0.239,0,0.983,12.6,0.200,3.27,13.1,0,0.922
2023-03-21 23:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,0,14.5,69.6,0,0,0,0,0,1.69,0.428,0.367,0.367,0.539,0.372,0.200,0,6.06,0.311,0,0.200,2.62,0.0833,0.367,0,0.550,12.6,0.100,2.98,12.2,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,15.2,72.1,0,0,0,0,0,1.86,0.400,0.250,0.244,0.989,0.244,0.100,0,5.02,0.378,0,0.100,2.96,0.0833,0.244,0,0.989,13.9,0.200,3.21,12.9,0,0.700
2023-03-21 23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,14.1,72.9,0,0,0,0,0,1.69,0.500,0.406,0.400,0.544,0.383,0.200,0,6.07,0.317,0,0.200,2.22,0.0833,0.400,0,0.544,11.2,0.100,2.43,12.0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,13.8,65.6,0,0,0,0,0,1.87,0.444,0.267,0.267,0.989,0.256,0.100,0,5.03,0.383,0,0.100,2.92,0.0833,0.267,0,0.983,13.6,0.200,3.06,13.1,0,0.822
2023-03-21 23:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,35.8,118,0,0,0,0,0.428,1.69,0.484,0.400,0.400,0.534,0.367,2.89,0,6.05,0.311,0,0.200,2.21,0.0834,0.400,0,0.539,11.4,0.100,2.56,11.9,0,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,34.9,117,0,0,0,0,0.333,1.90,0.433,0.267,0.267,0.984,0.245,2.75,0,5.02,0.378,0,0.100,2.95,0.0834,0.267,0,0.978,14.2,0.206,3.20,13.1,0,1.00
2023-03-21 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,25.5,97.2,0,0.00556,0,0.00556,0.428,1.67,0.461,0.350,0.350,0.533,0.350,2.88,0,6.02,0.306,0,0.206,2.37,0.0833,0.350,0,0.528,11.3,0.100,2.83,11.9,0,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,25.0,89.1,0,0,0.00556,0,0.333,1.94,0.450,0.233,0.233,0.978,0.233,2.74,0.00556,5.07,0.372,0,0.100,2.81,0.0833,0.233,0,0.978,14.0,0.200,3.19,12.8,0,0.650
2023-03-21 23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,14.1,74.2,0,0,0,0,0,1.69,0.456,0.400,0.383,0.533,0.400,0.200,0,6.03,0.317,0,0.200,2.66,0.0833,0.367,0,0.539,10.9,0.100,2.95,12.6,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,13.7,66.0,0,0,0,0,0,1.92,0.422,0.267,0.256,0.978,0.267,0.100,0,5.04,0.378,0,0.100,3.03,0.0833,0.244,0,0.983,13.4,0.200,3.21,13.5,0,0.811
2023-03-21 23:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,13.9,69.2,0,0,0,0,0,1.68,0.472,0.383,0.400,0.539,0.400,0.200,0,6.07,0.300,0,0.200,2.67,0.0833,0.400,0,0.539,12.4,0.100,2.88,12.4,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,14.9,72.6,0,0,0,0,0,1.94,0.433,0.256,0.267,0.983,0.272,0.100,0,5.01,0.367,0,0.100,2.94,0.0833,0.267,0,0.983,13.7,0.200,3.12,12.9,0,0.550
2023-03-21 23:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0,12.9,74.2,0,0,0,0,0,1.68,0.428,0.400,0.383,0.533,0.383,0.200,0,6.04,0.300,0,0.200,2.57,0.0833,0.400,0,0.544,11.3,0.100,3.18,12.9,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,13.8,67.6,0,0,0,0,0,1.93,0.406,0.267,0.256,0.978,0.261,0.100,0,5.01,0.367,0,0.100,2.92,0.0833,0.267,0,0.994,12.3,0.200,3.42,13.3,0,0.700
2023-03-21 23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,34.8,121,0,0,0,0,0.406,1.68,0.478,0.367,0.367,0.539,0.367,2.88,0,6.07,0.300,0,0.200,2.61,0.0778,0.383,0,0.533,12.6,0.100,2.99,12.4,0,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,36.2,121,0,0,0,0,0.333,1.90,0.433,0.244,0.244,0.978,0.244,2.74,0,4.99,0.367,0,0.106,2.98,0.0778,0.256,0,0.983,13.2,0.200,3.27,13.1,0,0.883
2023-03-21 23:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,26.7,105,0,0,0,0,0.406,1.68,0.522,0.350,0.367,0.544,0.367,2.88,0,6.05,0.306,0,0.200,2.68,0.0667,0.350,0,0.533,11.3,0.100,2.99,12.2,0,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,28.0,97.1,0,0,0,0,0.333,1.92,0.467,0.233,0.244,0.989,0.244,2.74,0,5.02,0.372,0,0.106,2.98,0.0667,0.233,0.00556,0.983,12.1,0.200,3.22,13.0,0,0.650
2023-03-21 23:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,13.8,74.7,0,0,0,0,0,1.68,0.461,0.350,0.367,0.539,0.367,0.200,0,6.02,0.306,0,0.200,2.71,0.0667,0.367,0,0.533,11.9,0.100,3,12.7,0,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,14.6,67.7,0,0.00556,0,0,0,1.90,0.417,0.233,0.244,0.983,0.244,0.106,0,5.03,0.372,0,0.100,3.03,0.0667,0.244,0.00556,0.983,13.0,0.200,3.30,13.5,0.00556,0.894
2023-03-21 23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,15.1,70.4,0,0,0,0,0,1.68,0.444,0.367,0.367,0.544,0.367,0.200,0,6.02,0.306,0,0.200,2.54,0.0667,0.367,0,0.533,14.0,0.100,2.89,12.5,0,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,16.5,73.9,0,0.00556,0,0,0,1.91,0.433,0.244,0.244,0.983,0.244,0.106,0,5.02,0.372,0,0.100,2.90,0.0667,0.244,0,0.983,14.6,0.200,3.17,13.3,0.00556,0.578
2023-03-21 23:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,13.1,71.9,0,0,0,0,0,1.68,0.472,0.383,0.383,0.544,0.383,0.200,0,6.10,0.300,0,0.200,2.71,0.0667,0.400,0.00556,0.533,11.2,0.100,2.94,12.1,0,0.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,13.8,65.8,0,0,0,0,0,1.91,0.450,0.256,0.256,0.983,0.256,0.100,0,4.99,0.367,0,0.100,3.01,0.0667,0.267,0,0.983,12.5,0.200,3.16,12.9,0,0.689
2023-03-21 23:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0,35.7,121,0,0,0,0,0.394,1.69,0.467,0.367,0.367,0.533,0.367,2.90,0,6.14,0.300,0,0.200,2.46,0.0667,0.383,0,0.539,12.4,0.100,2.86,12.2,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700,35.8,121,0,0,0,0,0.333,1.88,0.439,0.244,0.244,0.983,0.244,2.74,0,4.98,0.367,0,0.100,3.01,0.0667,0.256,0,0.989,14.2,0.200,3.30,13.1,0,0.822
2023-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0,30.6,114,0.00556,0,0,0,0.394,1.67,0.450,0.383,0.389,0.533,0.400,2.90,0,6.16,0.311,0,0.200,2.09,0.0667,0.367,0,0.539,11.0,0.100,2.37,11.8,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,30.4,103,0,0,0,0,0.333,1.89,0.433,0.256,0.256,0.978,0.267,2.74,0,4.97,0.378,0,0.100,2.92,0.0667,0.244,0,0.983,13.0,0.200,3.08,12.8,0,0.722
2023-03-22 00:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,13.4,76.0,0,0,0,0,0,1.66,0.511,0.400,0.383,0.533,0.400,0.200,0,6.11,0.317,0,0.200,2.07,0.0667,0.400,0,0.533,11.7,0.100,2.46,11.6,0,0.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,14.5,68.3,0,0,0,0,0,1.91,0.472,0.267,0.256,0.983,0.267,0.100,0,5.01,0.383,0,0.100,2.95,0.0722,0.267,0,0.972,12.7,0.200,3.27,12.9,0,0.783
2023-03-22 00:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,0,13.4,69.6,0,0,0,0,0,1.67,0.483,0.383,0.367,0.544,0.383,0.200,0,6.08,0.311,0,0.200,1.89,0.0667,0.383,0,0.544,10.8,0.106,2.32,11.5,0.00556,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,13.5,64.9,0,0,0,0,0,1.93,0.433,0.256,0.244,0.989,0.256,0.100,0,5.01,0.378,0,0.100,2.83,0.0667,0.256,0,0.978,12.9,0.200,3.12,12.9,0,0.678
2023-03-22 00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,12.9,72.6,0,0,0,0,0.00556,1.67,0.483,0.367,0.383,0.539,0.367,0.200,0,6.11,0.300,0,0.200,1.93,0.0667,0.383,0,0.556,10.8,0.100,2.35,11.5,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,13.4,63.3,0,0,0,0,0,1.92,0.439,0.244,0.256,0.994,0.244,0.100,0,4.99,0.367,0.00556,0.100,2.79,0.0667,0.256,0,0.983,12.3,0.200,3.14,12.8,0,0.711
2023-03-22 00:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,35.1,118,0,0,0,0,0.400,1.65,0.511,0.350,0.367,0.528,0.367,2.88,0.00556,6.13,0.300,0.00556,0.200,2.18,0.0667,0.383,0,0.556,12.9,0.100,2.55,12.1,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,36.5,120,0,0,0,0,0.333,1.92,0.461,0.233,0.250,0.978,0.244,2.74,0,4.99,0.367,0,0.100,2.99,0.0667,0.256,0,0.994,13.5,0.200,3.34,13.2,0,0.878
