"Time","Value 1","amazonec2machines","amazonec2machinetemplates","azuremachines","azuremachinetemplates","clusters","digitaloceanmachines","digitaloceanmachinetemplates","harvesterconfigs","harvestermachines","harvestermachinetemplates","linodemachines","linodemachinetemplates","machinedeployments","machinehealthchecks","machines","machinesets","vmwarevspheremachines","vmwarevspheremachinetemplates"
2023-03-11 23:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-11 23:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-11 23:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-11 23:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-11 23:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-11 23:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 00:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 00:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 00:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 00:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 00:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 00:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 01:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 01:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 01:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 01:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 01:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 01:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 02:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 02:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 02:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 02:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 02:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 02:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 03:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 03:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 03:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
2023-03-12 03:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 03:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 04:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 04:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 04:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 04:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 04:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 04:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 05:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 05:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 05:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 05:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 05:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 05:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 06:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 06:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 06:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 06:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 06:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 06:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 07:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 07:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 07:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 07:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 07:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 07:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 08:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 08:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 08:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 08:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 08:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 08:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 09:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 09:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 09:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 09:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 09:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 09:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 10:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 10:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 10:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 10:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 10:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 10:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 11:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 11:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 11:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 11:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 11:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 11:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 12:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 12:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 12:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 12:30:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 12:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 12:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 13:00:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 13:10:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 13:20:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
2023-03-12 13:40:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 13:50:00,0,,,,,,,,,,,,,,,,,,
2023-03-12 14:00:00,0,,,,,,,,,,,,,,,,,,

