"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-7bbf9dc945-wtrxq","carts-db-ff8647ccb-z2fb4","catalogue-6479dbb5bd-whlfk","catalogue-db-6b55d8cdb7-wtsrs","cert-manager-5fdbd97fb5-twfxc","cert-manager-cainjector-7c44879bc4-nfbgp","cert-manager-webhook-5db84854c8-7q6gj","cilium-bcb99","cilium-mj4pf","cilium-operator-d7fc69fd7-5rxf2","cilium-sbgdv","coredns-7b5bbc6644-psb9t","csi-attacher-59db6bb96c-h5hh5","csi-attacher-59db6bb96c-m2bsv","csi-attacher-59db6bb96c-ml2dt","csi-provisioner-6d44d79b88-9sccm","csi-provisioner-6d44d79b88-nxh25","csi-provisioner-6d44d79b88-x44z5","csi-resizer-74cc7c9c95-7k2ms","csi-resizer-74cc7c9c95-l9jtl","csi-resizer-74cc7c9c95-zxgjc","csi-snapshotter-7f7685dfdb-776js","csi-snapshotter-7f7685dfdb-kwzvl","csi-snapshotter-7f7685dfdb-nctd8","deathstar-f694cf746-9vf7c","deathstar-f694cf746-lv9mm","engine-image-ei-87057037-4mq7g","engine-image-ei-87057037-gqrxz","engine-image-ei-87057037-zdvkh","fleet-agent-86bcc7466d-6csbq","fleet-controller-7bbd96b579-d6srq","front-end-7f5c844b4c-2jvnj","gitjob-5bd78d7cd9-7dtx2","grafana-84476dcf4b-dt9vx","hubble-relay-6565cf56c6-cmq5l","hubble-ui-64bd8dcbf5-hdjkd","instance-manager-e-78427b4128d49c0dee9f52ee7fbc2302","instance-manager-e-8c78a443358c60e38a26eaa03e2d5f24","instance-manager-e-f1a21f4ad9b4de30e3a654fccd054c70","instance-manager-r-78427b4128d49c0dee9f52ee7fbc2302","instance-manager-r-8c78a443358c60e38a26eaa03e2d5f24","instance-manager-r-f1a21f4ad9b4de30e3a654fccd054c70","local-path-provisioner-687d6d7765-25k5z","longhorn-admission-webhook-65dddb89d6-6hcn7","longhorn-admission-webhook-65dddb89d6-hlmm2","longhorn-conversion-webhook-dff96899b-gckz9","longhorn-conversion-webhook-dff96899b-r6l5n","longhorn-csi-plugin-bgxdz","longhorn-csi-plugin-c4d9w","longhorn-csi-plugin-wpmkj","longhorn-driver-deployer-5b7f74f969-vrdcq","longhorn-manager-f68ph","longhorn-manager-lxp4c","longhorn-manager-slztz","longhorn-recovery-backend-dbb6555bf-hnfl2","longhorn-recovery-backend-dbb6555bf-wq6g5","longhorn-ui-d455dd57-lrnrp","longhorn-ui-d455dd57-xzsw4","metrics-server-667586758d-fc9lb","orders-74f65597c5-q7dqm","orders-db-795cb4dcd8-lgkws","payment-c7df5b49-brp2f","prometheus-7dbb447479-qcpgs","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-59gpz","pushprox-k3s-server-client-7brms","pushprox-k3s-server-client-wj8np","pushprox-k3s-server-proxy-695c9cdf7d-lf6kt","queue-master-9fc44d68d-psphb","rabbitmq-6576689cc9-wvrbb","rancher-7c5dbf46fc-4px9t","rancher-7c5dbf46fc-mb6hl","rancher-7c5dbf46fc-szlcq","rancher-monitoring-grafana-586df56bff-pwfnk","rancher-monitoring-kube-state-metrics-77ddfd789b-qgqg2","rancher-monitoring-operator-ff6cfcc76-fhxj4","rancher-monitoring-prometheus-adapter-79d8db9697-6gklr","rancher-monitoring-prometheus-node-exporter-lxnb2","rancher-monitoring-prometheus-node-exporter-t56nk","rancher-monitoring-prometheus-node-exporter-x25m2","rancher-webhook-577b778f8f-rrz8g","session-db-695f7fd48f-w6fhb","shipping-79c568cddc-splwn","svclb-traefik-06f0c0df-2m7qc","svclb-traefik-06f0c0df-8rdcw","svclb-traefik-06f0c0df-slfk2","tiefighter","tracee-7kwfb","tracee-khvmc","tracee-wk8xm","traefik-64b96ccbcd-4dql6","ubuntu","user-79dddf5cc9-nqq6m","user-db-b8dfb847c-mlkjp","xwing"
2023-03-11 09:20:00,200,38.7,19,301,0,225,164,156,87239,125098,114395,117988,369,468,138,135,445,138,132,133,137,351,132,142,476,0,0.233,0,0,0,18527,4654,420,2524,103,87.2,0,53.0,66.3,68.1,65.3,66.4,70.1,5.84,1771,1776,32.9,31.7,88.4,76.4,88.8,0,1881,1785,1800,1794,1814,0,0,1848,38.5,19.6,300,68703,42302,86335,134155,115290,16131,4.07,3.88,6633,13413,6923,156,1556,161,16056,117539,86307,163027,2033,0.360,0,0,0,0,0,0,0,0,164,0,403,143,0
2023-03-11 09:22:00,200,38.7,19,301,0,225,164,156,87239,125098,114395,117988,369,468,138,135,445,138,132,133,137,351,132,142,476,0,0.233,0,0,0,18527,4654,420,2524,103,87.2,0,53.0,66.3,68.1,65.3,66.4,70.1,5.84,1771,1776,32.9,31.7,88.4,76.4,88.8,0,1881,1785,1800,1794,1814,0,0,1848,38.5,19.6,300,68703,42302,86335,134155,115290,16131,4.07,3.88,6633,13413,6923,156,1556,161,16056,117539,86307,163027,2033,0.360,0,0,0,0,0,0,0,0,164,0,403,143,0
2023-03-11 09:24:00,200,38.7,19,301,0,225,164,156,87239,125098,114395,117988,369,468,138,135,445,138,132,133,137,351,132,142,476,0,0.233,0,0,0,18527,4654,420,2524,103,87.2,0,53.0,66.3,68.1,65.3,66.4,70.1,5.84,1771,1776,32.9,31.7,88.4,76.4,88.8,0,1881,1785,1800,1794,1814,0,0,1848,38.5,19.6,300,68703,42302,86335,134155,115290,16131,4.07,3.88,6633,13413,6923,156,1556,161,16056,117539,86307,163027,2033,0.360,0,0,0,0,0,0,0,0,164,0,403,143,0
2023-03-11 09:26:00,208,461,241,413,37.2,209,162,156,87836,191894,170382,166807,393,529,134,134,439,131,131,133,133,538,135,132,459,0,0,0.233,0.233,0,3717,4502,1284,2522,70.1,85.6,0.233,68.5,64.0,64.8,78.4,63.5,66.6,4.78,1789,1758,29.8,34.3,94.0,89.0,89.0,0,1787,1783,1848,1803,1770,0,0.233,1954,37.2,19,303,64244,38798,87891,199176,171751,16112,3.87,4.89,6761,13648,6870,104,1466,290,21611,169653,87072,175570,2184,29.2,0.233,0,0,0,0,0,0,0,13272,0.233,407,141,0
2023-03-11 09:28:00,208,461,241,413,37.2,209,162,156,87836,191894,170382,166807,393,529,134,134,439,131,131,133,133,538,135,132,459,0,0,0.233,0.233,0,3717,4502,1284,2522,70.1,85.6,0.233,68.5,64.0,64.8,78.4,63.5,66.6,4.78,1789,1758,29.8,34.3,94.0,89.0,89.0,0,1787,1783,1848,1803,1770,0,0.233,1954,37.2,19,303,64244,38798,87891,199176,171751,16112,3.87,4.89,6761,13648,6870,104,1466,290,21611,169653,87072,175570,2184,29.2,0.233,0,0,0,0,0,0,0,13272,0.233,407,141,0
2023-03-11 09:30:00,199,39.8,19,303,0.233,225,160,152,87462,127695,130721,129738,367,378,131,128,441,132,129,130,126,358,132,135,467,0,0,0,0,0,5864,4371,343,3043,105,89.3,0,66.1,67.9,67.0,54.3,68.5,64.8,4.58,1813,1837,32.9,32.5,91.8,92.8,94.8,0,1752,1836,1834,1835,1873,0.233,0,1889,40.0,19,350,70118,38743,87743,113401,125965,16106,4.27,3.88,7188,14449,7879,160,1483,288,21627,126867,88196,147485,1858,0.360,0,0,0,0.233,0,0,0,0.233,155,0,396,145,0
2023-03-11 09:32:00,199,39.8,19,303,0.233,225,160,152,87462,127695,130721,129738,367,378,131,128,441,132,129,130,126,358,132,135,467,0,0,0,0,0,5864,4371,343,3043,105,89.3,0,66.1,67.9,67.0,54.3,68.5,64.8,4.58,1813,1837,32.9,32.5,91.8,92.8,94.8,0,1752,1836,1834,1835,1873,0.233,0,1889,40.0,19,350,70118,38743,87743,113401,125965,16106,4.27,3.88,7188,14449,7879,160,1483,288,21627,126867,88196,147485,1858,0.360,0,0,0,0.233,0,0,0,0.233,155,0,396,145,0
2023-03-11 09:34:00,199,39.8,19,303,0.233,225,160,152,87462,127695,130721,129738,367,378,131,128,441,132,129,130,126,358,132,135,467,0,0,0,0,0,5864,4371,343,3043,105,89.3,0,66.1,67.9,67.0,54.3,68.5,64.8,4.58,1813,1837,32.9,32.5,91.8,92.8,94.8,0,1752,1836,1834,1835,1873,0.233,0,1889,40.0,19,350,70118,38743,87743,113401,125965,16106,4.27,3.88,7188,14449,7879,160,1483,288,21627,126867,88196,147485,1858,0.360,0,0,0,0.233,0,0,0,0.233,155,0,396,145,0
2023-03-11 09:36:00,210,468,247,416,37.2,231,163,153,87150,180313,157323,155766,364,445,121,124,526,118,122,116,123,455,125,118,459,0,0,0,0,0,3653,4449,1283,2137,78.8,87.5,0,66.6,63.1,63.0,77.3,63.5,65.9,4.81,1728,1767,32.4,31.1,91.8,87.8,88.0,0,1876,1799,1790,1849,1833,0,0,1878,38.5,19.2,249,65631,35224,86831,186702,159430,16119,4.40,5.21,6743,13353,5712,109,1556,160,16216,158622,87058,167426,1863,29.8,0,0.233,0,0,0,0,0,0,13282,0,478,141,0
2023-03-11 09:38:00,210,468,247,416,37.2,231,163,153,87150,180313,157323,155766,364,445,121,124,526,118,122,116,123,455,125,118,459,0,0,0,0,0,3653,4449,1283,2137,78.8,87.5,0,66.6,63.1,63.0,77.3,63.5,65.9,4.81,1728,1767,32.4,31.1,91.8,87.8,88.0,0,1876,1799,1790,1849,1833,0,0,1878,38.5,19.2,249,65631,35224,86831,186702,159430,16119,4.40,5.21,6743,13353,5712,109,1556,160,16216,158622,87058,167426,1863,29.8,0,0.233,0,0,0,0,0,0,13282,0,478,141,0
2023-03-11 09:40:00,203,37.2,19,297,0,224,161,155,86525,152379,124053,128950,387,522,128,135,373,129,132,130,133,530,128,135,551,0,0,0,0,0,17834,4416,352,2542,96.4,87.2,0,77.5,67.4,68.7,54.3,69.9,64.4,5.14,1790,1821,31.7,31.7,87.7,90.5,93.9,0,1831,1890,1787,1794,1818,0,0,2044,38.5,19,289,68722,35639,87428,166937,125176,16111,2.89,4.02,6711,13224,6841,161,1511,291,21015,128452,87002,161437,2179,0.360,0,0,0,0,0,0,0,0,150,0,335,140,0
2023-03-11 09:42:00,203,37.2,19,297,0,224,161,155,86525,152379,124053,128950,387,522,128,135,373,129,132,130,133,530,128,135,551,0,0,0,0,0,17834,4416,352,2542,96.4,87.2,0,77.5,67.4,68.7,54.3,69.9,64.4,5.14,1790,1821,31.7,31.7,87.7,90.5,93.9,0,1831,1890,1787,1794,1818,0,0,2044,38.5,19,289,68722,35639,87428,166937,125176,16111,2.89,4.02,6711,13224,6841,161,1511,291,21015,128452,87002,161437,2179,0.360,0,0,0,0,0,0,0,0,150,0,335,140,0
2023-03-11 09:44:00,203,37.2,19,297,0,224,161,155,86525,152379,124053,128950,387,522,128,135,373,129,132,130,133,530,128,135,551,0,0,0,0,0,17834,4416,352,2542,96.4,87.2,0,77.5,67.4,68.7,54.3,69.9,64.4,5.14,1790,1821,31.7,31.7,87.7,90.5,93.9,0,1831,1890,1787,1794,1818,0,0,2044,38.5,19,289,68722,35639,87428,166937,125176,16111,2.89,4.02,6711,13224,6841,161,1511,291,21015,128452,87002,161437,2179,0.360,0,0,0,0,0,0,0,0,150,0,335,140,0
2023-03-11 09:46:00,194,468,239,424,37.2,222,162,154,88780,205732,156909,161973,375,377,127,124,445,115,115,123,123,366,129,125,458,0,0,0,0,0,4347,4575,1207,2452,80.5,87.5,0,53.6,67.9,64.8,64.4,64.4,67.9,5.28,1856,1766,46.5,32.9,91.8,91.1,85.8,0,1823,1816,1832,1839,1843,0,0,1866,38.5,19,307,67871,45444,88440,156252,156982,16115,3.57,5.07,6981,14770,6904,106,1504,286,17804,155754,88994,196246,1862,28.9,0,0,0,0,0,0,0,0,13152,0,404,145,0
2023-03-11 09:48:00,194,468,239,424,37.2,222,162,154,88780,205732,156909,161973,375,377,127,124,445,115,115,123,123,366,129,125,458,0,0,0,0,0,4347,4575,1207,2452,80.5,87.5,0,53.6,67.9,64.8,64.4,64.4,67.9,5.28,1856,1766,46.5,32.9,91.8,91.1,85.8,0,1823,1816,1832,1839,1843,0,0,1866,38.5,19,307,67871,45444,88440,156252,156982,16115,3.57,5.07,6981,14770,6904,106,1504,286,17804,155754,88994,196246,1862,28.9,0,0,0,0,0,0,0,0,13152,0,404,145,0
2023-03-11 09:50:00,205,37.2,19.6,285,0,222,160,148,89739,119763,131435,122539,365,454,124,121,446,125,128,129,123,449,128,125,374,0,0,0,0,0,5056,5324,487,2644,101,86.8,0,65.9,65.5,67.0,66.6,65.9,67.2,4.78,1827,1829,33.3,32.0,91.8,87.9,92.0,0,1829,1821,1811,1824,1750,0,0,1928,37.2,18.4,297,66486,35240,92709,165529,131199,15378,3.71,4.27,6846,13344,6756,5923,1555,159,20165,129293,92082,120325,1969,0.360,0,0,0.233,0,0,0,0,0,147,0,399,144,0
2023-03-11 09:52:00,205,37.2,19.6,285,0,222,160,148,89739,119763,131435,122539,365,454,124,121,446,125,128,129,123,449,128,125,374,0,0,0,0,0,5056,5324,487,2644,101,86.8,0,65.9,65.5,67.0,66.6,65.9,67.2,4.78,1827,1829,33.3,32.0,91.8,87.9,92.0,0,1829,1821,1811,1824,1750,0,0,1928,37.2,18.4,297,66486,35240,92709,165529,131199,15378,3.71,4.27,6846,13344,6756,5923,1555,159,20165,129293,92082,120325,1969,0.360,0,0,0.233,0,0,0,0,0,147,0,399,144,0
2023-03-11 09:54:00,205,37.2,19.6,285,0,222,160,148,89739,119763,131435,122539,365,454,124,121,446,125,128,129,123,449,128,125,374,0,0,0,0,0,5056,5324,487,2644,101,86.8,0,65.9,65.5,67.0,66.6,65.9,67.2,4.78,1827,1829,33.3,32.0,91.8,87.9,92.0,0,1829,1821,1811,1824,1750,0,0,1928,37.2,18.4,297,66486,35240,92709,165529,131199,15378,3.71,4.27,6846,13344,6756,5923,1555,159,20165,129293,92082,120325,1969,0.360,0,0,0.233,0,0,0,0,0,147,0,399,144,0
2023-03-11 09:56:00,210,468,242,425,37.2,226,163,155,87337,172475,167692,160470,385,462,128,131,432,125,129,123,130,455,129,129,482,0,0,0,0,0,3666,3719,1142,2974,75.1,85.9,0,66.1,66.6,64.8,65.9,63.5,65.3,4.30,1801,1811,30.8,30.3,92.4,89.8,91.1,0,1741,1795,2154,1799,1898,0,0,1919,38.5,19.6,308,65657,34547,87901,163053,169087,16865,4.49,4.27,6770,13162,6981,104,1516,288,21512,167632,87400,167766,1920,28.7,0,0,0,0,0,0,0,0,13240,0,419,141,0
2023-03-11 09:58:00,210,468,242,425,37.2,226,163,155,87337,172475,167692,160470,385,462,128,131,432,125,129,123,130,455,129,129,482,0,0,0,0,0,3666,3719,1142,2974,75.1,85.9,0,66.1,66.6,64.8,65.9,63.5,65.3,4.30,1801,1811,30.8,30.3,92.4,89.8,91.1,0,1741,1795,2154,1799,1898,0,0,1919,38.5,19.6,308,65657,34547,87901,163053,169087,16865,4.49,4.27,6770,13162,6981,104,1516,288,21512,167632,87400,167766,1920,28.7,0,0,0,0,0,0,0,0,13240,0,419,141,0
2023-03-11 10:00:00,230,39.8,19,294,0,210,162,161,90848,147538,115897,124582,360,430,131,127,461,128,122,126,119,508,128,128,460,0,0,0,0,0,5129,4517,417,2556,106,88.5,0,66.1,64.4,66.8,79.5,68.1,65.3,4.36,1716,1781,32.0,32.7,91.6,93.0,91.1,0,1879,1842,1497,1780,1801,0,0,1921,39.8,18.4,293,65797,39921,87248,127657,116979,16114,3.35,4.83,6839,14698,6728,158,1445,287,16499,116986,87751,141927,1968,0.360,0,0,0,0,0,0,0,0,151,0,465,143,0
2023-03-11 10:02:00,230,39.8,19,294,0,210,162,161,90848,147538,115897,124582,360,430,131,127,461,128,122,126,119,508,128,128,460,0,0,0,0,0,5129,4517,417,2556,106,88.5,0,66.1,64.4,66.8,79.5,68.1,65.3,4.36,1716,1781,32.0,32.7,91.6,93.0,91.1,0,1879,1842,1497,1780,1801,0,0,1921,39.8,18.4,293,65797,39921,87248,127657,116979,16114,3.35,4.83,6839,14698,6728,158,1445,287,16499,116986,87751,141927,1968,0.360,0,0,0,0,0,0,0,0,151,0,465,143,0
2023-03-11 10:04:00,230,39.8,19,294,0,210,162,161,90848,147538,115897,124582,360,430,131,127,461,128,122,126,119,508,128,128,460,0,0,0,0,0,5129,4517,417,2556,106,88.5,0,66.1,64.4,66.8,79.5,68.1,65.3,4.36,1716,1781,32.0,32.7,91.6,93.0,91.1,0,1879,1842,1497,1780,1801,0,0,1921,39.8,18.4,293,65797,39921,87248,127657,116979,16114,3.35,4.83,6839,14698,6728,158,1445,287,16499,116986,87751,141927,1968,0.360,0,0,0,0,0,0,0,0,151,0,465,143,0
2023-03-11 10:06:00,167,430,228,415,37.2,232,163,153,87119,207930,170519,170541,397,544,121,121,439,122,125,123,126,366,125,129,450,0,0,0,0,0,17825,4443,1216,2140,73.4,85.9,0,65.5,65.9,66.1,65.9,67.2,65.3,5.62,1852,1821,32.0,31.5,92.3,88.8,88.4,0,1826,1798,1840,1854,1789,0,0,1909,38.5,19.6,303,70124,38800,83752,194733,167237,15381,3.57,4.97,6790,12980,6874,106,1430,161,21565,169366,86836,204030,2084,29.4,0,0,0,0,0,0,0,0,13253,0,336,140,0
2023-03-11 10:08:00,167,430,228,415,37.2,232,163,153,87119,207930,170519,170541,397,544,121,121,439,122,125,123,126,366,125,129,450,0,0,0,0,0,17825,4443,1216,2140,73.4,85.9,0,65.5,65.9,66.1,65.9,67.2,65.3,5.62,1852,1821,32.0,31.5,92.3,88.8,88.4,0,1826,1798,1840,1854,1789,0,0,1909,38.5,19.6,303,70124,38800,83752,194733,167237,15381,3.57,4.97,6790,12980,6874,106,1430,161,21565,169366,86836,204030,2084,29.4,0,0,0,0,0,0,0,0,13253,0,336,140,0
2023-03-11 10:10:00,213,38.5,19.9,309,0,214,158,153,82977,120215,115934,114847,371,371,121,118,440,115,115,116,120,463,122,122,567,0.233,0,0,0,0.233,4349,4499,434,2572,104,85.0,0,67.6,67.6,65.5,66.1,65.7,67.4,3.48,1759,1712,33.3,32.5,91.6,85.4,89.7,0,1850,1834,2147,1825,1817,0,0,1923,38.5,18.4,353,65768,41945,89298,143270,116591,16120,3.43,4.97,7043,13853,6971,158,1463,288,16580,116726,87093,126931,1865,0.360,0,0,0,0,0,0.233,0,0,179,0,409,146,0
