"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc045e0df77a65)","Receive Errors (lxc04ba3655f7bb)","Receive Errors (lxc058f11ae84e2)","Receive Errors (lxc101aa30b6d42)","Receive Errors (lxc1055eece523d)","Receive Errors (lxc17545d6a2c13)","Receive Errors (lxc1b3ec4421f95)","Receive Errors (lxc25dc796f779e)","Receive Errors (lxc2cf3504ea230)","Receive Errors (lxc2f20023e145d)","Receive Errors (lxc42de66ecdcc8)","Receive Errors (lxc53962ca4487f)","Receive Errors (lxc586756a19dbd)","Receive Errors (lxc6609bc973c6e)","Receive Errors (lxc8f825b75ba1b)","Receive Errors (lxc901c98c966b2)","Receive Errors (lxc970c5453f2c7)","Receive Errors (lxc9bf9c5e25fda)","Receive Errors (lxc9d9580e18417)","Receive Errors (lxc_health)","Receive Errors (lxca2b0b9903cdc)","Receive Errors (lxca3d1fbc08b7c)","Receive Errors (lxcaee2fab0754f)","Receive Errors (lxcb3f5b6163447)","Receive Errors (lxcbba06f29c914)","Receive Errors (lxccc10b9c35713)","Receive Errors (lxccd3f5d5c9dab)","Receive Errors (lxcd19ab656bbb2)","Receive Errors (lxcd4e1a68a8393)","Receive Errors (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca2b0b9903cdc)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc045e0df77a65)","Transmit Errors (lxc04ba3655f7bb)","Transmit Errors (lxc058f11ae84e2)","Transmit Errors (lxc101aa30b6d42)","Transmit Errors (lxc1055eece523d)","Transmit Errors (lxc17545d6a2c13)","Transmit Errors (lxc1b3ec4421f95)","Transmit Errors (lxc25dc796f779e)","Transmit Errors (lxc2cf3504ea230)","Transmit Errors (lxc2f20023e145d)","Transmit Errors (lxc42de66ecdcc8)","Transmit Errors (lxc53962ca4487f)","Transmit Errors (lxc586756a19dbd)","Transmit Errors (lxc6609bc973c6e)","Transmit Errors (lxc8f825b75ba1b)","Transmit Errors (lxc901c98c966b2)","Transmit Errors (lxc970c5453f2c7)","Transmit Errors (lxc9bf9c5e25fda)","Transmit Errors (lxc9d9580e18417)","Transmit Errors (lxc_health)","Transmit Errors (lxca2b0b9903cdc)","Transmit Errors (lxca3d1fbc08b7c)","Transmit Errors (lxcaee2fab0754f)","Transmit Errors (lxcb3f5b6163447)","Transmit Errors (lxcbba06f29c914)","Transmit Errors (lxccc10b9c35713)","Transmit Errors (lxccd3f5d5c9dab)","Transmit Errors (lxcd19ab656bbb2)","Transmit Errors (lxcd4e1a68a8393)","Transmit Errors (lxcf0be76b85bba)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc045e0df77a65)","Receive Dropped (lxc04ba3655f7bb)","Receive Dropped (lxc058f11ae84e2)","Receive Dropped (lxc101aa30b6d42)","Receive Dropped (lxc1055eece523d)","Receive Dropped (lxc17545d6a2c13)","Receive Dropped (lxc1b3ec4421f95)","Receive Dropped (lxc25dc796f779e)","Receive Dropped (lxc2cf3504ea230)","Receive Dropped (lxc2f20023e145d)","Receive Dropped (lxc42de66ecdcc8)","Receive Dropped (lxc53962ca4487f)","Receive Dropped (lxc586756a19dbd)","Receive Dropped (lxc6609bc973c6e)","Receive Dropped (lxc8f825b75ba1b)","Receive Dropped (lxc901c98c966b2)","Receive Dropped (lxc970c5453f2c7)","Receive Dropped (lxc9bf9c5e25fda)","Receive Dropped (lxc9d9580e18417)","Receive Dropped (lxc_health)","Receive Dropped (lxca2b0b9903cdc)","Receive Dropped (lxca3d1fbc08b7c)","Receive Dropped (lxcaee2fab0754f)","Receive Dropped (lxcb3f5b6163447)","Receive Dropped (lxcbba06f29c914)","Receive Dropped (lxccc10b9c35713)","Receive Dropped (lxccd3f5d5c9dab)","Receive Dropped (lxcd19ab656bbb2)","Receive Dropped (lxcd4e1a68a8393)","Receive Dropped (lxcf0be76b85bba)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc045e0df77a65)","Transmit Dropped (lxc04ba3655f7bb)","Transmit Dropped (lxc058f11ae84e2)","Transmit Dropped (lxc101aa30b6d42)","Transmit Dropped (lxc1055eece523d)","Transmit Dropped (lxc17545d6a2c13)","Transmit Dropped (lxc1b3ec4421f95)","Transmit Dropped (lxc25dc796f779e)","Transmit Dropped (lxc2cf3504ea230)","Transmit Dropped (lxc2f20023e145d)","Transmit Dropped (lxc42de66ecdcc8)","Transmit Dropped (lxc53962ca4487f)","Transmit Dropped (lxc586756a19dbd)","Transmit Dropped (lxc6609bc973c6e)","Transmit Dropped (lxc8f825b75ba1b)","Transmit Dropped (lxc901c98c966b2)","Transmit Dropped (lxc970c5453f2c7)","Transmit Dropped (lxc9bf9c5e25fda)","Transmit Dropped (lxc9d9580e18417)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca2b0b9903cdc)","Transmit Dropped (lxca3d1fbc08b7c)","Transmit Dropped (lxcaee2fab0754f)","Transmit Dropped (lxcb3f5b6163447)","Transmit Dropped (lxcbba06f29c914)","Transmit Dropped (lxccc10b9c35713)","Transmit Dropped (lxccd3f5d5c9dab)","Transmit Dropped (lxcd19ab656bbb2)","Transmit Dropped (lxcd4e1a68a8393)","Transmit Dropped (lxcf0be76b85bba)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca2b0b9903cdc)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)"
2023-03-20 19:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,12.1,182,0,2.27,0.383,0.433,0.322,0.383,7.61,0.561,4.39,0,11.7,0.967,0.0556,1.52,0.939,0,3.39,2.58,0.383,0.333,0.828,3.53,0.533,0.100,3.66,0,0,0.400,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,10.7,188,0,2.90,0.256,0.489,0.456,0.256,9.24,0.994,5.26,0,11.9,1.13,0.0556,1.69,1.33,0,4.63,3.16,0.256,0.400,0.828,4.83,0.983,0.200,3.83,0,0,0.267,1.49,0
2023-03-20 19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,16.8,182,0,2.01,0.367,0.483,0.283,0.367,7.38,0.550,5.83,0,11.5,0.856,0.0611,1.53,0.922,0,3.44,2.36,0.383,0.333,0.917,3.40,0.539,0.100,3.49,0,0,0.400,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,15.0,196,0,2.81,0.244,0.522,0.439,0.244,9.03,0.983,6.77,0,12.1,1.04,0.0611,1.72,1.32,0,4.92,3.14,0.256,0.400,0.928,4.98,0.983,0.200,3.61,0,0,0.267,7.65,0
2023-03-20 19:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,33.2,185,0,2.04,0.350,0.483,0.294,0.350,7.50,0.544,12.1,0,11.3,0.839,0.0889,1.56,0.944,0,3.41,2.24,0.367,0.333,1.03,3.37,0.556,1.94,3.87,0,0,0.383,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,30.4,218,0,2.73,0.233,0.522,0.450,0.233,9.12,0.983,12.9,0,11.8,1.02,0.0778,1.67,1.33,0,4.77,2.87,0.244,0.400,1.18,5.42,0.983,2.09,3.99,0,0,0.256,24.5,0
2023-03-20 19:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,12.3,168,0,1.93,0.367,0.467,0.289,0.350,7.49,0.556,4.46,0,11.0,0.822,0.0944,1.52,0.956,0,3.22,2.26,0.350,0.333,1.22,3.22,0.556,0.100,3.47,0,0,0.367,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,9.96,187,0,2.57,0.244,0.511,0.444,0.233,9.22,0.989,5.28,0,11.5,0.994,0.0833,1.66,1.33,0,4.51,2.82,0.233,0.400,1.37,5.11,0.989,0.200,3.59,0,0,0.244,1.52,0
2023-03-20 19:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,12.7,166,0,2.07,0.367,0.478,0.328,0.367,7.37,0.539,4.46,0,10.7,0.828,0.0611,1.47,0.933,0,3.23,2.46,0.367,0.333,0.939,3.36,0.550,0.100,3.51,0,0,0.350,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,10.5,187,0,2.53,0.244,0.522,0.489,0.244,9.15,0.983,5.29,0,11.4,1.03,0.0556,1.69,1.33,0,4.72,2.83,0.244,0.400,0.956,5.14,0.989,0.200,3.58,0,0,0.233,1.47,0
2023-03-20 19:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,12.4,171,0,2.03,0.367,0.439,0.378,0.400,7.62,0.550,4.42,0,10.8,1.02,0.0667,1.50,0.917,0,3.46,2.41,0.350,0.333,0.844,3.17,0.572,0.100,3.58,0,0,0.350,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,10.3,184,0,2.56,0.244,0.489,0.550,0.267,9.29,0.989,5.29,0,11.3,1.22,0.0611,1.67,1.31,0,4.91,2.81,0.233,0.400,0.861,4.83,0.989,0.200,3.69,0,0,0.233,1.47,0
2023-03-20 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,12.1,177,0,2.01,0.389,0.483,0.311,0.367,7.41,0.539,4.39,0,11.2,0.928,0.0833,1.53,0.917,0,3.48,2.34,0.383,0.333,0.939,3.29,0.550,0.100,3.53,0,0,0.367,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,9.73,202,0.00556,2.64,0.256,0.522,0.478,0.250,9.06,0.994,5.26,0,11.6,1.12,0.0722,1.67,1.31,0.00556,4.89,2.84,0.256,0.400,0.939,5.09,0.978,0.200,3.62,0,0,0.244,1.47,0.00556
2023-03-20 19:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,33.3,190,0,1.87,0.383,0.506,0.278,0.367,7.32,0.539,12.2,0,11.0,0.872,0.0611,1.50,0.933,0,3.30,2.20,0.383,0.333,0.839,3.52,0.556,1.94,3.87,0,0,0.383,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,30.7,232,0,2.42,0.256,0.533,0.439,0.244,9.14,0.989,12.9,0,11.1,1.06,0.0556,1.70,1.33,0,4.72,2.73,0.256,0.400,0.839,5.47,0.983,2.09,4.01,0,0,0.256,24.5,0
2023-03-20 19:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,12.4,171,0,2.36,0.383,0.439,0.294,0.406,7.39,0.550,4.50,0,11.4,0.822,0.0722,1.52,0.944,0,3.28,2.72,0.383,0.333,1.07,3.79,0.556,0.100,3.36,0,0,0.367,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,10.4,187,0,2.72,0.256,0.489,0.444,0.267,9.18,0.989,5.21,0,11.8,1.02,0.0667,1.69,1.33,0,4.68,3.10,0.256,0.400,1.28,5.36,0.983,0.206,3.49,0,0,0.244,1.51,0
2023-03-20 19:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,12.8,174,0,2.61,0.383,0.456,0.272,0.389,7.59,0.544,4.49,0,11.9,0.822,0.0778,1.49,0.944,0,3.57,2.88,0.367,0.333,0.922,3.85,0.544,0.100,3.49,0,0,0.389,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,11.1,192,0,2.86,0.256,0.500,0.439,0.256,9.21,0.994,5.23,0,12.3,1.01,0.0667,1.69,1.33,0,4.97,3.11,0.244,0.400,0.939,5.11,0.983,0.206,3.63,0,0,0.256,1.50,0
2023-03-20 19:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40,0,12.5,170,0,2.52,0.383,0.500,0.311,0.400,7.76,0.567,4.45,0,11.7,0.983,0.0722,1.51,0.939,0,3.47,2.79,0.400,0.333,0.806,3.84,0.544,0.100,3.60,0,0,0.389,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40,10.9,192,0,2.76,0.256,0.533,0.450,0.267,9.40,0.994,5.24,0,12.2,1.17,0.0611,1.69,1.34,0,5.11,2.99,0.267,0.406,0.828,4.83,0.989,0.200,3.81,0,0,0.256,1.42,0
2023-03-20 19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,12.4,170,0,2.49,0.400,0.461,0.306,0.400,7.41,0.556,4.41,0,11.7,0.867,0.0611,1.55,0.928,0.00556,3.37,2.83,0.383,0.328,1.01,3.86,0.561,0.100,3.52,0.00556,0,0.383,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,10.2,186,0,2.81,0.267,0.511,0.444,0.267,9.09,0.989,5.24,0,12.3,1.04,0.0556,1.62,1.33,0,4.81,3.07,0.256,0.400,1.03,5.49,0.994,0.200,3.61,0,0,0.256,1.44,0
2023-03-20 19:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,32.6,189,0,2.46,0.383,0.417,0.289,0.383,7.54,0.544,12.2,0,11.4,0.839,0.0833,1.54,0.922,0.00556,3.34,2.92,0.383,0.317,0.878,3.71,0.572,1.94,3.96,0.00556,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,30.5,216,0,2.77,0.256,0.478,0.439,0.256,9.21,0.983,13.0,0,11.9,1.03,0.0778,1.64,1.33,0,4.59,3.12,0.261,0.383,0.894,5.08,0.994,2.09,4.08,0,0,0.256,24.7,0
2023-03-20 19:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,23.4,187,0,2.58,0.383,0.467,0.317,0.383,7.56,0.544,9.32,0,11.7,0.844,0.0722,1.54,0.939,0,3.27,2.95,0.367,0.317,1.01,3.96,0.567,1.94,3.79,0,0,0.367,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,21.6,204,0,2.91,0.256,0.511,0.456,0.256,9.18,0.983,10.1,0,12.2,1.04,0.0667,1.66,1.34,0,4.37,3.19,0.250,0.383,1.06,5.20,0.994,2.09,3.96,0,0,0.244,12.3,0
2023-03-20 19:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,12.8,177,0,2.63,0.367,0.472,0.306,0.350,7.56,0.544,4.48,0,12.2,0.839,0.0889,1.52,0.939,0,3.34,3.13,0.383,0.317,1.04,4.19,0.556,0.100,3.67,0,0,0.383,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,11.5,192,0,2.98,0.244,0.517,0.450,0.233,9.20,0.983,5.25,0.00556,12.5,1.04,0.0778,1.70,1.34,0,4.66,3.37,0.256,0.383,1.11,5.08,0.989,0.200,3.82,0,0,0.256,1.47,0
2023-03-20 19:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56,0,12.5,169,0,2.28,0.333,0.483,0.283,0.333,7.67,0.556,4.51,0,11.8,1.01,0.0500,1.52,0.933,0,3.31,2.68,0.350,0.317,0.883,4,0.550,0.100,3.61,0,0.00556,0.367,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56,11.1,189,0,2.80,0.222,0.522,0.433,0.222,9.31,0.989,5.24,0,12.3,1.19,0.0500,1.69,1.33,0,4.51,3.11,0.233,0.383,0.894,4.85,0.989,0.200,3.74,0,0,0.244,1.45,0
2023-03-20 19:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,12.4,171,0,1.89,0.350,0.467,0.317,0.367,7.38,0.556,4.47,0,11.6,0.861,0.0500,1.53,0.933,0,3.24,2.43,0.350,0.322,0.861,3.50,0.550,0.106,3.41,0,0,0.350,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,9.91,188,0,2.91,0.233,0.511,0.456,0.244,9.21,0.994,5.24,0,12.2,1.05,0.0500,1.66,1.33,0,4.58,3.23,0.233,0.389,0.883,5.26,0.983,0.200,3.54,0,0,0.233,1.44,0
2023-03-20 19:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,33.0,185,0,1.96,0.417,0.467,0.317,0.400,7.44,0.550,12.2,0.00556,11.3,0.828,0.0833,1.50,0.939,0,3.36,2.25,0.333,0.339,0.844,3.43,0.567,1.94,4.01,0,0,0.333,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,30.6,219,0,2.84,0.278,0.522,0.461,0.267,9.22,0.989,13.0,0,11.9,1.02,0.0722,1.69,1.33,0,4.70,3.02,0.222,0.406,0.861,5.19,1,2.09,4.16,0,0,0.222,24.5,0
