"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc08f9bbcf2cc2)","Receive Errors (lxc18b2a9fae4e6)","Receive Errors (lxc2d0cb026a340)","Receive Errors (lxc32ecf1ec23fa)","Receive Errors (lxc38d81bba1941)","Receive Errors (lxc536989e0bbe0)","Receive Errors (lxc7b55c12eff69)","Receive Errors (lxc815054fad3e3)","Receive Errors (lxc896636513d9b)","Receive Errors (lxc898970f2c474)","Receive Errors (lxc89bd03f98afc)","Receive Errors (lxc98325d012b94)","Receive Errors (lxc9a6f6d3b6e50)","Receive Errors (lxc9e5774929ec6)","Receive Errors (lxc_health)","Receive Errors (lxcb1aea5f13203)","Receive Errors (lxcc010f2457e82)","Receive Errors (lxcc255ada0b5e4)","Receive Errors (lxcc306a8298bc0)","Receive Errors (lxcd67315019948)","Receive Errors (lxcd95baf1a2e26)","Receive Errors (lxcdcee95369ec3)","Receive Errors (lxce37cface0780)","Receive Errors (lxcf1e7004cd84c)","Receive Errors (lxcf2b5505183fa)","Receive Errors (lxcf31ee673b547)","Receive Errors (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf97c652df312)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc08f9bbcf2cc2)","Transmit Errors (lxc18b2a9fae4e6)","Transmit Errors (lxc2d0cb026a340)","Transmit Errors (lxc32ecf1ec23fa)","Transmit Errors (lxc38d81bba1941)","Transmit Errors (lxc536989e0bbe0)","Transmit Errors (lxc7b55c12eff69)","Transmit Errors (lxc815054fad3e3)","Transmit Errors (lxc896636513d9b)","Transmit Errors (lxc898970f2c474)","Transmit Errors (lxc89bd03f98afc)","Transmit Errors (lxc98325d012b94)","Transmit Errors (lxc9a6f6d3b6e50)","Transmit Errors (lxc9e5774929ec6)","Transmit Errors (lxc_health)","Transmit Errors (lxcb1aea5f13203)","Transmit Errors (lxcc010f2457e82)","Transmit Errors (lxcc255ada0b5e4)","Transmit Errors (lxcc306a8298bc0)","Transmit Errors (lxcd67315019948)","Transmit Errors (lxcd95baf1a2e26)","Transmit Errors (lxcdcee95369ec3)","Transmit Errors (lxce37cface0780)","Transmit Errors (lxcf1e7004cd84c)","Transmit Errors (lxcf2b5505183fa)","Transmit Errors (lxcf31ee673b547)","Transmit Errors (lxcf97c652df312)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc08f9bbcf2cc2)","Receive Dropped (lxc18b2a9fae4e6)","Receive Dropped (lxc2d0cb026a340)","Receive Dropped (lxc32ecf1ec23fa)","Receive Dropped (lxc38d81bba1941)","Receive Dropped (lxc536989e0bbe0)","Receive Dropped (lxc7b55c12eff69)","Receive Dropped (lxc815054fad3e3)","Receive Dropped (lxc896636513d9b)","Receive Dropped (lxc898970f2c474)","Receive Dropped (lxc89bd03f98afc)","Receive Dropped (lxc98325d012b94)","Receive Dropped (lxc9a6f6d3b6e50)","Receive Dropped (lxc9e5774929ec6)","Receive Dropped (lxc_health)","Receive Dropped (lxcb1aea5f13203)","Receive Dropped (lxcc010f2457e82)","Receive Dropped (lxcc255ada0b5e4)","Receive Dropped (lxcc306a8298bc0)","Receive Dropped (lxcd67315019948)","Receive Dropped (lxcd95baf1a2e26)","Receive Dropped (lxcdcee95369ec3)","Receive Dropped (lxce37cface0780)","Receive Dropped (lxcf1e7004cd84c)","Receive Dropped (lxcf2b5505183fa)","Receive Dropped (lxcf31ee673b547)","Receive Dropped (lxcf97c652df312)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc08f9bbcf2cc2)","Transmit Dropped (lxc18b2a9fae4e6)","Transmit Dropped (lxc2d0cb026a340)","Transmit Dropped (lxc32ecf1ec23fa)","Transmit Dropped (lxc38d81bba1941)","Transmit Dropped (lxc536989e0bbe0)","Transmit Dropped (lxc7b55c12eff69)","Transmit Dropped (lxc815054fad3e3)","Transmit Dropped (lxc896636513d9b)","Transmit Dropped (lxc898970f2c474)","Transmit Dropped (lxc89bd03f98afc)","Transmit Dropped (lxc98325d012b94)","Transmit Dropped (lxc9a6f6d3b6e50)","Transmit Dropped (lxc9e5774929ec6)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcb1aea5f13203)","Transmit Dropped (lxcc010f2457e82)","Transmit Dropped (lxcc255ada0b5e4)","Transmit Dropped (lxcc306a8298bc0)","Transmit Dropped (lxcd67315019948)","Transmit Dropped (lxcd95baf1a2e26)","Transmit Dropped (lxcdcee95369ec3)","Transmit Dropped (lxce37cface0780)","Transmit Dropped (lxcf1e7004cd84c)","Transmit Dropped (lxcf2b5505183fa)","Transmit Dropped (lxcf31ee673b547)","Transmit Dropped (lxcf97c652df312)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf97c652df312)"
2023-03-23 07:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,13.4,97.3,0,0,0,0,0,1.70,0.478,0.350,0.367,0.539,0.367,0.200,0,6.09,0.317,0,0.200,2.83,0.0778,0.383,0.00556,0.544,10.3,0.100,3.16,13.6,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,13.0,89.5,0,0,0,0.00556,0,1.87,0.461,0.239,0.244,0.983,0.244,0.100,0,5.06,0.383,0,0.100,3.17,0.0778,0.256,0,0.983,12.6,0.200,3.26,14.3,0.911
2023-03-23 07:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,34.3,144,0,0,0,0,0.378,1.72,0.444,0.367,0.367,0.550,0.367,2.88,0,6.08,0.317,0,0.200,2.68,0.0833,0.367,0,0.544,11.2,0.100,3.18,13.9,0.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,34.3,137,0,0,0,0,0.333,1.87,0.422,0.244,0.244,0.989,0.244,2.73,0,5.04,0.389,0,0.100,3.04,0.0833,0.244,0,0.978,13.0,0.200,3.31,14.3,0.678
2023-03-23 07:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0,14.4,89.6,0,0,0,0,0,1.70,0.439,0.383,0.383,0.550,0.389,0.200,0,6.10,0.322,0,0.200,2.74,0.0778,0.383,0,0.550,11.3,0.100,3.22,14.0,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,13.9,88.3,0,0,0,0,0,1.88,0.400,0.256,0.256,0.989,0.256,0.100,0,5.02,0.389,0,0.106,2.94,0.0778,0.256,0,0.978,13.9,0.200,3.34,14.7,0.639
2023-03-23 07:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.00556,15.2,95.6,0,0,0,0,0,1.66,0.472,0.383,0.383,0.556,0.367,0.200,0,6.14,0.333,0,0.206,2.78,0.0667,0.367,0,0.561,12.5,0.100,3.09,13.4,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.761,15.3,94.8,0,0,0,0,0,1.92,0.422,0.256,0.256,0.994,0.244,0.100,0,5,0.400,0.00556,0.100,3.10,0.0667,0.244,0,0.983,14.4,0.200,3.33,14.1,0.839
2023-03-23 07:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,13.7,92.9,0,0,0,0,0,1.68,0.539,0.350,0.372,0.539,0.367,0.200,0,6.11,0.333,0,0.200,2.77,0.0667,0.367,0,0.533,11.3,0.100,3.03,13.6,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,13.9,89.1,0,0.00556,0,0,0,1.89,0.483,0.233,0.244,0.983,0.244,0.100,0,5.01,0.400,0,0.100,3.01,0.0667,0.244,0,0.989,13.2,0.200,3.31,14.2,0.700
2023-03-23 07:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,14.8,97.8,0,0.00556,0,0,0,1.71,0.417,0.367,0.367,0.544,0.367,0.200,0,6.13,0.339,0,0.200,2.78,0.0722,0.367,0,0.544,12.7,0.100,2.99,13.5,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,15.4,96.7,0.00556,0,0,0,0,1.87,0.394,0.244,0.244,0.989,0.244,0.100,0,5.01,0.406,0,0.100,2.97,0.0722,0.244,0,0.983,14.2,0.200,3.32,14.4,0.817
2023-03-23 07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,34.3,144,0,0.00556,0,0,0.378,1.69,0.417,0.383,0.367,0.539,0.367,2.88,0,6.14,0.333,0,0.200,2.76,0.0722,0.367,0,0.550,11.5,0.100,2.93,13.2,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,34.7,136,0.00556,0,0,0,0.333,1.89,0.394,0.256,0.244,0.983,0.244,2.74,0,4.98,0.400,0,0.100,2.95,0.0722,0.244,0,0.983,13.0,0.200,3.24,14.1,0.667
2023-03-23 07:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0,14.5,94.1,0,0,0,0,0,1.68,0.467,0.383,0.383,0.539,0.383,0.200,0,6.09,0.328,0,0.200,2.71,0.0667,0.367,0,0.544,11.9,0.106,2.86,13.1,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,14.5,88.1,0,0,0,0,0,1.89,0.433,0.256,0.261,0.983,0.256,0.106,0,5.04,0.394,0,0.100,3.02,0.0667,0.244,0,0.983,14.0,0.200,3.21,14.0,0.639
2023-03-23 07:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,16.0,101,0.00556,0,0,0,0,1.71,0.478,0.367,0.361,0.533,0.367,0.200,0,6.09,0.317,0,0.200,2.73,0.0722,0.367,0,0.556,12.5,0.106,2.99,13.1,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,15.2,96.3,0,0,0,0,0,1.86,0.444,0.244,0.250,0.983,0.244,0.106,0,5.05,0.383,0,0.100,3.09,0.0667,0.244,0.00556,0.983,15.4,0.200,3.30,14.3,0.822
2023-03-23 07:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0,13.7,95.1,0.00556,0,0,0,0,1.71,0.450,0.367,0.367,0.539,0.367,0.200,0,6.11,0.317,0,0.200,2.28,0.0722,0.367,0,0.556,10.3,0.100,2.64,12.8,0.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,13.1,83.3,0,0,0,0,0,1.86,0.422,0.244,0.244,0.983,0.250,0.100,0,4.97,0.383,0,0.100,3.01,0.0667,0.244,0.00556,0.983,13.1,0.206,3.22,14.1,0.722
2023-03-23 07:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0,15.7,105,0,0,0,0,0,1.68,0.472,0.383,0.367,0.539,0.383,0.200,0,6.12,0.317,0,0.200,2.18,0.0667,0.383,0,0.556,12.6,0.100,2.68,13.3,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,15.4,94.1,0,0,0,0,0,1.90,0.428,0.256,0.244,0.983,0.261,0.100,0,5.02,0.383,0,0.100,3.02,0.0667,0.256,0,0.983,14.9,0.206,3.37,14.4,0.872
2023-03-23 07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,34.6,154,0,0,0,0.00556,0.378,1.69,0.472,0.383,0.383,0.539,0.367,2.87,0,6.09,0.317,0,0.200,2.29,0.0667,0.383,0,0.544,10.9,0.100,2.68,13,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,34.3,134,0,0,0,0,0.333,1.89,0.444,0.256,0.256,0.989,0.244,2.73,0,5.05,0.383,0,0.100,3.01,0.0667,0.256,0,0.983,13.2,0.200,3.29,14.3,0.861
2023-03-23 07:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0,19.3,99.1,0,0,0,0,0.378,1.69,0.456,0.350,0.367,0.539,0.367,2.87,0,6.09,0.317,0,0.200,2.68,0.0722,0.383,0,0.550,12.3,0.100,2.94,13.3,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,19.3,100,0,0,0,0,0.333,1.88,0.433,0.233,0.244,0.983,0.244,2.73,0,5.04,0.383,0,0.100,3.06,0.0722,0.256,0,0.983,14.4,0.200,3.23,14.3,0.739
2023-03-23 07:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,14.5,98.6,0,0,0,0,0,1.70,0.439,0.350,0.350,0.533,0.350,0.200,0,6.13,0.317,0,0.200,2.75,0.0833,0.367,0,0.561,11,0.100,2.97,13.4,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,13.7,89.4,0,0,0,0,0,1.86,0.417,0.233,0.233,0.983,0.233,0.100,0.00556,5.01,0.383,0,0.100,3.07,0.0833,0.244,0,0.983,13.6,0.200,3.25,14.4,0.939
2023-03-23 07:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,13.2,97.8,0,0,0,0,0,1.68,0.467,0.350,0.367,0.544,0.350,0.200,0,6.13,0.317,0,0.200,2.67,0.0833,0.333,0,0.567,10.4,0.100,3.14,13.3,0.550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,12.9,86.8,0,0,0,0,0,1.91,0.467,0.233,0.244,0.983,0.233,0.100,0,4.98,0.383,0,0.100,2.87,0.0833,0.222,0,0.983,12.8,0.200,3.27,14.5,0.650
2023-03-23 07:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0,14.9,100,0,0,0,0,0,1.67,0.406,0.339,0.350,0.544,0.333,0.200,0,6.10,0.317,0,0.200,2.72,0.0722,0.333,0,0.539,12.2,0.100,3.17,13.8,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,15.0,98.2,0,0,0,0,0,1.89,0.422,0.222,0.233,0.983,0.222,0.100,0,5.03,0.383,0,0.100,2.99,0.0722,0.222,0,0.978,14.2,0.200,3.34,14.7,0.933
2023-03-23 07:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0,34.1,147,0,0,0,0,0.400,1.69,0.472,0.367,0.367,0.533,0.400,2.88,0,6.12,0.317,0,0.200,2.82,0.0667,0.350,0,0.556,10.6,0.100,3.11,13.8,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,33.9,136,0,0,0,0,0.333,1.87,0.439,0.244,0.244,0.983,0.267,2.74,0,5.02,0.383,0,0.100,3.06,0.0667,0.233,0,0.983,12.7,0.200,3.31,14.6,0.789
2023-03-23 07:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,0,26.2,117,0,0,0,0,0.394,1.69,0.494,0.400,0.400,0.550,0.417,2.88,0,6.09,0.317,0,0.200,2.92,0.0722,0.400,0,0.556,12.6,0.100,3.12,13.7,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,26.2,119,0,0,0,0,0.333,1.88,0.472,0.267,0.267,0.994,0.278,2.74,0,5.03,0.383,0,0.100,3.11,0.0722,0.267,0,0.983,14.5,0.200,3.24,14.4,0.667
2023-03-23 07:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,0,14.5,96.0,0,0,0,0,0,1.68,0.378,0.400,0.383,0.544,0.383,0.200,0,6.12,0.317,0.00556,0.200,2.85,0.0833,0.400,0,0.544,11.2,0.100,3.23,13.9,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,14.1,90.4,0,0,0,0,0,1.89,0.394,0.267,0.256,0.994,0.256,0.100,0,5.03,0.383,0,0.100,3.06,0.0833,0.267,0,0.983,13.8,0.200,3.36,14.5,0.822
2023-03-23 07:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,0,14.3,101,0,0,0.00556,0,0,1.66,0.494,0.383,0.383,0.539,0.383,0.200,0,6.09,0.317,0.00556,0.200,2.72,0.0833,0.367,0,0.567,12.4,0.100,3.32,13.7,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,15.0,94.8,0,0,0,0,0.00556,1.92,0.450,0.256,0.256,0.983,0.256,0.100,0,5.04,0.383,0,0.100,2.96,0.0833,0.244,0,0.994,13.8,0.200,3.40,14.5,0.639
2023-03-23 07:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,13.6,103,0,0,0.00556,0,0,1.69,0.411,0.383,0.367,0.544,0.383,0.206,0,6.11,0.317,0,0.200,2.78,0.0722,0.372,0,0.572,11.6,0.100,3.26,13.9,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,14.2,91.3,0,0,0,0,0.00556,1.89,0.389,0.256,0.244,0.983,0.256,0.100,0,5.04,0.383,0,0.100,3.02,0.0722,0.244,0,0.989,13.2,0.200,3.36,14.6,0.844
