"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc008a44e99be1)","Receive Errors (lxc06cb25209c84)","Receive Errors (lxc07c9dc670f72)","Receive Errors (lxc0c29a8bae27e)","Receive Errors (lxc0c492a144f08)","Receive Errors (lxc0ce14db76c1b)","Receive Errors (lxc1199d6e11cba)","Receive Errors (lxc1af724292b85)","Receive Errors (lxc225cc59c2220)","Receive Errors (lxc286d92cb0f6a)","Receive Errors (lxc395dceb6cfd6)","Receive Errors (lxc40c2712fd7b0)","Receive Errors (lxc4af4dd871224)","Receive Errors (lxc505013a9b32d)","Receive Errors (lxc59050de0b382)","Receive Errors (lxc5f2404395716)","Receive Errors (lxc6591596bd450)","Receive Errors (lxc6720d0e66b92)","Receive Errors (lxc7def4621add7)","Receive Errors (lxc8a05572c3a27)","Receive Errors (lxc9f11ff762ddb)","Receive Errors (lxc_health)","Receive Errors (lxca129b7b58df1)","Receive Errors (lxcb03d011ad6b6)","Receive Errors (lxccbd4caa6cebc)","Receive Errors (lxcd639f22e900e)","Receive Errors (lxcdebefc5422d0)","Receive Errors (lxced06d52cd0ae)","Receive Errors (lxcf23aecc45bdf)","Receive Errors (lxcf2fe901984d7)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc008a44e99be1)","Receive Total (lxc06cb25209c84)","Receive Total (lxc07c9dc670f72)","Receive Total (lxc0c29a8bae27e)","Receive Total (lxc0c492a144f08)","Receive Total (lxc0ce14db76c1b)","Receive Total (lxc1199d6e11cba)","Receive Total (lxc1af724292b85)","Receive Total (lxc225cc59c2220)","Receive Total (lxc286d92cb0f6a)","Receive Total (lxc395dceb6cfd6)","Receive Total (lxc40c2712fd7b0)","Receive Total (lxc4af4dd871224)","Receive Total (lxc505013a9b32d)","Receive Total (lxc59050de0b382)","Receive Total (lxc5f2404395716)","Receive Total (lxc6591596bd450)","Receive Total (lxc6720d0e66b92)","Receive Total (lxc7def4621add7)","Receive Total (lxc8a05572c3a27)","Receive Total (lxc9f11ff762ddb)","Receive Total (lxc_health)","Receive Total (lxca129b7b58df1)","Receive Total (lxcb03d011ad6b6)","Receive Total (lxccbd4caa6cebc)","Receive Total (lxcd639f22e900e)","Receive Total (lxcdebefc5422d0)","Receive Total (lxced06d52cd0ae)","Receive Total (lxcf23aecc45bdf)","Receive Total (lxcf2fe901984d7)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc008a44e99be1)","Transmit Errors (lxc06cb25209c84)","Transmit Errors (lxc07c9dc670f72)","Transmit Errors (lxc0c29a8bae27e)","Transmit Errors (lxc0c492a144f08)","Transmit Errors (lxc0ce14db76c1b)","Transmit Errors (lxc1199d6e11cba)","Transmit Errors (lxc1af724292b85)","Transmit Errors (lxc225cc59c2220)","Transmit Errors (lxc286d92cb0f6a)","Transmit Errors (lxc395dceb6cfd6)","Transmit Errors (lxc40c2712fd7b0)","Transmit Errors (lxc4af4dd871224)","Transmit Errors (lxc505013a9b32d)","Transmit Errors (lxc59050de0b382)","Transmit Errors (lxc5f2404395716)","Transmit Errors (lxc6591596bd450)","Transmit Errors (lxc6720d0e66b92)","Transmit Errors (lxc7def4621add7)","Transmit Errors (lxc8a05572c3a27)","Transmit Errors (lxc9f11ff762ddb)","Transmit Errors (lxc_health)","Transmit Errors (lxca129b7b58df1)","Transmit Errors (lxcb03d011ad6b6)","Transmit Errors (lxccbd4caa6cebc)","Transmit Errors (lxcd639f22e900e)","Transmit Errors (lxcdebefc5422d0)","Transmit Errors (lxced06d52cd0ae)","Transmit Errors (lxcf23aecc45bdf)","Transmit Errors (lxcf2fe901984d7)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc008a44e99be1)","Receive Dropped (lxc06cb25209c84)","Receive Dropped (lxc07c9dc670f72)","Receive Dropped (lxc0c29a8bae27e)","Receive Dropped (lxc0c492a144f08)","Receive Dropped (lxc0ce14db76c1b)","Receive Dropped (lxc1199d6e11cba)","Receive Dropped (lxc1af724292b85)","Receive Dropped (lxc225cc59c2220)","Receive Dropped (lxc286d92cb0f6a)","Receive Dropped (lxc395dceb6cfd6)","Receive Dropped (lxc40c2712fd7b0)","Receive Dropped (lxc4af4dd871224)","Receive Dropped (lxc505013a9b32d)","Receive Dropped (lxc59050de0b382)","Receive Dropped (lxc5f2404395716)","Receive Dropped (lxc6591596bd450)","Receive Dropped (lxc6720d0e66b92)","Receive Dropped (lxc7def4621add7)","Receive Dropped (lxc8a05572c3a27)","Receive Dropped (lxc9f11ff762ddb)","Receive Dropped (lxc_health)","Receive Dropped (lxca129b7b58df1)","Receive Dropped (lxcb03d011ad6b6)","Receive Dropped (lxccbd4caa6cebc)","Receive Dropped (lxcd639f22e900e)","Receive Dropped (lxcdebefc5422d0)","Receive Dropped (lxced06d52cd0ae)","Receive Dropped (lxcf23aecc45bdf)","Receive Dropped (lxcf2fe901984d7)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc008a44e99be1)","Transmit Dropped (lxc06cb25209c84)","Transmit Dropped (lxc07c9dc670f72)","Transmit Dropped (lxc0c29a8bae27e)","Transmit Dropped (lxc0c492a144f08)","Transmit Dropped (lxc0ce14db76c1b)","Transmit Dropped (lxc1199d6e11cba)","Transmit Dropped (lxc1af724292b85)","Transmit Dropped (lxc225cc59c2220)","Transmit Dropped (lxc286d92cb0f6a)","Transmit Dropped (lxc395dceb6cfd6)","Transmit Dropped (lxc40c2712fd7b0)","Transmit Dropped (lxc4af4dd871224)","Transmit Dropped (lxc505013a9b32d)","Transmit Dropped (lxc59050de0b382)","Transmit Dropped (lxc5f2404395716)","Transmit Dropped (lxc6591596bd450)","Transmit Dropped (lxc6720d0e66b92)","Transmit Dropped (lxc7def4621add7)","Transmit Dropped (lxc8a05572c3a27)","Transmit Dropped (lxc9f11ff762ddb)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca129b7b58df1)","Transmit Dropped (lxcb03d011ad6b6)","Transmit Dropped (lxccbd4caa6cebc)","Transmit Dropped (lxcd639f22e900e)","Transmit Dropped (lxcdebefc5422d0)","Transmit Dropped (lxced06d52cd0ae)","Transmit Dropped (lxcf23aecc45bdf)","Transmit Dropped (lxcf2fe901984d7)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc008a44e99be1)","Transmit Total (lxc06cb25209c84)","Transmit Total (lxc07c9dc670f72)","Transmit Total (lxc0c29a8bae27e)","Transmit Total (lxc0c492a144f08)","Transmit Total (lxc0ce14db76c1b)","Transmit Total (lxc1199d6e11cba)","Transmit Total (lxc1af724292b85)","Transmit Total (lxc225cc59c2220)","Transmit Total (lxc286d92cb0f6a)","Transmit Total (lxc395dceb6cfd6)","Transmit Total (lxc40c2712fd7b0)","Transmit Total (lxc4af4dd871224)","Transmit Total (lxc505013a9b32d)","Transmit Total (lxc59050de0b382)","Transmit Total (lxc5f2404395716)","Transmit Total (lxc6591596bd450)","Transmit Total (lxc6720d0e66b92)","Transmit Total (lxc7def4621add7)","Transmit Total (lxc8a05572c3a27)","Transmit Total (lxc9f11ff762ddb)","Transmit Total (lxc_health)","Transmit Total (lxca129b7b58df1)","Transmit Total (lxcb03d011ad6b6)","Transmit Total (lxccbd4caa6cebc)","Transmit Total (lxcd639f22e900e)","Transmit Total (lxcdebefc5422d0)","Transmit Total (lxced06d52cd0ae)","Transmit Total (lxcf23aecc45bdf)","Transmit Total (lxcf2fe901984d7)"
2023-03-11 13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,8.55,63.4,0,0,0,20.7,2.41,0,2.32,0.551,0.501,1.00,0.384,0.200,0.0612,0.245,3.42,0.534,1.41,0.245,0,0,0.245,6.01,0.328,0.278,0.100,0.200,3.34,2.45,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.31,78.9,0,0,0,23.6,2.96,0,2.81,0.991,0.451,1.01,0.256,0.100,0.0612,0.251,4.17,0.991,1.44,0.245,0,0,0.245,6.13,0.395,0.445,0.200,0.100,3.36,3.13,0,0,0.200
2023-03-11 13:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,8.16,58.5,0,0,0,19.5,2.27,0,1.89,0.550,0.528,1,0.367,0.200,0.0667,0.244,3.63,0.539,1.18,0.244,0,0,0.244,5.52,0.333,0.283,0.100,0.200,3.33,2.26,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.74,75.6,0,0,0,22.3,3.09,0,2.81,0.983,0.483,1,0.244,0.100,0.0667,0.244,4.51,0.989,1.19,0.244,0,0,0.244,5.70,0.400,0.456,0.200,0.106,3.34,3.27,0,0,0.200
2023-03-11 13:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.58,58.0,0,0,0,19.9,2.42,0,2.09,0.539,0.439,1,0.350,0.200,0.0667,0.233,3.89,0.539,1.12,0.233,0,0,0.233,4.92,0.322,0.283,0.100,0.200,3.33,2.34,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.63,77.4,0,0,0,22.8,3.07,0,2.63,0.983,0.411,1.01,0.233,0.100,0.0667,0.233,4.64,0.989,1.14,0.233,0,0,0.233,4.83,0.389,0.444,0.200,0.106,3.36,3.12,0,0,0.200
2023-03-11 13:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,8.86,59.8,0,0.00556,0,19.7,2.47,0,2.25,0.550,0.394,1,0.367,0.206,0.0667,0.244,3.61,0.522,1.11,0.244,0.400,0,0.244,5.13,0.317,0.283,0.100,2.97,4.24,2.37,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.02,77.9,0,0,0,22.4,2.96,0,2.56,0.989,0.389,1.02,0.244,0.106,0.0667,0.244,4.43,0.972,1.16,0.250,0.333,0.00556,0.244,4.72,0.383,0.433,0.200,2.79,4.33,2.99,0,0,2.17
2023-03-11 13:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,8.06,58.1,0,0,0.00556,19.2,2.59,0,2.44,0.544,0.444,1,0.367,0.200,0.0667,0.261,3.47,0.544,1.17,0.256,0.406,0,0.256,5.27,0.317,0.306,0.106,2.97,4.26,2.36,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.61,78.5,0,0,0,22.0,2.92,0,2.72,0.983,0.428,1.03,0.244,0.100,0.0667,0.256,4.18,0.994,1.22,0.256,0.333,0,0.261,4.39,0.383,0.444,0.200,2.79,4.31,2.99,0,0,2.17
2023-03-11 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.00556,7.19,61.4,0,0,0,21.5,2.60,0,2.13,0.545,0.545,1.01,0.384,0.200,0.0667,0.267,3.51,0.550,1.39,0.267,0,0,0.267,5.01,0.317,0.283,0.100,0.200,3.33,2.27,0.00556,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.200,7.68,79.6,0,0,0.00556,24.1,2.94,0,2.70,0.984,0.489,1.02,0.256,0.100,0.0723,0.267,4.24,0.995,1.48,0.267,0,0,0.267,4.39,0.384,0.439,0.200,0.100,3.34,3.05,0,0,0.200
2023-03-11 13:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.24,57.0,0,0,0,19.5,2.38,0,1.79,0.556,0.467,1,0.367,0.200,0.0722,0.244,3.18,0.550,1.16,0.250,0,0,0.244,4.99,0.317,0.289,0.100,0.200,3.33,2.19,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.10,75.5,0,0.00556,0,22.0,2.88,0,2.58,0.994,0.428,1.02,0.244,0.100,0.0667,0.244,4.08,0.983,1.23,0.244,0.00556,0,0.244,4.86,0.383,0.439,0.200,0.100,3.34,2.97,0,0,0.200
2023-03-11 13:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.38,58.3,0,0,0,20.0,2.36,0,1.84,0.544,0.433,1,0.372,0.200,0.0667,0.244,3.25,0.544,1.11,0.244,0,0,0.244,5.21,0.317,0.289,0.100,0.200,3.33,2.37,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.23,76.8,0,0,0,22.6,3.09,0,2.73,0.994,0.411,1.02,0.244,0.100,0.0667,0.244,4,0.983,1.15,0.244,0,0,0.244,5.14,0.383,0.444,0.200,0.100,3.34,3.06,0.00556,0.00556,0.200
2023-03-11 13:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.77,60.9,0,0,0,19.7,2.59,0,2.17,0.544,0.472,1,0.383,0.200,0.0667,0.256,3.54,0.539,1.11,0.244,0.389,0,0.244,5.63,0.317,0.272,0.100,2.92,4.25,2.33,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.59,78.0,0,0,0,22.2,2.87,0,2.62,0.989,0.444,1.03,0.256,0.100,0.0667,0.256,4.18,0.989,1.14,0.244,0.333,0,0.244,5.81,0.383,0.433,0.200,2.76,4.29,3.01,0,0,2.09
2023-03-11 13:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.10,59.8,0,0,0,19.4,2.61,0,2.38,0.539,0.478,1,0.383,0.200,0.0667,0.256,3.69,0.528,1.11,0.256,0.389,0,0.256,5.09,0.317,0.311,0.100,2.92,4.25,2.61,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.09,78.9,0,0,0,22.1,2.84,0.00556,2.63,0.978,0.450,1.01,0.256,0.100,0.0667,0.256,4.33,0.978,1.13,0.256,0.333,0,0.256,5.29,0.383,0.450,0.200,2.76,4.28,3.04,0,0,2.09
2023-03-11 13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.42,62.9,0,0,0,20.9,2.49,0,2.17,0.533,0.422,0.994,0.383,0.200,0.0667,0.244,3.39,0.544,1.41,0.244,0,0,0.244,5.16,0.317,0.306,0.100,0.206,3.33,2.49,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.59,78.5,0,0,0,23.7,3.04,0.00556,2.74,0.978,0.433,1.02,0.256,0.100,0.0667,0.244,4.10,0.989,1.44,0.244,0,0,0.244,4.97,0.383,0.444,0.200,0.100,3.37,3.18,0,0,0.200
2023-03-11 13:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.96,57.7,0,0,0,19.4,2.58,0,2.22,0.550,0.400,1,0.350,0.200,0.0667,0.233,3.58,0.550,1.17,0.233,0,0,0.239,4.54,0.317,0.300,0.100,0.200,3.33,2.31,0,0.00556,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,6.91,76.1,0,0,0,22.0,2.96,0,2.62,0.989,0.389,1.02,0.233,0.100,0.0667,0.233,4.21,1,1.21,0.233,0,0,0.233,4.45,0.389,0.444,0.206,0.100,3.37,2.96,0,0,0.200
2023-03-11 13:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.34,58.1,0,0,0,20.3,2.65,0,2.39,0.539,0.456,1,0.350,0.200,0.0667,0.233,3.63,0.550,1.10,0.233,0,0,0.239,4.74,0.322,0.311,0.100,0.200,3.33,2.42,0,0.00556,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.17,78.2,0,0,0,23.1,2.92,0,2.68,0.983,0.428,1.02,0.233,0.100,0.0667,0.233,4.37,0.994,1.15,0.233,0,0,0.233,4.75,0.394,0.450,0.206,0.100,3.34,3.12,0,0,0.200
2023-03-11 13:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,8.65,63.0,0,0,0,20.3,2.38,0,2.18,0.539,0.472,1,0.367,0.200,0.0667,0.233,3.43,0.539,1.11,0.233,0.394,0,0.233,4.84,0.317,0.289,0.100,2.91,4.25,2.36,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.57,78.8,0,0,0,23.2,2.92,0,2.68,0.983,0.439,1.01,0.244,0.100,0.0667,0.233,4.18,0.983,1.15,0.233,0.333,0,0.233,4.82,0.383,0.433,0.200,2.76,4.30,3.16,0,0,2.10
2023-03-11 13:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.76,58.3,0,0,0,19.1,2.53,0,1.88,0.550,0.411,1,0.400,0.200,0.0667,0.256,3.36,0.539,1.11,0.256,0.394,0,0.256,4.80,0.317,0.311,0.100,2.91,4.25,2.34,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.15,77.5,0,0,0,21.9,3.05,0,2.72,0.989,0.394,1.01,0.267,0.100,0.0667,0.256,4.24,0.989,1.17,0.256,0.333,0,0.256,4.03,0.383,0.450,0.200,2.76,4.30,3.14,0,0,2.10
2023-03-11 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.87,66.5,0,0,0,20.9,2.79,0,2.18,0.550,0.450,0.994,0.400,0.200,0.0778,0.267,3.17,0.539,1.82,0.267,0,0,0.267,4.88,0.317,0.317,0.100,0.200,3.33,2.67,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.29,80.1,0,0,0,23.7,2.88,0,2.67,0.989,0.422,1.01,0.267,0.100,0.0778,0.267,4.15,0.989,2.06,0.267,0,0,0.267,4.19,0.383,0.456,0.200,0.100,3.34,3.01,0,0,0.200
2023-03-11 13:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.11,62.9,0,0,0,19.2,2.60,0,2.33,0.550,0.461,1.00,0.384,0.200,0.0834,0.245,3.40,0.539,1.52,0.245,0,0,0.245,4.69,0.311,0.295,0.100,0.200,3.33,2.55,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.00,76.8,0,0,0,22.0,2.73,0,2.47,0.989,0.439,1.02,0.256,0.100,0.0834,0.245,4.41,0.989,1.73,0.245,0,0,0.245,4.46,0.378,0.439,0.200,0.100,3.34,2.88,0,0,0.200
2023-03-11 13:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,7.44,56.6,0,0,0,20.0,2.74,0.00556,2.33,0.544,0.456,1,0.367,0.200,0.0722,0.233,3.31,0.544,1.11,0.233,0,0,0.233,4.83,0.322,0.306,0.100,0.200,3.33,2.47,0,0,0.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.13,78.0,0,0,0,22.6,2.89,0,2.69,0.994,0.428,1.02,0.244,0.100,0.0722,0.233,4.08,0.994,1.13,0.233,0,0,0.233,4.98,0.389,0.450,0.200,0.100,3.34,3.07,0,0,0.200
