"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc00b02f3908fd)","Receive Errors (lxc0e2771075e46)","Receive Errors (lxc138fa602f19f)","Receive Errors (lxc1e2a40cae5f0)","Receive Errors (lxc1eee36049311)","Receive Errors (lxc1f8ee7cb496e)","Receive Errors (lxc20efeaa95647)","Receive Errors (lxc3a8168be8fb2)","Receive Errors (lxc4c9782567f15)","Receive Errors (lxc4e6897478d09)","Receive Errors (lxc51cdd8ff1bad)","Receive Errors (lxc75a8ec1f1cf4)","Receive Errors (lxc798052b5689f)","Receive Errors (lxc878bb64d0384)","Receive Errors (lxc8ab2ea2d4458)","Receive Errors (lxc9b65d3feae75)","Receive Errors (lxc9f89014ebd36)","Receive Errors (lxc_health)","Receive Errors (lxca09c7476b2bb)","Receive Errors (lxca7dd72a275da)","Receive Errors (lxcacf2089d5184)","Receive Errors (lxcbd375acf295f)","Receive Errors (lxcc9469532d43c)","Receive Errors (lxcd07ed415f195)","Receive Errors (lxce2678e98ee06)","Receive Errors (lxce7062d29f75b)","Receive Errors (lxce7c28d678a8f)","Receive Errors (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc138fa602f19f)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc00b02f3908fd)","Transmit Errors (lxc0e2771075e46)","Transmit Errors (lxc138fa602f19f)","Transmit Errors (lxc1e2a40cae5f0)","Transmit Errors (lxc1eee36049311)","Transmit Errors (lxc1f8ee7cb496e)","Transmit Errors (lxc20efeaa95647)","Transmit Errors (lxc3a8168be8fb2)","Transmit Errors (lxc4c9782567f15)","Transmit Errors (lxc4e6897478d09)","Transmit Errors (lxc51cdd8ff1bad)","Transmit Errors (lxc75a8ec1f1cf4)","Transmit Errors (lxc798052b5689f)","Transmit Errors (lxc878bb64d0384)","Transmit Errors (lxc8ab2ea2d4458)","Transmit Errors (lxc9b65d3feae75)","Transmit Errors (lxc9f89014ebd36)","Transmit Errors (lxc_health)","Transmit Errors (lxca09c7476b2bb)","Transmit Errors (lxca7dd72a275da)","Transmit Errors (lxcacf2089d5184)","Transmit Errors (lxcbd375acf295f)","Transmit Errors (lxcc9469532d43c)","Transmit Errors (lxcd07ed415f195)","Transmit Errors (lxce2678e98ee06)","Transmit Errors (lxce7062d29f75b)","Transmit Errors (lxce7c28d678a8f)","Transmit Errors (lxcfc36a1177bf4)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc00b02f3908fd)","Receive Dropped (lxc0e2771075e46)","Receive Dropped (lxc138fa602f19f)","Receive Dropped (lxc1e2a40cae5f0)","Receive Dropped (lxc1eee36049311)","Receive Dropped (lxc1f8ee7cb496e)","Receive Dropped (lxc20efeaa95647)","Receive Dropped (lxc3a8168be8fb2)","Receive Dropped (lxc4c9782567f15)","Receive Dropped (lxc4e6897478d09)","Receive Dropped (lxc51cdd8ff1bad)","Receive Dropped (lxc75a8ec1f1cf4)","Receive Dropped (lxc798052b5689f)","Receive Dropped (lxc878bb64d0384)","Receive Dropped (lxc8ab2ea2d4458)","Receive Dropped (lxc9b65d3feae75)","Receive Dropped (lxc9f89014ebd36)","Receive Dropped (lxc_health)","Receive Dropped (lxca09c7476b2bb)","Receive Dropped (lxca7dd72a275da)","Receive Dropped (lxcacf2089d5184)","Receive Dropped (lxcbd375acf295f)","Receive Dropped (lxcc9469532d43c)","Receive Dropped (lxcd07ed415f195)","Receive Dropped (lxce2678e98ee06)","Receive Dropped (lxce7062d29f75b)","Receive Dropped (lxce7c28d678a8f)","Receive Dropped (lxcfc36a1177bf4)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc00b02f3908fd)","Transmit Dropped (lxc0e2771075e46)","Transmit Dropped (lxc138fa602f19f)","Transmit Dropped (lxc1e2a40cae5f0)","Transmit Dropped (lxc1eee36049311)","Transmit Dropped (lxc1f8ee7cb496e)","Transmit Dropped (lxc20efeaa95647)","Transmit Dropped (lxc3a8168be8fb2)","Transmit Dropped (lxc4c9782567f15)","Transmit Dropped (lxc4e6897478d09)","Transmit Dropped (lxc51cdd8ff1bad)","Transmit Dropped (lxc75a8ec1f1cf4)","Transmit Dropped (lxc798052b5689f)","Transmit Dropped (lxc878bb64d0384)","Transmit Dropped (lxc8ab2ea2d4458)","Transmit Dropped (lxc9b65d3feae75)","Transmit Dropped (lxc9f89014ebd36)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca09c7476b2bb)","Transmit Dropped (lxca7dd72a275da)","Transmit Dropped (lxcacf2089d5184)","Transmit Dropped (lxcbd375acf295f)","Transmit Dropped (lxcc9469532d43c)","Transmit Dropped (lxcd07ed415f195)","Transmit Dropped (lxce2678e98ee06)","Transmit Dropped (lxce7062d29f75b)","Transmit Dropped (lxce7c28d678a8f)","Transmit Dropped (lxcfc36a1177bf4)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc138fa602f19f)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)"
2023-03-22 01:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,14.6,148,1.43,0,0,13.9,8.84,8.28,0,2.41,0.383,0,0.244,3.18,0.272,0.244,22.8,0.0667,0,0.317,0.539,0.544,0,1.53,0,1.27,8.04,3.21,6.94,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,9.97,100,2.87,0,0,15.4,10.8,10.3,0,3.19,0.256,0,0.244,3.54,0.439,0.244,20.6,0.0667,0,0.383,0.989,0.983,0,2.78,0,1.46,12.0,3.52,7.92,1.02
2023-03-22 01:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,16.7,152,1.44,0,0,13.8,8.62,8.26,0,2.38,0.400,0,0.267,3.24,0.289,0.222,22.6,0.0667,0.00556,0.317,0.544,0.544,0,1.37,0.0111,1.23,9.14,3.19,6.94,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,11.1,101,2.87,0,0,15.3,10.7,10.3,0,3.21,0.267,0,0.267,3.46,0.450,0.222,20.7,0.0667,0,0.383,0.989,0.989,0,1.41,0.0111,1.43,13.9,3.53,7.92,1.01
2023-03-22 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,0,13.1,141,1.43,0,0,14.3,8.17,8.14,0.00556,2.23,0.417,0,0.267,3.23,0.289,0.244,23.1,0.0667,0,0.317,0.544,0.556,0,1.11,0,1.26,7.57,3.21,6.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,9.56,98.5,2.87,0,0,16.0,10.2,10.3,0,3.16,0.278,0,0.267,3.47,0.450,0.244,21.5,0.0667,0,0.383,0.989,0.994,0,1.21,0,1.46,10.3,3.50,7.93,1.03
2023-03-22 01:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0,15.7,145,1.44,0,0,14.8,9.11,8.68,0,2.70,0.383,0.00556,0.256,3.22,0.272,0.267,22.8,0.0667,0,0.317,0.533,0.550,0,1.06,0.267,1.24,8.02,4.07,6.94,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,11.2,103,2.87,0,0,15.9,10.7,10.2,0,3.17,0.256,0,0.256,3.50,0.439,0.267,20.3,0.0667,0,0.383,0.983,0.994,0,1.19,0.311,1.43,11.7,4.47,7.93,1.01
2023-03-22 01:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,16.0,257,1.44,0,0,14.4,8.77,15.5,0,2.90,0.350,0,0.256,3.18,0.267,0.267,22.8,0.0667,0,0.317,0.544,0.550,0,1.07,0.267,1.25,8.15,4.12,6.94,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,11.3,133,2.87,0,0,15.5,10.3,16.5,0,3.35,0.233,0,0.256,3.56,0.433,0.267,20.4,0.0667,0.00555,0.383,0.989,0.994,0,1.16,0.311,1.43,12.1,4.43,7.93,1.000
2023-03-22 01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,14.7,275,1.43,0,0,14.9,9.38,15.7,0,2.96,0.367,0,0.244,3.22,0.272,0.256,22.9,0.0667,0,0.317,0.550,0.556,0,1.06,0,1.23,8.16,3.24,6.93,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,10.2,145,2.87,0,0,15.9,10.8,16.5,0,3.26,0.244,0,0.244,3.51,0.439,0.256,20.8,0.0667,0,0.383,0.989,0.983,0,1.16,0,1.42,12.0,3.46,7.92,1.02
2023-03-22 01:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,16.0,153,1.44,0,0,14.6,9.19,9.37,0,2.63,0.367,0,0.244,3.22,0.283,0.244,22.8,0.0667,0,0.317,0.539,0.556,0,1.37,0.0111,1.23,8.74,3.19,6.94,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,10.8,103,2.87,0,0,15.8,10.8,11.1,0,3.16,0.244,0,0.244,3.50,0.444,0.244,20.5,0.0667,0,0.383,0.983,0.983,0,1.43,0.0111,1.42,13.2,3.53,7.92,1.01
2023-03-22 01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,13.2,142,1.43,0,0,14.6,8.38,8.23,0,2.37,0.367,0,0.233,3.20,0.289,0.233,22.6,0.0778,0,0.317,0.539,0.561,0,1.10,0,1.26,7.08,3.21,6.97,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,9.08,98.0,2.86,0,0,16.0,10.3,10.3,0,3.17,0.244,0,0.233,3.52,0.450,0.233,20.3,0.0778,0,0.383,0.983,0.994,0,1.21,0,1.48,10.4,3.50,7.94,1
2023-03-22 01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,17.5,155,1.44,0,0,14.5,8.97,8.14,0,2.42,0.367,0,0.256,3.24,0.289,0.289,22.7,0.0889,0,0.317,0.539,0.572,0,1.05,0.267,1.26,9.02,4.09,6.94,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,12.3,102,2.87,0,0,15.7,10.9,10.4,0,3.16,0.244,0,0.256,3.46,0.450,0.289,20.7,0.0833,0,0.383,0.983,0.983,0,1.17,0.311,1.47,13.3,4.42,7.92,0.978
2023-03-22 01:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972,0,15.4,149,1.44,0,0,15.1,8.89,8.56,0,2.84,0.389,0,0.244,3.28,0.272,0.272,22.8,0.0833,0,0.317,0.550,0.550,0,1.08,0.267,1.22,7.62,4.12,6.94,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972,11.0,102,2.88,0,0,16.0,10.4,10.4,0,3.28,0.256,0,0.244,3.45,0.439,0.267,20.9,0.0778,0,0.383,1,0.983,0,1.23,0.311,1.42,11.1,4.44,7.92,1.04
2023-03-22 01:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,14.4,144,1.44,0,0,15.4,9.37,8.90,0,3.15,0.339,0,0.233,3.23,0.272,0.261,23.0,0.0667,0,0.317,0.544,0.533,0,1.11,0,1.26,8.01,3.25,6.95,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,10.1,104,2.87,0,0,16.2,10.8,10.4,0,3.37,0.222,0,0.233,3.51,0.439,0.256,21.2,0.0667,0,0.383,0.994,0.983,0,1.21,0,1.44,11.5,3.51,7.93,1.02
2023-03-22 01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,16.3,154,1.44,0,0,14.6,9.38,8.84,0,2.92,0.333,0,0.211,3.22,0.272,0.244,22.9,0.0667,0,0.317,0.533,0.533,0,1.36,0.0111,1.26,9.16,3.23,6.92,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,11.2,104,2.87,0,0,15.6,10.7,10.2,0,3.11,0.222,0.00556,0.211,3.49,0.439,0.244,20.9,0.0667,0,0.383,0.983,0.983,0,1.43,0.0111,1.46,13.5,3.49,7.91,1
2023-03-22 01:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0,13.2,144,1.44,0,0,15.2,8.96,8.98,0,2.93,0.383,0,0.256,3.25,0.289,0.256,22.9,0.0667,0,0.328,0.533,0.544,0,1.11,0,1.22,7.36,3.21,6.94,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,9.35,101,2.87,0,0,16.0,10.2,10.3,0,3.18,0.256,0.00556,0.256,3.46,0.444,0.256,20.7,0.0667,0,0.394,0.983,0.983,0,1.19,0,1.41,10.4,3.48,7.92,1.01
2023-03-22 01:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0,16.3,154,1.43,0,0,15.1,9.45,9.03,0,2.98,0.383,0,0.244,3.22,0.289,0.244,22.8,0.0667,0,0.328,0.533,0.556,0,1.07,0.0778,1.21,8.19,3.41,6.96,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,10.4,103,2.87,0,0,15.6,10.8,10.4,0,3.23,0.256,0,0.244,3.49,0.444,0.244,20.8,0.0667,0,0.394,0.983,0.983,0,1.14,0.0889,1.41,13.1,3.76,7.93,1.01
2023-03-22 01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,16.8,148,1.44,0,0,14.8,9.07,8.93,0,2.93,0.400,0,0.267,3.19,0.267,0.233,23.0,0.0667,0,0.328,0.533,0.544,0,1.06,0.678,1.26,7.36,5.42,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,12.2,104,2.87,0,0,15.4,10.3,10.3,0,3.18,0.267,0,0.272,3.57,0.433,0.233,21.1,0.0667,0,0.394,0.983,0.983,0,1.17,0.789,1.46,10.8,5.89,7.91,1.03
2023-03-22 01:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,15.0,144,1.43,0,0,15.7,9.37,8.88,0,2.92,0.400,0,0.256,3.18,0.272,0.244,23.0,0.0667,0,0.317,0.533,0.544,0,1.06,0.267,1.26,7.54,4.06,6.94,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,10.7,103,2.87,0,0,16.2,10.8,10.4,0,3.21,0.267,0,0.256,3.54,0.439,0.244,21.1,0.0667,0,0.383,0.983,0.989,0,1.17,0.311,1.43,10.9,4.52,7.93,1.02
2023-03-22 01:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,15.0,148,1.44,0,0,15.4,9.34,8.89,0,2.94,0.367,0,0.267,3.22,0.289,0.267,22.8,0.0667,0,0.317,0.539,0.544,0,1.34,0.00556,1.24,8.19,3.18,6.93,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,10.3,104,2.87,0,0,15.9,10.7,10.2,0,3.19,0.244,0,0.267,3.50,0.450,0.267,20.6,0.0667,0,0.383,0.994,0.983,0,1.43,0,1.43,12.1,3.52,7.92,1.01
2023-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,14,163,1.44,0.00556,0,15.4,8.93,16.1,0,3.09,0.350,0,0.244,3.26,0.283,0.244,22.7,0.0667,0,0.317,0.550,0.539,0,1.11,0.0111,1.20,7.32,3.18,7.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,9.32,109,2.87,0,0,16.0,10.4,16.8,0.00556,3.33,0.233,0,0.244,3.46,0.444,0.244,20.5,0.0667,0,0.383,0.994,0.989,0,1.21,0.0111,1.40,11.2,3.54,8.01,1.03
2023-03-22 02:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,0,14.8,152,1.43,0,0.00556,14.9,9.46,8.96,0,2.97,0.400,0,0.272,3.26,0.361,0.244,23.0,0.0667,0,0.317,0.539,0.556,0,1.06,0,1.26,7.56,3.18,6.93,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,9.54,101,2.87,0,0,15.7,10.9,10.4,0,3.21,0.267,0,0.267,3.48,0.528,0.244,20.9,0.0722,0,0.383,0.983,0.989,0,1.16,0,1.43,11.9,3.53,7.92,1
2023-03-22 02:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,0,14.5,146,1.44,0,0.00556,15.2,8.94,8.92,0,3.03,0.383,0,0.272,3.24,0.333,0.267,23.0,0.0667,0,0.317,0.533,0.567,0,1.08,0.267,1.26,7.13,4.10,6.93,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,10.3,103,2.87,0,0,16.1,10.4,10.3,0,3.26,0.256,0,0.267,3.51,0.517,0.267,20.6,0.0722,0,0.383,0.983,0.994,0,1.14,0.317,1.44,10.4,4.43,7.92,1.01
