"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","falco-jxh2r","falco-pj6wr","falco-x5wwx","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","tracee-lvgxw","tracee-nxgbl","tracee-z2w8m","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-21 20:50:00,1.92,0.100,0.193,3.56,0,1.06,0.493,1.64,268,131,236,230,3.65,1.49,0.253,0.247,0.253,0.267,1.41,0.253,0.247,1.47,0.247,0.253,1.54,0,0,0,0,0,0.863,0.907,0.910,14.3,10.9,5.25,7.91,1.12,1.33,0,0.963,0.987,0.997,0.983,1.00,1.01,0.0533,3.12,2.88,0.437,0.427,0,0,0,0,3.20,3.30,3.18,0,8.86,0.0967,0.200,3.41,21.1,12.9,253,129,226,5.69,0.0667,0.0700,16.2,13.4,20.4,1.34,5.14,0.373,11.9,238,272,131,0.743,0.0100,0,0,0,0,0,0,0,0,1.49,0,5.01,2.95,0
2023-03-21 20:52:00,1.92,0.100,0.193,3.56,0,1.06,0.493,1.64,268,131,236,230,3.65,1.49,0.253,0.247,0.253,0.267,1.41,0.253,0.247,1.47,0.247,0.253,1.54,0,0,0,0,0,0.863,0.907,0.910,14.3,10.9,5.25,7.91,1.12,1.33,0,0.963,0.987,0.997,0.983,1.00,1.01,0.0533,3.12,2.88,0.437,0.427,0,0,0,0,3.20,3.30,3.18,0,8.86,0.0967,0.200,3.41,21.1,12.9,253,129,226,5.69,0.0667,0.0700,16.2,13.4,20.4,1.34,5.14,0.373,11.9,238,272,131,0.743,0.0100,0,0,0,0,0,0,0,0,1.49,0,5.01,2.95,0
2023-03-21 20:54:00,1.92,0.100,0.193,3.56,0,1.06,0.493,1.64,268,131,236,230,3.65,1.49,0.253,0.247,0.253,0.267,1.41,0.253,0.247,1.47,0.247,0.253,1.54,0,0,0,0,0,0.863,0.907,0.910,14.3,10.9,5.25,7.91,1.12,1.33,0,0.963,0.987,0.997,0.983,1.00,1.01,0.0533,3.12,2.88,0.437,0.427,0,0,0,0,3.20,3.30,3.18,0,8.86,0.0967,0.200,3.41,21.1,12.9,253,129,226,5.69,0.0667,0.0700,16.2,13.4,20.4,1.34,5.14,0.373,11.9,238,272,131,0.743,0.0100,0,0,0,0,0,0,0,0,1.49,0,5.01,2.95,0
2023-03-21 20:56:00,1.89,3.71,2.67,4.87,0.500,0.967,0.527,1.72,255,332,437,433,4.24,1.48,0.240,0.273,0.247,0.247,1.45,0.273,0.267,1.54,0.260,0.247,1.57,0,0,0,0,0,0.863,0.907,0.910,10.3,10.5,24.7,7.54,1.06,1.29,0,0.967,0.987,1.01,0.970,0.997,0.973,0.0700,2.81,3.02,0.443,0.457,0,0,0,0,3.19,3.18,3.32,0,9.68,0.100,0.200,3.54,19.6,13.1,268,334,440,5.94,0.0667,0.0667,15.7,12.9,19.8,1.13,5.30,0.473,11.5,436,263,334,0.800,0.480,0,0,0,0.00333,0,0,0.00333,0.00333,70.9,0.00333,5.06,2.80,0
2023-03-21 20:58:00,1.89,3.71,2.67,4.87,0.500,0.967,0.527,1.72,255,332,437,433,4.24,1.48,0.240,0.273,0.247,0.247,1.45,0.273,0.267,1.54,0.260,0.247,1.57,0,0,0,0,0,0.863,0.907,0.910,10.3,10.5,24.7,7.54,1.06,1.29,0,0.967,0.987,1.01,0.970,0.997,0.973,0.0700,2.81,3.02,0.443,0.457,0,0,0,0,3.19,3.18,3.32,0,9.68,0.100,0.200,3.54,19.6,13.1,268,334,440,5.94,0.0667,0.0667,15.7,12.9,19.8,1.13,5.30,0.473,11.5,436,263,334,0.800,0.480,0,0,0,0.00333,0,0,0.00333,0.00333,70.9,0.00333,5.06,2.80,0
2023-03-21 21:00:00,1.85,0.0967,0.193,3.61,0,1.06,0.527,1.73,258,136,230,227,3.71,1.45,0.260,0.247,0.260,0.267,1.48,0.247,0.240,1.45,0.247,0.253,1.64,0,0.00333,0,0,0,0.863,0.907,0.910,10.3,11.2,5.24,8.22,1.10,1.39,0,1.00,0.970,0.967,1.01,0.960,0.987,0.0700,2.95,2.88,0.447,0.433,0,0,0,0,3.18,3.23,3.12,0,8.83,0.100,0.200,3.59,21.9,12.8,251,130,229,5.83,0.0833,0.0700,15.8,13.0,21.4,1.29,5.13,0.470,11.3,220,250,131,0.800,0.00667,0,0,0.00333,0,0,0,0,0,1.53,0,5.18,2.90,0
2023-03-21 21:02:00,1.85,0.0967,0.193,3.61,0,1.06,0.527,1.73,258,136,230,227,3.71,1.45,0.260,0.247,0.260,0.267,1.48,0.247,0.240,1.45,0.247,0.253,1.64,0,0.00333,0,0,0,0.863,0.907,0.910,10.3,11.2,5.24,8.22,1.10,1.39,0,1.00,0.970,0.967,1.01,0.960,0.987,0.0700,2.95,2.88,0.447,0.433,0,0,0,0,3.18,3.23,3.12,0,8.83,0.100,0.200,3.59,21.9,12.8,251,130,229,5.83,0.0833,0.0700,15.8,13.0,21.4,1.29,5.13,0.470,11.3,220,250,131,0.800,0.00667,0,0,0.00333,0,0,0,0,0,1.53,0,5.18,2.90,0
2023-03-21 21:04:00,1.85,0.0967,0.193,3.61,0,1.06,0.527,1.73,258,136,230,227,3.71,1.45,0.260,0.247,0.260,0.267,1.48,0.247,0.240,1.45,0.247,0.253,1.64,0,0.00333,0,0,0,0.863,0.907,0.910,10.3,11.2,5.24,8.22,1.10,1.39,0,1.00,0.970,0.967,1.01,0.960,0.987,0.0700,2.95,2.88,0.447,0.433,0,0,0,0,3.18,3.23,3.12,0,8.83,0.100,0.200,3.59,21.9,12.8,251,130,229,5.83,0.0833,0.0700,15.8,13.0,21.4,1.29,5.13,0.470,11.3,220,250,131,0.800,0.00667,0,0,0.00333,0,0,0,0,0,1.53,0,5.18,2.90,0
2023-03-21 21:06:00,2,1.70,1.34,4.00,0.200,0.967,0.507,1.69,251,169,267,275,3.88,1.46,0.257,0.280,0.253,0.247,1.40,0.267,0.253,1.53,0.253,0.253,1.56,0,0,0,0,0,0.863,0.907,0.910,10.4,10.5,9.92,7.81,1.09,1.31,0,0.977,1,0.987,1,0.997,0.967,0.0733,2.93,2.92,0.440,0.453,0,0,0,0,3.15,3.01,3.13,0.00333,9.17,0.0967,0.200,3.37,20.7,13.6,252,172,267,5.35,0.0867,0.0733,16.0,12.6,19.8,1.19,4.99,0.353,12.3,268,247,172,0.827,0.187,0,0,0,0,0,0.00333,0,0,15.6,0,4.96,2.92,0
2023-03-21 21:08:00,2,1.70,1.34,4.00,0.200,0.967,0.507,1.69,251,169,267,275,3.88,1.46,0.257,0.280,0.253,0.247,1.40,0.267,0.253,1.53,0.253,0.253,1.56,0,0,0,0,0,0.863,0.907,0.910,10.4,10.5,9.92,7.81,1.09,1.31,0,0.977,1,0.987,1,0.997,0.967,0.0733,2.93,2.92,0.440,0.453,0,0,0,0,3.15,3.01,3.13,0.00333,9.17,0.0967,0.200,3.37,20.7,13.6,252,172,267,5.35,0.0867,0.0733,16.0,12.6,19.8,1.19,4.99,0.353,12.3,268,247,172,0.827,0.187,0,0,0,0,0,0.00333,0,0,15.6,0,4.96,2.92,0
2023-03-21 21:10:00,1.90,0.100,0.193,3.47,0,1.02,0.527,1.66,253,127,217,217,3.55,1.56,0.240,0.233,0.240,0.247,1.45,0.250,0.247,1.45,0.237,0.247,1.55,0,0,0.00333,0.00333,0,0.863,0.907,0.910,10.4,10.4,5.45,8.24,1.13,1.33,0.00333,0.993,1.02,0.970,0.960,0.960,1.02,0.0733,2.75,2.78,0.453,0.430,0,0,0,0.00333,3.07,3.13,3.11,0,9.24,0.103,0.193,3.59,20.8,12.6,247,127,219,5.44,0.0667,0.0767,15.2,13.4,20.3,1.39,5.18,0.477,11.6,219,254,127,0.777,0.00667,0,0,0,0,0,0,0,0,1.51,0,5.03,2.81,0
2023-03-21 21:12:00,1.90,0.100,0.193,3.47,0,1.02,0.527,1.66,253,127,217,217,3.55,1.56,0.240,0.233,0.240,0.247,1.45,0.250,0.247,1.45,0.237,0.247,1.55,0,0,0.00333,0.00333,0,0.863,0.907,0.910,10.4,10.4,5.45,8.24,1.13,1.33,0.00333,0.993,1.02,0.970,0.960,0.960,1.02,0.0733,2.75,2.78,0.453,0.430,0,0,0,0.00333,3.07,3.13,3.11,0,9.24,0.103,0.193,3.59,20.8,12.6,247,127,219,5.44,0.0667,0.0767,15.2,13.4,20.3,1.39,5.18,0.477,11.6,219,254,127,0.777,0.00667,0,0,0,0,0,0,0,0,1.51,0,5.03,2.81,0
2023-03-21 21:14:00,1.90,0.100,0.193,3.47,0,1.02,0.527,1.66,253,127,217,217,3.55,1.56,0.240,0.233,0.240,0.247,1.45,0.250,0.247,1.45,0.237,0.247,1.55,0,0,0.00333,0.00333,0,0.863,0.907,0.910,10.4,10.4,5.45,8.24,1.13,1.33,0.00333,0.993,1.02,0.970,0.960,0.960,1.02,0.0733,2.75,2.78,0.453,0.430,0,0,0,0.00333,3.07,3.13,3.11,0,9.24,0.103,0.193,3.59,20.8,12.6,247,127,219,5.44,0.0667,0.0767,15.2,13.4,20.3,1.39,5.18,0.477,11.6,219,254,127,0.777,0.00667,0,0,0,0,0,0,0,0,1.51,0,5.03,2.81,0
2023-03-21 21:16:00,1.84,1.69,1.34,4.19,0.203,1.05,0.507,1.80,245,167,274,277,3.86,1.39,0.250,0.253,0.247,0.263,1.44,0.247,0.253,1.46,0.267,0.253,1.61,0,0,0,0,0,0.863,0.907,0.910,14.2,10.5,9.72,7.75,1,1.31,0,0.997,0.957,0.997,1.03,1.00,1,0.0500,2.97,2.98,0.437,0.427,0,0.00333,0,0,3.29,3.19,3.18,0,9.28,0.103,0.207,3.46,20.3,12.7,270,165,275,5.63,0.0667,0.0667,16.0,12.7,20.6,1.13,5.18,0.493,11.7,274,270,165,0.767,0.187,0,0,0,0,0,0,0,0,15.4,0,5.01,2.87,0
2023-03-21 21:18:00,1.84,1.69,1.34,4.19,0.203,1.05,0.507,1.80,245,167,274,277,3.86,1.39,0.250,0.253,0.247,0.263,1.44,0.247,0.253,1.46,0.267,0.253,1.61,0,0,0,0,0,0.863,0.907,0.910,14.2,10.5,9.72,7.75,1,1.31,0,0.997,0.957,0.997,1.03,1.00,1,0.0500,2.97,2.98,0.437,0.427,0,0.00333,0,0,3.29,3.19,3.18,0,9.28,0.103,0.207,3.46,20.3,12.7,270,165,275,5.63,0.0667,0.0667,16.0,12.7,20.6,1.13,5.18,0.493,11.7,274,270,165,0.767,0.187,0,0,0,0,0,0,0,0,15.4,0,5.01,2.87,0
2023-03-21 21:20:00,1.92,0.0967,0.200,3.53,0,0.997,0.513,1.63,262,132,220,216,3.63,1.51,0.260,0.253,0.253,0.253,1.41,0.267,0.247,1.52,0.247,0.253,1.61,0,0,0,0,0,0.863,0.907,0.910,10.2,10.5,5.36,7.92,1.17,1.40,0,0.973,0.987,1.02,0.953,0.973,0.987,0.0767,2.93,2.84,0.443,0.477,0.00333,0,0,0,3.13,3.21,3.17,0,9.03,0.0967,0.200,3.52,20.4,12.3,244,131,216,5.63,0.0667,0.0800,15.6,12.8,20.4,1.32,4.88,0.360,11.3,224,249,129,0.683,0.00667,0,0.00333,0,0,0,0,0,0,1.61,0,5.04,2.93,0
2023-03-21 21:22:00,1.92,0.0967,0.200,3.53,0,0.997,0.513,1.63,262,132,220,216,3.63,1.51,0.260,0.253,0.253,0.253,1.41,0.267,0.247,1.52,0.247,0.253,1.61,0,0,0,0,0,0.863,0.907,0.910,10.2,10.5,5.36,7.92,1.17,1.40,0,0.973,0.987,1.02,0.953,0.973,0.987,0.0767,2.93,2.84,0.443,0.477,0.00333,0,0,0,3.13,3.21,3.17,0,9.03,0.0967,0.200,3.52,20.4,12.3,244,131,216,5.63,0.0667,0.0800,15.6,12.8,20.4,1.32,4.88,0.360,11.3,224,249,129,0.683,0.00667,0,0.00333,0,0,0,0,0,0,1.61,0,5.04,2.93,0
2023-03-21 21:24:00,1.92,0.0967,0.200,3.53,0,0.997,0.513,1.63,262,132,220,216,3.63,1.51,0.260,0.253,0.253,0.253,1.41,0.267,0.247,1.52,0.247,0.253,1.61,0,0,0,0,0,0.863,0.907,0.910,10.2,10.5,5.36,7.92,1.17,1.40,0,0.973,0.987,1.02,0.953,0.973,0.987,0.0767,2.93,2.84,0.443,0.477,0.00333,0,0,0,3.13,3.21,3.17,0,9.03,0.0967,0.200,3.52,20.4,12.3,244,131,216,5.63,0.0667,0.0800,15.6,12.8,20.4,1.32,4.88,0.360,11.3,224,249,129,0.683,0.00667,0,0.00333,0,0,0,0,0,0,1.61,0,5.04,2.93,0
2023-03-21 21:26:00,1.97,1.70,1.33,3.88,0.200,1.04,0.527,1.68,259,177,282,278,4.03,1.54,0.247,0.260,0.240,0.240,1.43,0.253,0.240,1.44,0.240,0.240,1.46,0,0,0,0,0.00333,0.863,0.907,0.910,10.6,10.4,10.0,8.13,1.04,1.30,0,0.970,1.03,0.980,0.993,1.01,0.977,0.0567,2.86,2.95,0.463,0.460,0,0,0,0,3.25,3.03,3.21,0,9.16,0.100,0.200,3.38,21.2,12.6,256,179,283,6.06,0.0867,0.0700,17.8,15.3,23.3,2.20,4.74,0.453,12.7,278,257,182,0.760,0.187,0,0,0,0,0,0,0,0,15.3,0,5.01,2.84,0
2023-03-21 21:28:00,1.97,1.70,1.33,3.88,0.200,1.04,0.527,1.68,259,177,282,278,4.03,1.54,0.247,0.260,0.240,0.240,1.43,0.253,0.240,1.44,0.240,0.240,1.46,0,0,0,0,0.00333,0.863,0.907,0.910,10.6,10.4,10.0,8.13,1.04,1.30,0,0.970,1.03,0.980,0.993,1.01,0.977,0.0567,2.86,2.95,0.463,0.460,0,0,0,0,3.25,3.03,3.21,0,9.16,0.100,0.200,3.38,21.2,12.6,256,179,283,6.06,0.0867,0.0700,17.8,15.3,23.3,2.20,4.74,0.453,12.7,278,257,182,0.760,0.187,0,0,0,0,0,0,0,0,15.3,0,5.01,2.84,0
