"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","falco-jxh2r","falco-pj6wr","falco-x5wwx","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","tracee-lvgxw","tracee-nxgbl","tracee-z2w8m","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-21 20:50:00,177,38.5,18.4,312,0,233,159,143,180912,124379,157051,154453,348,458,128,125,126,132,440,127,123,447,126,129,465,0,0,0,0,0,198,202,202,18168,4619,419,2579,103,87.1,0,64.4,66.1,66.6,66.0,67.0,67.7,4,1920,1805,31.8,30.8,0,0,0,0,1844,1904,1853,0,1836,37.2,19,299,68363,40347,173001,121550,152788,17483,4.13,4.41,9141,7268,11566,154,1563,180,23925,161521,183700,124480,1554,0.593,0,0,0,0,0,0,0,0,169,0,587,278,0
2023-03-21 20:52:00,177,38.5,18.4,312,0,233,159,143,180912,124379,157051,154453,348,458,128,125,126,132,440,127,123,447,126,129,465,0,0,0,0,0,198,202,202,18168,4619,419,2579,103,87.1,0,64.4,66.1,66.6,66.0,67.0,67.7,4,1920,1805,31.8,30.8,0,0,0,0,1844,1904,1853,0,1836,37.2,19,299,68363,40347,173001,121550,152788,17483,4.13,4.41,9141,7268,11566,154,1563,180,23925,161521,183700,124480,1554,0.593,0,0,0,0,0,0,0,0,169,0,587,278,0
2023-03-21 20:54:00,177,38.5,18.4,312,0,233,159,143,180912,124379,157051,154453,348,458,128,125,126,132,440,127,123,447,126,129,465,0,0,0,0,0,198,202,202,18168,4619,419,2579,103,87.1,0,64.4,66.1,66.6,66.0,67.0,67.7,4,1920,1805,31.8,30.8,0,0,0,0,1844,1904,1853,0,1836,37.2,19,299,68363,40347,173001,121550,152788,17483,4.13,4.41,9141,7268,11566,154,1563,180,23925,161521,183700,124480,1554,0.593,0,0,0,0,0,0,0,0,169,0,587,278,0
2023-03-21 20:56:00,171,956,484,603,93,211,163,151,165824,276702,309992,308572,404,458,121,138,122,122,449,136,133,469,132,125,460,0,0,0,0,0,198,202,202,4464,4486,3751,2457,81.3,84.3,0,64.7,66.1,67.5,64.7,66.6,65.0,5.38,1791,1876,32.0,33.4,0,0,0,0,1895,1876,1915,0,2055,38.5,19,310,63910,41610,172285,277134,311162,18876,4.13,4.27,9053,6917,11256,102,1563,329,23505,309623,169072,277200,1558,57.2,0,0,0,0.233,0,0,0.233,0.233,65301,0.233,593,264,0
2023-03-21 20:58:00,171,956,484,603,93,211,163,151,165824,276702,309992,308572,404,458,121,138,122,122,449,136,133,469,132,125,460,0,0,0,0,0,198,202,202,4464,4486,3751,2457,81.3,84.3,0,64.7,66.1,67.5,64.7,66.6,65.0,5.38,1791,1876,32.0,33.4,0,0,0,0,1895,1876,1915,0,2055,38.5,19,310,63910,41610,172285,277134,311162,18876,4.13,4.27,9053,6917,11256,102,1563,329,23505,309623,169072,277200,1558,57.2,0,0,0,0.233,0,0,0.233,0.233,65301,0.233,593,264,0
2023-03-21 21:00:00,172,37.2,18.4,315,0,233,164,152,168823,127063,160632,157965,353,450,131,125,129,132,457,123,120,439,126,129,491,0,0.233,0,0,0,198,202,202,4467,4806,418,2682,102,90.7,0,67.0,64.9,64.6,67.7,64.1,65.9,4.78,1882,1856,32.4,31.6,0,0,0,0,1873,1900,1855,0,1822,38.5,19,315,70712,41572,165791,123528,158646,17555,4.83,4.51,9121,7011,12864,150,1545,328,23309,151239,165528,123737,1558,0.360,0,0,0.233,0,0,0,0,0,158,0,606,272,0
2023-03-21 21:02:00,172,37.2,18.4,315,0,233,164,152,168823,127063,160632,157965,353,450,131,125,129,132,457,123,120,439,126,129,491,0,0.233,0,0,0,198,202,202,4467,4806,418,2682,102,90.7,0,67.0,64.9,64.6,67.7,64.1,65.9,4.78,1882,1856,32.4,31.6,0,0,0,0,1873,1900,1855,0,1822,38.5,19,315,70712,41572,165791,123528,158646,17555,4.83,4.51,9121,7011,12864,150,1545,328,23309,151239,165528,123737,1558,0.360,0,0,0.233,0,0,0,0,0,158,0,606,272,0
2023-03-21 21:04:00,172,37.2,18.4,315,0,233,164,152,168823,127063,160632,157965,353,450,131,125,129,132,457,123,120,439,126,129,491,0,0.233,0,0,0,198,202,202,4467,4806,418,2682,102,90.7,0,67.0,64.9,64.6,67.7,64.1,65.9,4.78,1882,1856,32.4,31.6,0,0,0,0,1873,1900,1855,0,1822,38.5,19,315,70712,41572,165791,123528,158646,17555,4.83,4.51,9121,7011,12864,150,1545,328,23309,151239,165528,123737,1558,0.360,0,0,0.233,0,0,0,0,0,158,0,606,272,0
2023-03-21 21:06:00,180,465,230,420,37.2,211,161,147,166110,151839,188912,195064,371,452,128,141,125,122,434,133,127,469,129,129,460,0,0,0,0,0,198,202,202,4519,4559,1208,2545,83.5,85.6,0,65.3,66.9,66.0,66.8,66.6,64.7,5.56,1877,1880,31.7,32.4,0,0,0,0,1906,1812,1884,0.233,1914,37.2,19,295,67586,42889,166571,154805,188910,16277,5.07,4.44,9288,6956,11355,107,1509,178,23295,189245,163476,154951,1560,22.6,0,0,0,0,0,0.233,0,0,13253,0,579,275,0
2023-03-21 21:08:00,180,465,230,420,37.2,211,161,147,166110,151839,188912,195064,371,452,128,141,125,122,434,133,127,469,129,129,460,0,0,0,0,0,198,202,202,4519,4559,1208,2545,83.5,85.6,0,65.3,66.9,66.0,66.8,66.6,64.7,5.56,1877,1880,31.7,32.4,0,0,0,0,1906,1812,1884,0.233,1914,37.2,19,295,67586,42889,166571,154805,188910,16277,5.07,4.44,9288,6956,11355,107,1509,178,23295,189245,163476,154951,1560,22.6,0,0,0,0,0,0.233,0,0,13253,0,579,275,0
2023-03-21 21:10:00,176,38.5,18.4,303,0,223,163,146,170187,123298,156325,155096,343,475,121,118,119,122,454,124,123,451,119,125,466,0,0,0.233,0.233,0,198,202,202,5573,4553,435,2683,104,87.4,0.233,66.3,67.9,64.8,64.2,64.2,68.3,4.99,1791,1784,33.2,31.1,0,0,0,0.233,1830,1866,1861,0,1926,39.8,18.4,315,67616,40321,166618,123487,158469,17525,4.13,4.89,8790,7285,11555,159,1587,327,23099,158558,169996,123453,1557,0.360,0,0,0,0,0,0,0,0,167,0,589,264,0
2023-03-21 21:12:00,176,38.5,18.4,303,0,223,163,146,170187,123298,156325,155096,343,475,121,118,119,122,454,124,123,451,119,125,466,0,0,0.233,0.233,0,198,202,202,5573,4553,435,2683,104,87.4,0.233,66.3,67.9,64.8,64.2,64.2,68.3,4.99,1791,1784,33.2,31.1,0,0,0,0.233,1830,1866,1861,0,1926,39.8,18.4,315,67616,40321,166618,123487,158469,17525,4.13,4.89,8790,7285,11555,159,1587,327,23099,158558,169996,123453,1557,0.360,0,0,0,0,0,0,0,0,167,0,589,264,0
2023-03-21 21:14:00,176,38.5,18.4,303,0,223,163,146,170187,123298,156325,155096,343,475,121,118,119,122,454,124,123,451,119,125,466,0,0,0.233,0.233,0,198,202,202,5573,4553,435,2683,104,87.4,0.233,66.3,67.9,64.8,64.2,64.2,68.3,4.99,1791,1784,33.2,31.1,0,0,0,0.233,1830,1866,1861,0,1926,39.8,18.4,315,67616,40321,166618,123487,158469,17525,4.13,4.89,8790,7285,11555,159,1587,327,23099,158558,169996,123453,1557,0.360,0,0,0,0,0,0,0,0,167,0,589,264,0
2023-03-21 21:16:00,167,463,231,438,37.4,232,161,157,159966,148557,191394,195032,371,429,128,128,122,129,448,123,126,446,136,129,489,0,0,0,0,0,198,202,202,18117,4568,1192,2526,76.8,85.8,0,66.6,64.2,66.6,68.5,67.0,66.8,3.30,1890,1885,31.2,30.8,0,0.233,0,0,1924,1877,1873,0,1922,39.8,19.6,304,66207,41572,182858,147310,191657,17543,4.13,4.16,9180,6920,12493,101,1557,331,22350,191427,182952,147203,1555,22.6,0,0,0,0,0,0,0,0,13238,0,587,270,0
2023-03-21 21:18:00,167,463,231,438,37.4,232,161,157,159966,148557,191394,195032,371,429,128,128,122,129,448,123,126,446,136,129,489,0,0,0,0,0,198,202,202,18117,4568,1192,2526,76.8,85.8,0,66.6,64.2,66.6,68.5,67.0,66.8,3.30,1890,1885,31.2,30.8,0,0.233,0,0,1924,1877,1873,0,1922,39.8,19.6,304,66207,41572,182858,147310,191657,17543,4.13,4.16,9180,6920,12493,101,1557,331,22350,191427,182952,147203,1555,22.6,0,0,0,0,0,0,0,0,13238,0,587,270,0
2023-03-21 21:20:00,177,37.2,19,308,0,215,162,143,178565,127898,154245,150460,349,466,131,128,125,125,435,133,123,462,125,129,482,0,0,0,0,0,198,202,202,4461,4588,428,2580,108,91.7,0,65.0,66.2,67.9,63.8,65.1,65.9,5.62,1868,1822,32.5,34.4,0.233,0,0,0,1861,1923,1865,0,1900,37.2,19,309,67518,41556,159594,125168,152548,17543,4.13,4.83,9019,6983,11481,159,1536,181,22240,155671,162940,122544,1499,0.360,0,0.233,0,0,0,0,0,0,178,0,588,275,0
2023-03-21 21:22:00,177,37.2,19,308,0,215,162,143,178565,127898,154245,150460,349,466,131,128,125,125,435,133,123,462,125,129,482,0,0,0,0,0,198,202,202,4461,4588,428,2580,108,91.7,0,65.0,66.2,67.9,63.8,65.1,65.9,5.62,1868,1822,32.5,34.4,0.233,0,0,0,1861,1923,1865,0,1900,37.2,19,309,67518,41556,159594,125168,152548,17543,4.13,4.83,9019,6983,11481,159,1536,181,22240,155671,162940,122544,1499,0.360,0,0.233,0,0,0,0,0,0,178,0,588,275,0
2023-03-21 21:24:00,177,37.2,19,308,0,215,162,143,178565,127898,154245,150460,349,466,131,128,125,125,435,133,123,462,125,129,482,0,0,0,0,0,198,202,202,4461,4588,428,2580,108,91.7,0,65.0,66.2,67.9,63.8,65.1,65.9,5.62,1868,1822,32.5,34.4,0.233,0,0,0,1861,1923,1865,0,1900,37.2,19,309,67518,41556,159594,125168,152548,17543,4.13,4.83,9019,6983,11481,159,1536,181,22240,155671,162940,122544,1499,0.360,0,0.233,0,0,0,0,0,0,178,0,588,275,0
2023-03-21 21:26:00,178,463,230,411,37.2,231,163,147,173563,158774,203718,201777,386,475,124,132,119,119,447,127,120,439,122,122,448,0,0,0,0,0.233,198,202,202,5059,5038,1215,2650,80.1,85.1,0,64.8,69.2,65.5,66.5,67.5,65.2,3.26,2246,2316,33.8,45.0,0,0,0,0,2365,2222,2342,0,1905,38.5,19,296,69873,41582,172139,162457,204195,18819,5.05,4.41,16968,14700,20028,5909,1798,326,23534,202168,173572,165363,1605,22.6,0,0,0,0,0,0,0,0,13196,0,587,266,0
2023-03-21 21:28:00,178,463,230,411,37.2,231,163,147,173563,158774,203718,201777,386,475,124,132,119,119,447,127,120,439,122,122,448,0,0,0,0,0.233,198,202,202,5059,5038,1215,2650,80.1,85.1,0,64.8,69.2,65.5,66.5,67.5,65.2,3.26,2246,2316,33.8,45.0,0,0,0,0,2365,2222,2342,0,1905,38.5,19,296,69873,41582,172139,162457,204195,18819,5.05,4.41,16968,14700,20028,5909,1798,326,23534,202168,173572,165363,1605,22.6,0,0,0,0,0,0,0,0,13196,0,587,266,0
2023-03-21 21:30:00,173,39.8,19,314,0,210,164,155,164215,133273,151703,160829,344,460,125,118,126,115,463,120,130,452,125,129,492,0,0,0,0,0,198,202,202,4225,4576,428,2526,103,87.3,0,65.8,63.3,64.4,66.9,64.5,64.1,5.56,1836,1868,30.7,33.3,0,0,0,0,1803,1954,1852,0,1911,37.2,19,318,65331,42205,163807,125475,154188,16265,3.77,4.27,9258,7166,12108,155,1669,326,18214,159921,163549,128733,1559,0.360,0,0,0,0,0,0,0,0,171,0,574,270,0
2023-03-21 21:32:00,173,39.8,19,314,0,210,164,155,164215,133273,151703,160829,344,460,125,118,126,115,463,120,130,452,125,129,492,0,0,0,0,0,198,202,202,4225,4576,428,2526,103,87.3,0,65.8,63.3,64.4,66.9,64.5,64.1,5.56,1836,1868,30.7,33.3,0,0,0,0,1803,1954,1852,0,1911,37.2,19,318,65331,42205,163807,125475,154188,16265,3.77,4.27,9258,7166,12108,155,1669,326,18214,159921,163549,128733,1559,0.360,0,0,0,0,0,0,0,0,171,0,574,270,0
2023-03-21 21:34:00,173,39.8,19,314,0,210,164,155,164215,133273,151703,160829,344,460,125,118,126,115,463,120,130,452,125,129,492,0,0,0,0,0,198,202,202,4225,4576,428,2526,103,87.3,0,65.8,63.3,64.4,66.9,64.5,64.1,5.56,1836,1868,30.7,33.3,0,0,0,0,1803,1954,1852,0,1911,37.2,19,318,65331,42205,163807,125475,154188,16265,3.77,4.27,9258,7166,12108,155,1669,326,18214,159921,163549,128733,1559,0.360,0,0,0,0,0,0,0,0,171,0,574,270,0
2023-03-21 21:36:00,175,317,176,436,37.2,226,160,145,165440,147793,191565,180037,376,454,124,121,122,129,432,116,123,447,132,125,462,0,0,0,0,0,198,202,202,4499,4570,1183,2578,76.6,87.9,0,67.4,66.1,64.8,66.5,67.0,68.5,3.20,1925,1834,31.6,32.9,0,0,0,0,1922,1858,1909,0,1933,39.8,19,310,65461,41629,179507,154508,182902,17551,4.13,4.27,8936,6786,11760,105,1548,180,23115,179201,175183,150896,1494,22.6,0,0,0,0,0,0,0,0,13182,0,605,259,0
2023-03-21 21:38:00,175,317,176,436,37.2,226,160,145,165440,147793,191565,180037,376,454,124,121,122,129,432,116,123,447,132,125,462,0,0,0,0,0,198,202,202,4499,4570,1183,2578,76.6,87.9,0,67.4,66.1,64.8,66.5,67.0,68.5,3.20,1925,1834,31.6,32.9,0,0,0,0,1922,1858,1909,0,1933,39.8,19,310,65461,41629,179507,154508,182902,17551,4.13,4.27,8936,6786,11760,105,1548,180,23115,179201,175183,150896,1494,22.6,0,0,0,0,0,0,0,0,13182,0,605,259,0
2023-03-21 21:40:00,176,38.5,19,297,0,222,163,154,181503,122182,150834,154327,344,455,124,135,126,125,449,133,126,471,126,125,446,0,0,0,0,0,198,202,202,19521,4600,431,2631,104,88,0,64.8,69.2,68.1,68.4,64.9,64.2,5.20,1788,1911,47.2,32.6,0,0,0.233,0,1888,1862,1787,0,1799,39.8,19.2,301,72035,41641,166717,123903,155615,17541,4.13,4.27,8802,7046,11636,157,1555,326,22829,161794,166751,123880,1603,0.360,0,0,0,0,0,0,0,0,176,0,576,275,0
2023-03-21 21:42:00,176,38.5,19,297,0,222,163,154,181503,122182,150834,154327,344,455,124,135,126,125,449,133,126,471,126,125,446,0,0,0,0,0,198,202,202,19521,4600,431,2631,104,88,0,64.8,69.2,68.1,68.4,64.9,64.2,5.20,1788,1911,47.2,32.6,0,0,0.233,0,1888,1862,1787,0,1799,39.8,19.2,301,72035,41641,166717,123903,155615,17541,4.13,4.27,8802,7046,11636,157,1555,326,22829,161794,166751,123880,1603,0.360,0,0,0,0,0,0,0,0,176,0,576,275,0
2023-03-21 21:44:00,176,38.5,19,297,0,222,163,154,181503,122182,150834,154327,344,455,124,135,126,125,449,133,126,471,126,125,446,0,0,0,0,0,198,202,202,19521,4600,431,2631,104,88,0,64.8,69.2,68.1,68.4,64.9,64.2,5.20,1788,1911,47.2,32.6,0,0,0.233,0,1888,1862,1787,0,1799,39.8,19.2,301,72035,41641,166717,123903,155615,17541,4.13,4.27,8802,7046,11636,157,1555,326,22829,161794,166751,123880,1603,0.360,0,0,0,0,0,0,0,0,176,0,576,275,0
