"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","falco-dsqrf","falco-mqksg","falco-n9kjw","falco-ph57w","falco-t9bpz","falco-z9qn4","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-13 12:20:00,171,41.1,19.6,298,0,221,171,143,168213,123843,159124,155811,351,124,470,121,456,116,122,116,455,123,469,122,126,0,0,0,0,0,1160,208,521,1579,1170,205,4457,4508,407,2650,101,84.9,0,65.7,68.0,67.5,63.7,66.4,64.9,3.72,1878,1837,31.1,30.7,0,0,0,0,1890,1873,1827,0,1889,37.2,18.4,315,67186,41626,164388,133112,160423,17386,4.65,4.27,13353,6758,6896,5986,1558,183,18316,156607,169684,124502,1556,0.593,0,0,0,0,0,155,0,613,266,0
2023-03-13 12:22:00,171,41.1,19.6,298,0,221,171,143,168213,123843,159124,155811,351,124,470,121,456,116,122,116,455,123,469,122,126,0,0,0,0,0,1160,208,521,1579,1170,205,4457,4508,407,2650,101,84.9,0,65.7,68.0,67.5,63.7,66.4,64.9,3.72,1878,1837,31.1,30.7,0,0,0,0,1890,1873,1827,0,1889,37.2,18.4,315,67186,41626,164388,133112,160423,17386,4.65,4.27,13353,6758,6896,5986,1558,183,18316,156607,169684,124502,1556,0.593,0,0,0,0,0,155,0,613,266,0
2023-03-13 12:24:00,171,41.1,19.6,298,0,221,171,143,168213,123843,159124,155811,351,124,470,121,456,116,122,116,455,123,469,122,126,0,0,0,0,0,1160,208,521,1579,1170,205,4457,4508,407,2650,101,84.9,0,65.7,68.0,67.5,63.7,66.4,64.9,3.72,1878,1837,31.1,30.7,0,0,0,0,1890,1873,1827,0,1889,37.2,18.4,315,67186,41626,164388,133112,160423,17386,4.65,4.27,13353,6758,6896,5986,1558,183,18316,156607,169684,124502,1556,0.593,0,0,0,0,0,155,0,613,266,0
2023-03-13 12:26:00,168,397,199,424,37.2,223,161,142,175780,159823,189529,188201,361,118,447,125,440,125,122,123,434,120,475,129,125,0,0,0,0,0.233,1160,208,2073,515,1170,1159,4335,4720,1201,2612,75.2,92.9,0,65.1,66.7,64.8,67.6,67.8,68.0,5,1805,1877,33.0,31.3,0,0,0,0,1828,1884,1890,0,1958,39.8,19.6,300,69521,41623,183098,153443,186809,18648,3.91,4.51,15222,7158,6847,109,1505,340,23552,195239,186492,157712,1556,22.8,0,0,0,0.233,0,13264,0,560,272,0.233
2023-03-13 12:28:00,168,397,199,424,37.2,223,161,142,175780,159823,189529,188201,361,118,447,125,440,125,122,123,434,120,475,129,125,0,0,0,0,0.233,1160,208,2073,515,1170,1159,4335,4720,1201,2612,75.2,92.9,0,65.1,66.7,64.8,67.6,67.8,68.0,5,1805,1877,33.0,31.3,0,0,0,0,1828,1884,1890,0,1958,39.8,19.6,300,69521,41623,183098,153443,186809,18648,3.91,4.51,15222,7158,6847,109,1505,340,23552,195239,186492,157712,1556,22.8,0,0,0,0.233,0,13264,0,560,272,0.233
2023-03-13 12:30:00,173,38.5,19,308,0,214,170,142,185375,117166,157414,153809,354,128,446,128,445,125,122,130,464,126,461,129,129,0,0.233,0,0,0,1160,208,207,210,1170,205,18795,4562,428,2578,104,82.6,0,64.4,64.2,66.4,66.7,65.4,65.7,5.98,1901,1841,31.5,32.4,0,0,0,0,1948,1931,1921,0,1928,38.5,19,312,67304,41645,185894,123650,159931,16136,4.35,4.02,13591,6895,7205,156,1571,342,23335,152014,183836,132883,1560,0.360,0,0,0,0,0,186,0,591,264,0
2023-03-13 12:32:00,173,38.5,19,308,0,214,170,142,185375,117166,157414,153809,354,128,446,128,445,125,122,130,464,126,461,129,129,0,0.233,0,0,0,1160,208,207,210,1170,205,18795,4562,428,2578,104,82.6,0,64.4,64.2,66.4,66.7,65.4,65.7,5.98,1901,1841,31.5,32.4,0,0,0,0,1948,1931,1921,0,1928,38.5,19,312,67304,41645,185894,123650,159931,16136,4.35,4.02,13591,6895,7205,156,1571,342,23335,152014,183836,132883,1560,0.360,0,0,0,0,0,186,0,591,264,0
2023-03-13 12:34:00,173,38.5,19,308,0,214,170,142,185375,117166,157414,153809,354,128,446,128,445,125,122,130,464,126,461,129,129,0,0.233,0,0,0,1160,208,207,210,1170,205,18795,4562,428,2578,104,82.6,0,64.4,64.2,66.4,66.7,65.4,65.7,5.98,1901,1841,31.5,32.4,0,0,0,0,1948,1931,1921,0,1928,38.5,19,312,67304,41645,185894,123650,159931,16136,4.35,4.02,13591,6895,7205,156,1571,342,23335,152014,183836,132883,1560,0.360,0,0,0,0,0,186,0,591,264,0
2023-03-13 12:36:00,163,398,199,428,37.4,229,154,137,171854,158408,196339,198010,371,128,454,128,441,129,129,126,433,130,475,129,136,0,0,0,0,0,1160,208,208,206,1170,644,4310,4621,1222,2614,83.8,90.5,0,68.5,68.3,67.4,63.5,64.4,64.0,4.52,1825,1885,32.0,32.1,0,0.233,0,0,1877,1867,1918,0,1939,38.5,19,308,65131,41733,167178,159132,190586,17381,4.13,4.65,13362,7106,6860,103,1603,186,23383,191940,158735,148086,1548,22.8,0,0,0,0,0,13150,0,591,278,0
2023-03-13 12:38:00,163,398,199,428,37.4,229,154,137,171854,158408,196339,198010,371,128,454,128,441,129,129,126,433,130,475,129,136,0,0,0,0,0,1160,208,208,206,1170,644,4310,4621,1222,2614,83.8,90.5,0,68.5,68.3,67.4,63.5,64.4,64.0,4.52,1825,1885,32.0,32.1,0,0.233,0,0,1877,1867,1918,0,1939,38.5,19,308,65131,41733,167178,159132,190586,17381,4.13,4.65,13362,7106,6860,103,1603,186,23383,191940,158735,148086,1548,22.8,0,0,0,0,0,13150,0,591,278,0
2023-03-13 12:40:00,174,38.5,17.7,298,0,224,161,143,172041,121114,157207,153928,362,131,448,128,463,119,125,127,442,120,468,125,122,0,0,0,0,0,1160,208,207,207,1170,204,5890,4540,403,2562,102,86.5,0,63.3,64.6,66.8,65.5,67.9,66.9,5.26,1940,1793,31.4,32.9,0,0,0,0,1903,1869,1831,0,1929,38.5,19,298,68760,41651,172490,120853,157498,17420,3.91,4.16,14863,6966,6731,159,1574,342,21741,151588,167608,124002,1556,0.360,0,0,0,0,0,155,0,575,272,0
2023-03-13 12:42:00,174,38.5,17.7,298,0,224,161,143,172041,121114,157207,153928,362,131,448,128,463,119,125,127,442,120,468,125,122,0,0,0,0,0,1160,208,207,207,1170,204,5890,4540,403,2562,102,86.5,0,63.3,64.6,66.8,65.5,67.9,66.9,5.26,1940,1793,31.4,32.9,0,0,0,0,1903,1869,1831,0,1929,38.5,19,298,68760,41651,172490,120853,157498,17420,3.91,4.16,14863,6966,6731,159,1574,342,21741,151588,167608,124002,1556,0.360,0,0,0,0,0,155,0,575,272,0
2023-03-13 12:44:00,174,38.5,17.7,298,0,224,161,143,172041,121114,157207,153928,362,131,448,128,463,119,125,127,442,120,468,125,122,0,0,0,0,0,1160,208,207,207,1170,204,5890,4540,403,2562,102,86.5,0,63.3,64.6,66.8,65.5,67.9,66.9,5.26,1940,1793,31.4,32.9,0,0,0,0,1903,1869,1831,0,1929,38.5,19,298,68760,41651,172490,120853,157498,17420,3.91,4.16,14863,6966,6731,159,1574,342,21741,151588,167608,124002,1556,0.360,0,0,0,0,0,155,0,575,272,0
2023-03-13 12:46:00,167,423,215,434,37.2,222,162,143,172582,157012,183706,193577,373,124,469,121,435,135,132,120,458,130,450,132,136,0,0,0,0,0,1160,208,208,1008,1170,205,4491,4606,1220,2630,81.8,84.1,0,67.4,68.7,64.8,68.9,62.7,66.3,4.92,1814,1896,32.4,30.3,0.233,0,0,0,1899,1904,1876,0,1880,37.2,19,313,65827,41585,173828,156432,186901,17407,4.13,4.27,13606,6892,7030,97.9,1539,339,22831,192110,178521,156107,1555,22.8,0,0,0.233,0,0,13204,0,579,256,0
2023-03-13 12:48:00,167,423,215,434,37.2,222,162,143,172582,157012,183706,193577,373,124,469,121,435,135,132,120,458,130,450,132,136,0,0,0,0,0,1160,208,208,1008,1170,205,4491,4606,1220,2630,81.8,84.1,0,67.4,68.7,64.8,68.9,62.7,66.3,4.92,1814,1896,32.4,30.3,0.233,0,0,0,1899,1904,1876,0,1880,37.2,19,313,65827,41585,173828,156432,186901,17407,4.13,4.27,13606,6892,7030,97.9,1539,339,22831,192110,178521,156107,1555,22.8,0,0,0.233,0,0,13204,0,579,256,0
2023-03-13 12:50:00,177,38.5,18.4,302,0,220,171,147,173591,124858,159003,149668,361,132,447,135,445,115,122,133,455,127,478,129,125,0.233,0,0,0,0,1160,208,381,208,1170,381,4468,4429,421,2545,105,91.4,0.233,65.7,63.3,67.3,65.2,66.2,65.4,5.28,1896,1855,31.7,32.9,0,0,0,0,1834,1811,1934,0,1912,39.8,19,297,67290,41971,169113,125738,163507,17397,4.13,4.27,13198,7294,7206,157,1581,185,23513,158306,168760,126550,1557,0.360,0,0,0,0,0,162,0,585,271,0
2023-03-13 12:52:00,177,38.5,18.4,302,0,220,171,147,173591,124858,159003,149668,361,132,447,135,445,115,122,133,455,127,478,129,125,0.233,0,0,0,0,1160,208,381,208,1170,381,4468,4429,421,2545,105,91.4,0.233,65.7,63.3,67.3,65.2,66.2,65.4,5.28,1896,1855,31.7,32.9,0,0,0,0,1834,1811,1934,0,1912,39.8,19,297,67290,41971,169113,125738,163507,17397,4.13,4.27,13198,7294,7206,157,1581,185,23513,158306,168760,126550,1557,0.360,0,0,0,0,0,162,0,585,271,0
2023-03-13 12:54:00,177,38.5,18.4,302,0,220,171,147,173591,124858,159003,149668,361,132,447,135,445,115,122,133,455,127,478,129,125,0.233,0,0,0,0,1160,208,381,208,1170,381,4468,4429,421,2545,105,91.4,0.233,65.7,63.3,67.3,65.2,66.2,65.4,5.28,1896,1855,31.7,32.9,0,0,0,0,1834,1811,1934,0,1912,39.8,19,297,67290,41971,169113,125738,163507,17397,4.13,4.27,13198,7294,7206,157,1581,185,23513,158306,168760,126550,1557,0.360,0,0,0,0,0,162,0,585,271,0
2023-03-13 12:56:00,167,456,230,428,37.2,217,162,146,183761,157252,184430,191636,364,114,449,111,448,122,115,110,452,113,467,119,118,0,0,0,0,0,1160,208,206,203,1170,1566,18575,4752,1205,2683,77.4,87.9,0,65.9,69.2,65.3,65.7,68.1,65.6,3.34,1845,1826,32.5,32.9,0,0,0,0,1923,1875,1858,0,1990,38.5,19,304,67391,41650,186246,156655,181722,19329,4.13,4.27,14745,7070,7045,104,1547,341,23277,186101,190329,156284,1549,22.8,0.233,0,0,0,0,13199,0.233,597,260,0
2023-03-13 12:58:00,167,456,230,428,37.2,217,162,146,183761,157252,184430,191636,364,114,449,111,448,122,115,110,452,113,467,119,118,0,0,0,0,0,1160,208,206,203,1170,1566,18575,4752,1205,2683,77.4,87.9,0,65.9,69.2,65.3,65.7,68.1,65.6,3.34,1845,1826,32.5,32.9,0,0,0,0,1923,1875,1858,0,1990,38.5,19,304,67391,41650,186246,156655,181722,19329,4.13,4.27,14745,7070,7045,104,1547,341,23277,186101,190329,156284,1549,22.8,0.233,0,0,0,0,13199,0.233,597,260,0
2023-03-13 13:00:00,168,38.5,18.4,295,0,229,153,138,172036,125683,154133,156891,356,131,462,138,463,119,119,133,426,130,469,129,126,0,0,0.233,0,0,1160,208,1574,342,1170,1045,4385,4704,408,2594,107,87.8,0,64.1,65.1,64.4,64.3,66.7,65.8,4.84,1841,1832,31.5,31.5,0,0,0,0.233,1863,1942,1851,0,1913,38.5,19,311,67511,42977,176363,124596,161112,15509,4.41,4.50,13662,6837,6742,161,1554,336,23066,159918,168993,125487,1551,0.360,0,0,0,0,0,174,0,587,268,0
2023-03-13 13:02:00,168,38.5,18.4,295,0,229,153,138,172036,125683,154133,156891,356,131,462,138,463,119,119,133,426,130,469,129,126,0,0,0.233,0,0,1160,208,1574,342,1170,1045,4385,4704,408,2594,107,87.8,0,64.1,65.1,64.4,64.3,66.7,65.8,4.84,1841,1832,31.5,31.5,0,0,0,0.233,1863,1942,1851,0,1913,38.5,19,311,67511,42977,176363,124596,161112,15509,4.41,4.50,13662,6837,6742,161,1554,336,23066,159918,168993,125487,1551,0.360,0,0,0,0,0,174,0,587,268,0
2023-03-13 13:04:00,168,38.5,18.4,295,0,229,153,138,172036,125683,154133,156891,356,131,462,138,463,119,119,133,426,130,469,129,126,0,0,0.233,0,0,1160,208,1574,342,1170,1045,4385,4704,408,2594,107,87.8,0,64.1,65.1,64.4,64.3,66.7,65.8,4.84,1841,1832,31.5,31.5,0,0,0,0.233,1863,1942,1851,0,1913,38.5,19,311,67511,42977,176363,124596,161112,15509,4.41,4.50,13662,6837,6742,161,1554,336,23066,159918,168993,125487,1551,0.360,0,0,0,0,0,174,0,587,268,0
2023-03-13 13:06:00,171,317,176,423,37.2,224,170,146,171708,156508,196725,188073,350,125,448,121,442,119,122,123,472,127,455,122,125,0,0,0,0,0,1160,208,210,1161,1170,200,4613,4441,1191,2545,81,84.4,0,67.9,64.2,66.6,66.3,66.4,65.7,4.22,1853,1884,33.4,32.0,0,0,0.233,0,1873,1830,1898,0.233,1879,38.5,19.2,299,68825,40445,166623,156388,182666,17415,4.41,4.27,13383,7141,7200,109,1586,189,22770,188695,171699,155876,1554,22.8,0,0.233,0,0,0,13235,0,580,260,0
2023-03-13 13:08:00,171,317,176,423,37.2,224,170,146,171708,156508,196725,188073,350,125,448,121,442,119,122,123,472,127,455,122,125,0,0,0,0,0,1160,208,210,1161,1170,200,4613,4441,1191,2545,81,84.4,0,67.9,64.2,66.6,66.3,66.4,65.7,4.22,1853,1884,33.4,32.0,0,0,0.233,0,1873,1830,1898,0.233,1879,38.5,19.2,299,68825,40445,166623,156388,182666,17415,4.41,4.27,13383,7141,7200,109,1586,189,22770,188695,171699,155876,1554,22.8,0,0.233,0,0,0,13235,0,580,260,0
2023-03-13 13:10:00,173,38.5,19,314,0,221,155,144,172825,124109,155595,159077,369,131,456,121,425,132,125,123,434,120,483,129,125,0,0,0,0,0,1160,208,649,382,1170,205,5663,4604,437,2683,104,90.7,0,66.6,67.2,67.8,66.0,63.0,67.7,4.44,1851,1919,32.9,31.8,0,0,0,0,1870,1879,1910,0,1982,38.5,19,306,63701,42979,173915,125631,166310,17422,4.13,4.51,15207,6955,6879,151,1599,340,22326,160703,170713,125253,1558,0.360,0,0,0,0,0,161,0,597,268,0
2023-03-13 13:12:00,173,38.5,19,314,0,221,155,144,172825,124109,155595,159077,369,131,456,121,425,132,125,123,434,120,483,129,125,0,0,0,0,0,1160,208,649,382,1170,205,5663,4604,437,2683,104,90.7,0,66.6,67.2,67.8,66.0,63.0,67.7,4.44,1851,1919,32.9,31.8,0,0,0,0,1870,1879,1910,0,1982,38.5,19,306,63701,42979,173915,125631,166310,17422,4.13,4.51,15207,6955,6879,151,1599,340,22326,160703,170713,125253,1558,0.360,0,0,0,0,0,161,0,597,268,0
2023-03-13 13:14:00,173,38.5,19,314,0,221,155,144,172825,124109,155595,159077,369,131,456,121,425,132,125,123,434,120,483,129,125,0,0,0,0,0,1160,208,649,382,1170,205,5663,4604,437,2683,104,90.7,0,66.6,67.2,67.8,66.0,63.0,67.7,4.44,1851,1919,32.9,31.8,0,0,0,0,1870,1879,1910,0,1982,38.5,19,306,63701,42979,173915,125631,166310,17422,4.13,4.51,15207,6955,6879,151,1599,340,22326,160703,170713,125253,1558,0.360,0,0,0,0,0,161,0,597,268,0
