"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc268c560a3d29)","Receive Errors (lxc39d1d5fa052a)","Receive Errors (lxc3a46fef5c813)","Receive Errors (lxc3ad9cbb4352f)","Receive Errors (lxc442f05982895)","Receive Errors (lxc51cd2dd49e13)","Receive Errors (lxc55c964d04b8e)","Receive Errors (lxc580112b30b7f)","Receive Errors (lxc6aa42b23db4d)","Receive Errors (lxc73b12dc2f375)","Receive Errors (lxc83ceabe3a6f7)","Receive Errors (lxc8ad75f642467)","Receive Errors (lxc92933a409dd2)","Receive Errors (lxc95785d49d9fe)","Receive Errors (lxc9b0e9102d58b)","Receive Errors (lxc_health)","Receive Errors (lxca029442a65db)","Receive Errors (lxca68de32826b8)","Receive Errors (lxcac1ac229cbb2)","Receive Errors (lxcc30c28f8b040)","Receive Errors (lxcce2065c01ec9)","Receive Errors (lxcd0a10efb1fdb)","Receive Errors (lxcd75551faa10f)","Receive Errors (lxce598f6b1d5df)","Receive Errors (lxced2a3cd1d2f1)","Receive Errors (lxcf4c13477a7e3)","Receive Errors (lxcfbd04c736a92)","Receive Errors (lxcfeaee36a1563)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc268c560a3d29)","Receive Total (lxc39d1d5fa052a)","Receive Total (lxc3a46fef5c813)","Receive Total (lxc3ad9cbb4352f)","Receive Total (lxc442f05982895)","Receive Total (lxc51cd2dd49e13)","Receive Total (lxc55c964d04b8e)","Receive Total (lxc580112b30b7f)","Receive Total (lxc6aa42b23db4d)","Receive Total (lxc73b12dc2f375)","Receive Total (lxc83ceabe3a6f7)","Receive Total (lxc8ad75f642467)","Receive Total (lxc92933a409dd2)","Receive Total (lxc95785d49d9fe)","Receive Total (lxc9b0e9102d58b)","Receive Total (lxc_health)","Receive Total (lxca029442a65db)","Receive Total (lxca68de32826b8)","Receive Total (lxcac1ac229cbb2)","Receive Total (lxcc30c28f8b040)","Receive Total (lxcce2065c01ec9)","Receive Total (lxcd0a10efb1fdb)","Receive Total (lxcd75551faa10f)","Receive Total (lxce598f6b1d5df)","Receive Total (lxced2a3cd1d2f1)","Receive Total (lxcf4c13477a7e3)","Receive Total (lxcfbd04c736a92)","Receive Total (lxcfeaee36a1563)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc268c560a3d29)","Transmit Errors (lxc39d1d5fa052a)","Transmit Errors (lxc3a46fef5c813)","Transmit Errors (lxc3ad9cbb4352f)","Transmit Errors (lxc442f05982895)","Transmit Errors (lxc51cd2dd49e13)","Transmit Errors (lxc55c964d04b8e)","Transmit Errors (lxc580112b30b7f)","Transmit Errors (lxc6aa42b23db4d)","Transmit Errors (lxc73b12dc2f375)","Transmit Errors (lxc83ceabe3a6f7)","Transmit Errors (lxc8ad75f642467)","Transmit Errors (lxc92933a409dd2)","Transmit Errors (lxc95785d49d9fe)","Transmit Errors (lxc9b0e9102d58b)","Transmit Errors (lxc_health)","Transmit Errors (lxca029442a65db)","Transmit Errors (lxca68de32826b8)","Transmit Errors (lxcac1ac229cbb2)","Transmit Errors (lxcc30c28f8b040)","Transmit Errors (lxcce2065c01ec9)","Transmit Errors (lxcd0a10efb1fdb)","Transmit Errors (lxcd75551faa10f)","Transmit Errors (lxce598f6b1d5df)","Transmit Errors (lxced2a3cd1d2f1)","Transmit Errors (lxcf4c13477a7e3)","Transmit Errors (lxcfbd04c736a92)","Transmit Errors (lxcfeaee36a1563)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc268c560a3d29)","Receive Dropped (lxc39d1d5fa052a)","Receive Dropped (lxc3a46fef5c813)","Receive Dropped (lxc3ad9cbb4352f)","Receive Dropped (lxc442f05982895)","Receive Dropped (lxc51cd2dd49e13)","Receive Dropped (lxc55c964d04b8e)","Receive Dropped (lxc580112b30b7f)","Receive Dropped (lxc6aa42b23db4d)","Receive Dropped (lxc73b12dc2f375)","Receive Dropped (lxc83ceabe3a6f7)","Receive Dropped (lxc8ad75f642467)","Receive Dropped (lxc92933a409dd2)","Receive Dropped (lxc95785d49d9fe)","Receive Dropped (lxc9b0e9102d58b)","Receive Dropped (lxc_health)","Receive Dropped (lxca029442a65db)","Receive Dropped (lxca68de32826b8)","Receive Dropped (lxcac1ac229cbb2)","Receive Dropped (lxcc30c28f8b040)","Receive Dropped (lxcce2065c01ec9)","Receive Dropped (lxcd0a10efb1fdb)","Receive Dropped (lxcd75551faa10f)","Receive Dropped (lxce598f6b1d5df)","Receive Dropped (lxced2a3cd1d2f1)","Receive Dropped (lxcf4c13477a7e3)","Receive Dropped (lxcfbd04c736a92)","Receive Dropped (lxcfeaee36a1563)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc268c560a3d29)","Transmit Dropped (lxc39d1d5fa052a)","Transmit Dropped (lxc3a46fef5c813)","Transmit Dropped (lxc3ad9cbb4352f)","Transmit Dropped (lxc442f05982895)","Transmit Dropped (lxc51cd2dd49e13)","Transmit Dropped (lxc55c964d04b8e)","Transmit Dropped (lxc580112b30b7f)","Transmit Dropped (lxc6aa42b23db4d)","Transmit Dropped (lxc73b12dc2f375)","Transmit Dropped (lxc83ceabe3a6f7)","Transmit Dropped (lxc8ad75f642467)","Transmit Dropped (lxc92933a409dd2)","Transmit Dropped (lxc95785d49d9fe)","Transmit Dropped (lxc9b0e9102d58b)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca029442a65db)","Transmit Dropped (lxca68de32826b8)","Transmit Dropped (lxcac1ac229cbb2)","Transmit Dropped (lxcc30c28f8b040)","Transmit Dropped (lxcce2065c01ec9)","Transmit Dropped (lxcd0a10efb1fdb)","Transmit Dropped (lxcd75551faa10f)","Transmit Dropped (lxce598f6b1d5df)","Transmit Dropped (lxced2a3cd1d2f1)","Transmit Dropped (lxcf4c13477a7e3)","Transmit Dropped (lxcfbd04c736a92)","Transmit Dropped (lxcfeaee36a1563)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc268c560a3d29)","Transmit Total (lxc39d1d5fa052a)","Transmit Total (lxc3a46fef5c813)","Transmit Total (lxc3ad9cbb4352f)","Transmit Total (lxc442f05982895)","Transmit Total (lxc51cd2dd49e13)","Transmit Total (lxc55c964d04b8e)","Transmit Total (lxc580112b30b7f)","Transmit Total (lxc6aa42b23db4d)","Transmit Total (lxc73b12dc2f375)","Transmit Total (lxc83ceabe3a6f7)","Transmit Total (lxc8ad75f642467)","Transmit Total (lxc92933a409dd2)","Transmit Total (lxc95785d49d9fe)","Transmit Total (lxc9b0e9102d58b)","Transmit Total (lxc_health)","Transmit Total (lxca029442a65db)","Transmit Total (lxca68de32826b8)","Transmit Total (lxcac1ac229cbb2)","Transmit Total (lxcc30c28f8b040)","Transmit Total (lxcce2065c01ec9)","Transmit Total (lxcd0a10efb1fdb)","Transmit Total (lxcd75551faa10f)","Transmit Total (lxce598f6b1d5df)","Transmit Total (lxced2a3cd1d2f1)","Transmit Total (lxcf4c13477a7e3)","Transmit Total (lxcfbd04c736a92)","Transmit Total (lxcfeaee36a1563)"
2023-03-11 13:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,14.7,90.4,0,0,0.267,0,2.36,0.467,12.6,19.5,0.411,0.533,4.22,0.256,0.550,3.33,0,0,0.333,2.54,12.3,0.889,6.89,1.23,6.88,0,0.0833,0,0.267,7.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,15.2,103,0,0,0.267,0,3.24,0.461,12.3,22.7,0.333,0.978,4.33,0.256,0.994,3.36,0,0,0.400,2.95,13.4,0.906,7.86,1.42,7.16,0,0.0833,0,0.267,9.71,1.02
2023-03-11 13:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,14.0,92.8,0,0,0.244,0,2.27,0.456,12.9,19.7,0.411,0.550,4.22,0.256,0.550,3.33,0,0,0.333,2.32,10.7,0.906,6.94,1.20,6.62,0,0.0778,0,0.244,8.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,14.7,102,0,0,0.244,0,3.26,0.444,13.0,22.9,0.333,0.983,4.32,0.256,0.989,3.37,0,0,0.400,3.06,11.4,0.911,7.92,1.40,6.56,0,0.0778,0,0.244,10.3,1.02
2023-03-11 13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.19,85.9,0,0,0.244,0,2.04,0.428,10.7,19.9,0,0.533,3.33,0.244,0.533,3.33,0,0,0.328,2.32,4.43,1.09,6.86,1.20,5.74,0,0.0667,0,0.244,8.23,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,7.69,84.9,0,0,0.244,0,3.20,0.417,11.3,23.3,0,0.983,3.36,0.244,0.983,3.36,0,0,0.394,3.13,5.26,1.18,7.83,1.40,5.63,0,0.0667,0,0.244,10.2,1.02
2023-03-11 13:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.47,81.2,0,0,0.256,0,2.11,0.461,12.2,19.1,0,0.544,3.33,0.256,0.544,3.33,0,0,0.333,2.19,4.36,1.02,6.90,1.23,6.04,0,0.0667,0,0.256,8.04,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,8.72,83.8,0,0,0.256,0,3.16,0.417,11.6,22.1,0,0.989,3.37,0.256,0.989,3.35,0,0,0.400,2.99,5.26,1.14,7.87,1.42,6.16,0,0.0667,0,0.256,9.79,1.01
2023-03-11 13:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.45,85.1,0,0,0.256,0,2.26,0.461,10.4,20.7,0,0.556,3.32,0.244,0.544,3.33,0,0,0.333,2.32,4.35,0.961,6.87,1.20,5.18,0,0.0667,0,0.256,8.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,7.84,85.9,0,0,0.256,0,3.17,0.417,10.7,24.0,0,0.989,3.37,0.244,0.994,3.37,0,0.00556,0.400,3,5.28,0.972,7.84,1.40,5.35,0,0.0667,0,0.256,10.1,1.01
2023-03-11 13:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,14.7,90.6,0,0,0.233,0,2.38,0.444,10.2,19.7,0.389,0.567,4.21,0.222,0.550,3.33,0,0,0.333,2.50,12.2,0.889,6.86,1.20,5.10,0,0.0667,0,0.233,7.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,14.9,102,0,0,0.233,0,3.28,0.422,10.5,23.1,0.333,0.994,4.31,0.222,1,3.36,0,0,0.400,3.13,13.3,0.928,7.83,1.40,5.08,0,0.0667,0,0.233,9.97,1
2023-03-11 13:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,14.5,91.8,0,0,0.233,0,2.03,0.422,11.8,20.1,0.389,0.561,4.22,0.244,0.539,3.33,0,0,0.333,2.26,11.6,0.906,6.96,1.22,5.92,0,0.0667,0,0.233,8.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,15.0,101,0,0,0.233,0,3.08,0.406,11.8,23.3,0.333,1,4.31,0.244,0.989,3.37,0,0,0.400,3.01,12.5,0.933,7.93,1.41,6.14,0,0.0667,0,0.233,10.4,1.01
2023-03-11 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.57,84.9,0,0,0.244,0,2.14,0.411,12.6,20.4,0,0.539,3.33,0.256,0.550,3.33,0,0,0.333,2.39,4.53,0.956,6.97,1.22,6.81,0,0.0667,0,0.244,8.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,8.04,85.8,0,0,0.244,0,3.17,0.394,12.6,23.8,0,0.983,3.34,0.256,1,3.35,0,0,0.400,3.03,5.22,0.978,7.94,1.41,7.23,0,0.0667,0,0.244,10.3,1
2023-03-11 13:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,8.58,80.7,0,0,0.256,0,2.42,0.467,14.0,19.2,0,0.544,3.33,0.256,0.544,3.33,0,0,0.333,2.54,4.49,0.994,6.88,1.17,6.77,0,0.0667,0,0.256,7.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,9.54,90.3,0,0,0.256,0,3.01,0.444,13.5,22.1,0,0.989,3.33,0.256,0.989,3.34,0,0,0.400,2.84,5.25,0.994,7.84,1.36,7.13,0,0.0667,0,0.256,9.76,1
2023-03-11 13:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.48,85.4,0,0.00556,0.244,0,2.44,0.394,12.6,20.8,0.00556,0.556,3.33,0.233,0.550,3.33,0,0,0.333,2.63,4.46,1.03,6.85,1.22,6.84,0,0.0667,0,0.244,8.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.20,87.0,0,0,0.244,0,3.03,0.400,12.4,23.9,0,0.994,3.34,0.233,0.989,3.36,0,0,0.400,2.93,5.27,1.03,7.82,1.41,7.31,0,0.0667,0,0.244,10.2,1.01
2023-03-11 13:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,15.0,90.1,0,0.00556,0.256,0,2.28,0.472,12.3,19.0,0.394,0.556,4.22,0.244,0.544,3.33,0,0,0.333,2.50,12.2,0.889,6.90,1.22,6.35,0,0.0667,0,0.256,7.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,15.8,105,0,0,0.256,0,3.13,0.456,12.4,22.3,0.333,0.989,4.30,0.244,0.989,3.37,0,0,0.400,3.11,13.2,0.900,7.86,1.41,6.34,0,0.0667,0,0.256,9.68,1.02
2023-03-11 13:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,14.7,90.6,0,0,0.244,0,2.36,0.422,11.7,19.7,0.389,0.556,4.22,0.256,0.544,3.33,0,0,0.328,2.71,12.3,0.839,6.86,1.22,6.41,0,0.0667,0,0.244,8.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,15.2,102,0,0,0.244,0,3.02,0.417,12.0,22.6,0.333,0.983,4.30,0.256,0.994,3.35,0,0,0.394,3.04,13.2,0.856,7.83,1.41,6.29,0,0.0667,0,0.244,10.1,1.02
2023-03-11 13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,7.14,86.0,0,0,0.244,0,2.16,0.422,13.2,20.4,0,0.572,3.33,0.233,0.550,3.34,0,0,0.333,2.46,4.50,0.956,6.96,1.22,7.15,0,0.0667,0,0.244,8.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,8.49,86.3,0,0,0.244,0,3.32,0.400,12.3,23.7,0,1,3.37,0.233,0.994,3.34,0,0,0.400,3.23,5.24,0.978,7.93,1.41,7.44,0,0.0667,0,0.244,10.4,1.01
2023-03-11 13:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.42,83.6,0,0,0.233,0,2.25,0.444,12.4,19.8,0,0.550,3.33,0.244,0.533,3.33,0.00556,0,0.333,2.44,4.53,0.972,6.88,1.20,6.94,0,0.0667,0,0.233,7.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,8.02,84.1,0,0,0.233,0,3.32,0.406,12.4,22.9,0,0.994,3.37,0.244,0.978,3.38,0,0,0.400,3.19,5.22,1.07,7.84,1.40,7.29,0,0.0667,0,0.239,9.96,1.01
2023-03-11 13:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.53,86.3,0,0,0.267,0,2.23,0.450,10.8,20.7,0,0.556,3.33,0.267,0.544,3.33,0,0,0.333,2.27,4.47,1.06,6.84,1.22,5.49,0,0.0667,0,0.267,8.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,7.96,86.0,0,0,0.267,0,3.31,0.417,11.2,24.0,0,0.983,3.36,0.267,0.989,3.37,0,0,0.400,3.12,5.24,1.16,7.82,1.41,5.64,0,0.0667,0,0.267,10.2,1.01
2023-03-11 13:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,14.7,89.7,0,0,0.267,0,2.24,0.450,11.8,19.3,0.406,0.572,4.22,0.267,0.550,3.33,0,0,0.333,2.41,13.4,0.956,6.88,1.22,5.94,0,0.0667,0,0.267,8.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,16.6,103,0,0,0.267,0,3.21,0.422,11.4,22.6,0.333,1,4.32,0.267,0.994,3.35,0.00556,0,0.400,3.09,13.2,0.972,7.84,1.41,6.21,0,0.0667,0,0.267,9.77,1.01
2023-03-11 13:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,15.0,90.1,0,0,0.233,0,2.01,0.433,11.6,19.8,0.406,0.544,4.22,0.233,0.550,3.34,0,0,0.333,2.34,13.4,0.839,6.84,1.22,5.98,0,0.0667,0,0.233,8.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,16.5,102,0,0,0.233,0,2.93,0.411,11.6,22.6,0.333,0.989,4.31,0.233,0.989,3.34,0,0,0.400,2.87,13.1,0.861,7.82,1.41,6.19,0,0.0667,0,0.233,10.1,1.01
2023-03-11 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0.00556,8.72,84.5,0,0,0.267,0.00556,2.23,0.422,11.8,19.8,0,0.550,3.34,0.256,0.550,3.33,0,0,0.333,2.35,4.47,0.961,6.96,1.22,4.96,0.00556,0.0722,0,0.267,8.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.644,9.15,92.0,0,0,0.267,0.00556,3.23,0.406,12.0,23.1,0,0.983,3.34,0.256,0.989,3.36,0,0,0.406,3.13,5.24,0.989,7.93,1.41,5.32,0,0.0722,0,0.267,10.2,1.01
2023-03-11 13:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,7.36,79.8,0,0,0.244,0,2.45,0.506,12.1,19.4,0,0.567,3.32,0.256,0.550,3.33,0,0,0.333,2.44,4.52,0.872,6.89,1.22,6.70,0,0.0833,0,0.250,7.91,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,7.73,83.2,0,0,0.244,0,3.12,0.467,12.3,22.4,0,0.994,3.36,0.256,0.989,3.36,0,0,0.400,2.98,5.21,0.878,7.86,1.41,7.12,0.00556,0.0889,0,0.244,9.67,1.01
2023-03-11 13:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.07,83.0,0,0,0.244,0,2.38,0.439,12.7,20.3,0,0.544,3.33,0.244,0.544,3.33,0,0,0.339,2.53,4.47,1.06,6.84,1.22,6.75,0,0.0778,0,0.250,8.26,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.75,89,0,0,0.244,0,2.88,0.417,13.0,23.1,0,0.983,3.36,0.244,0.989,3.34,0,0,0.406,2.86,5.21,1.13,7.82,1.42,6.67,0.00556,0.0833,0,0.244,10.1,1.01
