"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc1cde9a003cb8)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc1cde9a003cb8)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-14 01:52:00,0,9420,35471,159950,0,1734,136,164,32.9,132,1830,71.3,66.3,419,0,6729,78.9,5.43,145,87.7,0,17485,1730,135,31.6,1425,66.5,19,345,0,0,128,173,0,9420,0,17160,74272,0,170,36.6,103,22.7,31.6,2293,70.2,40.6,6286,0,1067,3593,5.74,132,66.6,0,17355,170,31.6,25.5,16349,42.5,38.5,416,0,0,30.3,577,0
2023-03-14 01:54:00,0,10406,36236,157115,0,1934,124,164,32.9,120,1981,297,66.0,418,0,7170,77.7,3.50,145,87.8,0,17472,1948,129,32.0,1601,66.8,19,344,0,0,128,165,0,10406,0,18130,75805,0,151,29.0,103,24.6,29.0,2204,79.5,41.8,6283,0,1138,3547,3.50,134,68.8,0,17348,169,30.3,26.0,16360,42.1,38.5,416,0,0,30.3,580,0
2023-03-14 01:56:00,0,11148,59064,182684,0,1782,130,158,31.5,132,1889,661,66.3,1719,0,6857,76.6,4.43,148,87.8,0,17459,1811,129,32.0,1490,66.3,375,394,0,0,122,21813,0,11148,0,21665,80439,0,154,30.3,89.3,27.2,36.6,2312,90.4,43.2,25654,0,1144,3494,4.86,133,68.0,0,17349,191,30.3,26.0,16359,41.8,669,508,0,0,29.0,24367,0
2023-03-14 01:58:00,0,12021,59344,194855,0,1863,124,164,31.5,121,1940,731,66.0,1721,0,6981,119,5.70,148,87.5,0,17452,1886,135,32.0,1549,65.4,375,400,0,0,133,21804,0,12021,0,22525,81807,0.389,154,29.0,97.6,26.8,33.9,2302,85.9,41.4,25654,0,1084,3624,6.46,132,67.3,0,17344,176,31.6,26.0,16355,40.6,669,510,0,0,31.6,24359,0
2023-03-14 02:00:00,0,12484,36296,156740,0,1932,130,161,33.5,126,1976,296,66.1,419,0.389,7072,81.7,3.27,149,87.7,0,17456,1951,129,31.8,1615,66.1,19,352,0,0,122,159,0,12484,0,20224,78187,0,159,30.3,99.7,24.8,30.3,2203,78.0,40.6,6283,0,1059,3718,3.27,133,67.7,0,17344,180,35.2,25.7,16352,41.4,38.5,427,0,0,29.0,576,0
2023-03-14 02:02:00,0,11524,35781,157540,0,1813,136,161,73.4,126,1882,147,65.9,419,0,6849,79.3,4.07,150,87.7,0,17461,1831,134,31.6,1495,65.9,19.4,348,0,0,128,155,0.389,11524,0,19261,76734,0,150,31.6,93.6,95.4,30.3,2299,75.8,40.6,6285,0,1125,3646,4.49,132,66.9,0,17348,176,36.5,25.5,16357,40.6,38.5,427,0,0,35.2,576,0
2023-03-14 02:04:00,0,12096,35997,157129,0,1880,124,161,53.2,121,1925,219,66.8,418,0,7022,81.7,3.70,148,88.2,0,17479,1910,124,32.0,1559,66.4,19,327,0,0,122,171,0,12096,0,19824,77448,0,155,29.0,93.7,56.9,29.0,2209,73.1,41.4,6284,0,1118,3716,4.13,137,68.4,0,17348,187,29.4,26.0,16366,41.5,38.5,391,0,0,29.0,582,0
2023-03-14 02:06:00,0,12774,59153,188888,0,1881,124,164,55.1,121,1966,225,66.9,1624,0,7022,80.6,5.47,145,87.6,0,17461,1901,117,32.3,1528,67.7,286,391,0,0.389,116,21802,0,12774,0,23116,82130,0,151,29.0,97.8,67.3,29.0,2330,76.9,41.4,25597,0,1093,3685,6.23,132,68.0,0,17335,181,27.7,26.2,16354,42.2,511,503,0,0,27.7,24336,0
2023-03-14 02:08:00,0,11600,59099,190233,0,1809,124,161,57.3,120,1905,142,65.8,1722,0,6929,120,4.30,149,86.8,0,17476,1828,124,32.0,1490,66.2,375,413,0,0,122,21838,0,11600,0,22130,81188,0,156,29.0,93.9,64.8,29.4,2330,71.3,40.3,25664,0,1083,3649,4.69,131,65.8,0,17343,188,29.0,26.0,16360,41.4,669,545,0.389,0,29.0,24380,0
2023-03-14 02:10:00,0,11442,36239,180918,0,1946,125,161,33.6,116,1979,587,66.7,419,0,7167,81.0,3.27,149,87.7,0,17460,1961,118,31.6,1606,66.4,19,334,0,0,122,182,0,11442,0,19164,77487,0,166,29.0,99.2,24.2,27.7,2207,90.7,42.1,6286,0,1110,3634,3.27,132,66.6,0,17353,191,27.7,25.5,16361,41.4,38.5,408,0,0,29.0,591,0
2023-03-14 02:12:00,0,10852,35756,158812,0.389,1797,118,158,32.9,109,1886,147,66.6,418,0,6910,78.6,6.97,148,87.8,0,17478,1808,124,31.6,1483,66.3,19,351,0,0,117,173,0,10852,0,18575,75993,0,154,27.7,90.0,23.2,26.3,2300,76.2,42.1,6283,0,1110,3593,12.7,134,67.7,0,17350,170,29.0,25.5,16374,42.1,38.5,433,0,0,27.7,581,0
2023-03-14 02:14:00,0,12720,36013,155587,0.389,1866,124,163,32.1,121,1930,220,66.5,420,0,6972,80.7,2.30,149,87.1,0,17481,1883,118,31.6,1563,65.8,19,331,0,0,111,170,0,12720,0,20453,78080,0,161,29.0,95.2,21.9,29.0,2209,73.9,41.8,6285,0,1113,3640,2.30,132,66.9,0,17342,189,27.7,25.5,16357,41.7,38.5,394,0,0,26.3,579,0
2023-03-14 02:16:00,0,12171,42775,169287,0,1952,129,162,31.5,126,2027,296,65.8,694,0,7078,80.7,3.29,148,85.4,0,17471,1972,129,31.6,1605,66.5,19,356,0,0,122,6362,0,12171,0,20540,78794,0,172,30.3,95.1,20.9,30.3,2337,79.5,40.4,11772,0,1084,3647,2.90,134,64.4,0,17338,199,30.3,25.5,16349,41.7,38.5,442,0,0,29.0,7389,0
2023-03-14 02:18:00,0,10577,58691,183279,0,1729,130,160,30.7,132,1844,79.8,65.8,1729,0,6702,119,4.92,149,86.5,0,17492,1741,124,31.6,1395,65.5,375,425,0,0,117,21678,0,10577,0,21071,79566,0,166,30.3,92.3,20.1,31.6,2344,74.7,40.6,25512,0,1085,3631,10.4,134,65.1,0,17355,183,29.0,25.5,16354,41.4,669,554,0,0,27.7,24235,0
2023-03-14 02:20:00,0,10029,36203,156501,0,1931,130,161,31.5,132,1979,287,66.2,421,0,7126,83.6,5.37,150,87.9,0,17476,1957,135,31.8,1600,65.5,19,327,0,0,133,163,0,10029,0,17734,75422,0,153,30.3,99.4,22.1,31.6,2226,73.9,41,6283,0,1138,3705,5.73,133,68.0,0,17351,184,31.6,25.7,16366,41.4,38.5,392,0,0,31.6,586,0
2023-03-14 02:22:00,0,9276,35735,161270,0,1803,136,159,32.9,126,1893,147,66.1,418,0,6917,81.3,6.17,149,87.5,0,17461,1827,129,31.8,1498,66.0,19,354,0,0,133,158,0,9276,0,17025,74602,0,170,32.0,90.1,23.7,30.3,2315,76.2,40.6,6284,0,1118,3732,6.92,131,68.8,0,17348,194,30.3,25.7,16366,41,38.5,442,0,0,32.0,578,0
2023-03-14 02:24:00,0,10196,36201,157756,0,1891,136,164,58.0,137,1926,220,66.3,421,0,7062,79.5,3.50,145,87.9,0,17459,1910,128,32.0,1580,66.0,19,332,0,0,127,165,0,10196,0,17947,75971,0,199,31.6,97.6,64.9,32.9,2214,73.5,42.5,6281,0,1115,3656,3.50,133,68.0,0,17346,222,30.3,26.0,16373,41.4,38.9,396,0,0,30.3,571,0
2023-03-14 02:26:00,0,12463,36562,160688,0,1951,124,162,34.2,126,2020,3968,66.4,422,0,7160,78.4,4.07,147,87.6,0,17465,1978,135,32.7,1616,66.3,19,350,0,0,128,179,0,12463,0,20192,78540,0,203,29.0,94.0,24.0,30.3,2328,122,41.7,6281,0,1108,3639,4.49,136,66.6,0,17348,234,31.6,26.2,16386,42.2,38.5,428,0,0,30.3,586,0
2023-03-14 02:28:00,0,12475,59046,182362,0,1737,119,164,31.5,121,1844,79.4,65.9,1722,0,6798,119,5.10,145,87.5,0,17454,1754,124,32.0,1460,66.2,375,416,0,0,128,22007,0,12475,0,23002,82145,0,203,27.7,103,21.7,29.0,2325,75.1,41,25827,0,1169,3703,5.92,134,66.6,0,17346,225,29.0,26.0,16386,43.3,669,548,0,0,30.3,24544,0
2023-03-14 02:30:00,0,10554,36202,156798,0,1944,124,163,31.5,126,1969,288,65.8,422,0,7137,81.4,3.93,146,87.7,0,17448,1962,129,31.6,1655,66.8,19,327,0,0,122,160,0,10554,0,18300,76357,0,197,29.0,101,21.0,30.3,2194,75.0,40.3,6287,0,1147,3658,4.30,132,66.9,0,17338,220,30.3,25.5,16386,42.9,38.5,391,0,0,29.0,579,0
2023-03-14 02:32:00,0,10200,35754,157224,0,1791,130,161,32.9,121,1889,147,66.6,420,0,6813,79.5,2.90,145,87.5,0,17460,1815,135,31.6,1513,65.9,19,355,0,0,128,152,0,10200,0,17961,75361,0,168,30.3,93.8,22.7,29.0,2307,76.6,42.2,6285,0,1094,3708,2.90,132,66.9,0,17346,197,31.6,25.5,16361,40.6,38.5,437,0,0,30.3,575,0
2023-03-14 02:34:00,0,12733,36004,165392,0,1892,119,158,30.7,121,1919,230,66.6,418,0,6996,79.9,4.43,145,87.3,0,17467,1903,130,31.6,1576,66.1,19,348,0,0,128,162,0,12733,0,20481,78254,0,178,27.7,90.6,20.1,29.0,2207,85.1,41.8,6285,0,1124,3662,4.86,133,67.3,0,17338,193,30.3,25.5,16354,40.6,38.5,426,0,0,30.3,584,0
2023-03-14 02:36:00,0,13923,36308,171810,0,1957,124,163,30.7,121,2007,291,66.6,418,0,7153,78.8,3.70,144,87.5,0,17459,1979,124,31.6,1600,66.0,19,333,0.389,0,122,160,0,13923,0,21625,79870,0,191,29.0,95.6,20.4,29.0,2315,82.4,41,6283,0.389,1143,3646,4.09,134,66.6,0,17334,224,29.0,25.5,16384,41,38.5,409,0,0,29.0,587,0
2023-03-14 02:38:00,0,12715,58918,210524,0,1728,130,167,32.9,121,1839,1668,67.2,1720,0,6787,116,4.30,144,87.3,0,17466,1759,129,31.6,1439,65.9,375,419,0.389,0,128,21873,0,12715,0,23241,82642,0,166,35.2,107,23.1,29.0,2326,96.1,41.7,25727,0.389,1125,3613,4.67,132,66.2,0,17334,206,30.3,25.5,16366,41.4,669,556,0,0.389,30.3,24440,0
2023-03-14 02:40:00,0,11839,46617,192633,0,1965,130,161,32.3,126,1979,2094,66.1,1192,0,7147,81.0,2.67,144,87.7,0.389,17456,1980,129,31.6,1658,66.0,375,384,0,0,128,9465,0,11839,0,21124,80270,0,166,35.2,99.6,22.3,30.3,2206,105,41,14687,0,1109,3642,2.67,133,66.2,0,17336,183,30.3,25.5,16347,41.4,669,491,0,0.389,30.3,10800,0
2023-03-14 02:42:00,0.389,12059,35765,157369,0,1790,119,162,30.7,116,1887,365,66.3,421,0,6870,81.1,3.03,141,87.9,0.389,17458,1803,123,31.6,1514,66.2,19,345,0,0,121,180,0,12059,0.389,19814,77341,0,144,27.7,99.1,19.7,27.7,2314,85.9,41,6283,0,1114,3687,3.03,135,66.2,0.389,17346,163,29.0,25.5,16348,40.7,38.5,427,0,0,29.0,589,0
2023-03-14 02:44:00,0.389,11580,36003,157827,0,1900,130,162,30.7,126,1921,227,66.2,419,0,7054,81.6,4.17,143,86.9,0,17472,1903,118,31.8,1541,65.8,19,348,0,0,117,175,0,11580,0.389,19294,76811,0,168,30.3,95.6,20.8,30.3,2206,76.9,41,6284,0,1145,3703,4.59,136,65.5,0.389,17345,175,27.7,25.7,16354,40.3,38.5,427,0,0,27.7,580,0
2023-03-14 02:46:00,0,12757,36326,164174,0,1939,130,163,32.1,121,2031,286,66.5,419,0,7155,80,6.04,144,86.7,0,17469,2005,129,32.3,1611,65.3,19,360,0,0,128,168,0,12757,0,20486,78610,0,156,30.3,95.3,22.6,33.9,2338,72.4,41,6285,0,1104,3646,6.79,135,65.5,0,17339,204,30.3,26.2,16357,39.9,38.5,454,0,0,30.3,572,0.389
2023-03-14 02:48:00,0,12566,58890,185367,0,1702,124,161,33.5,120,1844,78.7,66.2,1720,0,6707,122,4.64,142,87.7,0,17437,1721,129,32.3,1423,65.7,375,420,0,0,122,21859,0,12566,0,23057,81849,0,162,29.0,94.5,29.5,29.0,2336,73.6,40.6,25688,0,1062,3773,5,134,66.2,0,17328,194,35.2,26.2,16354,41,669,556,0,0,29.0,24408,0
2023-03-14 02:50:00,0,11513,59304,182383,0,1874,124,163,32.1,126,1917,228,66.4,1723,0,7018,80.7,5,142,87.1,0,17457,1883,124,31.8,1548,66.0,375,394,0,0,122,21860,0,11513,0,22002,80997,0,172,29.0,102,22.6,30.3,2210,78.0,41.4,25690,0,1093,3635,5.82,133,65.5,0,17337,175,33.9,25.7,16344,40.3,669,515,0,0,33.9,24416,0
2023-03-14 02:52:00,0,11390,35723,159172,0,1786,124,157,30.7,121,1878,431,66.5,421,0,6875,79.9,5.67,144,85.8,0,17463,1810,124,31.6,1483,65.5,19,337,0,0,128,167,0,11390,0,19122,76598,0,154,29.0,88.2,19.7,29.0,2305,84.0,41.5,6284,0,1081,3662,6.47,133,64.7,0,17338,182,29.0,25.5,16347,39.9,38.5,407,0,0,35.2,589,0
2023-03-14 02:54:00,0,9809,35702,154608,0,1812,130,163,31.5,126,1853,659,66.6,422,0,6935,79.6,5.57,143,85.9,0,17476,1838,124,31.6,1504,65.5,19,344,0,0,122,174,0,9809,0,17561,74935,0,177,30.3,95.7,25.5,30.3,2199,90.8,42.6,6281,0,1113,3610,6.32,140,65.1,0,17358,218,29.0,25.5,16353,41.4,38.5,423,0,0,29.0,582,0
2023-03-14 02:56:00,0,12561,36291,159929,0,1930,124,163,32.1,115,2019,796,66.1,418,0,7122,79.2,3.94,147,87.7,0,17459,1934,123,31.6,1610,65.8,19,340,0,0,122,169,0,12561,0,20291,78253,0,177,29.0,95.6,22.0,27.7,2337,88.1,41.7,6285,0,1095,3593,4.32,138,66.6,0,17343,193,29.0,25.5,16359,41,38.5,418,0,0,29.0,576,0
2023-03-14 02:58:00,0,13583,58406,206436,0,1774,119,162,32.1,121,1898,146,65.8,1398,0,6838,120,2.90,145,87.4,0,17451,1792,118,31.6,1475,66.1,70.5,378,0,0,117,21702,0,13583,0,23557,82751,0,163,27.7,96.5,22.3,29.0,2337,75.1,40.6,25436,0,1061,3732,2.90,132,66.2,0,17337,180,27.7,25.5,16338,41.0,130,486,0,0,27.7,24222,0
2023-03-14 03:00:00,0,11758,59282,180822,0,1848,124,163,30.7,116,1909,227,66.1,1723,0.389,6976,82.2,5.33,143,87.4,0,17472,1881,128,31.6,1543,66.6,375,398,0,0,121,21828,0,11758,0,22256,81101,0,165,29.0,101,20.4,27.7,2196,76.6,41.4,25653,0,1070,3666,6.26,133,66.6,0,17350,200,30.7,25.5,16353,42.5,669,521,0,0,29.0,24375,0
2023-03-14 03:02:00,0,11454,36010,158872,0,1857,130,161,32.1,121,1950,216,65.3,419,0.389,6974,79.1,6.13,148,87.6,0,17461,1884,124,31.6,1583,66.1,19.4,344,0,0.389,122,178,0.389,11454,0,19199,76930,0.389,167,30.3,93.9,22.6,29.0,2295,72.0,40.3,6288,0,1068,3601,12.9,135,66.9,0,17339,196,29.4,25.5,16362,42.1,38.5,413,0,0,29.0,581,0
2023-03-14 03:04:00,0,10704,35453,152135,0,1702,141,160,31.5,137,1799,2354,65.8,419,0,6674,81.2,3.50,146,87.5,0,17461,1720,135,31.8,1450,66.6,19.4,344,0,0.389,132,170,0.389,10704,0,18465,75621,0.389,165,32.9,92.0,22.1,33.3,2202,99.0,41.4,6286,0,1084,3665,3.50,135,66.9,0,17335,189,31.6,25.7,16344,41,38.5,415,0.389,0,31.6,576,0
2023-03-14 03:06:00,0,14278,36344,162089,0,1940,141,163,31.5,126,2031,2576,67.7,420,0,7148,79.7,4.53,147,87.6,0,17449,1961,140,32.3,1617,67.5,19.0,357,0,0,145,166,0,14278,0,22001,80341,0,191,32.9,95.6,21.0,30.7,2368,108,42.9,6281,0,1131,3664,10.1,133,67.7,0,17338,210,32.9,26.2,16376,42.2,38.5,437,0.389,0,34.2,588,0
2023-03-14 03:08:00,0,12818,42073,170094,0,1786,130,161,30.7,126,1905,138,65.5,671,0,6958,119,6.14,150,87.6,0,17483,1812,129,32.3,1506,66.4,19,367,0,0,128,6147,0,12818,0,21182,79520,0,191,30.3,94.3,20.4,30.3,2348,71.0,41.1,11604,0,1114,3684,12.0,131,68.0,0,17349,219,30.3,26.2,16379,42.1,38.5,459,0,0,30.3,7145,0
2023-03-14 03:10:00,0,10474,59260,181091,0,1878,125,164,32.1,116,1928,228,65.6,1722,0,6967,84.7,5.11,147,87.6,0,17463,1901,118,31.8,1568,66.4,375,384,0,0,117,21818,0,10474,0,21004,80171,0,200,29.0,103,23.0,27.7,2201,77.7,41.1,25668,0,1098,3749,5.39,132,67.7,0,17341,230,27.7,25.7,16383,41.7,669,497,0,0,27.7,24380,0
2023-03-14 03:12:00,0,12114,36277,160435,0.389,1945,124,162,34.3,121,2007,287,66.2,422,0,7116,78.9,3.27,145,87.7,0,17450,1960,118,31.6,1627,66.0,19,331,0,0,117,149,0,12114,0,19847,78090,0,205,29.0,101,25.0,29.0,2293,73.1,41.4,6289,0,1131,3715,3.27,137,67.7,0,17336,226,27.7,25.5,16385,41,38.5,401,0,0,27.7,575,0
2023-03-14 03:14:00,0,10386,35452,153759,0,1707,130,163,30.7,126,1788,299,65.9,420,0,6656,77.8,3.50,145,87.4,0,17454,1729,124,31.8,1424,66.1,19,350,0,0,128,151,0,10386,0,18127,75441,0,182,30.3,95.5,20.8,30.3,2189,91.9,41.4,6287,0,1100,3615,3.50,133,67.3,0,17343,216,29.0,25.7,16374,42.5,38.5,425,0,0,30.3,583,0
2023-03-14 03:16:00,0,12905,36329,160065,0,1935,130,163,31.5,121,2004,297,66.0,418,0,7097,78.2,7.36,147,87.4,0,17469,1947,118,32.3,1586,65.9,19,351,0,0,122,181,0,12905,0,20628,78827,0,193,30.3,95.5,21.7,29.0,2317,79.5,41.5,6284,0,1118,3586,8.16,134,66.9,0,17344,211,27.7,26.2,16383,41.7,38.5,437,0,0,29.0,594,0
2023-03-14 03:18:00,0,11202,35792,157378,0,1788,141,162,33.7,137,1878,139,66.0,415,0,6868,118,4.17,148,87.4,0,17470,1800,128,32.3,1483,66.6,19,360,0,0,122,175,0,11202,0,18952,76593,0,193,32.9,94.7,25.1,32.9,2313,71.7,41,6285,0,1095,3647,4.59,133,66.9,0,17350,212,30.3,26.2,16376,41,38.5,445,0,0,29.9,576,0
2023-03-14 03:20:00,0,11080,59245,204910,0,1852,136,160,30.7,132,1922,228,66.1,1719,0,6986,80.5,4.67,148,87.5,0,17474,1881,140,31.8,1595,66.6,375,397,0,0,133,21808,0,11080,0,21621,81351,0,179,32.0,97.6,20.1,31.6,2211,77.3,41.7,25640,0,1126,3589,5.03,132,66.6,0,17353,208,32.9,25.7,16391,41,669,505,0,0,32.0,24344,0
2023-03-14 03:22:00,0,10366,36236,162218,0,1950,124,165,30.7,121,2004,1688,66.5,421,0,7154,78.4,5.81,148,86.7,0,17480,1961,124,31.6,1625,66.2,19,344,0,0,122,162,0,10366,0,18111,76330,0,208,29.4,103,20.4,29.0,2300,96.4,41.7,6282,0,1083,3630,5.86,132,65.8,0,17353,226,29.0,25.5,16383,41.7,38.5,417,0,0,29.4,583,0
2023-03-14 03:24:00,0,9553,35392,154737,0,1740,129,167,32.9,120,1790,70.2,66.5,419,0,6755,80.8,5.80,145,87.3,0,17450,1739,124,31.6,1438,66.3,19,325,0,0,128,160,0,9553,0,17267,74609,0,207,30.3,101,24.0,29.0,2188,69.8,41.4,6279,0,1105,3716,5.92,133,67.7,0,17333,210,29.0,25.5,16392,41.4,38.5,383,0,0,30.3,582,0
2023-03-14 03:26:00,0,12141,36396,160064,0,1952,124,157,32.9,126,2012,810,65.8,419,0,7140,80.2,4.29,146,87.7,0,17476,1963,129,31.6,1649,67.3,19,349,0,0,128,158,0,12141,0,19890,78050,0,206,34.7,88.0,23.9,30.3,2325,93.7,41,6279,0,1134,3679,4.73,133,67.7,0,17348,224,30.3,25.5,16497,42.1,38.5,428,0,0,30.3,578,0
2023-03-14 03:28:00,0,12757,35834,167993,0,1799,130,160,32.5,121,1893,2248,66.1,421,0,6924,118,3.93,147,87.0,0,17473,1821,129,31.6,1508,66.5,19,362,0,0,128,150,0,12757,0,20500,78425,0,193,36.1,92.7,22.2,29.0,2319,107,41.7,6281,0,1138,3718,4.41,132,66.2,0,17352,215,30.3,25.5,16385,42.6,38.9,447,0,0,30.3,576,0
2023-03-14 03:30:00,0,10642,59362,181247,0,1870,130,166,31.1,116,1918,1824,66.6,1721,0,6995,82.1,3.73,146,86.2,0,17467,1898,124,32.0,1560,65.8,375,397,0,0,122,21919,0,10642,0,21168,80394,0,196,30.3,105,20.1,27.7,2203,98.3,42.5,25753,0,1142,3681,3.73,135,65.5,0,17342,229,29.0,26.0,16383,41,669,507,0,0,29.0,24465,0
2023-03-14 03:32:00,0,10301,46206,171571,0,1945,130,164,31.5,126,1997,294,66.0,1172,0,7135,81.7,6.97,149,87.6,0,17477,1960,129,32.3,1622,67.1,375,399,0,0,122,9057,0,10301,0,19546,78415,0,200,30.3,98.1,21.6,30.3,2301,77.7,40.6,14255,0,1137,3779,8.47,134,67.3,0,17360,216,30.3,26.2,16386,41.8,669,516,0,0,29.0,10333,0
2023-03-14 03:34:00,0,10622,35461,152603,0,1746,141,159,33.6,132,1785,70.6,66.8,420,0,6751,80.6,4.40,148,87.9,0,17466,1758,135,32.4,1458,66.9,19,332,0.389,0,128,182,0,10622,0,18365,75883,0,204,32.9,89.9,28.7,36.6,2190,69.8,41.1,6282,0,1166,3686,4.77,131,67.3,0,17357,226,31.6,26.0,16399,41.1,38.5,399,0,0,30.3,586,0
2023-03-14 03:36:00,0,12217,36062,160989,0,1883,130,165,32.1,126,1958,228,66.6,421,0,7045,79.9,3.97,146,87.6,0,17472,1903,129,31.6,1558,66.0,19,346,0,0,132,173,0,12217,0,19958,78040,0,201,30.3,105,22.8,30.3,2334,78.0,42.2,6282,0,1116,3640,3.97,132,67.7,0,17350,222,35.2,25.5,16395,41,38.5,429,0,0,31.6,581,0
2023-03-14 03:38:00,0,13376,35858,161887,0,1794,129,168,31.5,131,1903,147,65.8,420,0,6980,119,3.73,147,88.1,0,17465,1822,129,31.6,1495,66.7,19,376,0,0,122,178,0,13376,0,21117,79199,0,180,30.3,109,20.9,31.6,2332,75.5,41,6283,0,1122,3634,3.73,133,67,0.389,17334,213,35.8,25.5,16387,41,38.5,475,0,0,34.7,581,0
2023-03-14 03:40:00,0.389,11707,59216,184821,0,1877,130,161,32.1,121,1921,219,66.0,1720,0,6987,80.7,7.33,151,88.4,0,17471,1887,129,32.0,1579,66.1,375,375,0,0,133,21769,0,11707,0.389,22228,81342,0,185,30.3,93.9,22.7,29.0,2203,72.0,40.6,25596,0,1112,3595,8.51,140,67.2,0,17336,193,30.3,26.0,16382,40.6,669,471,0,0.389,37.3,24315,0
2023-03-14 03:42:00,0,10942,59521,190071,0,1963,124,159,55.0,116,1989,588,66.5,1723,0,7160,80.3,5.33,146,88.7,0,17462,1981,124,32.3,1661,66.3,375,400,0,0,122,21761,0,10942,0,21498,80973,0,180,29.0,90.0,66.4,27.7,2281,91.5,41.7,25600,0,1117,3640,6.14,140,66.6,0,17343,215,29.0,26.2,16380,41,669,516,0,0,29.0,24319,0
2023-03-14 03:44:00,0,8890,35676,153639,0,1807,124,167,58.7,121,1854,138,66.1,421,0,6860,79.6,4.67,144,88.1,0.389,17463,1827,118,32.0,1502,65.9,19,342,0,0,117,165,0,8890,0,16640,73884,0,165,29.0,101,69.8,29.0,2197,70.6,41.4,6284,0.389,1112,3692,5.03,133,66.6,0,17344,199,27.7,26.0,16356,41,38.5,414,0,0,27.7,587,0
2023-03-14 03:46:00,0,12500,36067,182779,0,1865,119,161,32.1,116,1971,228,66.3,421,0,6998,81.8,4.30,145,88.1,0.389,17474,1934,124,31.6,1563,66.3,19,363,0,0,122,175,0,12500,0,20240,78500,0,156,27.7,99.4,21.8,27.7,2332,77.3,41,6282,0.389,1073,3789,5.06,133,67.7,0,17353,206,29.0,25.5,16368,40.6,38.5,458,0,0,29.0,580,0
2023-03-14 03:48:00,0,13444,36112,159458,0,1896,119,157,54.7,121,1958,224,66.2,420,0,7094,120,5.70,148,87.8,0,17450,1919,124,31.6,1576,66.2,19,376,0,0,122,172,0,13444,0,21183,79076,0,160,27.7,88.3,62.4,29.0,2326,76.2,40.6,6283,0,1143,3707,6.90,134,67.3,0,17342,193,29.0,25.5,16364,41.4,38.5,471,0,0,29.0,578,0
2023-03-14 03:50:00,0,9887,54485,173489,0,1746,124,162,59.2,126,1790,69.5,66.6,1193,0,6761,83.5,3.57,152,87.5,0,17471,1766,123,32.0,1461,66.0,19,333,0,0,122,18372,0,9887,0,19478,77549,0,179,29.0,95.9,67.1,30.3,2196,69.1,41,22454,0,1141,3712,3.99,132,66.2,0,17351,205,29.0,26.0,16368,41.7,38.5,404,0,0,29.0,20595,0.389
2023-03-14 03:52:00,0,11361,59720,189152,0,1938,136,167,31.5,132,2000,515,66.6,1722,0,7196,79.9,5.34,148,88.0,0,17483,1970,124,32.3,1676,66.1,375,397,0,0,128,21935,0,11361,0,21939,81512,0,175,31.6,101,21.7,31.6,2302,96.3,41,25755,0,1112,3693,11.2,130,67.3,0,17350,207,29.0,26.2,16382,42.1,669,508,0,0,30.3,24526,0.389
