"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-16 18:20:00,17907712,327217152,68571136,4145152,217042944,39145472,64585728,10387456,257900544,262062080,23883776,266813440,20307968,8204288,9515008,8245248,12779520,9011200,8970240,8921088,11694080,9146368,10014720,8716288,8384512,8462336,8376320,18165760,17838080,18251776,60497920,49872896,66531328,38588416,65724416,13213696,9625600,6610944,6701056,6602752,4788224,4792320,4849664,7606272,66535424,69107712,41803776,43962368,14909440,14594048,14946304,10625024,55185408,52117504,51326976,2621440,20635648,293384192,67801088,3969024,275316736,1382313984,6356992,6602752,7282688,8019968,271327232,89006080,721707008,886099968,814436352,119279616,16388096,36192256,648761344,11730944,11776000,11575296,53620736,2658304,293068800,610304,606208,618496,286720,43835392,62177280,5427200,33263616,278528
2023-03-16 18:22:00,19472384,327217152,68571136,4206592,217042944,38477824,64622592,10387456,260395008,262057984,22966272,266805248,20971520,8204288,9515008,8245248,12779520,9011200,8970240,8921088,11702272,9146368,10014720,8716288,8388608,8462336,8376320,18157568,17879040,18251776,60502016,50790400,66908160,38588416,72007680,13217792,9658368,6610944,6701056,6602752,4792320,4792320,4849664,7606272,66531328,69107712,41803776,43962368,14909440,14594048,14946304,10625024,55193600,52117504,51326976,2621440,21786624,293384192,67805184,3944448,274472960,1527447552,6529024,6463488,7274496,7602176,271327232,89006080,752148480,886108160,814436352,112988160,16384000,36192256,641011712,13189120,11276288,11206656,53620736,2658304,293068800,610304,606208,618496,286720,44564480,62177280,5427200,33259520,278528
2023-03-16 18:24:00,18776064,327217152,68788224,4206592,217042944,38576128,64569344,10391552,261091328,258068480,24743936,262246400,20975616,8204288,9515008,8245248,12779520,9011200,8974336,8921088,11874304,9072640,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,60502016,50794496,67538944,38588416,66777088,13246464,9625600,6610944,6701056,6602752,4788224,4796416,4849664,7606272,66535424,69111808,41807872,43962368,14913536,14594048,14946304,10625024,55320576,52117504,51331072,2621440,20807680,293384192,67809280,3936256,261251072,1199226880,6537216,6594560,7192576,7565312,271327232,89014272,711909376,886231040,814436352,115433472,16388096,36548608,625590272,12042240,11440128,13840384,53514240,2658304,293068800,610304,606208,618496,286720,54534144,62177280,5369856,33259520,278528
2023-03-16 18:26:00,19533824,327217152,68788224,4202496,217042944,38633472,64614400,10391552,262057984,260923392,24154112,262778880,20979712,8204288,9519104,8245248,12779520,9011200,8970240,8921088,11784192,9072640,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,60497920,50069504,68395008,38592512,65847296,13246464,9658368,6615040,6701056,6602752,4788224,4796416,4849664,7606272,66662400,69107712,41807872,43962368,14913536,14594048,14946304,10625024,55189504,52117504,51331072,2621440,20611072,293384192,67805184,3969024,270077952,1532252160,6602752,6520832,7208960,7602176,271327232,89018368,706805760,887427072,814436352,114429952,16388096,35000320,653840384,13455360,11358208,11489280,53514240,2662400,293068800,610304,606208,618496,286720,49868800,62177280,5369856,33259520,278528
2023-03-16 18:28:00,20463616,327217152,68792320,4206592,217042944,38670336,64667648,10387456,262029312,258990080,24154112,262967296,21032960,8208384,9568256,8245248,12779520,9011200,8974336,8921088,11747328,9072640,10014720,8720384,8384512,8462336,8376320,18157568,17838080,18251776,91017216,50069504,68759552,38588416,68296704,13250560,9625600,6615040,6696960,6602752,4788224,4796416,4849664,7606272,66527232,69103616,41803776,43962368,14913536,14594048,14946304,10625024,55193600,52117504,51331072,2621440,20221952,293384192,67805184,3973120,270131200,1167314944,6668288,6840320,7233536,7593984,271327232,89006080,735637504,887427072,814432256,115544064,16388096,35643392,653721600,12173312,11259904,11501568,53514240,2662400,293068800,610304,606208,618496,286720,43659264,62177280,5394432,33267712,278528
2023-03-16 18:30:00,20578304,327217152,68792320,4141056,217042944,38670336,64716800,10387456,262828032,258863104,24158208,263966720,20729856,8208384,9670656,8245248,12779520,9011200,8970240,8921088,11747328,9072640,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,64598016,50069504,68448256,38588416,69791744,13348864,9625600,6610944,6701056,6602752,4788224,4796416,4849664,7606272,66535424,69111808,41807872,43962368,14909440,14594048,14946304,10625024,55193600,52121600,51331072,2621440,20750336,293384192,67805184,3973120,270667776,1332191232,6676480,6766592,7348224,7593984,271327232,89006080,718553088,886095872,814436352,114921472,16388096,34852864,657047552,11624448,11415552,12972032,53514240,2789376,293068800,610304,606208,618496,286720,43655168,62177280,5423104,33259520,278528
2023-03-16 18:32:00,20393984,327217152,68788224,4141056,217042944,39477248,64720896,10387456,258199552,259280896,24158208,264503296,19492864,8228864,9613312,8245248,12779520,9011200,8970240,8921088,11751424,9072640,10014720,8716288,8384512,8462336,8376320,18153472,17838080,18255872,60461056,50069504,68538368,38588416,66646016,13348864,9625600,6615040,6701056,6602752,4792320,4792320,4849664,7606272,66527232,69111808,41803776,43966464,14909440,14594048,14946304,10625024,55193600,52121600,51326976,2621440,21258240,293384192,67805184,3944448,279416832,1466077184,6447104,6414336,7290880,8187904,271327232,89006080,734400512,885645312,813129728,114728960,16392192,34848768,653627392,11796480,11304960,12136448,53514240,2658304,293068800,610304,606208,618496,286720,43651072,62177280,5443584,33378304,278528
2023-03-16 18:34:00,19365888,327208960,68698112,4169728,217042944,37269504,64684032,10387456,259743744,259305472,24702976,261373952,19755008,8228864,9646080,8245248,12779520,9011200,8970240,8921088,11751424,9076736,10014720,8720384,8388608,8462336,8376320,18157568,17838080,18255872,60456960,50073600,70602752,38588416,66928640,13348864,9625600,6615040,6696960,6602752,4788224,4796416,4849664,7606272,66535424,69111808,41807872,43962368,14909440,14598144,14950400,10625024,55193600,52121600,51331072,2621440,20488192,293384192,67805184,3932160,264470528,1193684992,6660096,6602752,7348224,7618560,271323136,89006080,708784128,885780480,813293568,115113984,16392192,34983936,646586368,11321344,11366400,11173888,53514240,2789376,293068800,610304,606208,618496,286720,52482048,62177280,5447680,33259520,278528
2023-03-16 18:36:00,19910656,327208960,68730880,4169728,217042944,38174720,64692224,10387456,260268032,258744320,25321472,264794112,19374080,8228864,9650176,8245248,12783616,9011200,8970240,8921088,11755520,9072640,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,60461056,49938432,71319552,38588416,67837952,13348864,9625600,6615040,6701056,6602752,4788224,4796416,4849664,7606272,66531328,69111808,41811968,43962368,14909440,14598144,14946304,10625024,55189504,52117504,51331072,2621440,20467712,293384192,67936256,3948544,264519680,1246691328,6447104,6520832,7266304,7651328,271327232,89006080,704942080,886312960,813297664,113332224,16384000,34979840,671633408,13254656,11427840,13594624,53514240,2658304,293068800,610304,606208,618496,286720,51294208,62177280,5394432,33259520,278528
2023-03-16 18:38:00,19914752,327208960,68857856,4169728,217042944,38838272,64692224,10387456,260390912,259055616,25354240,265412608,20549632,8228864,9580544,8249344,12779520,9011200,8970240,8921088,11755520,9105408,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,69722112,50397184,71450624,38588416,69816320,13344768,9625600,6615040,6696960,6602752,4792320,4796416,4849664,7606272,66531328,69111808,41807872,43966464,14909440,14598144,14946304,10625024,55193600,52117504,51326976,2621440,20881408,293384192,67805184,3944448,255389696,1210380288,6463488,6594560,7299072,8077312,271327232,89010176,750215168,886312960,813309952,115281920,16384000,35643392,660443136,11771904,10915840,11169792,53514240,2789376,293068800,610304,606208,618496,286720,44027904,62177280,5419008,33259520,278528
2023-03-16 18:40:00,19906560,327208960,68726784,4153344,217042944,38838272,64581632,10387456,260448256,259444736,24002560,263512064,21237760,8228864,9580544,8249344,12779520,9011200,8970240,8921088,11755520,9109504,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18255872,60645376,50003968,71766016,38588416,71430144,13348864,9625600,6615040,6696960,6602752,4788224,4792320,4849664,7606272,66531328,69111808,41807872,43962368,14913536,14594048,14950400,10625024,55189504,52121600,51335168,2621440,21147648,293384192,67805184,3948544,261353472,1334423552,6356992,6557696,7217152,7761920,271323136,89001984,719519744,886317056,813957120,113565696,16384000,34512896,653348864,11698176,11644928,11612160,53514240,2658304,293068800,610304,606208,618496,286720,44027904,62177280,5451776,33259520,278528
2023-03-16 18:42:00,19304448,327208960,68726784,4145152,217042944,38899712,64577536,10387456,261320704,258785280,24027136,261341184,20439040,8228864,9580544,8245248,12779520,9011200,8970240,8921088,11673600,9109504,10014720,8716288,8384512,8462336,8376320,18153472,17838080,18251776,60645376,50003968,72232960,38588416,66400256,13348864,9625600,6610944,6696960,6602752,4788224,4800512,4849664,7606272,66527232,69111808,41803776,43962368,14913536,14594048,14950400,10625024,55189504,52248576,51331072,2621440,21381120,293384192,67805184,3944448,261738496,1588690944,6610944,6471680,7274496,8249344,271323136,89006080,734003200,886308864,814096384,115429376,16392192,34959360,639967232,11706368,11395072,14557184,53514240,2658304,293068800,610304,606208,618496,286720,43634688,62177280,5476352,33259520,278528
2023-03-16 18:44:00,17969152,327221248,68530176,4186112,217042944,39567360,64577536,10391552,261472256,262914048,24043520,261988352,19521536,8228864,9580544,8245248,12783616,9011200,8970240,8921088,11673600,9105408,10014720,8716288,8384512,8462336,8376320,18157568,17883136,18251776,60518400,50003968,74096640,38588416,66818048,13348864,9625600,6615040,6701056,6602752,4788224,4796416,4849664,7606272,66531328,69111808,41803776,43962368,14913536,14594048,14950400,10625024,55189504,52121600,51331072,2621440,20434944,293384192,67936256,3948544,270958592,1228390400,6520832,6451200,7233536,7639040,271323136,89001984,704192512,886312960,813965312,114429952,16179200,35618816,400105472,12001280,11350016,11259904,53514240,2658304,293068800,610304,606208,618496,286720,53080064,62177280,5472256,33259520,278528
2023-03-16 18:46:00,18624512,327221248,68726784,4214784,217042944,38326272,64581632,10391552,261349376,260796416,24043520,263618560,19730432,8228864,9580544,8245248,12779520,9011200,8974336,8925184,11673600,9105408,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,60518400,50003968,74706944,38588416,65937408,13344768,9625600,6615040,6696960,6602752,4788224,4796416,4849664,7606272,66535424,69107712,41803776,43962368,14913536,14594048,14946304,10625024,55189504,52121600,51335168,2621440,21262336,293384192,67805184,3948544,271130624,1567813632,6619136,6578176,7249920,7536640,271327232,89006080,704925696,886312960,813961216,115367936,16207872,36282368,657141760,11542528,11677696,11509760,53514240,2662400,293068800,610304,606208,618496,286720,49135616,62177280,5439488,33259520,278528
2023-03-16 18:48:00,19427328,327221248,68730880,4214784,217042944,38682624,64577536,10391552,261353472,257802240,24039424,260800512,19537920,8228864,9580544,8245248,12783616,9011200,8970240,8921088,11849728,9105408,10014720,8716288,8384512,8462336,8376320,18157568,17838080,18251776,60518400,50003968,74838016,38588416,72249344,13348864,9625600,6615040,6701056,6602752,4788224,4796416,4849664,7606272,66531328,69111808,41807872,43962368,14909440,14594048,14946304,10625024,55189504,52121600,51331072,2621440,20893696,293384192,67813376,3948544,264994816,1215152128,6701056,6578176,7389184,7569408,271327232,89001984,734674944,885850112,813965312,114667520,16293888,35766272,645591040,11911168,11100160,11567104,53514240,2658304,293068800,610304,606208,618496,286720,47296512,62177280,5443584,33259520,278528
2023-03-16 18:50:00,19652608,327221248,68726784,4214784,217042944,38285312,64585728,10387456,261275648,260186112,24039424,264003584,20443136,8228864,9646080,8249344,12779520,9011200,8970240,8921088,11780096,9105408,10018816,8716288,8384512,8462336,8376320,18157568,17838080,18251776,60514304,50003968,76025856,38588416,66387968,13348864,9625600,6615040,6701056,6602752,4788224,4796416,4849664,7606272,66531328,69111808,41803776,43962368,14909440,14594048,14946304,10625024,54820864,52121600,51331072,2621440,20574208,293384192,67809280,3948544,265019392,1314861056,6938624,6578176,7282688,7553024,271323136,89006080,712876032,885854208,813285376,114421760,16297984,35766272,669089792,12115968,11661312,11513856,53514240,2658304,293068800,610304,606208,618496,286720,43429888,62177280,5455872,33259520,278528
2023-03-16 18:52:00,20336640,327221248,68730880,4210688,217042944,38289408,64577536,10387456,261341184,260186112,24043520,264019968,20836352,8228864,9785344,8245248,12783616,9011200,8970240,8921088,11870208,9105408,10014720,8716288,8384512,8462336,8376320,18153472,17838080,18264064,73850880,50401280,75972608,38588416,68165632,13348864,9625600,6615040,6701056,6602752,4788224,4796416,4849664,7606272,66531328,69103616,41807872,43966464,14909440,14594048,14946304,10625024,54820864,52121600,51326976,2621440,21504000,293384192,67805184,3944448,265404416,1459802112,6848512,6569984,7208960,7540736,271323136,89001984,752103424,885858304,813035520,114122752,16424960,35770368,650043392,11550720,11653120,11677696,53514240,2658304,293068800,610304,606208,618496,286720,43433984,62177280,5443584,33263616,278528
2023-03-16 18:54:00,20332544,327213056,68730880,4153344,217042944,38289408,64577536,10387456,261341184,257925120,24043520,265383936,19398656,8228864,9637888,8245248,12783616,9011200,8970240,8921088,11886592,9105408,10014720,8716288,8384512,8462336,8376320,18161664,17838080,18255872,61800448,50630656,69201920,38588416,67710976,13348864,9625600,6610944,6701056,6602752,4788224,4796416,4849664,7606272,66535424,69111808,41807872,43962368,14909440,14594048,14946304,10625024,54824960,52121600,51331072,2621440,20643840,293384192,67809280,3948544,266477568,1144307712,6414336,6569984,7233536,8355840,271323136,89001984,711192576,885854208,813031424,115343360,16297984,35766272,654446592,12025856,11800576,11657216,53518336,2658304,293068800,610304,606208,618496,286720,52342784,62177280,5570560,33263616,278528
