"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc13a306010214)","Transmit Total (lxc1c3395913bae)","Transmit Total (lxc2543b9c9ec41)","Transmit Total (lxc2568b56bcea7)","Transmit Total (lxc28528e2b302e)","Transmit Total (lxc306dffa018f2)","Transmit Total (lxc30b94e1d81cc)","Transmit Total (lxc33647fb8eab1)","Transmit Total (lxc58db09516916)","Transmit Total (lxc7084b74d5d49)","Transmit Total (lxc767056ff0e7d)","Transmit Total (lxc78ec245b8f12)","Transmit Total (lxc8089b721f31e)","Transmit Total (lxc831342b3bef8)","Transmit Total (lxc86ca1540ce30)","Transmit Total (lxc8b4940d2407b)","Transmit Total (lxc93601df3ac13)","Transmit Total (lxc9608bff87159)","Transmit Total (lxc9b02db5024dd)","Transmit Total (lxc_health)","Transmit Total (lxca2691413c000)","Transmit Total (lxca276edb7a83f)","Transmit Total (lxcb2dea5c9292d)","Transmit Total (lxcbe77e52b37d2)","Transmit Total (lxcd87592c26ce1)","Transmit Total (lxcd911e1b69dcc)","Transmit Total (lxce7da8c60c1c1)","Transmit Total (lxcfac3688eea8d)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc13a306010214)","Receive Total (lxc1c3395913bae)","Receive Total (lxc2543b9c9ec41)","Receive Total (lxc2568b56bcea7)","Receive Total (lxc28528e2b302e)","Receive Total (lxc306dffa018f2)","Receive Total (lxc30b94e1d81cc)","Receive Total (lxc33647fb8eab1)","Receive Total (lxc58db09516916)","Receive Total (lxc7084b74d5d49)","Receive Total (lxc767056ff0e7d)","Receive Total (lxc78ec245b8f12)","Receive Total (lxc8089b721f31e)","Receive Total (lxc831342b3bef8)","Receive Total (lxc86ca1540ce30)","Receive Total (lxc8b4940d2407b)","Receive Total (lxc93601df3ac13)","Receive Total (lxc9608bff87159)","Receive Total (lxc9b02db5024dd)","Receive Total (lxc_health)","Receive Total (lxca2691413c000)","Receive Total (lxca276edb7a83f)","Receive Total (lxcb2dea5c9292d)","Receive Total (lxcbe77e52b37d2)","Receive Total (lxcd87592c26ce1)","Receive Total (lxcd911e1b69dcc)","Receive Total (lxce7da8c60c1c1)","Receive Total (lxcfac3688eea8d)"
2023-03-11 23:12:00,0,67.9,45498,102733,0,0,0,447,209,66.1,405,66.4,0,4418,0,4267,3.43,38999,37.6,448,0,1953,1740,453,32.0,2555,465,300,91.2,6952,0,0,2656,67.9,0,58944,97405,0,0,0,249,228,42.1,582,41.4,0,1368,0,1391,3.57,18070,30.6,253,0,210,25685,253,26.0,1267,259,385,94.3,1033,0,0,2659
2023-03-11 23:14:00,0,69.4,42966,98635,0,0,0,448,207,66.1,405,65.7,0,4245,0,4612,3.43,38838,37.6,446,0,1719,1679,453,31.6,2554,469,300,90.5,6666,0.389,0,1073,69.4,0,55794,93214,0,0,0,251,227,42.1,582,40.6,0,1370,0,1457,3.57,18399,30.6,250,0,204,24526,253,25.5,1266,261,385,95,1076,0,0,1079
2023-03-11 23:16:00,0,69,23848,54775,0,0,0,450,211,66.4,405,65.7,0,4449,0,4688,3.43,38890,0,443,0,1899,421,452,31.6,2551,468,303,90.1,7085,0.389,0,2655,69,0,34927,68513,0,0,0,253,228,42.5,582,40.3,0,1389,0,1469,3.57,17994,0,247,0,192,6277,252,25.5,1262,260,385,95,1054,0,0,2660
2023-03-11 23:18:00,0,67.9,31283,62564,0,0,0,447,210,66.4,405,65.7,0,4290,0,4317,3.43,38954,0.600,449,0,1741,422,453,31.6,2583,468,303,90.1,6636,0,0,1074,67.9,0,33385,65707,0,0,0,249,227,42.8,582,40.3,0,1383,0,1395,3.57,27032,0.600,255,0,183,6275,254,25.5,1280,261,385,95,1025,0,0,1071
2023-03-11 23:20:00,0,68.3,24239,55564,0,0,0,447,208,66.4,405,66.1,0,27057,0,4611,3.43,38892,0,448,0,1884,422,455,32.0,2557,467,297,88.0,6985,0,0,2658,68.3,0,34910,91591,0,0,0,249,227,42.5,582,41.1,0,1961,0,1437,3.57,18388,0,253,0,170,6272,255,25.5,1275,260,385,92.4,1014,0,0,2655
2023-03-11 23:22:00,0,67.2,46095,104059,0,0,0,449,208,66.4,402,66.4,0.389,27060,0,4275,3.43,39050,38.3,446,0,1888,1748,453,31.6,2553,468,297,90.1,6965,0,0,2656,67.2,0,59002,120679,0,0,0,251,228,43.2,580,41,0,1958,0,1388,3.57,18656,30.6,251,0,190,25690,253,25.5,1269,261,385,95,1057,0,0,2650
2023-03-11 23:24:00,0,68.3,44603,101965,0,0,0,450,208,66.8,404,65.3,0,4242,0,4604,3.43,38925,38.3,446,0,1709,1746,452,31.6,2554,467,300,91.2,6659,0,0,1080,68.3,0,57313,95006,0,0,0,253,228,42.8,582,40.3,0,1361,0,1426,3.57,18734,31.0,251,0,213,25694,252,25.5,1265,260,385,95,1041,0,0,1078
2023-03-11 23:26:00,0,68.6,24503,55433,0,0.389,0,448,208,66.4,405,66.4,0,4472,0,4663,3.43,38903,0,449,0.389,1912,422,455,31.6,2584,469,301,90.9,7104,0,0,2658,68.6,0,34939,68532,0,0,0,251,226,42.5,582,41.4,0,1382,0,1432,3.57,18652,0,254,0,205,6277,260,25.5,1282,261,385,95,1053,0,0,2659
2023-03-11 23:28:00,0,68.3,23058,53731,0,0,0,448,207,66.8,405,66.8,0,4251,0,4274,3.43,38876,0.600,446,0,1718,423,455,31.6,2552,467,300,90.9,6648,0,0,1077,68.3,0,33344,65219,0,0,0,251,227,41.8,582,41.7,0.389,1385,0,1390,3.57,18782,0.600,257,0,183,6277,255,25.5,1262,260,385,95,1055,0,0,1072
2023-03-11 23:30:00,0,68.6,23869,54797,0,0,0,450,208,66.1,405,66.4,0,6074,0,4675,3.43,38866,0,447,0,1830,421,453,31.6,2551,468,301,90.5,6920,0,0,2133,68.6,0,34390,69272,0,0,0,253,228,41.7,582,41,0,1479,0,1465,3.57,18530,0,257,0,187,6276,253,25.5,1262,260,385,95,1045,0,0,2129
2023-03-11 23:32:00,0,67.9,50539,108454,0,0,0,447,208,66.4,404,66.5,0,6137,0,4345,3.43,38946,38.3,448,0,1903,1743,452,31.6,2555,467,301,92.3,6998,0,0,2660,67.9,0,58873,99257,0,0,0,249,228,42.5,583,41.4,0,1478,0,1416,3.57,23114,30.6,253,0,196,25665,252,25.5,1266,265,385,97.7,1051,0,0,2658
2023-03-11 23:34:00,0,66.8,42972,100171,0,0,0,436,207,66.4,404,65.7,0,4234,0,4600,4.29,38850,38.3,435,0,1724,1745,442,31.6,2554,451,301,90.1,6641,0,0,1079,66.8,0,57216,95021,0,0.389,0,249,227,42.1,583,40.6,0,1364,0,1430,4.03,17124,30.6,246,0,206,25656,254,25.5,1265,256,384,95,1038,0,0,1072
2023-03-11 23:36:00,0,67.2,32356,63984,0,0,0,450,209,66.1,405,65.3,0,4412,0.389,4607,4.06,39003,0,448,0,1887,422,455,31.8,2552,469,302,89.4,7041,0,0,2656,67.2,0,35008,68508,0,0.389,0,253,228,41.7,582,40.6,0,1383,0,1441,3.80,26540,0,257,0,191,6277,261,25.7,1264,261,383,95,1066,0,0,2657
2023-03-11 23:38:00,0,68.6,23507,54284,0,0,0,448,208,65.7,405,65.0,0,4365,0.389,4270,3.90,38945,0.600,446,0,1810,421,452,32.3,2553,465,300,92.3,6820,0,0,2123,68.6,0,34436,66852,0,0,0,251,227,41.7,582,39.5,0,1389,0,1386,4.03,18200,0.600,256,0,187,6278,252,26.2,1265,259,385,97.6,1030,0,0,2122
2023-03-11 23:40:00,0,68.6,22851,53495,0,0,0,447,209,66.1,405,65.7,0,4242,0,4601,4.13,38904,0.600,445,0,1708,419,453,32.3,2555,468,300,89.8,6610,0,0,1072,68.6,0,33358,65648,0,0,0,249,228,41.7,582,40.6,0,1362,0,1436,4.27,18584,0.600,249,0,193,6278,253,26.2,1266,260,385,95,1056,0,0,1071
2023-03-11 23:42:00,0,67.9,45945,104025,0,0,0,448,207,66.4,405,66.1,0,27051,0,4268,4.13,38920,37.6,450,0,1902,1758,453,32.0,2552,467,300,90.5,6938,0,0,2657,67.9,0,58878,120748,0,0,0,250,228,42.1,582,41.7,0,1993,0,1388,4.27,18495,30.6,256,0,215,25700,254,26.0,1267,260,385,95,1064,0,0,2663
2023-03-11 23:44:00,0,67.5,44267,101645,0,0,0,450,207,65.3,406,66.4,0,4297,0,4647,4.13,38950,37.6,445,0,1732,1759,455,31.6,2583,464,300,89.8,6746,0,0.389,1073,67.5,0,57321,95216,0,0,0,252,227,40.6,582,41.4,0,1390,0,1458,4.27,18401,30.6,249,0,190,25702,255,25.5,1284,259,385,95,1046,0,0,1076
2023-03-11 23:46:00,0,68.3,24522,55448,0,0,0,450,208,65.3,405,66.4,0,4446,0,4681,4.13,38857,0,445,0,1879,422,453,31.6,2554,469,301,90.9,7103,0,0,2653,68.3,0,34895,68534,0,0,0,253,227,41.4,582,41.4,0,1386,0,1469,4.27,18657,0,249,0,174,6276,253,25.5,1265,261,386,95.0,1075,0,0,2652
2023-03-11 23:48:00,0,67.9,24168,54943,0,0,0,448,208,65.3,405,66.1,0,4415,0,4267,3.90,38877,0.989,449,0,1882,420,452,31.6,2553,467,299,90.9,6951,0,0,2659,67.9,0,34894,67980,0,0,0,250,228,42.5,582,41.4,0,1387,0,1388,4.03,18317,0.600,253,0,205,6277,252,25.5,1264,261,385,95,1024,0.389,0,2655
2023-03-11 23:50:00,0,69,31290,62684,0,0,0,447,209,66.1,405,66.1,0,4231,0,4608,3.43,39026,0.600,448,0,1733,418,456,31.8,2554,468,303,90.1,6638,0,0,1080,69,0,33455,65910,0,0,0,249,227,42.5,582,41.7,0,1365,0.389,1449,3.57,27029,0.600,254,0,198,6278,257,25.7,1266,260,385,95,1033,0,0,1075
2023-03-11 23:52:00,0,69.7,45812,103254,0,0,0,447,207,65.7,401,66.1,0,4463,0,4318,3.43,38983,35.5,446,0,1903,1660,455,31.8,2583,465,300,90.9,7024,0,0,2655,69.7,0,58875,97381,0,0,0,249,227,42.1,580,41.4,0,1384,0,1407,3.57,18374,25.3,251,0,167,25697,255,25.7,1279,259,385,95,1047,0,0,2656
2023-03-11 23:54:00,0.389,69.7,44682,102066,0,0,0,450,206,66.1,401,65.7,0,4242,0,4602,3.43,38950,43.1,448,0,1712,1724,452,31.6,2554,466,298,87.7,6654,0,0,1072,69.7,0.389,57336,94957,0,0,0,254,227,41.7,580,41,0,1365,0,1437,3.57,18782,30.6,253,0,187,25747,252,25.5,1265,260,385,92.4,1035,0,0,1071
2023-03-11 23:56:00,0.389,69.0,24521,55397,0,0,0,448,208,66.4,405,66.1,0,4414,0,4606,3.43,38924,0,446,0,1888,421,452,31.6,2553,471,302,90.5,6974,0,0,2655,69.0,0.389,34941,68274,0,0,0,251,228,41.4,582,41.7,0,1370,0,1434,3.57,18667,0,256,0,176,6278,252,25.5,1264,262,384,94.6,1044,0,0,2661
2023-03-11 23:58:00,0,69.0,23638,54394,0,0,0,435,207,66.4,404,66.8,0,4418,0,4268,3.67,38920,0.600,434,0,1898,420,439,31.6,2552,456,300,90.5,6958,0,0,2655,69.0,0,34930,67906,0,0,0,242,228,41,582,41.4,0,1366,0,1391,3.80,17777,0.600,243,0,187,6275,245,25.5,1264,254,385,94.6,1031,0,0.389,2654
2023-03-12 00:00:00,0,70.1,22364,53250,0,0,0,448,206,65.7,404,66.4,0,6022,0,4730,4.13,38911,0.600,448,0,1728,420,456,31.8,2582,467,299,91.2,6736,0,0,1070,70.1,0,33346,67792,0,0,0,251,228,41,582,41.4,0,1495,0,1484,4.66,18091,0.600,253,0,190,6276,257,25.7,1279,260,385,94.6,1050,0,0.389,1070
2023-03-12 00:02:00,0,69.4,41069,93574,0,0,0,450,208,66.4,405,66.4,0,6144,0,4353,4.13,38897,0,449,0,1897,1186,454,31.8,2553,467,301,90.5,7025,0,0,2656,69.4,0,54207,93398,0,0,0,253,228,42.1,582,41.4,0,1481,0,1424,4.66,17733,0,253,0,210,21995,253,25.7,1265,260,384,95,1061,0,0,2656
2023-03-12 00:04:00,0,68.7,49480,107122,0,0,0,449,207,66.4,406,66.8,0,4242,0,4600,4.13,38909,37.6,448,0,1719,1737,455,31.6,2553,467,302,89.8,6704,0,0,1079,68.7,0,57294,95073,0,0,0,251,229,42.1,582,42.5,0,1378,0,1440,4.27,23596,30.6,253,0,192,25717,253,25.5,1264,261,385,95.0,1073,0,0,1078
2023-03-12 00:06:00,0,69,23631,54386,0,0,0,447,210,66.1,404,66.1,0,4423,0,4603,4.13,38886,0,445,0,1890,423,455,31.6,2555,466,302,89.4,7064,0,0,2656,69,0,34905,68307,0,0,0,249,228,42.1,582,41.4,0,1380,0,1434,4.27,17777,0,249,0,197,6274,255,25.5,1267,260,385,95,1064,0,0,2650
2023-03-12 00:08:00,0,68.3,32816,64899,0,0,0,447,209,66.8,404,66.4,0,27105,0,4319,3.90,39019,0.600,448,0,1901,421,454,31.6,2584,467,303,89.8,6994,0,0,2657,68.3,0,35046,91587,0,0,0,249,228,41.7,582,41.7,0,1997,0,1400,4.03,26970,0.600,253,0,186,6276,254,25.5,1281,260,384,95,1028,0,0,2651
2023-03-12 00:10:00,0,67.9,22718,53389,0,0,0.389,450,207,66.1,405,66.4,0,4247,0,4603,3.43,38847,0.600,446,0,1701,422,454,31.6,2552,466,300,87.3,6632,0,0,1080,67.9,0,33309,65637,0,0,0.389,253,228,43.2,582,42.1,0,1370,0,1433,3.57,18429,0.600,251,0.389,192,6273,254,25.5,1262,259,385,92.4,1034,0,0,1074
2023-03-12 00:12:00,0,68.6,38061,85713,0,0,0,448,210,66.1,404,67.2,0,4425,0,4268,3.43,38879,0,444,0,1937,1017,455,31.6,2554,467,299,90.5,6951,0.389,0,2663,68.6,0,49980,86352,0,0,0,251,228,42.5,582,41.7,0,1376,0,1381,3.57,18558,0,247,0,222,18521,255,25.5,1270,260,385,94.6,1037,0,0,2656
2023-03-12 00:14:00,0,69,44639,101963,0,0,0,447,211,66.1,404,66.8,0,4247,0,4604,3.67,38863,40.2,448,0,1711,1730,455,31.6,2554,469,302,90.1,6662,0,0,1078,69,0,57306,95052,0,0,0,249,227,41.4,582,41.4,0,1365,0,1435,3.80,18744,30.6,258,0,210,25707,261,25.5,1266,261,385,95,1024,0,0,1076
2023-03-12 00:16:00,0,68.3,23744,54614,0,0,0,449,210,66.1,405,66.4,0,4441,0,4676,4.13,38856,0,446,0,1886,420,455,32.0,2553,468,300,90.1,7089,0,0,2660,68.3,0,34899,68497,0,0,0,251,228,41,582,41.4,0,1382,0,1470,4.27,17881,0,251,0,206,6282,261,25.5,1264,260,385,95,1052,0,0,2654
2023-03-12 00:18:00,0,69,24088,54787,0,0,0,447,207,66.4,405,66.4,0.389,4415,0,4264,4.13,38903,0.600,446,0,1889,421,453,31.6,2553,470,302,93.0,6930,0,0,2663,69,0,34949,67993,0,0,0,249,228,42.1,582,41.4,0,1374,0,1397,4.27,18225,0.600,251,0,193,6276,253,25.5,1264,262,385,97.3,1053,0,0,2657
2023-03-12 00:20:00,0,69.7,22350,52957,0,0,0,436,207,66.1,404,66.1,0.389,4254,0,4614,4.13,38857,0.600,433,0,1720,420,441,31.6,2556,455,300,90.1,6633,0,0,1079,69.7,0,33328,65682,0,0,0,244,229,43.6,582,41,0,1365,0,1436,4.27,18059,0.600,242,0,199,6277,246,25.5,1268,259,385,94.6,1050,0,0,1073
2023-03-12 00:22:00,0,69.4,38860,82005,0,0,0,449,208,65.7,401,65.7,0,4419,0,4268,4.13,38938,0,446,0,1902,853,455,31.6,2555,467,302,90.2,6982,0,0,2662,69.4,0,45577,81024,0,0,0,256,228,42.5,580,41.0,0.389,1364,0,1371,4.27,23390,0,251,0,183,14925,255,25.5,1268,266,385,95.0,1061,0,0,2659
2023-03-12 00:24:00,0,67.5,43974,101332,0,0.389,0,449,209,66.4,401,66.1,0,4355,0,4657,3.67,38889,37.6,449,0.389,1790,1740,452,31.6,2574,465,304,90.1,6826,0,0,1606,67.5,0,57812,96066,0,0,0,256,228,42.1,580,40.6,0.389,1375,0,1455,3.80,17560,30.6,255,0,188,25704,257,25.5,1275,259,385,95,1048,0,0,1601
2023-03-12 00:26:00,0,67.2,31430,62874,0,0.389,0,450,208,66.1,404,65.7,0,4297,0,4601,3.43,38946,0,449,0.389,1762,420,453,31.6,2554,468,302,92.3,6767,0,0,1608,67.2,0,33925,66841,0,0,0,253,228,41.4,582,40.6,0,1366,0,1434,3.57,26632,0.389,265,0,199,6278,254,25.5,1265,260,385,97.6,1031,0,0,1607
2023-03-12 00:28:00,0,68.6,24033,54838,0,0,0,449,209,66.1,405,66.4,0,4417,0,4263,3.43,38865,0.600,445,0,1882,418,453,31.6,2557,467,302,89.8,6956,0,0,2660,68.6,0,34907,67911,0,0,0,251,228,41.7,582,41.4,0,1379,0,1379,3.57,18165,0.989,249,0,196,6279,254,25.5,1269,260,385,95,1061,0,0,2657
2023-03-12 00:30:00,0,68.6,26471,57905,0,0,0,447,211,66.8,405,65.7,0,17285,0,4687,3.43,38880,0.600,447,0,1709,420,455,31.6,2551,465,302,89.4,6685,0,0,1073,68.6,0,33343,79245,0,0,0,249,228,42.8,582,39.9,0,1798,0,1471,3.57,22180,0.600,251,0,169,6280,255,25.5,1262,259,385,95,1060,0,0,1079
2023-03-12 00:32:00,0,69,30474,69332,0,0,0,447,206,66.1,405,65.0,0,28780,0,4354,3.43,38874,0,449,0,1897,675,456,31.6,2555,466,300,89.8,7020,0,0,2650,69,0,41390,101008,0,0,0,249,227,41.7,582,39.9,0,2119,0,1430,3.57,18734,0,255,0,189,11564,257,25.5,1270,259,385,95,1045,0,0,2649
2023-03-12 00:34:00,0,68.3,45562,103107,0,0,0,450,206,66.1,405,65.3,0,4469,0,4652,3.67,38852,37.6,446,0,1901,1718,453,31.6,2585,465,301,89.8,7068,0,0,2651,68.3,0,58923,97909,0,0,0,253,228,42.8,583,40.3,0,1393,0,1454,3.80,17968,30.6,251,0,183,25805,253,25.5,1281,259,385,95,1033,0,0,2650
2023-03-12 00:36:00,0,67.9,22458,53128,0,0,0,447,207,66.4,405,65.3,0,4243,0.389,4614,4.52,38875,0,443,0,1714,422,452,31.6,2553,469,299,90.1,6630,0,0,1074,67.9,0,33339,65642,0,0,0,249,229,41.7,582,40.6,0,1362,0,1440,4.27,18162,0,247,0,171,6272,252,25.5,1264,261,385,95,1031,0,0,1073
2023-03-12 00:38:00,0,67.2,24115,54932,0,0,0,448,207,66.1,406,66.1,0,4416,0,4272,4.13,38911,0.600,449,0,1909,424,452,31.6,2553,467,299,89.8,6960,0,0,2654,67.2,0,34934,67951,0,0.389,0,249,228,42.8,582,41.7,0,1376,0,1392,4.27,18264,0.600,260,0,202,6276,252,25.5,1264,260,385,94.6,1040,0,0,2656
2023-03-12 00:40:00,0,67.9,22847,53539,0,0,0,449,209,65.3,407,66.1,0,4252,0,4605,3.67,38877,0.600,448,0,1709,422,456,31.6,2554,468,301,90.1,6631,0,0,1074,67.9,0,33327,65621,0,0,0,251,227,41.7,582,41,0,1376,0,1439,3.80,18577,0.600,253,0,188,6275,256,25.5,1265,261,385,94.6,1038,0,0,1080
2023-03-12 00:42:00,0,67.9,25986,59294,0,0,0,450,208,66.4,404,66.8,0,4472,0,4317,3.43,38896,0,443,0,1914,518,452,31.6,2585,466,299,90.2,7038,0,0.389,2659,67.9,0,37136,70763,0,0,0,253,227,43.6,582,41.4,0,1381,0,1388,3.57,18119,0,247,0,190,8084,252,25.5,1281,259,385,95,1109,0,0,2667
2023-03-12 00:44:00,0,68.6,54347,112452,0,0,0,435,207,66.8,405,66.8,0,4430,0,4604,3.67,38980,38.3,433,0,1889,1746,439,32.0,2552,454,299,90.2,7053,0,0.389,2650,68.6,0,58931,97781,0,0,0,243,228,42.5,582,42.1,0,1380,0,1430,3.80,26906,30.6,242,0,186,25718,245,26.0,1264,253,385,95.4,1075,0,0,2651
2023-03-12 00:46:00,0,68.3,22624,53411,0,0,0,447,208,66.4,405,66.8,0,4268,0,4680,4.13,38983,0,450,0,1696,420,455,32.3,2552,468,301,90.5,6672,0,0,1073,68.3,0,33398,65889,0,0,0,249,227,42.5,582,42.1,0,1389,0,1472,4.27,18369,0,257,0,185,6280,255,26.2,1264,261,384,95.0,1022,0,0,1073
2023-03-12 00:48:00,0,67.5,24517,55376,0,0,0,448,208,66.4,405,66.4,0,4412,0,4267,4.13,38942,0.989,447,0,1893,421,453,32.0,2556,467,302,90.9,6944,0,0,2651,67.5,0,34946,67941,0,0,0,249,227,43.2,582,41.7,0,1368,0.389,1386,4.27,18665,0.600,251,0,196,6277,253,26.0,1270,261,386,94.6,1037,0,0,2652
2023-03-12 00:50:00,0,67.9,22964,53792,0,0,0,449,207,66.1,404,66.4,0,4260,0,4607,4.13,38950,0.989,445,0,1722,421,453,31.6,2567,465,297,87.3,6707,0,0,1075,67.9,0,33387,65684,0,0,0,251,228,42.1,582,41.4,0,1394,0.389,1437,4.27,18691,0.600,249,0,191,6278,253,25.5,1274,259,386,92.4,1053,0.389,0,1075
2023-03-12 00:52:00,0,68.3,24475,55367,0,0,0,450,208,65.7,401,65.3,0,4448,0,4301,4.13,38927,0,446,0,1944,421,455,31.6,2557,467,300,89.8,7008,0,0,2658,68.3,0,34947,67894,0,0,0,253,228,41,580,40.3,0,1389,0,1395,4.27,18631,0,251,0,197,6276,255,25.5,1265,260,385,95,1047,0.389,0,2663
2023-03-12 00:54:00,0,68.6,45323,102692,0,0,0,447,208,65.3,402,65.7,0,4436,0,4615,3.90,38895,37.6,451,0,1918,1750,457,32.0,2553,468,303,89.8,7055,0,0,2656,68.6,0,58848,97729,0,0,0,249,227,41,580,41,0,1362,0,1417,4.03,17877,30.6,262,0,195,25692,257,26.0,1264,261,385,95,1046,0,0,2658
2023-03-12 00:56:00,0,69,22988,53625,0,0,0,448,208,65.7,406,65.7,0,4248,0,4612,3.43,38886,0,448,0,1725,423,453,32.3,2553,466,301,91.2,6660,0,0,1072,69,0,33347,65809,0,0,0,252,227,42.5,582,41.7,0,1359,0,1435,3.57,18710,0,258,0,176,6276,253,26.2,1264,259,385,94.3,1051,0,0,1071
2023-03-12 00:58:00,0,68.6,29317,61140,0,0,0,448,209,65.7,406,66.4,0,27056,0,4265,3.43,38951,0.600,444,0,1886,420,452,32.3,2553,466,302,90.9,6949,0,0,2654,68.6,0,34981,91478,0,0,0,249,227,42.8,582,41.7,0,1994,0,1381,3.57,23457,0.600,248,0,188,6272,252,26.2,1269,259,385,94.3,1045,0,0.389,2654
2023-03-12 01:00:00,0.389,68.3,21978,52844,0,0,0,449,209,65.7,404,66.4,0,5997,0,4702,3.43,38939,0.600,448,0,1729,424,452,32.3,2566,468,301,90.1,6718,0,0,1076,68.3,0.389,33386,67688,0,0,0,251,228,43.9,582,42.1,0,1497,0,1470,3.96,17702,0.600,253,0,186,6275,252,26.2,1276,261,385,95,1059,0,0,1078
2023-03-12 01:02:00,0,68.3,32386,64022,0,0,0,450,208,66.1,404,65.7,0,6138,0,4343,3.43,38997,0,450,0,1896,424,455,32.3,2553,468,300,87.7,7144,0,0,2657,68.3,0,34999,70019,0,0,0,253,228,42.5,582,41.7,0,1484,0,1411,3.57,26559,0,255,0,189,6280,256,26.2,1264,260,385,92.4,1057,0,0,2663
2023-03-12 01:04:00,0,67.5,45340,102587,0,0,0,449,208,66.1,405,65.7,0,4420,0,4608,3.67,38936,37.6,446,0,1893,1744,454,31.8,2554,467,299,90.5,7039,0,0,2649,67.5,0,58702,97431,0,0,0,251,228,42.5,582,41.4,0,1374,0,1434,3.80,18058,30.6,251,0,184,25546,258,25.7,1265,260,385,95,1061,0,0,2649
2023-03-12 01:06:00,0,66.3,26585,57530,0,0,0,447,208,65.9,403,64.8,0,4232,0,4599,4.13,38848,0,445,0,1724,419,451,31.5,2550,465,299,92.1,6654,0,0,1071,66.3,0,33303,65551,0,0,0,250,227,41.7,581,39.8,0,1362,0,1430,4.26,22320,0,249,0,180,6268,251,25.4,1265,259,384,97.4,1075,0,0,1071
2023-03-12 01:08:00,0,67.5,24680,55511,0,0,0,435,211,65.7,405,66.4,0,4420,0,4271,4.13,38919,0.367,434,0,1892,419,441,31.6,2552,454,302,90.5,6929,0,0,2655,67.5,0,34937,67888,0,0,0,242,228,41,582,41,0,1385,0,1388,4.27,18836,0.367,244,0,186,6277,246,25.5,1264,253,385,95,1011,0,0,2657
2023-03-12 01:10:00,0,67.9,22660,53406,0,0,0,448,208,66.1,404,66.1,0,4311,0,4605,3.67,38879,0.600,449,0,1778,418,455,31.6,2552,466,301,90.1,6777,0,0,1599,67.9,0,33868,66645,0,0,0.389,251,228,41.7,582,41,0,1377,0,1431,3.80,17850,0.600,254,0,182,6280,255,25.5,1264,265,385,95,1038,0,0,1599
2023-03-12 01:12:00,0,67.5,23323,54128,0,0,0,447,207,66.4,404,65.7,0,4363,0,4278,3.43,38934,0,447,0,1880,422,453,31.6,2552,468,301,90.1,6852,0.389,0,2128,67.5,0,34471,67386,0,0,0.389,254,228,41.7,582,41.4,0,1369,0,1389,3.57,17970,0,251,0.389,235,6277,259,25.5,1263,266,384,95,1059,0,0,2127
2023-03-12 01:14:00,0,67.5,45145,102499,0,0,0,447,208,66.4,404,66.4,0,4421,0,4605,3.43,38855,37.6,446,0,1887,1739,453,31.8,2555,467,301,91.2,7036,0.389,0,2657,67.5,0,58801,97636,0,0,0,249,228,41.4,582,42.1,0,1370,0,1440,3.57,17707,30.6,262,0.389,180,25666,252,25.7,1268,260,384,95,1063,0,0,2658
2023-03-12 01:16:00,0,69.4,27777,58939,0,0,0,449,209,66.1,405,66.0,0,4273,0,4681,3.43,38909,0,446,0,1709,422,453,32.3,2553,467,301,91.2,6694,0,0,1080,69.4,0,33369,65858,0,0,0,251,228,41.4,582,41.7,0,1372,0,1465,3.57,23510,0,262,0,188,6277,253,26.2,1265,260,384,95,1035,0,0,1079
2023-03-12 01:18:00,0,68.3,23646,54511,0,0,0.389,449,209,66.4,405,66.1,0,4471,0,4319,3.43,38909,0,448,0,1894,420,455,32.7,2580,468,302,90.9,6985,0,0,2663,68.3,0,34939,68248,0,0,0,251,227,42.1,582,41.4,0,1401,0,1406,3.57,17793,0,253,0,189,6275,255,26.2,1276,260,385,95,1068,0,0,2667
2023-03-12 01:20:00,0,67.9,32807,64476,0,0,0,450,208,66.8,405,66.1,0,4418,0,4614,3.90,39045,0.600,451,0,1889,422,452,32.3,2556,468,300,90.9,7011,0,0,2650,67.9,0,35039,68535,0,0,0,253,228,43.6,582,41,0,1370,0,1450,4.03,26984,0.600,257,0,206,6274,252,26.2,1272,261,385,95,1080,0,0,2657
2023-03-12 01:22:00,0,68.6,22679,53371,0,0,0,449,210,66.4,404,66.1,0.389,4247,0,4265,4.13,38924,0,445,0,1716,421,452,32.3,2555,470,299,90.5,6578,0,0,1070,68.6,0,33366,65120,0,0,0,251,227,42.8,582,41.4,0,1369,0,1383,4.27,18400,0,249,0,201,6277,252,26.2,1272,262,385,95,1033,0,0,1070
2023-03-12 01:24:00,0,69,46007,103515,0,0,0,447,209,65.7,401,65.7,0,4419,0,4602,4.13,38934,37.6,446,0,1881,1760,457,31.8,2552,467,300,89.8,6992,0,0,2651,69,0,58889,97601,0,0,0,249,228,41.4,580,40.6,0.389,1367,0,1437,4.27,18592,30.6,256,0,210,25686,258,25.7,1262,260,385,95,1037,0,0,2653
