"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc13a306010214)","Receive Errors (lxc1c3395913bae)","Receive Errors (lxc2543b9c9ec41)","Receive Errors (lxc2568b56bcea7)","Receive Errors (lxc28528e2b302e)","Receive Errors (lxc306dffa018f2)","Receive Errors (lxc30b94e1d81cc)","Receive Errors (lxc33647fb8eab1)","Receive Errors (lxc58db09516916)","Receive Errors (lxc7084b74d5d49)","Receive Errors (lxc767056ff0e7d)","Receive Errors (lxc78ec245b8f12)","Receive Errors (lxc8089b721f31e)","Receive Errors (lxc831342b3bef8)","Receive Errors (lxc86ca1540ce30)","Receive Errors (lxc8b4940d2407b)","Receive Errors (lxc93601df3ac13)","Receive Errors (lxc9608bff87159)","Receive Errors (lxc9b02db5024dd)","Receive Errors (lxc_health)","Receive Errors (lxca2691413c000)","Receive Errors (lxca276edb7a83f)","Receive Errors (lxcb2dea5c9292d)","Receive Errors (lxcbe77e52b37d2)","Receive Errors (lxcd87592c26ce1)","Receive Errors (lxcd911e1b69dcc)","Receive Errors (lxce7da8c60c1c1)","Receive Errors (lxcfac3688eea8d)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc13a306010214)","Receive Total (lxc1c3395913bae)","Receive Total (lxc2543b9c9ec41)","Receive Total (lxc2568b56bcea7)","Receive Total (lxc28528e2b302e)","Receive Total (lxc306dffa018f2)","Receive Total (lxc30b94e1d81cc)","Receive Total (lxc33647fb8eab1)","Receive Total (lxc58db09516916)","Receive Total (lxc7084b74d5d49)","Receive Total (lxc767056ff0e7d)","Receive Total (lxc78ec245b8f12)","Receive Total (lxc8089b721f31e)","Receive Total (lxc831342b3bef8)","Receive Total (lxc86ca1540ce30)","Receive Total (lxc8b4940d2407b)","Receive Total (lxc93601df3ac13)","Receive Total (lxc9608bff87159)","Receive Total (lxc9b02db5024dd)","Receive Total (lxc_health)","Receive Total (lxca2691413c000)","Receive Total (lxca276edb7a83f)","Receive Total (lxcb2dea5c9292d)","Receive Total (lxcbe77e52b37d2)","Receive Total (lxcd87592c26ce1)","Receive Total (lxcd911e1b69dcc)","Receive Total (lxce7da8c60c1c1)","Receive Total (lxcfac3688eea8d)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc13a306010214)","Transmit Errors (lxc1c3395913bae)","Transmit Errors (lxc2543b9c9ec41)","Transmit Errors (lxc2568b56bcea7)","Transmit Errors (lxc28528e2b302e)","Transmit Errors (lxc306dffa018f2)","Transmit Errors (lxc30b94e1d81cc)","Transmit Errors (lxc33647fb8eab1)","Transmit Errors (lxc58db09516916)","Transmit Errors (lxc7084b74d5d49)","Transmit Errors (lxc767056ff0e7d)","Transmit Errors (lxc78ec245b8f12)","Transmit Errors (lxc8089b721f31e)","Transmit Errors (lxc831342b3bef8)","Transmit Errors (lxc86ca1540ce30)","Transmit Errors (lxc8b4940d2407b)","Transmit Errors (lxc93601df3ac13)","Transmit Errors (lxc9608bff87159)","Transmit Errors (lxc9b02db5024dd)","Transmit Errors (lxc_health)","Transmit Errors (lxca2691413c000)","Transmit Errors (lxca276edb7a83f)","Transmit Errors (lxcb2dea5c9292d)","Transmit Errors (lxcbe77e52b37d2)","Transmit Errors (lxcd87592c26ce1)","Transmit Errors (lxcd911e1b69dcc)","Transmit Errors (lxce7da8c60c1c1)","Transmit Errors (lxcfac3688eea8d)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc13a306010214)","Receive Dropped (lxc1c3395913bae)","Receive Dropped (lxc2543b9c9ec41)","Receive Dropped (lxc2568b56bcea7)","Receive Dropped (lxc28528e2b302e)","Receive Dropped (lxc306dffa018f2)","Receive Dropped (lxc30b94e1d81cc)","Receive Dropped (lxc33647fb8eab1)","Receive Dropped (lxc58db09516916)","Receive Dropped (lxc7084b74d5d49)","Receive Dropped (lxc767056ff0e7d)","Receive Dropped (lxc78ec245b8f12)","Receive Dropped (lxc8089b721f31e)","Receive Dropped (lxc831342b3bef8)","Receive Dropped (lxc86ca1540ce30)","Receive Dropped (lxc8b4940d2407b)","Receive Dropped (lxc93601df3ac13)","Receive Dropped (lxc9608bff87159)","Receive Dropped (lxc9b02db5024dd)","Receive Dropped (lxc_health)","Receive Dropped (lxca2691413c000)","Receive Dropped (lxca276edb7a83f)","Receive Dropped (lxcb2dea5c9292d)","Receive Dropped (lxcbe77e52b37d2)","Receive Dropped (lxcd87592c26ce1)","Receive Dropped (lxcd911e1b69dcc)","Receive Dropped (lxce7da8c60c1c1)","Receive Dropped (lxcfac3688eea8d)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc13a306010214)","Transmit Dropped (lxc1c3395913bae)","Transmit Dropped (lxc2543b9c9ec41)","Transmit Dropped (lxc2568b56bcea7)","Transmit Dropped (lxc28528e2b302e)","Transmit Dropped (lxc306dffa018f2)","Transmit Dropped (lxc30b94e1d81cc)","Transmit Dropped (lxc33647fb8eab1)","Transmit Dropped (lxc58db09516916)","Transmit Dropped (lxc7084b74d5d49)","Transmit Dropped (lxc767056ff0e7d)","Transmit Dropped (lxc78ec245b8f12)","Transmit Dropped (lxc8089b721f31e)","Transmit Dropped (lxc831342b3bef8)","Transmit Dropped (lxc86ca1540ce30)","Transmit Dropped (lxc8b4940d2407b)","Transmit Dropped (lxc93601df3ac13)","Transmit Dropped (lxc9608bff87159)","Transmit Dropped (lxc9b02db5024dd)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca2691413c000)","Transmit Dropped (lxca276edb7a83f)","Transmit Dropped (lxcb2dea5c9292d)","Transmit Dropped (lxcbe77e52b37d2)","Transmit Dropped (lxcd87592c26ce1)","Transmit Dropped (lxcd911e1b69dcc)","Transmit Dropped (lxce7da8c60c1c1)","Transmit Dropped (lxcfac3688eea8d)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc13a306010214)","Transmit Total (lxc1c3395913bae)","Transmit Total (lxc2543b9c9ec41)","Transmit Total (lxc2568b56bcea7)","Transmit Total (lxc28528e2b302e)","Transmit Total (lxc306dffa018f2)","Transmit Total (lxc30b94e1d81cc)","Transmit Total (lxc33647fb8eab1)","Transmit Total (lxc58db09516916)","Transmit Total (lxc7084b74d5d49)","Transmit Total (lxc767056ff0e7d)","Transmit Total (lxc78ec245b8f12)","Transmit Total (lxc8089b721f31e)","Transmit Total (lxc831342b3bef8)","Transmit Total (lxc86ca1540ce30)","Transmit Total (lxc8b4940d2407b)","Transmit Total (lxc93601df3ac13)","Transmit Total (lxc9608bff87159)","Transmit Total (lxc9b02db5024dd)","Transmit Total (lxc_health)","Transmit Total (lxca2691413c000)","Transmit Total (lxca276edb7a83f)","Transmit Total (lxcb2dea5c9292d)","Transmit Total (lxcbe77e52b37d2)","Transmit Total (lxcd87592c26ce1)","Transmit Total (lxcd911e1b69dcc)","Transmit Total (lxce7da8c60c1c1)","Transmit Total (lxcfac3688eea8d)"
2023-03-11 17:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,39.0,148,0,0,0,1.20,1.74,0.556,4.91,0.550,0,7.92,0,8.27,0.0500,10.8,0.267,1.26,0,2.29,12.4,1.22,0.317,6.88,1.29,3.32,0.994,10.7,0,0,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,38.6,154,0,0,0,1.40,1.88,0.978,4.17,0.994,0,9.78,0,10.1,0.0500,11.3,0.328,1.43,0,3.02,13.2,1.41,0.383,7.84,1.49,3.43,1.01,11.7,0,0,0.878
2023-03-11 17:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,11.3,89.7,0,0,0,1.22,1.75,0.567,4.93,0.544,0,7.87,0,7.97,0.0500,11.9,0,1.23,0,2.52,4.36,1.22,0.317,6.84,1.30,3.33,1,11.0,0,0,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,13.1,86.3,0,0,0,1.41,1.84,0.989,4.21,0.989,0,9.81,0,10,0.0500,11.4,0,1.42,0,3.08,5.27,1.42,0.383,7.82,1.50,3.42,1,11.9,0,0,0.533
2023-03-11 17:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,11.3,91.8,0,0,0,1.22,1.75,0.572,4.93,0.544,0,7.81,0,8.26,0.0500,10.6,0.0111,1.25,0,2.36,4.34,1.22,0.317,6.88,1.30,3.33,1,11.0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,12.1,87.8,0,0,0,1.41,1.86,0.983,4.18,0.989,0,9.75,0,10.2,0.0500,11.0,0.0111,1.43,0,3.08,5.26,1.42,0.383,7.84,1.50,3.38,1.01,12.0,0,0,0.939
2023-03-11 17:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,10.7,91.8,0,0,0,1.22,1.75,0.550,4.93,0.544,0,7.83,0,8.26,0.0500,10.2,0.0111,1.22,0,2.59,4.27,1.22,0.317,6.90,1.29,3.33,1,10.7,0,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,11.6,85.6,0,0,0,1.41,1.86,0.983,4.18,0.994,0,9.71,0,10.2,0.0500,10.5,0.0111,1.41,0,2.89,5.28,1.42,0.383,7.86,1.49,3.39,1.01,11.7,0,0,0.722
2023-03-11 17:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,29.7,148,0,0,0,1.22,1.74,0.556,4.93,0.545,0,15.6,0,7.98,0.0556,12.1,0,1.23,0,2.50,8.23,1.22,0.322,6.88,1.29,3.33,0.973,10.9,0,0,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,30.5,146,0,0,0,1.41,1.87,0.995,4.19,0.995,0,15.7,0,9.73,0.0500,11.3,0,1.42,0,3.05,9.41,1.42,0.389,7.85,1.49,3.42,0.984,11.7,0,0,0.900
2023-03-11 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,37.7,149,0,0,0.00556,1.22,1.75,0.567,4.93,0.539,0,8.71,0,8.39,0.0556,10.4,0.267,1.23,0,2.27,12.1,1.22,0.333,6.84,1.29,3.33,1,10.9,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,37.8,152,0,0,0,1.41,1.85,1,4.18,0.989,0.00556,10.6,0,10.2,0.0500,9.95,0.333,1.42,0,3.08,13.4,1.41,0.400,7.82,1.49,3.40,1,11.9,0.00556,0,1.02
2023-03-11 18:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.2,91,0,0,0.00556,1.22,1.75,0.556,4.93,0.550,0,8.62,0,8.04,0.0500,10.8,0,1.25,0,2.32,4.36,1.22,0.333,6.84,1.30,3.32,0.972,10.5,0,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,12.0,84.5,0,0,0,1.41,1.85,0.994,4.19,0.994,0.00556,10.5,0,9.84,0.0500,10.1,0,1.43,0,3.12,5.29,1.41,0.400,7.82,1.50,3.44,0.972,11.6,0.00556,0,0.594
2023-03-11 18:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,11.4,92.2,0,0,0,1.22,1.75,0.572,4.93,0.556,0,7.82,0,8.37,0.0500,10.7,0.0111,1.26,0,2.60,4.34,1.23,0.333,6.91,1.30,3.33,0.967,10.8,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,12.3,87.6,0,0,0.00556,1.41,1.87,0.994,4.19,0.994,0,9.79,0,10.1,0.0500,11.1,0.0111,1.44,0,3.13,5.27,1.42,0.400,7.87,1.50,3.40,0.983,11.8,0,0,0.989
2023-03-11 18:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,11.3,93.1,0,0,0,1.22,1.75,0.572,4.93,0.550,0,7.91,0,8.34,0.0500,11.0,0.0111,1.23,0,2.68,4.33,1.22,0.333,6.86,1.28,3.33,0.994,10.9,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,12.7,86.7,0,0,0.00556,1.41,1.83,0.994,4.18,0.994,0,9.76,0,10.1,0.0500,10.9,0.0111,1.42,0,2.84,5.28,1.41,0.400,7.83,1.48,3.39,1.03,11.8,0,0,0.994
2023-03-11 18:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,25.0,120,0,0,0,1.17,1.74,0.567,4.93,0.550,0,7.87,0,8.02,0.0500,10.9,0,1.20,0,2.34,8.04,1.17,0.333,6.84,1.26,3.33,1,10.8,0,0,0.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,25.7,119,0,0,0,1.36,1.87,0.989,4.19,0.989,0,9.66,0,9.74,0.0500,10.5,0,1.38,0,2.92,9.04,1.36,0.400,7.82,1.45,3.38,1.02,11.6,0,0,0.583
2023-03-11 18:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,38.8,150,0,0,0,1.22,1.74,0.539,4.93,0.556,0,7.91,0,8.35,0.0500,9.76,0.267,1.23,0,2.41,13.7,1.23,0.333,6.86,1.29,3.33,0.994,11.3,0,0,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,38.7,153,0,0,0,1.41,1.84,0.983,4.18,1,0,9.78,0,10.2,0.0500,10.5,0.489,1.42,0,3.05,14.0,1.42,0.400,7.83,1.49,3.41,1.02,11.9,0,0,0.928
2023-03-11 18:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,11.7,92.0,0,0,0,1.22,1.74,0.545,4.93,0.545,0,7.91,0,7.99,0.0500,11.0,0,1.27,0,2.65,4.35,1.22,0.333,6.91,1.31,3.33,0.967,10.9,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,12.2,89.2,0,0,0,1.41,1.86,0.989,4.19,0.995,0,9.68,0,9.69,0.0500,11.8,0,1.44,0,3.10,5.28,1.41,0.400,7.87,1.51,3.41,0.989,11.7,0,0,0.533
2023-03-11 18:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,11.5,92.0,0,0,0,1.22,1.75,0.550,4.93,0.539,0,8.06,0,8.38,0.0556,11.0,0.0111,1.22,0,2.60,4.39,1.22,0.333,6.94,1.29,3.33,1,11.3,0,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,12.7,88,0,0,0,1.41,1.86,0.983,4.19,0.989,0,9.82,0,10.2,0.0556,11.3,0.0111,1.41,0,3.06,5.26,1.41,0.406,7.92,1.49,3.38,1.01,12.0,0,0,0.906
2023-03-11 18:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,11.9,94.7,0,0,0,1.22,1.74,0.556,4.93,0.561,0,7.99,0,8.46,0.0667,11.8,0.0111,1.25,0,2.28,4.37,1.20,0.333,6.84,1.29,3.33,1,11.0,0,0,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,13.6,93.2,0,0,0,1.41,1.89,0.983,4.17,1,0,9.83,0,10.2,0.0667,11.6,0.0111,1.43,0,3.02,5.25,1.40,0.400,7.82,1.49,3.40,1.01,11.9,0,0,0.906
2023-03-11 18:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,0,19.4,111,0,0,0,1.22,1.74,0.561,4.91,0.539,0,7.83,0,7.93,0.0611,10.7,0,1.25,0,2.44,6.20,1.22,0.328,6.86,1.29,3.33,1,11.0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,19.6,106,0,0,0,1.42,1.83,0.983,4.17,0.983,0,9.70,0,9.79,0.0611,11.0,0,1.43,0,2.94,7.33,1.41,0.394,7.83,1.49,3.39,1.01,11.8,0,0,0.511
2023-03-11 18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,38.4,149,0,0,0,1.20,1.74,0.556,4.91,0.544,0.00556,7.85,0,8.25,0.0500,9.68,0.267,1.27,0,2.66,12.1,1.22,0.317,6.88,1.29,3.33,1,10.9,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,37.1,153,0,0,0,1.40,1.86,0.983,4.16,0.989,0,9.77,0,10.1,0.0500,10.6,0.339,1.44,0,3,13.5,1.41,0.383,7.84,1.49,3.38,1.02,11.9,0,0,0.978
2023-03-11 18:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,10.8,88.7,0,0,0,1.23,1.74,0.567,4.93,0.550,0,7.87,0,7.84,0.0500,9.63,0,1.23,0,2.58,4.38,1.24,0.317,6.88,1.30,3.33,1,10.4,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,10.8,84.2,0,0,0,1.42,1.89,0.989,4.19,0.994,0,9.67,0,9.69,0.0500,10.8,0,1.42,0.00556,2.79,5.27,1.43,0.383,7.84,1.50,3.39,1,11.6,0,0,0.606
2023-03-11 18:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,11.2,91.6,0,0,0,1.20,1.74,0.578,4.94,0.550,0,8.01,0,8.29,0.0500,10.6,0.0167,1.25,0,2.41,4.38,1.25,0.317,6.87,1.29,3.33,1,10.9,0,0,0.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,12.3,86.9,0,0,0,1.40,1.88,0.994,4.19,1,0,9.74,0,10.1,0.0500,10.8,0.0111,1.43,0.00556,2.97,5.27,1.43,0.383,7.83,1.49,3.40,1.01,11.8,0,0,0.972
2023-03-11 18:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,11.5,110,0,0,0,1.22,1.74,0.561,4.94,0.550,0,15.8,0,8.35,0.0500,10.5,0.0167,1.23,0,2.51,4.39,1.22,0.317,6.88,1.29,3.33,1,11.0,0,0,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,12.1,95.2,0,0,0,1.41,1.87,0.994,4.19,0.994,0,15.4,0,10.2,0.0556,11.3,0.0111,1.42,0,3.11,5.23,1.41,0.383,7.84,1.49,3.39,1.02,11.9,0,0,0.933
2023-03-11 18:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,13.8,97.3,0,0.00556,0,1.23,1.76,0.561,4.93,0.550,0,7.80,0,7.94,0.0500,10.1,0,1.23,0,2.63,5.07,1.22,0.317,6.86,1.31,3.33,0.967,10.6,0,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,14.3,92.7,0,0,0,1.42,1.85,0.989,4.20,0.989,0,9.67,0.00556,9.77,0.0556,10.5,0,1.42,0,2.96,6.10,1.41,0.383,7.83,1.50,3.42,0.983,11.6,0,0,0.511
