"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-7bbf9dc945-hn24k","carts-db-ff8647ccb-wgfln","catalogue-6479dbb5bd-8ttc2","catalogue-db-6b55d8cdb7-82wtb","cert-manager-5fdbd97fb5-qp27w","cert-manager-cainjector-7c44879bc4-n7vft","cert-manager-webhook-5db84854c8-pzd4n","cilium-operator-d7fc69fd7-schp9","cilium-pj2c9","cilium-vsfsg","cilium-zbc49","coredns-7b5bbc6644-vg2np","csi-attacher-59db6bb96c-8dsl6","csi-attacher-59db6bb96c-8zdvr","csi-attacher-59db6bb96c-lfwhn","csi-provisioner-6d44d79b88-7bvhx","csi-provisioner-6d44d79b88-k5jk7","csi-provisioner-6d44d79b88-szgqn","csi-resizer-8b789b7d-7vmt2","csi-resizer-8b789b7d-m6snp","csi-resizer-8b789b7d-rh99x","csi-snapshotter-745f585cbb-km4bj","csi-snapshotter-745f585cbb-lqxdj","csi-snapshotter-745f585cbb-mtgsz","deathstar-f694cf746-lkxs5","deathstar-f694cf746-q878d","engine-image-ei-881c42db-hp6bg","engine-image-ei-881c42db-rx472","engine-image-ei-881c42db-wkwlm","fleet-agent-86bcc7466d-vsfz6","fleet-controller-7bbd96b579-qpbfd","front-end-7f5c844b4c-2hc8c","gitjob-5bd78d7cd9-wnj28","grafana-84476dcf4b-ntnnj","hubble-relay-6565cf56c6-nb7kd","hubble-ui-64bd8dcbf5-pbp6l","instance-manager-e-302f192d","instance-manager-e-3219ce03","instance-manager-e-3aea7ce1","instance-manager-r-359364ff","instance-manager-r-a4d81ad5","instance-manager-r-fff2efbe","local-path-provisioner-687d6d7765-5wbpg","longhorn-admission-webhook-6f4d8846df-jb44f","longhorn-admission-webhook-6f4d8846df-jqd7m","longhorn-conversion-webhook-8576fd8f86-btwrc","longhorn-conversion-webhook-8576fd8f86-k2dj8","longhorn-csi-plugin-2l79j","longhorn-csi-plugin-5mmwg","longhorn-csi-plugin-l7vkf","longhorn-driver-deployer-d4dfb64f-x6nmg","longhorn-manager-2z78z","longhorn-manager-8r7dt","longhorn-manager-sbfjj","longhorn-ui-7f8b58b9d9-2zppx","metrics-server-667586758d-pl779","orders-74f65597c5-x4skx","orders-db-795cb4dcd8-jmt9q","payment-c7df5b49-hb6ph","prometheus-7dbb447479-5s4j7","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-4zmf6","pushprox-k3s-server-client-msgv4","pushprox-k3s-server-client-xvzvm","pushprox-k3s-server-proxy-695c9cdf7d-lmwpr","queue-master-9fc44d68d-jgsbc","rabbitmq-6576689cc9-7wl5w","rancher-7c5dbf46fc-lqbjg","rancher-7c5dbf46fc-nfzn2","rancher-7c5dbf46fc-rwfms","rancher-monitoring-grafana-586df56bff-6j6rg","rancher-monitoring-kube-state-metrics-77ddfd789b-drpg6","rancher-monitoring-operator-ff6cfcc76-2kq5c","rancher-monitoring-prometheus-adapter-79d8db9697-h7jqg","rancher-monitoring-prometheus-node-exporter-d975r","rancher-monitoring-prometheus-node-exporter-m2gs2","rancher-monitoring-prometheus-node-exporter-wnvnm","rancher-webhook-577b778f8f-z9l7j","session-db-695f7fd48f-k4wgf","shipping-79c568cddc-zlkl2","svclb-traefik-72794919-hvv9m","svclb-traefik-72794919-prhlr","svclb-traefik-72794919-psx6c","tetragon-ktdnt","tetragon-mnsj9","tetragon-zthfl","tiefighter","traefik-64b96ccbcd-lnkx4","ubuntu","user-79dddf5cc9-cn45h","user-db-b8dfb847c-fnvpt","xwing"
2023-03-11 08:50:00,205,39.8,15.8,287,0,6343,4633,158,134829,134721,131723,155680,412,127,124,462,422,122,118,119,96.0,433,132,125,477,0,0,0,0,0.233,7350,7469,415,5783,103,92.0,0,68.3,65.3,69.0,65.7,65.3,64.8,4.58,7969,7631,3002,3013,0,0,0,0,4954,4981,5025,0,1907,38.5,19.2,299,66517,38651,144020,133464,134156,15189,3.67,4.83,29619,20557,20456,159,3976,32001,18600,132294,156123,149461,4789,0.360,0,0,0,0.233,156064,134613,137179,0,6115,0,407,140,0
2023-03-11 08:52:00,205,39.8,15.8,287,0,6343,4633,158,134829,134721,131723,155680,412,127,124,462,422,122,118,119,96.0,433,132,125,477,0,0,0,0,0.233,7350,7469,415,5783,103,92.0,0,68.3,65.3,69.0,65.7,65.3,64.8,4.58,7969,7631,3002,3013,0,0,0,0,4954,4981,5025,0,1907,38.5,19.2,299,66517,38651,144020,133464,134156,15189,3.67,4.83,29619,20557,20456,159,3976,32001,18600,132294,156123,149461,4789,0.360,0,0,0,0.233,156064,134613,137179,0,6115,0,407,140,0
2023-03-11 08:54:00,205,39.8,15.8,287,0,6343,4633,158,134829,134721,131723,155680,412,127,124,462,422,122,118,119,96.0,433,132,125,477,0,0,0,0,0.233,7350,7469,415,5783,103,92.0,0,68.3,65.3,69.0,65.7,65.3,64.8,4.58,7969,7631,3002,3013,0,0,0,0,4954,4981,5025,0,1907,38.5,19.2,299,66517,38651,144020,133464,134156,15189,3.67,4.83,29619,20557,20456,159,3976,32001,18600,132294,156123,149461,4789,0.360,0,0,0,0.233,156064,134613,137179,0,6115,0,407,140,0
2023-03-11 08:56:00,217,401,214,428,37.2,236,163,158,175761,144051,175668,111566,398,125,128,438,463,125,129,122,156,448,129,132,452,0.233,0.233,0,0,0,4497,4583,1235,2495,73.7,84.1,0,65.3,65.5,63.5,69.7,67.4,67.2,3.38,1855,2206,36.1,36.6,0.233,0,0,0.233,1833,1852,1834,0,1919,37.2,19.6,292,65584,38242,110820,145506,175154,15906,4.23,4.27,13489,9039,9029,103,1625,306,21525,181472,144530,112134,2038,30.3,0,0,0,0,109361,143351,173772,0,13225,0,398,143,0
2023-03-11 08:58:00,217,401,214,428,37.2,236,163,158,175761,144051,175668,111566,398,125,128,438,463,125,129,122,156,448,129,132,452,0.233,0.233,0,0,0,4497,4583,1235,2495,73.7,84.1,0,65.3,65.5,63.5,69.7,67.4,67.2,3.38,1855,2206,36.1,36.6,0.233,0,0,0.233,1833,1852,1834,0,1919,37.2,19.6,292,65584,38242,110820,145506,175154,15906,4.23,4.27,13489,9039,9029,103,1625,306,21525,181472,144530,112134,2038,30.3,0,0,0,0,109361,143351,173772,0,13225,0,398,143,0
2023-03-11 09:00:00,206,39.8,18.6,293,0.233,225,164,154,130156,106919,132655,95747,399,134,131,460,431,132,125,136,126,455,128,128,468,0,0,0,0,0,18777,4577,405,2643,104,87.2,0,66.8,66.8,66.0,63.7,68.1,64.2,5.26,1734,1711,34.2,31.2,0,0,0,0,1845,1854,1862,0,1902,40.0,19,296,66301,38435,99613,105667,135144,15924,3.71,4.27,16398,6989,7055,153,1608,297,16204,133858,104275,97274,2028,0.593,0,0,0,0,97899,104385,132588,0,157,0,409,143,0
2023-03-11 09:02:00,206,39.8,18.6,293,0.233,225,164,154,130156,106919,132655,95747,399,134,131,460,431,132,125,136,126,455,128,128,468,0,0,0,0,0,18777,4577,405,2643,104,87.2,0,66.8,66.8,66.0,63.7,68.1,64.2,5.26,1734,1711,34.2,31.2,0,0,0,0,1845,1854,1862,0,1902,40.0,19,296,66301,38435,99613,105667,135144,15924,3.71,4.27,16398,6989,7055,153,1608,297,16204,133858,104275,97274,2028,0.593,0,0,0,0,97899,104385,132588,0,157,0,409,143,0
2023-03-11 09:04:00,206,39.8,18.6,293,0.233,225,164,154,130156,106919,132655,95747,399,134,131,460,431,132,125,136,126,455,128,128,468,0,0,0,0,0,18777,4577,405,2643,104,87.2,0,66.8,66.8,66.0,63.7,68.1,64.2,5.26,1734,1711,34.2,31.2,0,0,0,0,1845,1854,1862,0,1902,40.0,19,296,66301,38435,99613,105667,135144,15924,3.71,4.27,16398,6989,7055,153,1608,297,16204,133858,104275,97274,2028,0.593,0,0,0,0,97899,104385,132588,0,157,0,409,143,0
2023-03-11 09:06:00,204,430,229,413,37.2,221,162,157,177698,133430,177262,107331,397,131,138,454,453,132,142,129,136,439,143,139,467,0,0,0,0.233,0,4483,4382,1225,2522,76.1,87.2,0,64.4,65.3,65.7,65.5,64.2,66.1,4.36,1824,1876,47.1,33.3,0,0.233,0,0,1881,1756,1773,0.233,1880,37.2,18.4,299,67827,38206,101515,132770,174480,15935,4.13,4.27,13704,6907,6908,102,1645,165,20076,173097,135387,106084,2021,29.6,0,0,0,0,106664,135110,175404,0,13185,0,397,141,0.233
2023-03-11 09:08:00,204,430,229,413,37.2,221,162,157,177698,133430,177262,107331,397,131,138,454,453,132,142,129,136,439,143,139,467,0,0,0,0.233,0,4483,4382,1225,2522,76.1,87.2,0,64.4,65.3,65.7,65.5,64.2,66.1,4.36,1824,1876,47.1,33.3,0,0.233,0,0,1881,1756,1773,0.233,1880,37.2,18.4,299,67827,38206,101515,132770,174480,15935,4.13,4.27,13704,6907,6908,102,1645,165,20076,173097,135387,106084,2021,29.6,0,0,0,0,106664,135110,175404,0,13185,0,397,141,0.233
2023-03-11 09:10:00,220,37.2,19,305,0,223,162,156,132993,106742,133373,94518,393,134,124,439,448,128,122,129,122,447,125,129,460,0,0,0.233,0,0,4181,4578,403,2590,104,86.8,0,67.4,63.9,66.4,66.5,68.4,67.9,5.54,1818,1829,33.1,31.7,0,0,0,0,1809,1848,1883,0,1904,39.8,19.6,299,64812,38483,95953,108360,129826,15945,4.41,4.27,13380,6911,6717,162,1596,296,21916,135261,107519,93968,1964,0.360,0.233,0,0,0,93845,108224,130837,0,177,0,400,146,0
2023-03-11 09:12:00,220,37.2,19,305,0,223,162,156,132993,106742,133373,94518,393,134,124,439,448,128,122,129,122,447,125,129,460,0,0,0.233,0,0,4181,4578,403,2590,104,86.8,0,67.4,63.9,66.4,66.5,68.4,67.9,5.54,1818,1829,33.1,31.7,0,0,0,0,1809,1848,1883,0,1904,39.8,19.6,299,64812,38483,95953,108360,129826,15945,4.41,4.27,13380,6911,6717,162,1596,296,21916,135261,107519,93968,1964,0.360,0.233,0,0,0,93845,108224,130837,0,177,0,400,146,0
2023-03-11 09:14:00,220,37.2,19,305,0,223,162,156,132993,106742,133373,94518,393,134,124,439,448,128,122,129,122,447,125,129,460,0,0,0.233,0,0,4181,4578,403,2590,104,86.8,0,67.4,63.9,66.4,66.5,68.4,67.9,5.54,1818,1829,33.1,31.7,0,0,0,0,1809,1848,1883,0,1904,39.8,19.6,299,64812,38483,95953,108360,129826,15945,4.41,4.27,13380,6911,6717,162,1596,296,21916,135261,107519,93968,1964,0.360,0.233,0,0,0,93845,108224,130837,0,177,0,400,146,0
2023-03-11 09:16:00,215,437,226,421,37.2,225,161,150,177803,138971,175297,94876,400,121,124,468,445,118,118,122,119,424,125,122,483,0,0,0,0,0,4516,4570,1206,2575,78.7,89.4,0,66.8,65.3,69.7,69.4,66.8,65.7,4.52,1799,1726,31.5,31.5,0,0,0.233,0,1805,1777,1789,0,1962,37.2,18.4,310,68470,38234,96075,138854,177274,16628,3.57,4.27,14614,6708,7068,102,1576,166,15973,171285,138260,96487,2020,29.6,0,0,0,0,95358,137483,174348,0.233,13238,0.233,420,137,0
2023-03-11 09:18:00,215,437,226,421,37.2,225,161,150,177803,138971,175297,94876,400,121,124,468,445,118,118,122,119,424,125,122,483,0,0,0,0,0,4516,4570,1206,2575,78.7,89.4,0,66.8,65.3,69.7,69.4,66.8,65.7,4.52,1799,1726,31.5,31.5,0,0,0.233,0,1805,1777,1789,0,1962,37.2,18.4,310,68470,38234,96075,138854,177274,16628,3.57,4.27,14614,6708,7068,102,1576,166,15973,171285,138260,96487,2020,29.6,0,0,0,0,95358,137483,174348,0.233,13238,0.233,420,137,0
2023-03-11 09:20:00,215,38.5,19.6,284,0,221,161,158,129881,100713,128160,105430,389,135,135,446,425,132,132,129,136,455,136,132,443,0,0,0,0,0,17841,4437,436,2452,102,86.8,0,65.5,69.5,62.8,65.7,66.3,65.9,6.18,1820,1761,30.8,32.0,0,0,0,0,1772,1849,1813,0,1910,39.8,19.6,300,65665,38254,105358,100957,130400,15205,4.60,4.27,13094,6888,6812,168,1625,298,20140,133135,101246,103594,2026,0.360,0,0,0,0,106328,101928,134214,0,160,0,403,145,0
2023-03-11 09:22:00,215,38.5,19.6,284,0,221,161,158,129881,100713,128160,105430,389,135,135,446,425,132,132,129,136,455,136,132,443,0,0,0,0,0,17841,4437,436,2452,102,86.8,0,65.5,69.5,62.8,65.7,66.3,65.9,6.18,1820,1761,30.8,32.0,0,0,0,0,1772,1849,1813,0,1910,39.8,19.6,300,65665,38254,105358,100957,130400,15205,4.60,4.27,13094,6888,6812,168,1625,298,20140,133135,101246,103594,2026,0.360,0,0,0,0,106328,101928,134214,0,160,0,403,145,0
2023-03-11 09:24:00,215,38.5,19.6,284,0,221,161,158,129881,100713,128160,105430,389,135,135,446,425,132,132,129,136,455,136,132,443,0,0,0,0,0,17841,4437,436,2452,102,86.8,0,65.5,69.5,62.8,65.7,66.3,65.9,6.18,1820,1761,30.8,32.0,0,0,0,0,1772,1849,1813,0,1910,39.8,19.6,300,65665,38254,105358,100957,130400,15205,4.60,4.27,13094,6888,6812,168,1625,298,20140,133135,101246,103594,2026,0.360,0,0,0,0,106328,101928,134214,0,160,0,403,145,0
2023-03-11 09:26:00,212,436,224,372,37.2,222,153,161,174951,139164,176661,106410,414,124,121,461,454,125,118,122,122,455,125,132,473,0,0,0,0,0,4233,4349,1206,2661,78.6,87.8,0.233,52.3,65.7,66.6,67.7,62.4,65.5,4.70,1761,1815,33.3,32.2,0,0,0,0,1899,1785,1846,0,1841,38.5,19,293,67019,37484,107772,138747,176882,15912,3.11,4.73,13512,6898,6863,98.9,1556,295,21568,179261,138057,109555,2074,28.5,0,0.233,0,0,107883,137784,178205,0,13164,0,398,143,0
2023-03-11 09:28:00,212,436,224,372,37.2,222,153,161,174951,139164,176661,106410,414,124,121,461,454,125,118,122,122,455,125,132,473,0,0,0,0,0,4233,4349,1206,2661,78.6,87.8,0.233,52.3,65.7,66.6,67.7,62.4,65.5,4.70,1761,1815,33.3,32.2,0,0,0,0,1899,1785,1846,0,1841,38.5,19,293,67019,37484,107772,138747,176882,15912,3.11,4.73,13512,6898,6863,98.9,1556,295,21568,179261,138057,109555,2074,28.5,0,0.233,0,0,107883,137784,178205,0,13164,0,398,143,0
2023-03-11 09:30:00,211,38.5,18.4,352,0,221,170,145,132943,103768,135577,81706,390,125,127,454,445,115,125,122,123,439,122,122,483,0,0,0,0,0,5393,4450,427,2487,104,85.7,0,67.4,63.9,66.3,62.8,69.8,53.9,4.94,1818,1824,31.7,32.5,0,0,0,0,1791,1872,1771,0,1961,38.5,18.4,305,65643,39218,81130,107185,132249,15910,3.99,3.80,14605,6838,6858,159,1661,294,15290,128893,108839,81260,2019,0.360,0,0,0,0,81697,109138,132174,0,176,0,405,143,0
2023-03-11 09:32:00,211,38.5,18.4,352,0,221,170,145,132943,103768,135577,81706,390,125,127,454,445,115,125,122,123,439,122,122,483,0,0,0,0,0,5393,4450,427,2487,104,85.7,0,67.4,63.9,66.3,62.8,69.8,53.9,4.94,1818,1824,31.7,32.5,0,0,0,0,1791,1872,1771,0,1961,38.5,18.4,305,65643,39218,81130,107185,132249,15910,3.99,3.80,14605,6838,6858,159,1661,294,15290,128893,108839,81260,2019,0.360,0,0,0,0,81697,109138,132174,0,176,0,405,143,0
2023-03-11 09:34:00,211,38.5,18.4,352,0,221,170,145,132943,103768,135577,81706,390,125,127,454,445,115,125,122,123,439,122,122,483,0,0,0,0,0,5393,4450,427,2487,104,85.7,0,67.4,63.9,66.3,62.8,69.8,53.9,4.94,1818,1824,31.7,32.5,0,0,0,0,1791,1872,1771,0,1961,38.5,18.4,305,65643,39218,81130,107185,132249,15910,3.99,3.80,14605,6838,6858,159,1661,294,15290,128893,108839,81260,2019,0.360,0,0,0,0,81697,109138,132174,0,176,0,405,143,0
2023-03-11 09:36:00,212,425,227,407,37.2,222,165,165,175189,137003,175198,116007,406,127,131,446,440,129,128,126,126,454,112,136,452,0,0,0,0,0,4327,4639,1221,2557,75.2,87.2,0,80.6,66.1,66.3,64.8,67.2,80.2,4.58,1846,1842,32.9,31.5,0,0,0,0,1832,1770,1812,0,1888,37.2,19.6,289,66343,38244,114988,133934,174858,15925,4.27,4.50,13499,6693,6968,5862,1561,167,21722,175082,133275,113921,1815,29.2,0,0,0,0,113398,132013,175200,0,13165,0,404,143,0
2023-03-11 09:38:00,212,425,227,407,37.2,222,165,165,175189,137003,175198,116007,406,127,131,446,440,129,128,126,126,454,112,136,452,0,0,0,0,0,4327,4639,1221,2557,75.2,87.2,0,80.6,66.1,66.3,64.8,67.2,80.2,4.58,1846,1842,32.9,31.5,0,0,0,0,1832,1770,1812,0,1888,37.2,19.6,289,66343,38244,114988,133934,174858,15925,4.27,4.50,13499,6693,6968,5862,1561,167,21722,175082,133275,113921,1815,29.2,0,0,0,0,113398,132013,175200,0,13165,0,404,143,0
2023-03-11 09:40:00,199,38.5,19,305,0,225,159,151,131966,106548,127495,106820,394,124,121,453,462,128,125,126,129,454,149,122,468,0,0,0,0,0,17813,4314,417,2487,107,87.2,0,63.3,67.9,66.6,67.9,66.3,65.9,4.58,1766,1772,32.0,31.1,0,0,0,0,1764,1787,1856,0,1843,39.8,18.6,301,66314,38120,106407,105733,132232,15915,4.60,4.27,13577,6797,6766,157,1525,295,20965,132897,105872,97973,2078,0.360,0,0,0.233,0,106933,107250,127518,0,155,0,405,143,0
2023-03-11 09:42:00,199,38.5,19,305,0,225,159,151,131966,106548,127495,106820,394,124,121,453,462,128,125,126,129,454,149,122,468,0,0,0,0,0,17813,4314,417,2487,107,87.2,0,63.3,67.9,66.6,67.9,66.3,65.9,4.58,1766,1772,32.0,31.1,0,0,0,0,1764,1787,1856,0,1843,39.8,18.6,301,66314,38120,106407,105733,132232,15915,4.60,4.27,13577,6797,6766,157,1525,295,20965,132897,105872,97973,2078,0.360,0,0,0.233,0,106933,107250,127518,0,155,0,405,143,0
2023-03-11 09:44:00,199,38.5,19,305,0,225,159,151,131966,106548,127495,106820,394,124,121,453,462,128,125,126,129,454,149,122,468,0,0,0,0,0,17813,4314,417,2487,107,87.2,0,63.3,67.9,66.6,67.9,66.3,65.9,4.58,1766,1772,32.0,31.1,0,0,0,0,1764,1787,1856,0,1843,39.8,18.6,301,66314,38120,106407,105733,132232,15915,4.60,4.27,13577,6797,6766,157,1525,295,20965,132897,105872,97973,2078,0.360,0,0,0.233,0,106933,107250,127518,0,155,0,405,143,0
2023-03-11 09:46:00,212,438,233,422,37.2,222,161,149,178174,135789,175248,96764,386,125,128,445,422,115,115,126,116,440,125,129,475,0,0,0,0,0.233,4430,4545,1190,2678,73.7,83.7,0,67.4,67.0,65.3,67.3,65.0,65.7,4.25,1794,1810,31.6,33.4,0,0,0,0,1839,1882,1818,0,1896,37.2,19.6,302,66981,38258,97050,135943,178977,16625,2.97,4.83,14111,7169,6970,103,1579,296,16059,173751,135819,102822,1966,30.3,0,0,0,0,96909,133076,177730,0,13171,0,395,146,0
