"Time","172.16.66.87:10250 DELETE ","172.16.66.87:10250 GET ","172.16.66.87:10250 PATCH ","172.16.66.87:10250 POST ","172.16.66.87:10250 PUT ","172.16.66.90:10250 DELETE ","172.16.66.90:10250 GET ","172.16.66.90:10250 PATCH ","172.16.66.90:10250 POST ","172.16.66.90:10250 PUT ","172.16.66.91:10250 DELETE ","172.16.66.91:10250 GET ","172.16.66.91:10250 PATCH ","172.16.66.91:10250 POST ","172.16.66.91:10250 PUT "
2023-03-04 12:08:00,,0.0507,0.0248,0.0707,0.0961,,0.0248,0.0248,0.0962,0.0248,,0.0247,0.0248,0.0248,0.0820
2023-03-04 12:10:00,,0.0474,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0955,0.0248,,0.0248,,0.0947,0.0914
2023-03-04 12:12:00,,0.0475,0.0248,0.0236,0.0248,,0.0248,,0.0248,0.0248,,0.0248,0.0248,0.0962,0.0914
2023-03-04 12:14:00,,0.0436,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0974,0.0248,,0.0248,0.0248,0.0948,0.0940
2023-03-04 12:16:00,,0.0436,0.0248,0.0237,0.0902,,0.0247,0.0248,0.0974,0.0248,,0.0247,0.0248,0.0955,0.0955
2023-03-04 12:18:00,,0.0562,0.0248,0.0238,0.0902,,0.0247,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0978,0.0914
2023-03-04 12:20:00,,0.0585,0.0248,0.0775,0.0248,,0.0246,0.0248,0.0970,0.0975,,0.0247,,0.0978,0.0248
2023-03-04 12:22:00,,0.0506,0.0248,0.0752,0.0248,,0.0246,,0.0985,0.0985,,0.0245,0.0248,0.0955,0.0248
2023-03-04 12:24:00,,0.0561,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0985,0.0987,,0.0246,0.0248,0.0955,0.0248
2023-03-04 12:26:00,,0.0506,0.0248,0.0944,0.0248,,0.0248,0.0248,0.0974,0.0981,,0.0246,,0.0948,0.0248
2023-03-04 12:28:00,,0.0342,0.0248,0.0949,0.0248,,0.0248,,0.0248,0.0957,,0.0246,0.0248,0.0248,0.0248
2023-03-04 12:30:00,,0.0475,0.0248,0.0897,0.0248,,0.0247,0.0248,0.0933,0.0988,,0.0248,0.0248,0.0925,0.0248
2023-03-04 12:32:00,,0.0393,0.0248,0.0890,0.0248,,0.0247,0.0248,0.0975,0.0992,,0.0247,0.0248,0.0933,0.0248
2023-03-04 12:34:00,,0.0342,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0970,0.0993,,0.0246,0.0248,0.0248,0.0248
2023-03-04 12:36:00,,0.0475,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0248,0.0988,,0.0247,,0.0970,0.0248
2023-03-04 12:38:00,,0.0536,0.0248,0.0941,0.0248,,0.0248,,0.0974,0.0940,,0.0248,0.0248,0.0979,0.0248
2023-03-04 12:40:00,,0.0436,0.0248,0.0950,0.0248,,0.0246,0.0248,0.0969,0.0981,,0.0248,0.0248,0.0978,0.0248
2023-03-04 12:42:00,,0.0343,0.0248,0.0943,0.0248,,0.0966,0.0248,0.0951,0.0989,,0.0247,0.0248,0.0976,0.0248
2023-03-04 12:44:00,,0.0507,0.0248,0.0914,0.0248,,0.0984,0.0248,0.0974,0.0978,,0.0247,0.0248,0.0972,0.0248
2023-03-04 12:46:00,,0.0562,0.0248,0.0235,0.0248,,0.0974,0.0248,0.0940,0.0970,,0.0248,,0.0980,0.0248
2023-03-04 12:48:00,,0.0606,0.0248,0.0229,0.0248,,0.0827,,0.0248,0.0957,,0.0248,0.0248,0.0985,0.0248
2023-03-04 12:50:00,,0.0585,0.0248,0.0224,0.0248,,0.0247,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0955,0.0248
2023-03-04 12:52:00,,0.0507,0.0248,0.0230,0.0248,,0.0245,0.0248,0.0955,0.0978,,0.0247,0.0248,0.0947,0.0248
2023-03-04 12:54:00,,0.0562,0.0248,0.0234,0.0248,,0.0240,0.0248,0.0962,0.0991,,0.0248,0.0248,0.0962,0.0248
2023-03-04 12:56:00,,0.0585,0.0248,0.0782,0.0248,,0.0238,0.0248,0.0247,0.0993,,0.0246,,0.0962,0.0248
2023-03-04 12:58:00,,0.0584,0.0248,0.0745,0.0248,,0.0235,,0.0248,0.0992,,0.0242,0.0248,0.0962,0.0248
2023-03-04 13:00:00,,0.0562,0.0248,0.0237,0.0248,,0.0226,0.0248,0.0248,0.0982,,0.0245,0.0248,0.0248,0.0957
2023-03-04 13:02:00,,0.0475,0.0248,0.0234,0.0248,,0.0244,0.0248,0.0974,0.0820,,0.0247,0.0248,0.0948,0.0974
2023-03-04 13:04:00,,0.0474,0.0248,0.0230,0.0248,,0.0243,0.0248,0.0974,0.0981,,0.0247,0.0248,0.0948,0.0978
2023-03-04 13:06:00,,0.0475,0.0248,0.0239,0.0248,,0.0244,0.0248,0.0962,0.0989,,0.0910,,0.0948,0.0966
2023-03-04 13:08:00,,0.0474,0.0248,0.0737,0.0248,,0.0247,,0.0974,0.0984,,0.0910,0.0248,0.0980,0.0943
2023-03-04 13:10:00,,0.0507,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0940,0.0978,,0.0247,0.0248,0.0985,0.0940
2023-03-04 13:12:00,,0.0605,0.0248,0.0239,0.0248,,0.0247,0.0248,0.0948,0.0957,,0.0247,,0.0955,0.0910
2023-03-04 13:14:00,,0.0605,0.0248,0.0895,0.0248,,0.0247,,0.0978,0.0248,,0.0248,0.0248,0.0248,0.0981
2023-03-04 13:16:00,,0.0561,0.0248,0.0897,0.0248,,0.0246,0.0248,0.0962,0.0910,,0.0247,0.0248,0.0248,0.0975
2023-03-04 13:18:00,,0.0586,0.0248,0.0824,0.0248,,0.0245,0.0248,0.0248,0.0964,,0.0243,0.0248,0.0925,0.0970
2023-03-04 13:20:00,,0.0562,0.0248,0.0887,0.0248,,0.0246,0.0248,0.0966,0.0943,,0.0243,0.0248,0.0962,0.0990
2023-03-04 13:22:00,,0.0535,0.0248,0.0723,0.0248,,0.0247,0.0248,0.0975,0.0248,,0.0247,,0.0966,0.0993
2023-03-04 13:24:00,,0.0562,0.0248,0.0232,0.0248,,0.0247,,0.0940,0.0248,,0.0247,0.0248,0.0955,0.0992
2023-03-04 13:26:00,,0.0536,0.0248,0.0861,0.0248,,0.0246,0.0248,0.0981,0.0248,,0.0246,0.0248,0.0973,0.0982
2023-03-04 13:28:00,,0.0474,0.0248,0.0902,0.0248,,0.0247,0.0248,0.0979,0.0248,,0.0246,0.0248,0.0978,0.0248
2023-03-04 13:30:00,,0.0437,0.0248,0.0897,0.0248,,0.0248,0.0248,0.0965,0.0248,,0.0247,0.0248,0.0980,0.0983
2023-03-04 13:32:00,,0.0436,0.0248,0.0876,0.0248,,0.0248,0.0248,0.0978,0.0248,,0.0247,,0.0986,0.0992
2023-03-04 13:34:00,,0.0474,0.0248,0.0229,0.0248,,0.0248,,0.0970,0.0248,,0.0246,0.0248,0.0985,0.0993
2023-03-04 13:36:00,,0.0475,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0244,0.0248,0.0248,0.0990
2023-03-04 13:38:00,,0.0474,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0948,0.0248,,0.0247,0.0248,0.0248,0.0966
2023-03-04 13:40:00,,0.0506,0.0248,0.0237,0.0813,,0.0247,0.0248,0.0962,0.0827,,0.0248,0.0248,0.0247,0.0940
2023-03-04 13:42:00,,0.0586,0.0248,0.0242,0.0827,,0.0247,0.0248,0.0248,0.0820,,0.0248,,0.0246,0.0988
2023-03-04 13:44:00,,0.0606,0.0248,0.0241,0.0248,,0.0247,,0.0948,0.0248,,0.0246,0.0248,0.0247,0.0993
2023-03-04 13:46:00,,0.0605,0.0248,0.0234,0.0248,,0.0246,0.0248,0.0974,0.0248,,0.0245,0.0248,0.0247,0.0992
2023-03-04 13:48:00,,0.0585,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0970,0.0248,,0.0246,0.0248,0.0247,0.0989
2023-03-04 13:50:00,,0.0562,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0963,0.0248,,0.0246,0.0248,0.0955,0.0964
2023-03-04 13:52:00,,0.0507,0.0248,0.0805,0.0248,,0.0246,0.0248,0.0947,0.0248,,0.0247,,0.0985,0.0943
2023-03-04 13:54:00,,0.0475,0.0247,0.0745,0.0248,,0.0246,,0.0955,0.0248,,0.0248,0.0248,0.0955,0.0989
2023-03-04 13:56:00,,0.0507,0.0247,0.0895,0.0248,,0.0246,0.0248,0.0983,0.0248,,0.0247,0.0248,0.0933,0.0993
2023-03-04 13:58:00,,0.0474,0.0248,0.0913,0.0248,,0.0242,0.0248,0.0974,0.0248,,0.0247,,0.0955,0.0992
2023-03-04 14:00:00,,0.0507,0.0248,0.0737,0.0248,,0.0246,0.0248,0.0974,0.0248,,0.0248,0.0248,0.0245,0.0986
2023-03-04 14:02:00,,0.0535,0.0248,0.0858,0.0248,,0.0245,0.0248,0.0974,0.0248,,0.0247,0.0248,0.0948,0.0827
2023-03-04 14:04:00,,0.0506,0.0248,0.0940,0.0248,,0.0247,,0.0955,0.0248,,0.0247,0.0248,0.0948,0.0820
2023-03-04 14:06:00,,0.0508,0.0248,0.0927,0.0248,,0.0247,0.0248,0.0948,0.0248,,0.0246,0.0248,0.0940,0.0985
2023-03-04 14:08:00,,0.0474,0.0248,0.0903,0.0906,,0.0964,0.0248,0.0948,0.0248,,0.0244,,0.0970,0.0990
2023-03-04 14:10:00,,0.0535,0.0248,0.0865,0.0902,,0.0981,,0.0978,0.0975,,0.0245,0.0248,0.0978,0.0975
2023-03-04 14:12:00,,0.0606,0.0248,0.0737,0.0248,,0.0971,0.0248,0.0975,0.0975,,0.0247,0.0248,0.0974,0.0248
2023-03-04 14:14:00,,0.0606,0.0248,0.0842,0.0248,,0.0910,0.0248,0.0959,0.0820,,0.0248,0.0248,0.0985,0.0248
2023-03-04 14:16:00,,0.0836,0.0248,0.0940,0.0248,,0.0246,0.0248,0.0976,0.0820,,0.0248,0.0248,0.0976,0.0248
2023-03-04 14:18:00,,0.0832,0.0248,0.0958,0.0248,,0.0247,0.0248,0.0980,0.0943,,0.0247,,0.0967,0.0943
2023-03-04 14:20:00,,0.0507,0.0248,0.0918,0.0248,,0.0975,,0.0933,0.0957,,0.0244,0.0248,0.0980,0.0964
2023-03-04 14:22:00,,0.0845,0.0248,0.0835,0.0248,,0.0985,0.0248,0.0933,0.0820,,0.0235,0.0248,0.0980,0.0978
2023-03-04 14:24:00,,0.0842,0.0248,0.0231,0.0248,,0.0984,0.0248,0.0955,0.0248,,0.0246,0.0248,0.0962,0.0975
2023-03-04 14:26:00,,0.0436,0.0248,0.0234,0.0248,,0.0971,0.0248,0.0955,0.0248,,0.0248,0.0248,0.0955,0.0827
2023-03-04 14:28:00,,0.0506,0.0248,0.0240,0.0248,,0.0248,0.0248,0.0974,0.0248,,0.0248,,0.0974,0.0248
2023-03-04 14:30:00,,0.0475,0.0248,0.0737,0.0248,,0.0248,,0.0955,0.0248,,0.0248,0.0248,0.0962,0.0248
2023-03-04 14:32:00,,0.0437,0.0248,0.0692,0.0248,,0.0982,0.0248,0.0248,0.0248,,0.0248,0.0248,0.0246,0.0248
2023-03-04 14:34:00,,0.0561,0.0248,0.0231,0.0248,,0.0992,0.0248,0.0248,0.0248,,0.0248,0.0248,0.0248,0.0248
2023-03-04 14:36:00,,0.0606,0.0248,0.0234,0.0248,,0.0986,0.0248,0.0248,0.0248,,0.0248,0.0248,0.0955,0.0248
2023-03-04 14:38:00,,0.0585,0.0248,0.0782,0.0248,,0.0820,0.0248,0.0955,0.0248,,0.0248,,0.0955,0.0820
2023-03-04 14:40:00,,0.0562,0.0248,0.0745,0.0813,,0.0243,,0.0955,0.0978,,0.0247,0.0248,0.0248,0.0827
2023-03-04 14:42:00,,0.0536,0.0248,0.0234,0.0955,,0.00495,0.0248,0.0248,0.0990,,0.0243,0.0248,0.0947,0.0248
2023-03-04 14:44:00,,0.0536,0.0248,0.0700,0.0935,,0.0204,0.0248,0.0948,0.0990,,0.0234,0.0248,0.0978,0.0955
2023-03-04 14:46:00,,0.0536,0.0248,0.0865,0.0248,,0.0234,0.0248,0.0974,0.0982,,0.0204,0.0248,0.0985,0.0988
2023-03-04 14:48:00,,0.0605,0.0248,0.0760,0.0248,,0.0244,0.0248,0.0940,0.0910,,0.0235,,0.0970,0.0986
2023-03-04 14:50:00,,0.0584,0.0248,0.0692,0.0248,,0.0246,,0.0248,0.0248,,0.0246,0.0248,0.0248,0.0827
2023-03-04 14:52:00,,0.0535,0.0248,0.0942,0.0248,,0.0246,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0247,0.0820
2023-03-04 14:54:00,,0.0562,0.0248,0.0946,0.0248,,0.0247,0.0248,0.0948,0.0248,,0.0246,,0.0970,0.0986
2023-03-04 14:56:00,,0.0507,0.0248,0.0937,0.0248,,0.0246,,0.0948,0.0248,,0.0245,0.0248,0.0978,0.0993
2023-03-04 14:58:00,,0.0474,0.0248,0.0925,0.0248,,0.0246,0.0248,0.0975,0.0248,,0.0247,0.0248,0.0963,0.0993
2023-03-04 15:00:00,,0.0475,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0980,0.0248,,0.0248,0.0248,0.0955,0.0985
2023-03-04 15:02:00,,0.0536,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0974,0.0248,,0.0246,0.0248,0.0248,0.0248
2023-03-04 15:04:00,,0.0562,0.0248,0.0933,0.0813,,0.0246,0.0248,0.0973,0.0248,,0.0246,,0.0964,0.0248
2023-03-04 15:06:00,,0.0437,0.0248,0.0931,0.0976,,0.0246,,0.0979,0.0248,,0.0957,0.0248,0.0973,0.0248
2023-03-04 15:08:00,,0.0641,0.0248,0.0870,0.0984,,0.0246,0.0248,0.0984,0.0248,,0.0955,0.0248,0.0982,0.0955
2023-03-04 15:10:00,,0.0697,0.0248,0.0827,0.0963,,0.0242,0.0248,0.0970,0.0248,,0.0957,0.0248,0.0983,0.0957
2023-03-04 15:12:00,,0.0586,0.0248,0.0700,0.0248,,0.0204,0.0248,0.0248,0.0248,,0.0957,0.0248,0.0955,0.0248
2023-03-04 15:14:00,,0.0562,0.0248,0.0238,0.0248,,0.0204,0.0248,0.0247,0.0248,,0.0247,,0.0948,0.0820
2023-03-04 15:16:00,,0.0561,0.0248,0.0752,0.0248,,0.0238,,0.0248,0.0248,,0.0820,0.0248,0.0978,0.0820
2023-03-04 15:18:00,,0.0672,0.0248,0.0707,0.0248,,0.0240,0.0248,0.0248,0.0820,,0.0943,0.0248,0.0955,0.0248
2023-03-04 15:20:00,,0.0657,0.0248,0.0237,0.0248,,0.0227,0.0248,0.0248,0.0981,,0.0957,0.0248,0.0248,0.0248
2023-03-04 15:22:00,,0.0506,0.0248,0.0230,0.0248,,0.0243,0.0248,0.0955,0.0981,,0.0970,0.0248,0.0970,0.0910
2023-03-04 15:24:00,,0.0438,0.0248,0.0240,0.0248,,0.0244,0.0248,0.0962,0.0820,,0.0955,,0.0948,0.0910
2023-03-04 15:26:00,,0.0437,0.0248,0.0745,0.0248,,0.0246,,0.0248,0.0248,,0.0248,0.0248,0.0955,0.0248
2023-03-04 15:28:00,,0.0535,0.0248,0.0850,0.0248,,0.0247,0.0248,0.0248,0.0248,,0.0828,0.0248,0.0963,0.0248
2023-03-04 15:30:00,,0.0536,0.0248,0.0692,0.0248,,0.0245,0.0248,0.0247,0.0248,,0.0983,0.0248,0.0948,0.0248
2023-03-04 15:32:00,,0.0536,0.0248,0.0235,0.0248,,0.0245,0.0248,0.0248,0.0248,,0.0989,0.0248,0.0955,0.0248
2023-03-04 15:34:00,,0.0605,0.0248,0.0891,0.0248,,0.0245,0.0248,0.0974,0.0248,,0.0988,,0.0933,0.0248
2023-03-04 15:36:00,,0.0605,0.0248,0.0858,0.0248,,0.0247,,0.0970,0.0820,,0.0971,0.0248,0.0940,0.0248
2023-03-04 15:38:00,,0.0535,0.0248,0.0234,0.0248,,0.0246,0.0248,0.0955,0.0914,,0.0248,0.0248,0.0248,0.0248
2023-03-04 15:40:00,,0.0507,0.0248,0.0940,0.0248,,0.0910,0.0248,0.0955,0.0981,,0.0247,,0.0948,0.0248
2023-03-04 15:42:00,,0.0475,0.0248,0.0955,0.0248,,0.0984,,0.0955,0.0978,,0.0246,0.0248,0.0980,0.0248
2023-03-04 15:44:00,,0.0474,0.0248,0.0923,0.0248,,0.0986,0.0248,0.0955,0.0248,,0.0247,0.0248,0.0970,0.0248
2023-03-04 15:46:00,,0.0436,0.0248,0.0885,0.0248,,0.0957,0.0248,0.0933,0.0248,,0.0247,0.0248,0.0962,0.0248
2023-03-04 15:48:00,,0.0475,0.0248,0.0707,0.0248,,0.0248,0.0248,0.0933,0.0248,,0.0244,0.0248,0.0974,0.0248
2023-03-04 15:50:00,,0.0507,0.0248,0.0241,0.0248,,0.0248,0.0248,0.0970,0.0248,,0.0245,,0.0247,0.0248
2023-03-04 15:52:00,,0.0474,0.0248,0.0707,0.0248,,0.0248,,0.0963,0.0248,,0.0246,0.0248,0.0973,0.0248
2023-03-04 15:54:00,,0.0507,0.0248,0.0908,0.0248,,0.0248,0.0248,0.0953,0.0248,,0.0247,0.0248,0.0984,0.0248
2023-03-04 15:56:00,,0.0562,0.0248,0.0948,0.0906,,0.0248,0.0248,0.0974,0.0248,,0.0247,0.0248,0.0984,0.0248
2023-03-04 15:58:00,,0.0605,0.0248,0.0927,0.0902,,0.0248,0.0248,0.0975,0.0248,,0.0247,0.0248,0.0982,0.0248
2023-03-04 16:00:00,,0.0585,0.0248,0.0238,0.0935,,0.0248,0.0248,0.0940,0.0248,,0.0248,,0.0959,0.0248
2023-03-04 16:02:00,,0.0536,0.0248,0.0715,0.0975,,0.0248,,0.0247,0.0248,,0.0247,0.0248,0.0948,0.0248
2023-03-04 16:04:00,,0.0507,0.0248,0.0692,0.0953,,0.0248,0.0248,0.0962,0.0248,,0.0246,0.0248,0.0955,0.0248
2023-03-04 16:06:00,,0.0394,0.0248,0.0223,0.0248,,0.0247,0.0248,0.0970,0.0248,,0.0247,0.0248,0.0247,0.0248
2023-03-04 16:08:00,,0.0437,0.0248,0.0707,0.0938,,0.0246,0.0248,0.0962,0.0940,,0.0248,0.0248,0.0247,0.0248
2023-03-04 16:10:00,,0.0507,0.0248,0.0895,0.0938,,0.0246,0.0248,0.0974,0.0975,,0.0248,,0.0247,0.0248
2023-03-04 16:12:00,,0.0438,0.0248,0.0737,0.0248,,0.0247,,0.0955,0.0957,,0.0248,0.0248,0.0247,0.0248
2023-03-04 16:14:00,,0.0536,0.0248,0.0715,0.0903,,0.0247,0.0248,0.0955,0.0820,,0.0248,0.0248,0.0248,0.0248
2023-03-04 16:16:00,,0.0535,0.0248,0.0846,0.0902,,0.0247,0.0248,0.0948,0.0974,,0.0248,0.0248,0.0248,0.0248
2023-03-04 16:18:00,,0.0474,0.0248,0.0693,0.0248,,0.0248,0.0248,0.0247,0.0975,,0.0247,0.0248,0.0948,0.0248
2023-03-04 16:20:00,,0.0475,0.0248,0.0223,0.0248,,0.0248,0.0248,0.0247,0.0827,,0.0246,,0.0978,0.0248
2023-03-04 16:22:00,,0.0474,0.0248,0.0227,0.0248,,0.0248,,0.0248,0.0248,,0.0242,0.0248,0.0978,0.0248
2023-03-04 16:24:00,,0.0506,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0245,0.0248,0.0974,0.0248
2023-03-04 16:26:00,,0.0604,0.0248,0.0723,0.0248,,0.0248,0.0248,0.0248,0.0827,,0.0247,,0.0247,0.0248
2023-03-04 16:28:00,,0.0641,0.0248,0.0908,0.0248,,0.0248,,0.0248,0.0827,,0.0247,0.0248,0.0246,0.0248
2023-03-04 16:30:00,,0.0563,0.0248,0.0925,0.0248,,0.0248,0.0248,0.0955,0.0248,,0.0247,0.0248,0.0247,0.0248
2023-03-04 16:32:00,,0.0436,0.0248,0.0910,0.0248,,0.0248,0.0248,0.0940,0.0248,,0.0248,0.0248,0.0940,0.0248
2023-03-04 16:34:00,,0.0458,0.0248,0.0914,0.0906,,0.0246,0.0248,0.0978,0.0248,,0.0248,0.0248,0.0966,0.0248
2023-03-04 16:36:00,,0.0610,0.0248,0.0767,0.0935,,0.0235,0.0248,0.0985,0.0827,,0.0247,,0.0933,0.0248
2023-03-04 16:38:00,,0.0585,0.0248,0.0233,0.0805,,0.0238,,0.0983,0.0827,,0.0245,0.0248,0.0248,0.0966
2023-03-04 16:40:00,,0.0473,0.0248,0.0685,0.0248,,0.0243,0.0248,0.0982,0.0248,,0.0245,0.0248,0.0970,0.0964
2023-03-04 16:42:00,,0.0437,0.0248,0.0904,0.0248,,0.0247,0.0248,0.0976,0.0248,,0.0246,0.0248,0.0975,0.0248
2023-03-04 16:44:00,,0.0507,0.0248,0.0931,0.0902,,0.0247,0.0248,0.0972,0.0248,,0.0246,0.0248,0.0977,0.0248
2023-03-04 16:46:00,,0.0474,0.0248,0.0933,0.0902,,0.0247,0.0248,0.0970,0.0248,,0.0245,,0.0984,0.0914
2023-03-04 16:48:00,,0.0437,0.0248,0.0737,0.0248,,0.0248,,0.0948,0.0248,,0.0242,0.0248,0.0983,0.0910
2023-03-04 16:50:00,,0.0507,0.0248,0.0231,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0246,0.0248,0.0246,0.0940
2023-03-04 16:52:00,,0.0507,0.0248,0.0224,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0247,0.0978
2023-03-04 16:54:00,,0.0475,0.0248,0.0229,0.0248,,0.0248,0.0248,0.0955,0.0248,,0.0247,0.0248,0.0948,0.0966
2023-03-04 16:56:00,,0.0342,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0955,0.0248,,0.0248,,0.0985,0.0248
2023-03-04 16:58:00,,0.0393,0.0248,0.0737,0.0906,,0.0248,,0.0247,0.0248,,0.0820,0.0248,0.0978,0.0248
2023-03-04 17:00:00,,0.0508,0.0248,0.0850,0.0902,,0.0248,0.0248,0.0962,0.0248,,0.0827,0.0248,0.0248,0.0983
