"Time","172.16.66.87:10250 verify_controller_attached_volume kubernetes.io/configmap","172.16.66.87:10250 verify_controller_attached_volume kubernetes.io/empty-dir","172.16.66.87:10250 verify_controller_attached_volume kubernetes.io/host-path","172.16.66.87:10250 verify_controller_attached_volume kubernetes.io/projected","172.16.66.87:10250 verify_controller_attached_volume kubernetes.io/secret","172.16.66.87:10250 volume_apply_access_control kubernetes.io/configmap","172.16.66.87:10250 volume_apply_access_control kubernetes.io/empty-dir","172.16.66.87:10250 volume_apply_access_control kubernetes.io/projected","172.16.66.87:10250 volume_mount kubernetes.io/configmap","172.16.66.87:10250 volume_mount kubernetes.io/empty-dir","172.16.66.87:10250 volume_mount kubernetes.io/host-path","172.16.66.87:10250 volume_mount kubernetes.io/projected","172.16.66.87:10250 volume_mount kubernetes.io/secret","172.16.66.87:10250 volume_unmount kubernetes.io/configmap","172.16.66.87:10250 volume_unmount kubernetes.io/empty-dir","172.16.66.87:10250 volume_unmount kubernetes.io/host-path","172.16.66.87:10250 volume_unmount kubernetes.io/projected","172.16.66.90:10250 verify_controller_attached_volume kubernetes.io/configmap","172.16.66.90:10250 verify_controller_attached_volume kubernetes.io/empty-dir","172.16.66.90:10250 verify_controller_attached_volume kubernetes.io/host-path","172.16.66.90:10250 verify_controller_attached_volume kubernetes.io/projected","172.16.66.90:10250 verify_controller_attached_volume kubernetes.io/secret","172.16.66.90:10250 volume_apply_access_control kubernetes.io/configmap","172.16.66.90:10250 volume_apply_access_control kubernetes.io/empty-dir","172.16.66.90:10250 volume_apply_access_control kubernetes.io/projected","172.16.66.90:10250 volume_apply_access_control kubernetes.io/secret","172.16.66.90:10250 volume_mount kubernetes.io/configmap","172.16.66.90:10250 volume_mount kubernetes.io/empty-dir","172.16.66.90:10250 volume_mount kubernetes.io/host-path","172.16.66.90:10250 volume_mount kubernetes.io/projected","172.16.66.90:10250 volume_mount kubernetes.io/secret","172.16.66.90:10250 volume_unmount kubernetes.io/configmap","172.16.66.90:10250 volume_unmount kubernetes.io/empty-dir","172.16.66.90:10250 volume_unmount kubernetes.io/host-path","172.16.66.90:10250 volume_unmount kubernetes.io/projected","172.16.66.90:10250 volume_unmount kubernetes.io/secret","172.16.66.91:10250 verify_controller_attached_volume kubernetes.io/configmap","172.16.66.91:10250 verify_controller_attached_volume kubernetes.io/empty-dir","172.16.66.91:10250 verify_controller_attached_volume kubernetes.io/host-path","172.16.66.91:10250 verify_controller_attached_volume kubernetes.io/projected","172.16.66.91:10250 verify_controller_attached_volume kubernetes.io/secret","172.16.66.91:10250 volume_apply_access_control kubernetes.io/configmap","172.16.66.91:10250 volume_apply_access_control kubernetes.io/empty-dir","172.16.66.91:10250 volume_apply_access_control kubernetes.io/projected","172.16.66.91:10250 volume_apply_access_control kubernetes.io/secret","172.16.66.91:10250 volume_mount kubernetes.io/configmap","172.16.66.91:10250 volume_mount kubernetes.io/empty-dir","172.16.66.91:10250 volume_mount kubernetes.io/host-path","172.16.66.91:10250 volume_mount kubernetes.io/projected","172.16.66.91:10250 volume_mount kubernetes.io/secret","172.16.66.91:10250 volume_unmount kubernetes.io/configmap","172.16.66.91:10250 volume_unmount kubernetes.io/empty-dir","172.16.66.91:10250 volume_unmount kubernetes.io/host-path","172.16.66.91:10250 volume_unmount kubernetes.io/projected","172.16.66.91:10250 volume_unmount kubernetes.io/secret"
2023-03-04 11:40:00,0,0,0,0,0,0.0125,0,0.0250,0.200,0,0,0.454,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0458,0.0542,0.0750,0,0,0.308,0.117,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0750,0,0,0.479,0.0625,0,0,0,0,0
2023-03-04 11:44:00,0,0,0,0,0,0.0167,0,0.0292,0.200,0,0,0.454,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0583,0.0708,0.0833,0,0,0.338,0.138,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0791,0,0,0.479,0.0666,0,0,0,0,0
2023-03-04 11:48:00,0,0,0,0,0,0.0125,0,0.0250,0.196,0,0,0.442,0.0542,0,0,0,0,0,0,0,0,0,0.0458,0,0.0500,0.0667,0.0833,0,0,0.321,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0584,0.0167,0.0834,0,0,0.467,0.0667,0,0,0,0,0
2023-03-04 11:52:00,0,0,0,0,0,0.0125,0,0.0250,0.204,0,0,0.479,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.317,0.125,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0542,0.0125,0.0875,0,0,0.471,0.0625,0,0,0,0,0
2023-03-04 11:56:00,0,0,0,0,0,0.0167,0,0.0292,0.200,0,0,0.446,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0791,0,0,0.337,0.129,0,0,0,0,0,0,0,0,0,0,0.0250,0,0.0458,0.0125,0.0625,0,0,0.479,0.0708,0,0,0,0,0
2023-03-04 12:00:00,0,0,0,0,0,0.0125,0,0.0250,0.196,0,0,0.438,0.0458,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0625,0.0792,0,0,0.333,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0541,0.0125,0.0791,0,0,0.496,0.0666,0,0,0,0,0
2023-03-04 12:04:00,0,0,0,0,0,0.0125,0,0.0250,0.208,0,0,0.442,0.0542,0,0,0,0,0,0,0,0,0,0.0333,0,0.0458,0.0625,0.0667,0,0,0.321,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0834,0,0,0.467,0.0667,0,0,0,0,0
2023-03-04 12:08:00,0,0,0,0,0,0.0125,0,0.0292,0.175,0,0,0.438,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0875,0,0,0.333,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0750,0,0,0.475,0.0625,0,0,0,0,0
2023-03-04 12:12:00,0,0,0,0,0,0.0167,0,0.0292,0.192,0,0,0.442,0.0500,0,0,0,0,0,0,0,0,0,0.0333,0,0.0458,0.0625,0.0750,0,0,0.329,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0167,0.0750,0,0,0.492,0.0708,0,0,0,0,0
2023-03-04 12:16:00,0,0,0,0,0,0.0125,0,0.0250,0.204,0,0,0.454,0.0583,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0708,0.0750,0,0,0.329,0.138,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.475,0.0625,0,0,0,0,0
2023-03-04 12:20:00,0,0,0,0,0,0.0125,0,0.0250,0.217,0,0,0.454,0.0583,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.329,0.125,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0542,0.0125,0.0875,0,0,0.479,0.0708,0,0,0,0,0
2023-03-04 12:24:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.450,0.0500,0,0,0,0,0,0,0,0,0,0.0458,0,0.0542,0.0750,0.0917,0,0,0.333,0.142,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0167,0.0792,0,0,0.479,0.0708,0,0,0,0,0
2023-03-04 12:28:00,0,0,0,0,0,0.0167,0,0.0333,0.213,0,0,0.467,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0583,0.0708,0.0750,0,0,0.329,0.138,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.463,0.0625,0,0,0,0,0
2023-03-04 12:32:00,0,0,0,0,0,0.0125,0,0.0250,0.183,0,0,0.433,0.0500,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0833,0,0,0.333,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0833,0,0,0.475,0.0667,0,0,0,0,0
2023-03-04 12:36:00,0,0,0,0,0,0.0125,0,0.0250,0.196,0,0,0.463,0.0625,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.321,0.129,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0625,0.0125,0.0917,0,0,0.492,0.0667,0,0,0,0,0
2023-03-04 12:40:00,0,0,0,0,0,0.0125,0,0.0292,0.221,0,0,0.454,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0625,0.0750,0,0,0.342,0.125,0,0,0,0,0,0,0,0,0,0,0.0374,0,0.0416,0.0125,0.0749,0,0,0.474,0.0624,0,0,0,0,0
2023-03-04 12:44:00,0,0,0,0,0,0.0125,0,0.0250,0.188,0,0,0.450,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0833,0,0,0.313,0.125,0,0,0,0,0,0,0,0,0,0,0.0376,0,0.0584,0.0125,0.0835,0,0,0.492,0.0668,0,0,0,0,0
2023-03-04 12:48:00,0,0,0,0,0,0.0125,0,0.0250,0.188,0,0,0.433,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.338,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0167,0.0750,0,0,0.488,0.0708,0,0,0,0,0
2023-03-04 12:52:00,0,0,0,0,0,0.0125,0,0.0250,0.196,0,0,0.458,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.333,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.475,0.0666,0,0,0,0,0
2023-03-04 12:56:00,0,0,0,0,0,0.0167,0,0.0292,0.221,0,0,0.463,0.0583,0,0,0,0,0,0,0,0,0,0.0458,0,0.0542,0.0750,0.0875,0,0,0.329,0.146,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0542,0.0125,0.0917,0,0,0.479,0.0667,0,0,0,0,0
2023-03-04 13:00:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.438,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0625,0.0833,0,0,0.329,0.125,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.471,0.0625,0,0,0,0,0
2023-03-04 13:04:00,0,0,0,0,0,0.0125,0,0.0292,0.204,0,0,0.467,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0583,0.0708,0.0792,0,0,0.329,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0833,0,0,0.471,0.0625,0,0,0,0,0
2023-03-04 13:08:00,0,0,0,0,0,0.0125,0,0.0250,0.217,0,0,0.450,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.317,0.125,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0583,0.0125,0.0750,0,0,0.479,0.0708,0,0,0,0,0
2023-03-04 13:12:00,0,0,0,0,0,0.0167,0,0.0292,0.192,0,0,0.442,0.0500,0,0,0,0,0,0,0,0,0,0.0458,0,0.0542,0.0750,0.0917,0,0,0.346,0.142,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0583,0.0167,0.0917,0,0,0.479,0.0709,0,0,0,0,0
2023-03-04 13:16:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.438,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.308,0.125,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.471,0.0667,0,0,0,0,0
2023-03-04 13:20:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.450,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0583,0.0625,0.0833,0,0,0.342,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.467,0.0625,0,0,0,0,0
2023-03-04 13:24:00,0,0,0,0,0,0.0125,0,0.0250,0.188,0,0,0.446,0.0542,0,0,0,0,0,0,0,0,0,0.0458,0,0.0583,0.0833,0.0833,0,0,0.342,0.146,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0833,0,0,0.488,0.0667,0,0,0,0,0
2023-03-04 13:28:00,0,0,0,0,0,0.0125,0,0.0250,0.188,0,0,0.429,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.329,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0750,0,0,0.475,0.0667,0,0,0,0,0
2023-03-04 13:32:00,0,0,0,0,0,0.0167,0,0.0333,0.213,0,0,0.475,0.0583,0,0,0,0,0,0,0,0,0,0.0375,0,0.0458,0.0542,0.0833,0,0,0.325,0.117,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0458,0.0125,0.0792,0,0,0.483,0.0708,0,0,0,0,0
2023-03-04 13:36:00,0,0,0,0,0,0.0167,0,0.0292,0.217,0,0,0.463,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.325,0.129,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0542,0.0125,0.0875,0,0,0.471,0.0667,0,0,0,0,0
2023-03-04 13:40:00,0,0,0,0,0,0.0125,0,0.0250,0.200,0,0,0.463,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0583,0.0708,0.0750,0,0,0.338,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0750,0,0,0.467,0.0625,0,0,0,0,0
2023-03-04 13:44:00,0,0,0,0,0,0.0125,0,0.0292,0.208,0,0,0.450,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.321,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.475,0.0667,0,0,0,0,0
2023-03-04 13:48:00,0,0,0,0,0,0.0125,0,0.0250,0.200,0,0,0.446,0.0583,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0875,0,0,0.342,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0875,0,0,0.475,0.0625,0,0,0,0,0
2023-03-04 13:52:00,0,0,0,0,0,0.0125,0,0.0250,0.187,0,0,0.442,0.0500,0,0,0,0,0,0,0,0,0,0.0458,0,0.0542,0.0750,0.0833,0,0,0.329,0.137,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0667,0,0,0.467,0.0708,0,0,0,0,0
2023-03-04 13:56:00,0,0,0,0,0,0.0167,0,0.0292,0.221,0,0,0.446,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0875,0,0,0.333,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0583,0.0167,0.0833,0,0,0.492,0.0667,0,0,0,0,0
2023-03-04 14:00:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.463,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0625,0.0750,0,0,0.350,0.138,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0667,0,0,0.467,0.0667,0,0,0,0,0
2023-03-04 14:04:00,0,0,0,0,0,0.0125,0,0.0250,0.196,0,0,0.462,0.0583,0,0,0,0,0,0,0,0,0,0.0333,0,0.0500,0.0708,0.0708,0,0,0.313,0.133,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.475,0.0583,0,0,0,0,0
2023-03-04 14:08:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.429,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0792,0,0,0.325,0.125,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0542,0.0125,0.0917,0,0,0.488,0.0750,0,0,0,0,0
2023-03-04 14:12:00,0,0,0,0,0,0.0125,0,0.0250,0.188,0,0,0.442,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.333,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0583,0.0125,0.0833,0,0,0.492,0.0667,0,0,0,0,0
2023-03-04 14:16:00,0,0,0,0,0,0.0125,0,0.0250,0.221,0,0,0.467,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0708,0.0750,0,0,0.325,0.142,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0583,0.0167,0.0875,0,0,0.467,0.0625,0,0,0,0,0
2023-03-04 14:20:00,0,0,0,0,0,0.0125,0,0.0292,0.196,0,0,0.446,0.0583,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0792,0,0,0.333,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0750,0,0,0.463,0.0625,0,0,0,0,0
2023-03-04 14:24:00,0,0,0,0,0,0.0125,0,0.0250,0.204,0,0,0.450,0.0542,0,0,0,0,0,0,0,0,0,0.0500,0,0.0583,0.0750,0.0958,0,0,0.342,0.146,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0458,0.0125,0.0833,0,0,0.467,0.0667,0,0,0,0,0
2023-03-04 14:28:00,0,0,0,0,0,0.0125,0,0.0250,0.217,0,0,0.463,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0792,0,0,0.338,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0625,0.0167,0.0750,0,0,0.487,0.0666,0,0,0,0,0
2023-03-04 14:32:00,0,0,0,0,0,0.0125,0,0.0250,0.200,0,0,0.454,0.0542,0,0,0,0,0,0,0,0,0,0.0333,0,0.0458,0.0625,0.0667,0,0,0.313,0.129,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0500,0.00834,0.100,0,0,0.483,0.0667,0,0,0,0,0
2023-03-04 14:36:00,0,0,0,0,0,0.0125,0,0.0292,0.208,0,0,0.450,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0833,0,0,0.338,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0167,0.0750,0,0,0.475,0.0667,0,0,0,0,0
2023-03-04 14:40:00,0,0,0,0,0,0.0167,0,0.0292,0.192,0,0,0.446,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0833,0,0,0.325,0.125,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0458,0.00833,0.0833,0,0,0.463,0.0583,0,0,0,0,0
2023-03-04 14:44:00,0,0,0,0,0,0.0125,0,0.0250,0.196,0,0,0.446,0.0542,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0625,0.0750,0,0,0.338,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0750,0,0,0.471,0.0625,0,0,0,0,0
2023-03-04 14:48:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.446,0.0542,0,0,0,0,0,0,0,0,0,0.0458,0,0.0542,0.0750,0.0875,0,0,0.342,0.146,0,0,0,0,0,0,0,0,0,0,0.0500,0,0.0625,0.0167,0.0875,0,0,0.475,0.0667,0,0,0,0,0
2023-03-04 14:52:00,0,0,0,0,0,0.0125,0,0.0250,0.192,0,0,0.463,0.0583,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0750,0,0,0.317,0.125,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0833,0,0,0.479,0.0708,0,0,0,0,0
2023-03-04 14:56:00,0,0,0,0,0,0.0167,0,0.0292,0.204,0,0,0.454,0.0542,0,0,0,0,0,0,0,0,0,0.0417,0,0.0542,0.0625,0.0792,0,0,0.342,0.129,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0167,0.0708,0,0,0.492,0.0750,0,0,0,0,0
2023-03-04 15:00:00,0,0,0,0,0,0.0125,0,0.0292,0.188,0,0,0.446,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0792,0,0,0.338,0.138,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0542,0.0125,0.0833,0,0,0.471,0.0625,0,0,0,0,0
2023-03-04 15:04:00,0,0,0,0,0,0.0125,0,0.0250,0.221,0,0,0.458,0.0500,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0625,0.0708,0,0,0.321,0.121,0,0,0,0,0,0,0,0,0,0,0.0375,0,0.0500,0.0125,0.0749,0,0,0.466,0.0625,0,0,0,0,0
